# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,3,8,6,6,11,13,13,19,13,17,17,13,19,0,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(20,11),(11,8),-0.243255 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.326759 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.240637 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.006206 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.10338 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.10065 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.269266 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.807005 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.306532 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.474706 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.192513 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.323022 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.38132 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.509812 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.50117 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.242807 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.336596 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.512682 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.157239 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.0450032 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.85226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.0462566 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.00341471 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),0.0228277 # DEPENDENCYPART_GRANDPAR
(20,13),(13,25),-0.161698 # DEPENDENCYPART_GRANDPAR
(20,13),(13,27),-0.381602 # DEPENDENCYPART_GRANDPAR
(20,13),(13,30),-0.747445 # DEPENDENCYPART_GRANDPAR
(20,13),(13,32),-0.929273 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.110404 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.242377 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.452837 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.169754 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.179585 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0817345 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.290439 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.682217 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.205716 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.115862 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.156023 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0650769 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.210125 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.08146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.262029 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.28291 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.509434 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.01874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,1),-0.33259 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.687568 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.306924 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.398873 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.247926 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.373923 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.53822 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.490819 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.00929399 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.109175 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.035939 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.174515 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.319197 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.243269 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.15479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.272544 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.192955 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.349261 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.273169 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.427581 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.939371 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.679758 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.866207 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.30203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.324842 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.242963 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.282198 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.0325016 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.920372 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-1.8256 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.857628 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-1.47701 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.842934 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.931021 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-1.25556 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.958136 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-1.10633 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.723137 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.583219 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.854318 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.04594 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.789381 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.517465 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.40555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.127641 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.248945 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.3965 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.0248185 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.169585 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.0209443 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.733665 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.376364 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.311622 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.388556 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.281845 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.0321952 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.121821 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.460528 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.454915 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.544875 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.383201 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.0650295 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.199272 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.00780946 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.584006 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.0867282 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.0100189 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.26744 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.306018 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.223682 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.585779 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.771146 # DEPENDENCYPART_GRANDPAR
(20,26),(26,1),-0.691781 # DEPENDENCYPART_GRANDPAR
(20,26),(26,3),-1.44767 # DEPENDENCYPART_GRANDPAR
(20,26),(26,6),-1.10462 # DEPENDENCYPART_GRANDPAR
(20,26),(26,8),-0.614075 # DEPENDENCYPART_GRANDPAR
(20,26),(26,11),-0.916598 # DEPENDENCYPART_GRANDPAR
(20,26),(26,14),-0.496047 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.578237 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.709669 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.477832 # DEPENDENCYPART_GRANDPAR
(20,26),(26,19),-0.301832 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-1.41659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),0.16144 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.285708 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.0844791 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.174819 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.0915173 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.0268634 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.883783 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.633822 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.394273 # DEPENDENCYPART_GRANDPAR
(20,26),(26,32),-0.576131 # DEPENDENCYPART_GRANDPAR
(20,27),(27,21),0.439221 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.367507 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.0966283 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),0.0928256 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.750071 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.581622 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.352226 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.527903 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.815263 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.621793 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.775498 # DEPENDENCYPART_GRANDPAR
(20,30),(30,32),-0.53623 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),-0.832401 # DEPENDENCYPART_GRANDPAR
(20,32),(32,30),-0.265353 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),-0.851433 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.969562 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.960032 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.0822447 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.76957 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.370424 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.125358 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.752459 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.29743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,1),-0.0147664 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-1.42628 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.146805 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.0373519 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.165736 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.183424 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-1.1759 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.00786101 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.262257 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.152686 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.147406 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0750023 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.24955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.158608 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.548145 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.229623 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.541689 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.690306 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.551885 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),-1.04977 # DEPENDENCYPART_GRANDPAR
(21,20),(20,32),-1.10578 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.497956 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-1.93165 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.576579 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-1.11622 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.515893 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.588165 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.766846 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.582473 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.6952 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.466799 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.15284 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.791322 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.740657 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.537142 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.495206 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.39975 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.812416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0604977 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.278978 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.224604 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.289545 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.0496052 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.492395 # DEPENDENCYPART_GRANDPAR
(21,22),(22,30),-0.540755 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.800382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.291396 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.174077 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.28354 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.144472 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.505795 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.736278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.367171 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0321577 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.256255 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.315898 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.195359 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.591737 # DEPENDENCYPART_GRANDPAR
(21,26),(26,1),-0.498518 # DEPENDENCYPART_GRANDPAR
(21,26),(26,3),-1.82721 # DEPENDENCYPART_GRANDPAR
(21,26),(26,6),-1.01472 # DEPENDENCYPART_GRANDPAR
(21,26),(26,8),-0.516322 # DEPENDENCYPART_GRANDPAR
(21,26),(26,11),-0.682787 # DEPENDENCYPART_GRANDPAR
(21,26),(26,14),-0.469097 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-0.747714 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.65806 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-0.457408 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.493793 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-1.29763 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.810556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.30884 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.109638 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.159441 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.161123 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.0578112 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.429089 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.499511 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.557904 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.613756 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.507168 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.17577 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.333043 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.647673 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.354861 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.135745 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.282429 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.352636 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.23921 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.111349 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),-0.259905 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),-0.341324 # DEPENDENCYPART_GRANDPAR
(22,3),(3,23),-0.516698 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.821052 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.440215 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.629824 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.457875 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.244861 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.537961 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.415785 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.369911 # DEPENDENCYPART_GRANDPAR
(22,4),(4,13),-0.0484514 # DEPENDENCYPART_GRANDPAR
(22,4),(4,18),-0.291851 # DEPENDENCYPART_GRANDPAR
(22,4),(4,19),-0.390292 # DEPENDENCYPART_GRANDPAR
(22,4),(4,20),-0.0472537 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-1.10601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,25),-0.610507 # DEPENDENCYPART_GRANDPAR
(22,4),(4,26),-0.589607 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.628556 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.293658 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.589278 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.114737 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.17951 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.411021 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.341248 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.357055 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.144844 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.0849319 # DEPENDENCYPART_GRANDPAR
(22,6),(6,14),-0.226509 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),-0.206139 # DEPENDENCYPART_GRANDPAR
(22,6),(6,18),-0.344625 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),-0.315773 # DEPENDENCYPART_GRANDPAR
(22,6),(6,24),-0.26057 # DEPENDENCYPART_GRANDPAR
(22,6),(6,25),-0.473852 # DEPENDENCYPART_GRANDPAR
(22,6),(6,30),-0.777249 # DEPENDENCYPART_GRANDPAR
(22,6),(6,32),-0.812259 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.784874 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.195926 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.511066 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.471132 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.33173 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.247252 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.670866 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.189139 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.501358 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.517971 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.313699 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.217694 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),-0.385786 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),-0.205308 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.11566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,23),-0.54197 # DEPENDENCYPART_GRANDPAR
(22,9),(9,32),-0.869713 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.383091 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.485228 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.348726 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.264323 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.122284 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.273227 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.226455 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.344605 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.64606 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.629954 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.157974 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.446366 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.39522 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.342613 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.319782 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.279058 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.237326 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.260842 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.204888 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.187798 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.260425 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.343046 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.0527009 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),0.0704386 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.09809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,24),-0.243718 # DEPENDENCYPART_GRANDPAR
(22,13),(13,25),-0.488018 # DEPENDENCYPART_GRANDPAR
(22,13),(13,27),-0.600939 # DEPENDENCYPART_GRANDPAR
(22,13),(13,30),-0.760305 # DEPENDENCYPART_GRANDPAR
(22,13),(13,32),-0.795308 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.343017 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.225248 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.323288 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.266458 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.280633 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.236089 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.158945 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.264173 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.328431 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.209664 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.270294 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.202746 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.200344 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.323265 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0538196 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.0672883 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.34679 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.44134 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.281211 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-0.822129 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.646529 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.245369 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.491784 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.565927 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.495679 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.409655 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.345892 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.316041 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.357416 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.370187 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.333353 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.468064 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.496317 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.078478 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.106804 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.11137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.571494 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.334554 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.613414 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.59628 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.693265 # DEPENDENCYPART_GRANDPAR
