# _root_ Σε αυτό εκτίθενται ευρήματα από τον προϊστορικό οικισμό στο Ντικιλί Τας , την ελληνιστική , ρωμαϊκή και παλιοχριστιανική πόλη των Φιλίππων .
#goldHeads=3,1,0,3,4,8,8,12,8,9,10,5,14,17,17,17,19,17,12,21,19,0,
#predictedHeads=3,1,0,3,4,8,8,5,8,9,14,17,19,17,17,17,19,17,10,21,19,0,
(0,17),(17,21),-0.00685463 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.0498368 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.16297 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.0198143 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.160199 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.469749 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.504924 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.285561 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.00708146 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.202758 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.110231 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.339675 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.417237 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.140932 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.0287847 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.00064672 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.413407 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.0408729 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.0229988 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.377407 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.295616 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.431522 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.213405 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.324625 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.307421 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.125405 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.579916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.487274 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0886153 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.000538946 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.375811 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.340274 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0591239 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.479732 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.142894 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.230807 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.254867 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.395169 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.427536 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.472879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.660862 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.42156 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.00278144 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.374537 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.353403 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.390637 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0624011 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.529874 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.141631 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.175305 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.390293 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.477891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.659659 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.420801 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.0248907 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.10217 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.406343 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.346191 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0605624 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.526004 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.139864 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.552098 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.183422 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.261781 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.171318 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.160629 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.459112 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.422016 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.204217 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.561251 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.0318058 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.660142 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.663988 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.19148 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.699759 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.469766 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.781295 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.405525 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.573245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,3),0.347169 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.124216 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.18458 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.562306 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.36752 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.223819 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.506757 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-1.15943 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),0.0612999 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-1.38585 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.763336 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.0266126 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.801819 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.582586 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.140789 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.662435 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.412997 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.587034 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.952651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.195772 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.162479 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.554039 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.843182 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.484634 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.568834 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.349081 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.33535 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.605113 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.603069 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.409391 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.613484 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.938289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.450404 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.291958 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-1.02554 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.625401 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.953331 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.598371 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.678761 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.38066 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.59931 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.424065 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.878148 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.14613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.166064 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.442852 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.392473 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.318954 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.10331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.199242 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.271987 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.171377 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.27495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.163866 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.230477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.53751 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.153546 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0686037 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0881323 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.0958236 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),0.157893 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.237202 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.221156 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.53428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.671856 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.440578 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.66005 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0879616 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.153717 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.149461 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.0737295 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.0403672 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.264126 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.745133 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.380888 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.322121 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.00614061 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0209142 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.235507 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.129447 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.270883 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.175279 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.28314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.836561 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.338587 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.285288 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.545912 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0653413 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0902999 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0928316 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.605102 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.131815 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.772459 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.123296 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.106138 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.270578 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.338191 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.286105 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.546701 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.237123 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.278696 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.106545 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.0871602 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.61069 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.0114285 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.647614 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.126111 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.149134 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.221299 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.64374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.648208 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.212066 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.85852 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0494394 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.159008 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.192252 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.799652 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.0336869 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.83562 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.901404 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.354094 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.905355 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.320291 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.64374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.648208 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.212066 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.85852 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.0494394 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.159008 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.192252 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.140353 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.926317 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.83562 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),0.0953732 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.901404 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.354094 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.905355 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.320291 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.369008 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.51895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.610719 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),0.323383 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.833614 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.0303016 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.205239 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.211392 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.295118 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),0.203008 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.853344 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.901411 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),0.127277 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.937379 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.841935 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.151003 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.844199 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.34507 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),0.04481 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.531768 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.608543 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),0.046299 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.643499 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),0.329287 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.710295 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.798102 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.719221 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.252919 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-1.6388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,14),-0.903949 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.939917 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-1.0057 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.309006 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-1.00242 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.199422 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.308866 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.91137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,8),-0.533981 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.521101 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.541998 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.29186 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.892895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.0586829 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.279726 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.876836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0126983 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.789389 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.49944 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.252407 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.721747 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.450152 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.468474 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.536603 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.862025 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.739433 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.651598 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.849325 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.444758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.665773 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.216933 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.153881 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0680366 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.12826 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.146582 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.0822546 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.374443 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.370825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.548603 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.519073 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0662859 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.160587 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.155616 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.0540797 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.706517 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.802959 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.913516 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.341859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.487009 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.554813 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.251794 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0794841 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.251705 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.103689 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.496859 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.0774086 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.401203 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.076127 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.161258 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.706517 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.487014 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.555019 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.251972 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0355499 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.274965 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.895874 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.103667 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.496743 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.121989 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.468725 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.0774086 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.393387 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.629278 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.831877 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.364598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.527949 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.260924 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.0130551 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.274238 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.20924 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.417474 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.114034 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.388498 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.521733 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.359061 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.299605 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.346474 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.69843 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.933802 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.329582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.422456 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.282979 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.0555146 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.23621 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.166785 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.965384 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),0.00323443 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.725542 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.449584 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0150877 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.420616 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.262405 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.156909 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.037952 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.303164 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.823694 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.463327 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.434359 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.567586 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.4155 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.338852 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.243827 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.127046 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.103592 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.0319137 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.332572 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.352998 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0824227 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.284362 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0296593 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.93211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.215641 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.0126188 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.443403 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.229017 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.142397 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.276352 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.338091 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.181187 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.486496 # DEPENDENCYPART_GRANDPAR
