# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,7,14,15,18,16,20,18,22,0,22,26,26,23,26,27,30,28,32,30,0,
(16,18),(18,28),-0.392028 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.984806 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.831355 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.156367 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0503747 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.158168 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0923331 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.102994 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),0.00305184 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.393622 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.973586 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.879054 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.910245 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.859113 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.670131 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.7289 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.694851 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.386331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.5784 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.625908 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.196351 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.221153 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.00710454 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.088554 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.066646 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),-0.326814 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.916169 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.973292 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.921141 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.915799 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.825642 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.909951 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.85882 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.667207 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.743209 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.731099 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.407638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.515535 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.653014 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.369968 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.231843 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.241089 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.151005 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.0473759 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.0480867 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),0.216458 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.0666231 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.43623 # DEPENDENCYPART_GRANDPAR
(16,22),(22,30),-0.167687 # DEPENDENCYPART_GRANDPAR
(16,22),(22,32),-0.348021 # DEPENDENCYPART_GRANDPAR
(16,22),(22,33),0.054452 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.04493 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.903792 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.825149 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.663849 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.474476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.235333 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.235041 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.118103 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.00710123 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.173374 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.105436 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.365752 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.124164 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.218016 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.04494 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.240117 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.419759 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.118203 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.00924599 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.169914 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.103642 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.0970741 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.214556 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.373538 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.308208 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.793076 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.279075 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.411706 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.042391 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0461411 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.199037 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.417172 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.122997 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.18274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,22),-0.488112 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.323952 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.119506 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.18476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.412759 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.483726 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.500976 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.16883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.396828 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-1.1962 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.640403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0248797 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.10553 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0909105 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0276456 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.392602 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.338167 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.1777 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.753372 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.36248 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.795273 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.888052 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.704588 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.919268 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.511995 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.575655 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.222732 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.655364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.10763 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0149094 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.303228 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.24451 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.302306 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.596775 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.951622 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.778641 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-1.4237 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-1.42036 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.712408 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.820542 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.913321 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.72966 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.959681 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.571382 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.616378 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.295671 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.711129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.112728 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.0615166 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0235913 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.148258 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.192353 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.133446 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.19751 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.0765257 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.0212951 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.482586 # DEPENDENCYPART_GRANDPAR
(18,22),(22,32),-0.359397 # DEPENDENCYPART_GRANDPAR
(18,22),(22,33),-0.302177 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.155279 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0616813 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.305573 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.237034 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.191666 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.347596 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.247065 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.118784 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.069713 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.536559 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.409209 # DEPENDENCYPART_GRANDPAR
(18,26),(26,19),0.0379302 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),0.133185 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.0184329 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.307051 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.263524 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.128799 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.165671 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.124613 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.636855 # DEPENDENCYPART_GRANDPAR
(18,26),(26,32),-0.523794 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-1.36894 # DEPENDENCYPART_GRANDPAR
(18,27),(27,8),-0.68988 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),0.0317159 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.0695817 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),0.158848 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.362928 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.308268 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.378945 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.00836446 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.120765 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.526688 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.406298 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.368469 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.346117 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.147147 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.0613498 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.42932 # DEPENDENCYPART_GRANDPAR
(18,28),(28,32),-0.308356 # DEPENDENCYPART_GRANDPAR
(18,28),(28,33),-0.347045 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.654519 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.61438 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.264642 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.377462 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.042316 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0273579 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.56631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.521272 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.623859 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.496758 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.014 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.99723 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.643086 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.634694 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.11282 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.6328 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.23234 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-1.10146 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.901611 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-1.01797 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.565555 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.671304 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.413225 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.960309 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.947218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.0710427 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.388908 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.353779 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.377141 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.524758 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.968649 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-1.1347 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-1.69232 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-1.64293 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.721987 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.25423 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.12335 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.924993 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-1.05669 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.623252 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.710337 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.484474 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.982198 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.592246 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.999249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.0479105 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0636769 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.277329 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.242011 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.271237 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.144506 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.109435 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.409461 # DEPENDENCYPART_GRANDPAR
(20,22),(22,32),-0.743712 # DEPENDENCYPART_GRANDPAR
(20,22),(22,33),-0.39783 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),-0.124977 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.150869 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.379561 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.334611 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.262864 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.45499 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.31962 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.186565 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.156682 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.462263 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.792352 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.939508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,24),-0.4136 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.308041 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.187615 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.158344 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.456999 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.787089 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.419852 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.218524 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.22199 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.353666 # DEPENDENCYPART_GRANDPAR
(20,28),(28,32),-0.690142 # DEPENDENCYPART_GRANDPAR
(20,28),(28,33),-0.439 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.349883 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.397131 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.00673013 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.407443 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.250389 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),0.0299932 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.0815809 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.121093 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.0911045 # DEPENDENCYPART_GRANDPAR
(21,3),(3,14),-0.151038 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.299225 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.485062 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.1587 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.466127 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.185272 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.0522869 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.243638 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.253074 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.181387 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),-0.234399 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),-0.179332 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),-0.250526 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.202794 # DEPENDENCYPART_GRANDPAR
(21,4),(4,17),-0.145465 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-0.966107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,22),-0.215041 # DEPENDENCYPART_GRANDPAR
(21,4),(4,23),-0.323658 # DEPENDENCYPART_GRANDPAR
(21,4),(4,27),-0.446834 # DEPENDENCYPART_GRANDPAR
(21,4),(4,28),-0.571768 # DEPENDENCYPART_GRANDPAR
(21,4),(4,33),-0.410906 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.138473 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.190652 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.157244 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.177218 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.23635 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.134509 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.156871 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.232214 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.151033 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.273868 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.040732 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.00734106 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),0.024681 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.033328 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),-0.327856 # DEPENDENCYPART_GRANDPAR
(21,10),(10,27),-0.401892 # DEPENDENCYPART_GRANDPAR
(21,10),(10,28),-0.564333 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.155005 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.035234 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.161306 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.243658 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.158234 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.282376 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.0479332 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.0153115 # DEPENDENCYPART_GRANDPAR
(21,12),(12,23),-0.327856 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.315742 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.427789 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.613319 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.396378 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.350519 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.339667 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.242105 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.281953 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.329108 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.242266 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.2064 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.02081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,24),-0.475216 # DEPENDENCYPART_GRANDPAR
(21,13),(13,25),-0.488468 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.330706 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.223861 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.101271 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.0228623 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.101692 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0381804 # DEPENDENCYPART_GRANDPAR
(21,15),(15,22),-0.199897 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.325347 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0562908 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0233918 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.0117874 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.977733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.200891 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.0549191 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.0429216 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.1609 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.116969 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.348609 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.136374 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.134477 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.107344 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.033328 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.01047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.193728 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.327856 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.507099 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.545249 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.401892 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.564333 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.161306 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0852899 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.13414 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.01053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.193728 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.327856 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.507099 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.520352 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-0.564333 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.581736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.258863 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0583787 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0664004 # DEPENDENCYPART_GRANDPAR
