# _root_ * Τα ρέηβ πάρτυ στο κλαμπ Cavo Paradiso , κοντά στη Χώρα , που τελειώνουν με την ανατολή του ηλίου .
#goldHeads=0,4,4,0,4,5,6,7,10,6,10,11,15,15,4,15,18,16,20,18,0,
#predictedHeads=0,4,4,0,4,5,6,7,10,6,10,11,15,15,12,15,18,16,20,18,0,
(2,4),(4,12),-0.0821898 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.26278 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.276745 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.0215408 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.03017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.236482 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.445692 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.456228 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.482572 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.597418 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.530877 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.76762 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.684155 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.221036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.687099 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.771379 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.52858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.00072499 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.014188 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.209696 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.232741 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.169051 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0117306 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.0275643 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.330863 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.259612 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.295228 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.687099 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.771345 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.319132 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0622153 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.190609 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.240259 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0692859 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.169051 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0225227 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0299146 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.117591 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.330862 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.270498 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.291177 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.100271 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.09477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.0438394 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.631565 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.59731 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.595313 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.465126 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.941573 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.726659 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.08515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.13959 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.15283 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.07427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.611067 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.0523358 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0791244 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.196527 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.230717 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.603367 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.645078 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.528185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.568702 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0546151 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0133518 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.194203 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.209868 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.130372 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.403607 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.0620202 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.550605 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.421827 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.504338 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.149819 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.167177 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.212034 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.164995 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0982063 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.227532 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0486764 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.556785 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.634996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.549488 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0170332 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.102147 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.138752 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.00894511 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.290206 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0854625 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.556522 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.221338 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.601871 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.503503 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.211277 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.220479 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.226538 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.0730133 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.645079 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.142831 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.0927152 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0630436 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.345555 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.550626 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.426991 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.523035 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.596676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.56275 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.132024 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0037367 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.122917 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0484302 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0924046 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0847503 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.392986 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.083753 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.48168 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.154518 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.9465 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.416164 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.16236 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.397606 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0819529 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.434437 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-1.01513 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.495524 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.241701 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.475487 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.547004 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.618032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,18),-0.726546 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.472657 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.629566 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.13238 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.723101 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.425663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.609353 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.106523 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0202897 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0657345 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0756226 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.0287048 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.137673 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.254867 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.424202 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.3018 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.815325 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.115521 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0797582 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.805489 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.524122 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0803124 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0901917 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.600111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.679387 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.471774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.778102 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.425946 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0587023 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.147853 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.131145 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0153255 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.133321 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.44579 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.500391 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.469478 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.303615 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.16636 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.294864 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.225865 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.26846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,9),-0.48147 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.527431 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.420585 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.622756 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.596432 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.313536 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.222397 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.684937 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.286621 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.193989 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.3598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.175739 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.108466 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.579626 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.591457 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.839801 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.711437 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.664524 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.868135 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.27617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.133759 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0664862 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.475125 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.799313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.5359 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0657168 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.827099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.124099 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0964498 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.097464 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.63134 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.811869 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.711208 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.727987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.322892 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.415384 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.145042 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.135008 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.222273 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.00460696 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.373352 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.215165 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.489307 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.395858 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.644346 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.796813 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.727578 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.268316 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.360809 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0216949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0550855 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.148088 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0409168 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.237702 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0870124 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.41514 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.422202 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0942199 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.152598 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0973047 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0393171 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.15805 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0765871 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0230049 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0152097 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0614616 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.228519 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.286205 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.63134 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.811869 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.711208 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.727987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,9),0.0382251 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0870246 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0147433 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.20883 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0644282 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.373352 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.215165 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.489307 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.158691 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.395858 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.610595 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.776816 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.723943 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.768914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.289086 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.381579 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0686274 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0245232 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0166751 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.248935 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.129513 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.760623 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0201926 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.715219 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.229433 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.101165 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.316305 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0361934 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.115616 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.794783 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.321852 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.00876447 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.405123 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.634565 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.802633 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.536467 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.205784 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0601488 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.273062 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0491226 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.11053 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.14265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.383283 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.493957 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.556943 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.642151 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.590007 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.544159 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.75567 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.759081 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.721865 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.312884 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.716204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.142757 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.237105 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.498756 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.503251 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.536045 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.347958 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.717677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0416873 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.202005 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.29513 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.207071 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.189275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.475314 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.417457 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.430014 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.369997 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.264222 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.571709 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.291802 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.335589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.19656 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.05824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.206936 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.438222 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.50471 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.529701 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.482975 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.680207 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.659269 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.619224 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.303586 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.0387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.192754 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.702829 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.745931 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.761103 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.704981 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.69901 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.63327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0832833 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.15769 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.146765 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.128091 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.399851 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.317645 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.376818 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.267356 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.336321 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.00284929 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.00903618 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0843722 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.135847 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.170163 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.229799 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.146873 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.05421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.229336 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.497148 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.351855 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.676978 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.291272 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.248179 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.174218 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.109866 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.00508833 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0657345 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0980911 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.221015 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.44155 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.573595 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.364094 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.68011 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.68562 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.00571655 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.00115177 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0312048 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.0298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,1),-0.286717 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.245156 # DEPENDENCYPART_GRANDPAR
