# _root_ Ήταν στεγασμένη με ένα τετράγωνο κτήριο , ανοικτό στη νότια πλευρά , όπου υπήρχε δωρική στοά .
#goldHeads=0,1,2,6,6,3,1,6,8,11,9,14,14,11,16,14,14,
#predictedHeads=0,1,2,6,6,3,8,1,8,11,9,14,14,11,16,14,0,
(2,12),(12,7),-0.00201565 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.265527 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0126927 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.177002 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.199433 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.188868 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.196495 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.316291 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.48041 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.204462 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-1.30414 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.704481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.191937 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.114788 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.155754 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0755421 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.248411 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.00691344 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.163201 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.221766 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.112281 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.295149 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.229731 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.361002 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.215449 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.291259 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.812611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),0.0108113 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),0.0435549 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.3 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.419089 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.677184 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.308066 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.384864 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.626189 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.477679 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.719566 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.527632 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.11697 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.799962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),0.0166056 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),0.0178267 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.360607 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.664762 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.333782 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.44547 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.475826 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.374389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.869652 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.607614 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0830356 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.195276 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.701666 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.731408 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.322677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.988943 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.552488 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0122152 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.15832 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.212215 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.003704 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.192232 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0937755 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.0720152 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.664143 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.663098 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.434836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.43661 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.476386 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0586057 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.290519 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0963721 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.13368 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.120244 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.186429 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.1405 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.321106 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.276916 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.184653 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.701736 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.319715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),1.00198 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.5584 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.688546 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0932065 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.1285 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.193061 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.037575 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0974199 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0940609 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.067738 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.221891 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.217918 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.664143 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.434836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,5),0.43661 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.476386 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.106081 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0067097 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.315849 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.150954 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.122714 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.186429 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.1405 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.321106 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.276916 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.184653 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.349687 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.284602 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.622232 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.679756 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.430896 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.24261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.394579 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.556333 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.01664 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.608808 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.739949 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.0488 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.1632 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.630685 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.867754 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.724749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.247831 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.556196 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.350237 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.570166 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.644265 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.217668 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.253499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.0302534 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.184793 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.266002 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.557829 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.595593 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.27457 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.196128 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.223497 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.812533 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.368046 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.192384 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.513583 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.496165 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.502535 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.253457 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0981139 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0803292 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0910621 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.20612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.142218 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.208223 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.222913 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.767325 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.364646 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.298747 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.463968 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.0703 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.608624 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.639868 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0194811 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.100573 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.26083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.205326 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.202171 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.822017 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.427754 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.469404 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.657378 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0194793 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.421062 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0452841 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.22358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.183968 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.784766 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.406396 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.63362 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.17012 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.364247 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.2608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.208814 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.20214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.03295 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.576048 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.577781 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.386947 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.694178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.327951 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.174246 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.301413 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.272786 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.00858104 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.109039 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.218902 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.533714 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.573554 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.214508 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.700695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.263678 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.218716 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.402854 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.210501 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0516143 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.116661 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0804693 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.512096 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.238902 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.185119 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.18768 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.274674 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.15048 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0432912 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.311083 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.119207 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0782267 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.1146 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.653103 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.877901 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.503209 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.669427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.249475 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.327897 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.331434 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.310868 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0182339 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.109756 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0761646 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.614586 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.608494 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.03685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.595978 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.778588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,9),0.287724 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.362824 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.33994 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.00597786 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0892758 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.572271 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.50518 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.251075 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.02307 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.607617 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.594491 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.418516 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.738234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.344694 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.301637 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.330714 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.332639 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.304661 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.122266 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.339777 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.429238 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.316079 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.136353 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.120029 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0484507 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.104028 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.058295 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.986746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.241082 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.468369 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.476998 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.366865 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.57461 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.502442 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.591466 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.474845 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.166301 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0939375 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0666013 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.029574 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.02901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.448044 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.494956 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.409126 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.491624 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.233099 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.092232 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0876105 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.102321 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0130328 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.998833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,11),-0.455713 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.378952 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.473324 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.037482 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0207976 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0291116 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.227598 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.448042 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.134793 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0621712 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0326071 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0442857 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0474141 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.03157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.256236 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.46313 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.549115 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.514734 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.528135 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.516337 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.495124 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.571474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0499582 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0804896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.00612114 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0466034 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.162371 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.120035 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.108305 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0866465 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.598852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.176331 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0695101 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.032766 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0608214 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.211388 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.162429 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.120397 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.562876 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.418383 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.508345 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.534878 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.514904 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.615102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.292833 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0779658 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.00573018 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0472245 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0997507 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0922092 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.138764 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0420102 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.566904 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.417975 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.502994 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.50818 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.665721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0763168 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.122867 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.217006 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.196976 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.198949 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.325382 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.23527 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.225623 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.152561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.54959 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.415838 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.475442 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0725448 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0192252 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0361435 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.105708 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.173569 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.216273 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.136667 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.149128 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.548902 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.53522 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.425415 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.519244 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.477155 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.569688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.179306 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0278507 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.11751 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0595401 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.0501925 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0782226 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.120152 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0721107 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0953452 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0448468 # DEPENDENCYPART_GRANDPAR
