# _root_ Αφού έλαβαν υπόψη και άλλους παράγοντες επικινδυνότητας για την ασθένεια , όπως η ηλικία και το φύλο , οι επιστήμονες βρήκαν ότι ο διαβήτης αυξάνει τις πιθανότητες ανάπτυξης καρκίνου του ήπατος .
#goldHeads=21,1,2,6,6,2,6,7,10,8,6,6,14,15,6,17,15,6,20,21,0,21,24,25,22,27,25,27,28,29,29,0,
#predictedHeads=0,1,2,2,6,4,6,7,10,8,15,21,14,15,8,17,15,21,20,21,0,21,24,25,22,27,25,27,28,31,29,0,
(18,22),(22,18),-0.478102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,23),-0.250765 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.0903212 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.209536 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.0966366 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.266293 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.142061 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.253209 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.405096 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.468247 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.462969 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-0.407423 # DEPENDENCYPART_GRANDPAR
(18,25),(25,1),-0.344497 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-0.470921 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-0.481383 # DEPENDENCYPART_GRANDPAR
(18,25),(25,6),-0.432838 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-0.514081 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-0.507792 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-0.414432 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.389061 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-0.462309 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.444459 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.365253 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.548779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,20),-0.00694801 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.160426 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.140434 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.337545 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.382839 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.301497 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.429048 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.482894 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.502689 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),-0.432164 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.393455 # DEPENDENCYPART_GRANDPAR
(18,27),(27,19),0.210669 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.263595 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.291263 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.197108 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.467309 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.462031 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.406486 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),-0.265798 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.29007 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.199311 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.440383 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.465211 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.24645 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.409666 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.992087 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-1.02453 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.735216 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.415445 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-1.01788 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.351721 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.292344 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.08886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.93027 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.719865 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-1.33145 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.288337 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.56442 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.489671 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.699307 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.513744 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.00401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.848666 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.662129 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.615329 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.21079 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-1.2135 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.875435 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-1.07515 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.14812 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.971505 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.16218 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.787688 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.0645 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.854565 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.01604 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.90973 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.888372 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-1.19869 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.877955 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.4171 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.01427 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.743543 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.750405 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.494674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.14011 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.432336 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.178621 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.719242 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.422583 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.0751157 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.231007 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-0.432837 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.826389 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.439295 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.539026 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.8281 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.421806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,23),-0.456479 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.810385 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-1.01242 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.718531 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.38456 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.516799 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.72933 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-1.07652 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-1.14812 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-0.97153 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-0.787726 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-1.06454 # DEPENDENCYPART_GRANDPAR
(20,25),(25,10),-1.01608 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.909732 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.888397 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-1.19873 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.880687 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-1.01431 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.743544 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.508589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.206867 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.204015 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.448072 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.114923 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.899035 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.420041 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.0725731 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.232866 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.430295 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.562619 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.828096 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.454672 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.0413306 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.866958 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.382561 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.5148 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.727331 # DEPENDENCYPART_GRANDPAR
(20,29),(29,23),-0.462627 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),-0.0492958 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),-0.874914 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),-0.64671 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.302717 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.924329 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),-0.704884 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.634429 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),0.0196075 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),0.127464 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.632897 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),0.209491 # DEPENDENCYPART_GRANDPAR
(21,1),(1,18),0.278314 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-1.73139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,25),-0.759486 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.0523034 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.0538716 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),0.0330474 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.658593 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.527921 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.516144 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.0632237 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),-0.473368 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),0.0742173 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),0.253396 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),0.0478514 # DEPENDENCYPART_GRANDPAR
(21,2),(2,17),0.121036 # DEPENDENCYPART_GRANDPAR
(21,2),(2,18),0.143041 # DEPENDENCYPART_GRANDPAR
(21,2),(2,20),0.219621 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.44753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,22),0.323302 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.652789 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),0.121882 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.441559 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.148856 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.78617 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),0.0122986 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.703917 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.415087 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.403309 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),0.0596864 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.361 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),0.132032 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),0.24046 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),0.101773 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),0.200855 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.82128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,22),0.0945061 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.437975 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),0.0232956 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),0.0412209 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.510626 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.201475 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),0.0975339 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.159182 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),0.279274 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.438639 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),0.024229 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),0.0405109 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.511336 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.304632 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),0.0953278 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.812851 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.161358 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),0.288611 # DEPENDENCYPART_GRANDPAR
(21,7),(7,15),0.277104 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.286263 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.971439 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.293572 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),0.0822418 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),0.299938 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),0.176762 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),0.211668 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.848995 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),0.0625404 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),0.288599 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),0.305859 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),0.277095 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),0.433059 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.925686 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.730024 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.516588 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.503888 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.139018 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.458791 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),0.171022 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),0.0977839 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.224987 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.323086 # DEPENDENCYPART_GRANDPAR
(21,11),(11,25),-0.635724 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.0591328 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),0.0104475 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.227512 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.967724 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.435047 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0486701 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0837704 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),0.0829324 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.130591 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.210117 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),0.163882 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.309118 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.57489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,25),-0.601762 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.839296 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.255916 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.198608 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.17364 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.436613 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.535633 # DEPENDENCYPART_GRANDPAR
(21,14),(14,22),0.154812 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.148856 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.78617 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),0.0122986 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.0266382 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.674308 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.307342 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.29447 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),0.00542255 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.970137 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.248875 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.0544976 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),0.194682 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.0445169 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.205075 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.186065 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.233409 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.200855 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.314635 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.82128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),0.0945061 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.632233 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.849374 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.850144 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.178994 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.219958 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.0553184 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.279376 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.131158 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.723428 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.531866 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.66951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),0.154873 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.730024 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.516588 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.503888 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.139018 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.00800066 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.132821 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.323086 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.60885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),0.193805 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.491083 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.635724 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.914568 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-1.3106 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.196732 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.297086 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.355524 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0990311 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.897161 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.66959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.15483 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.550246 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.696468 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.973729 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-1.16058 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.429845 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.268904 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.550088 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0307711 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),0.0818697 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.222574 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.198035 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.364447 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0605983 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.299439 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.708418 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.46339 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.658723 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.392538 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-1.26442 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-0.339501 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-0.719914 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-0.708137 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-0.664781 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.21996 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.1061 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.197369 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.249438 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.0727589 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.151137 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),0.0435874 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.981971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.572501 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.0563117 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.100899 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.169888 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.335341 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.734 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.52249 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.695662 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.236693 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),0.0817234 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.192073 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.201197 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.0793772 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.706179 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.461152 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.656485 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),0.198596 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),0.211087 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.0728554 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.209108 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.468247 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.887656 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.66358 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),0.167905 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),0.177022 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.103545 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.243173 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.644398 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.899053 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.660321 # DEPENDENCYPART_GRANDPAR
(21,31),(31,24),0.211824 # DEPENDENCYPART_GRANDPAR
(21,31),(31,26),-0.0687314 # DEPENDENCYPART_GRANDPAR
(21,31),(31,27),-0.208371 # DEPENDENCYPART_GRANDPAR
(21,31),(31,28),-0.609596 # DEPENDENCYPART_GRANDPAR
(21,31),(31,29),-0.39598 # DEPENDENCYPART_GRANDPAR
(21,31),(31,30),-0.901381 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.448539 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.416689 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.425832 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.323978 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.215983 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.230678 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.02915 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.162333 # DEPENDENCYPART_GRANDPAR
