# _root_ Σε ποσοστό 76,73% οι Ισπανοί είπαν ηχηρό " ναι " υπέρ του Ευρωπαϊκού Συντάγματος , στο δημοψήφισμα που διενεργήθηκε την Κυριακή .
#goldHeads=6,1,2,5,6,0,9,9,6,9,9,14,14,11,6,6,16,19,17,21,19,0,
#predictedHeads=6,1,2,5,6,0,6,9,6,9,6,14,14,11,11,6,16,19,17,21,19,0,
(0,8),(8,6),0.37868 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.301631 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.208195 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.300075 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.185203 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.322525 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.27759 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.23535 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0809302 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.43559 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.0499835 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.240409 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.382564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.0089005 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.473748 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.177921 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.140042 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.293579 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.261398 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.292611 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.261523 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.450635 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.0598893 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.248418 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.206812 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.114911 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0453071 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.044656 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.37868 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.301631 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.223664 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.186811 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.185203 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.322525 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.27759 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.23535 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.0809302 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.43559 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.240409 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.0432163 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.114243 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.524881 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.203733 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0850476 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.0861997 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.189989 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.240089 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.10277 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.00999271 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.274668 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.115148 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.157041 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.543259 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.118133 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.0682091 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.191294 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.517718 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.084499 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.179255 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.0980809 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.180407 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.0245054 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.120853 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.0290666 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.110759 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.162724 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.182351 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-1.05817 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.467827 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.0222438 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.0415006 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.534333 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.402626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.202641 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.288073 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0863349 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0438177 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.268372 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.134936 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.264148 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.165933 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.20038 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.0789736 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.654649 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0793124 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.247831 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.366023 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0402228 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.275193 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.50371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.588894 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0898131 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.455034 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.00492261 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.297155 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.176497 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.279617 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.231011 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.141704 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.469159 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.225325 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.264275 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.187315 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.474979 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.178755 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.245328 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.416367 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.23556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0920189 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.565112 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.688804 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.759848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.0813671 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.410605 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.446312 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.275574 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.468481 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.539386 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.730449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.342314 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.433589 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0585537 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.282857 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.00611642 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0146617 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.00524019 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.0795531 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.0917383 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.142221 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),0.0138675 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),0.0725662 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.524015 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),0.11058 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.295509 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.336192 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.693414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),-0.383833 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0731499 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.108064 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.184157 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.108941 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0917941 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.0518768 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0969825 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.435522 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.532461 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.742841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.36282 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0716207 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.115708 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.436392 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.203179 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.12033 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.128774 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.24246 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.147978 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.123189 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.155079 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.813999 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.0711688 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.427068 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.546092 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.770985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,6),-0.119223 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.449219 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.12159 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.105658 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0851747 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.0330545 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.124381 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.6991 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),0.0117091 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.429979 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.174018 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.184233 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.174894 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.354108 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.190066 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.00613502 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.147549 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.664282 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.446642 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.156432 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.657128 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.0155788 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.539386 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.730042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),0.344863 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.058147 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.0236972 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.411946 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.0807553 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.0639057 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.0816316 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),0.0454806 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.206352 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.130386 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),0.0470517 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),0.0151849 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.79084 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),0.130387 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.912654 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.291689 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.330532 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.279793 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.06821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0901105 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.59459 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.433768 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.692253 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.677195 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.677562 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.729576 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.798468 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.570337 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.569539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.440971 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0316327 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.247062 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.346574 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.06759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-0.859602 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.803856 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.703104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.804974 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.594347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.123675 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.186741 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.271366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.191286 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.224935 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.251205 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0553359 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.167751 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.367299 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.635437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.710052 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.563684 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.529173 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.856289 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.806496 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.338323 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.299878 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.439817 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.304424 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.395239 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.247346 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.535804 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.627459 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.00852635 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0873993 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.239998 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.74479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.0652759 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.00254869 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.454622 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.261316 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.82646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.432111 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.352501 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.260583 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.402539 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.692234 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.28886 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.227819 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.129537 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.105786 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.595881 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.82646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.432111 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.647729 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.0697725 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.03908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.120889 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.168233 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0120709 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0104295 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.349649 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.282104 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.227438 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.427389 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.652364 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.564768 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.404237 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.24897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0568362 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.10528 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0635577 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0597946 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.447246 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.451707 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.117894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.368877 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.257069 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.629345 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.292523 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.4332 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.633073 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.07798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.143284 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.246875 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0201786 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0419971 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.34877 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.18682 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.154157 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.43178 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.241972 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.427389 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.652364 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.564768 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.404237 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.24897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0568362 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0875782 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.154351 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0597946 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.447246 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.451707 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.117894 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.368877 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.257069 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.292523 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.166168 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.268879 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0573499 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-1.09242 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.309227 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.194639 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.246113 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.00300611 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.196628 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.34946 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.128414 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.22756 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-1.06989 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.348279 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.282302 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.153723 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.200106 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.263956 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.283245 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.155138 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.227829 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.984364 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.229149 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.213781 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.252166 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0177451 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.227793 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.685846 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.437719 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.25499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.0707515 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.125786 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0169687 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.103588 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.56664 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.334262 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.387874 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.250001 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.733482 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.290571 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.200065 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0110661 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.371431 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.984567 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.229114 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.119925 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.228768 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0366899 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.725528 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.227825 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),0.0226125 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.190004 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.290238 # DEPENDENCYPART_GRANDPAR
