# _root_ Στην αρχή υπήρξαν , επίσης , προβλήματα στην κατανομή των πόρων του προγράμματος στις εθνικές υπηρεσίες .
#goldHeads=3,1,0,5,3,5,3,7,8,11,9,13,11,9,16,14,0,
#predictedHeads=3,1,0,5,3,5,3,3,8,11,9,13,11,9,16,14,0,
(4,7),(7,8),-0.144089 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0217141 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.130657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.187543 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0325235 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.258537 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.273831 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0085337 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0393383 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.145722 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.625132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.211838 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.00139533 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0175292 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0615325 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.246807 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.138621 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.195507 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.031987 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.202765 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.266501 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.273771 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.413547 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.616457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.220745 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.0100706 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.030055 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0529468 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.128482 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.217459 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.186399 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0229891 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.19313 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.257393 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.264554 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.626326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.210721 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.155057 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.177445 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.195468 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0327593 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.202787 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.258875 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.273861 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.0463829 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.320869 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.297168 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.326066 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.263641 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0762612 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0879878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0880413 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.283924 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.221132 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.124035 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.126299 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.18252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.31757 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.401211 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.461127 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.688988 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.08403 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0500461 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0568869 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.18603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.214936 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.318592 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.420662 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.693987 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.729292 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.736847 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.651827 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.882802 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.60443 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.309613 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.288676 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.182353 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.18256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.319245 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.386223 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.447228 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.762125 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.79743 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.804984 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.861661 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.638269 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.632468 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.411391 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.467292 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.804923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0383836 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.113971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.418434 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.441436 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.462106 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.347935 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.514735 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.603179 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.647443 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.4212 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.465617 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.80951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.018336 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0194934 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.311956 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.344907 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.353386 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.266072 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.506192 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.248826 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.0429395 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.304484 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.337127 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.465617 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.814452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.018686 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.121549 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0280554 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.344726 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.350388 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.358867 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.262054 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.42204 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.511673 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.246283 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.421201 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.465617 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.815093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0177753 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.124331 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.252419 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.264643 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.388071 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.359401 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.262844 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.42216 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.512207 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.246826 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.465617 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.814448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,10),-0.264531 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.291058 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.394258 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.262993 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.422224 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.504219 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.246544 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.394294 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.0544071 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0423006 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.280501 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.509374 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.00435945 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.125957 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0857561 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.979795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.0626111 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.22547 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0897116 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0383375 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.998629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.345296 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.417267 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.387182 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.00526009 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0479581 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0432477 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0483927 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.953802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.308051 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.413476 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.552648 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.660287 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.766983 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.388836 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.792422 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.614305 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.194662 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.110686 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.195994 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0638313 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.00897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.338569 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.409626 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.583673 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.691313 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.798007 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.696121 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.139033 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0274561 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0413667 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.176618 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.00218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.305825 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.407252 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.550936 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.658577 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.76527 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.629388 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.514208 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.388835 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.510859 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.398435 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.581476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0278502 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.00327434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.106816 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.210512 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0582729 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.241726 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.236297 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.574324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.0143498 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.121881 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.510859 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.398435 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.581462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.20437 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.110406 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.203031 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.11478 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.218475 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0588095 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.242122 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.249689 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.236237 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.388847 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.510872 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.398448 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.572787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.216896 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0279584 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0847054 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.198151 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.209367 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0678074 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.232487 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.240581 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.227019 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.510859 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.398435 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.111281 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.153604 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.176159 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0580372 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.242144 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.242063 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.236326 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.250227 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.259772 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.257118 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.140458 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.301561 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.320137 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.309255 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.226107 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.388842 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.398435 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.117219 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.148976 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.190442 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.251603 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.145423 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.178643 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.235749 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.679529 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.105103 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.139474 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.178318 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0326278 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.34034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.204217 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.610214 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.420742 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0442342 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0283935 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.257556 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.143709 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.22098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.136268 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.630213 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.455979 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.467139 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.547526 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-1.00931 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.784178 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.621268 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.227804 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.508082 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.177327 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0973068 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.25553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.123964 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.665269 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.491034 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.502193 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.984447 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.59353 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.16345 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.376915 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.217622 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0273681 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.24045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.141409 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.650201 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.475968 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.487125 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.815075 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.621268 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.227804 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.508082 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.186469 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.123604 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.25553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.123964 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.665269 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.491034 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.502193 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.532452 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.984447 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.04425 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.430104 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.0202711 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.199416 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.661535 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.306105 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.489433 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.685563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.409295 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.527773 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.00956531 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),6.58173e-05 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.239775 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.554878 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.548341 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.398576 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.844761 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.661535 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.306105 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.489433 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.681582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),-0.0867924 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.369589 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.604785 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.000496369 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.240874 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.555544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.548904 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.399155 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.661537 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.306107 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.349966 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0918381 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.344753 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.231269 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.548411 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.527042 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.391898 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.476076 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.38241 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.433338 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.844783 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.306113 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.382608 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0787974 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.393936 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.068833 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.0164512 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.483782 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.399482 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.754973 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.772088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.362277 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.0677891 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.561437 # DEPENDENCYPART_GRANDPAR
