# _root_ Εκτός από την σωρεία καταχρήσεων μεγάλης κλίμακας , διαπράττονται και πολλές καταχρήσεις σε μικρή κλίμακα , διότι ο τομέας των μεταφορών χαρακτηρίζεται σε μεγάλο βαθμό από καταχρήσεις .
#goldHeads=9,1,5,5,2,7,5,9,0,12,12,9,9,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
#predictedHeads=9,1,4,2,4,7,5,9,0,12,12,9,12,15,13,17,9,19,22,21,19,17,22,25,23,25,26,0,
(12,17),(17,18),-0.676178 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.315606 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.0819976 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.114613 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.661791 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.528935 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.216113 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.420212 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.320176 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.615825 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.653118 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-0.313058 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.938547 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.554789 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.452888 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.540467 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.760043 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.331622 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.664631 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.390984 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.993759 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.1897 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),0.176238 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.716977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.286144 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.0599257 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.183395 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.0149825 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.0704239 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.656328 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.335066 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.433038 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.197496 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.00862038 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.436314 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.363387 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.0348954 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.643798 # DEPENDENCYPART_GRANDPAR
(12,22),(22,28),-0.427644 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.178035 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.537205 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.484062 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.263551 # DEPENDENCYPART_GRANDPAR
(12,23),(23,27),-0.771144 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),-0.164578 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.676066 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.783476 # DEPENDENCYPART_GRANDPAR
(12,26),(26,28),-0.549616 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.180562 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.254055 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.0572156 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.0487676 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.325354 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0164642 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.316453 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.195101 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.504483 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0186602 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.886691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.177905 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.280008 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.344707 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.268705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.371575 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.691998 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.658443 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.190025 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.470829 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.39752 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.34555 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0999142 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.27652 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.937484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.117129 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.201444 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.412964 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.357989 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.450139 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.705871 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.709236 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-0.817688 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.523081 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.837051 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.00879599 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0960093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.185469 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.00881239 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.466869 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.883588 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.593163 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.417345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.738645 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0127598 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0635072 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0815131 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.114578 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.145005 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.812463 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.548684 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.505866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.634218 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.769122 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0887825 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0837642 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.107221 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.296715 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.459642 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.167874 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.421664 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.159517 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.737227 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.917769 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.388049 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.761564 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.114027 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.141991 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.138498 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.376078 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.460928 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.230426 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.647572 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.401608 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.260245 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.687905 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.148628 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.144783 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.380619 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.466301 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.236712 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.152438 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.725682 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.52512 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.388392 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.262115 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.794666 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0709357 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.24006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.43758 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.555522 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.357275 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.717878 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.851911 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.607174 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-0.773951 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.65868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.22254 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.596961 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.593515 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.687386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.188542 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0296454 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.280849 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.385885 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.420699 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.18943 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.589689 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.588166 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.770392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0416576 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0254837 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.268507 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.367078 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.534653 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.555516 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0267928 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.661717 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.355097 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.687372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.130101 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.570837 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.580048 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.385881 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.418417 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.297765 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.326843 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.567439 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.470871 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.692132 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.578186 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.151174 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.373597 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.420594 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.299092 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.326924 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.568352 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.472197 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.31584 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.184888 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.373291 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.436118 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.0759237 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.326816 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.347647 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.95332 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.108119 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.453296 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.162565 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.205252 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.45315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.467409 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.526523 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-1.07265 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.842631 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.654348 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0818676 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.499323 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0821086 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.233992 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.41337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,1),-0.394447 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.562553 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.250223 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.556887 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.100477 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.140288 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.0852557 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.248153 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.4758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.480025 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.555219 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.09529 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.823404 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.662432 # DEPENDENCYPART_GRANDPAR
(15,12),(12,26),-0.79441 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.112917 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.373935 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.110356 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.39711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.42285 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.517267 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.0166 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.782854 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.442568 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.41075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.429883 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.518144 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.03024 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.796496 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.570228 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.03596 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.618835 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.250244 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.836918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0915195 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.461093 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.229045 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.468869 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.519715 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.0811131 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.829735 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.234538 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.366502 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.819165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,18),-0.815351 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.419099 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.293188 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.339215 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.337678 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.742348 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.573321 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.398064 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.964385 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.837887 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.449502 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.288327 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.346652 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.346465 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.747688 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.580318 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.406851 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.804389 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.6831 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-1.06717 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-1.13 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-0.705236 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-1.01965 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.725957 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.42453 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.562978 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.60187 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-1.00115 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.638559 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.28194 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.888194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.123879 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.0171487 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.810135 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.50655 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.323345 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.274054 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.00880366 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.562718 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.283511 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.119824 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.669557 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.467526 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.19259 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.137593 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.000410349 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0614095 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0544637 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.205915 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.302554 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.0154406 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.193055 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.211656 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0304097 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0520928 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0129606 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.00995284 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.05544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.25207 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.576854 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.524375 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.597614 # DEPENDENCYPART_GRANDPAR
(16,12),(12,26),-0.697845 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.219314 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0679454 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0854335 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0170346 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.03666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.254719 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.541598 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.687086 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.10231 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0542329 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.05288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.260499 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.557076 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.702564 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.213222 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0288322 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0382138 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0982268 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0378852 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.05544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.25207 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.576854 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.722342 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.524375 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.443451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.116839 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.110189 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.528428 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.539686 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0851419 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.107913 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.152483 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.094564 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.190142 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.224947 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.343397 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.269431 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.365774 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.0787275 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0269385 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0310598 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.0968198 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.191467 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.225107 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.344389 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.270756 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.678494 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.655225 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.625682 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.68532 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.487295 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.744549 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.601068 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.575722 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.638337 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.444429 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.585551 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.512994 # DEPENDENCYPART_GRANDPAR
