# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,12,17,18,23,23,23,19,25,23,0,
(0,7),(7,12),-0.224658 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.211361 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.153117 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.393168 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.356013 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.55566 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0890259 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.369958 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.057423 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.357971 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.234576 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.054123 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.123037 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.147139 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0813728 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.21599 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0147157 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.416683 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.224658 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.211361 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.393168 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0967415 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.00380308 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.220843 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0076693 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.158623 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.283605 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0589878 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.121424 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.0195124 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.004337 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0429736 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0915497 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0419137 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0361591 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.066378 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.0866646 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),-0.13553 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),0.00657386 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.00846243 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.273118 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.347191 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.221073 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.289479 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.108312 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0331814 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.207804 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.444141 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.35188 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.105135 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.294334 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.242346 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.00570314 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.237205 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.160495 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0680171 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.0460413 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.00136005 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.0832403 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.580783 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.316805 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.355484 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.619462 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.274998 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.272961 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.245063 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.197803 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.27184 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.234137 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.297721 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.346586 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),0.0399455 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.348225 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0842377 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.292464 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.697416 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.455258 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.417771 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.342306 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.391171 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.460114 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.34299 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.0716833 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.285388 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.412939 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.6244 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.502297 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.466729 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.592752 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.379004 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),-0.0386266 # DEPENDENCYPART_GRANDPAR
(0,26),(26,4),-0.100786 # DEPENDENCYPART_GRANDPAR
(0,26),(26,9),-0.262641 # DEPENDENCYPART_GRANDPAR
(0,26),(26,11),0.396808 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-0.529356 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),-0.578014 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.652649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0384523 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.171168 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.0512447 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.0579994 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),0.214905 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.199741 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.27157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-0.729502 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.791831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0111164 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.116544 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.331903 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.346318 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.482519 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.775081 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.904736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.021145 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.354276 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.162272 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.32245 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.376623 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.336865 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.158608 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.549429 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.33399 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.599082 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.897157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.0184803 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0403065 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.145734 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.477922 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.403204 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.388033 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.631743 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.644832 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.439957 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.580064 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.597653 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.897157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.0184803 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0403065 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.145734 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.250979 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.359952 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.388033 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.631743 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.644832 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.580064 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.861121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.03457 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.0089033 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0965239 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.317492 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.738454 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.310742 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.331907 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.426373 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.465087 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.455878 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.512356 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.329582 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.45655 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.476026 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.583217 # DEPENDENCYPART_GRANDPAR
(2,11),(11,25),-0.539245 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-0.573713 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.385717 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.46992 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.50764 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.332306 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.449514 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.104293 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.399928 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.17547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.330286 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.606646 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.560582 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.854019 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.652231 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.875996 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.307685 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.665221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0466728 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.358851 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.263386 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.50008 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.217323 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.464365 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.377201 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.128342 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.481306 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.307685 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.179508 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.106714 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.263386 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.464365 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.346503 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.313275 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.752797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.091429 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.317077 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.488542 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.160383 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.578532 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.318696 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.331874 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.138785 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.328757 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.557204 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.313275 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.752797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.091429 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.317077 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0947609 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.458307 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.578532 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.318696 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.331874 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.328757 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.183689 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.226034 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.528971 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.0841081 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.317372 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0895678 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.511617 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.182882 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.05487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,7),-0.455041 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.578253 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.545759 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.537794 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.514549 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0889209 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.0895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.157618 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.450661 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.573873 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.506403 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.394014 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.497639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.727758 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0410907 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.140383 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.727482 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.333267 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.258449 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.522878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.409006 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0271857 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.154727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.285238 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.115675 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.646756 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.0800129 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.842312 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.745229 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.727758 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0043439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.726639 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.164303 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.140383 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.727482 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.333267 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.258449 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.522878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),0.409006 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0722028 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0420872 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.285238 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.115675 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.646756 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.842312 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.375172 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.290016 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.563805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.368078 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.102605 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.713635 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.00115962 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0206068 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0735539 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.54133 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.18546 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.126924 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),0.00997264 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.161396 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.103573 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.417672 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.112897 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.543479 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.23756 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.627062 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.269095 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.0676554 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.301248 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.385784 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.359447 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.487216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,6),0.444668 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.0584547 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.0777494 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.0647572 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.216713 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.108385 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.695417 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.968244 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.195548 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.336234 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.222524 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.217994 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.597479 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.499827 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.48095 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.176176 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-0.586947 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.449279 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.0660695 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.483259 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-1.10957 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.822951 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.725535 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.559844 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.255069 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.771438 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.533767 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.63999 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.38586 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.677769 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.711169 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.716943 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.769557 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.283337 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.551609 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.168442 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.40122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.431761 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.942797 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.723671 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.788732 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.780158 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.670321 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.939092 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.666589 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.975098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.10074 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.769411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.325888 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.254243 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.450648 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.294825 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.81317 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.194754 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-1.11286 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.806473 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.708494 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.00666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.06569 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.810338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.171786 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.646034 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.351914 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.120123 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.105596 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.707744 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.344378 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.388523 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.104769 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.207962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.264529 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.510697 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.519863 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.501031 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.12036 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.204415 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.155727 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-1.04573 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.586967 # DEPENDENCYPART_GRANDPAR
