# _root_ Μιλώντας στην 46η επέτειο από την εξέγερση των κατοίκων του Θιβέτ , ο Δαλάι Λάμα είπε ότι η εικόνα της Κίνας δέχεται πλήγματα από αντιδημοκρατικές συμπεριφορές , καταπάτηση των ανθρωπίνων δικαιωμάτων και ανισότητες στον τρόπο μεταχείρισης των μειονοτήτων .
#goldHeads=16,1,4,2,4,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,32,32,32,31,31,28,24,32,33,34,35,38,36,0,
#predictedHeads=16,1,4,2,1,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,24,32,32,31,31,28,24,32,33,34,35,38,36,0,
(23,27),(27,21),-0.625255 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.551099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.347822 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.0432631 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0918562 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.191542 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.0770247 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.0223565 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.296358 # DEPENDENCYPART_GRANDPAR
(23,27),(27,35),-0.706044 # DEPENDENCYPART_GRANDPAR
(23,27),(27,36),-0.414619 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-1.01299 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.525861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,25),-0.0315595 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.0666176 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.027422 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.524252 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.154651 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.0603849 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),0.132553 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.332265 # DEPENDENCYPART_GRANDPAR
(23,28),(28,34),0.0682082 # DEPENDENCYPART_GRANDPAR
(23,28),(28,35),-0.742024 # DEPENDENCYPART_GRANDPAR
(23,28),(28,36),-0.450273 # DEPENDENCYPART_GRANDPAR
(23,28),(28,38),-0.401256 # DEPENDENCYPART_GRANDPAR
(23,32),(32,1),-1.17915 # DEPENDENCYPART_GRANDPAR
(23,32),(32,4),-0.916929 # DEPENDENCYPART_GRANDPAR
(23,32),(32,7),-0.917514 # DEPENDENCYPART_GRANDPAR
(23,32),(32,9),-1.10784 # DEPENDENCYPART_GRANDPAR
(23,32),(32,12),-0.837594 # DEPENDENCYPART_GRANDPAR
(23,32),(32,14),-0.636712 # DEPENDENCYPART_GRANDPAR
(23,32),(32,15),-0.826988 # DEPENDENCYPART_GRANDPAR
(23,32),(32,16),-0.891773 # DEPENDENCYPART_GRANDPAR
(23,32),(32,17),-0.76582 # DEPENDENCYPART_GRANDPAR
(23,32),(32,19),-1.08131 # DEPENDENCYPART_GRANDPAR
(23,32),(32,21),-0.687423 # DEPENDENCYPART_GRANDPAR
(23,32),(32,22),-1.0186 # DEPENDENCYPART_GRANDPAR
(23,32),(32,23),-0.515437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,32),(32,24),0.236234 # DEPENDENCYPART_GRANDPAR
(23,32),(32,25),-0.0791902 # DEPENDENCYPART_GRANDPAR
(23,32),(32,26),-0.056194 # DEPENDENCYPART_GRANDPAR
(23,32),(32,27),0.0266888 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),-0.140979 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.586623 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.130887 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),0.0453372 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.099762 # DEPENDENCYPART_GRANDPAR
(23,32),(32,34),0.25007 # DEPENDENCYPART_GRANDPAR
(23,32),(32,35),-0.514859 # DEPENDENCYPART_GRANDPAR
(23,32),(32,36),-0.221414 # DEPENDENCYPART_GRANDPAR
(23,32),(32,38),-0.168753 # DEPENDENCYPART_GRANDPAR
(23,34),(34,35),-0.535786 # DEPENDENCYPART_GRANDPAR
(23,34),(34,36),-0.256924 # DEPENDENCYPART_GRANDPAR
(23,34),(34,38),-0.206917 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.437717 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.392778 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.263174 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.294547 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.232582 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.153934 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.00002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),0.0500785 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),0.157632 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.415387 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.267325 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-0.264452 # DEPENDENCYPART_GRANDPAR
(24,23),(23,34),-0.566296 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.537334 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.805471 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.0345194 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),0.380513 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),0.193212 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),0.0235376 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-1.02512 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-0.832874 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.958628 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.801504 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.611856 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.498266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.726041 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.0436822 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.301704 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.362686 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),0.0955667 # DEPENDENCYPART_GRANDPAR
(24,27),(27,1),-0.900756 # DEPENDENCYPART_GRANDPAR
(24,27),(27,7),-0.882092 # DEPENDENCYPART_GRANDPAR
(24,27),(27,15),-0.872801 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-0.783667 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.752293 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.562648 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.584453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.563965 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.706591 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.291162 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.431744 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),0.0982918 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.0658137 # DEPENDENCYPART_GRANDPAR
(24,27),(27,35),-0.251786 # DEPENDENCYPART_GRANDPAR
(24,27),(27,36),-0.332946 # DEPENDENCYPART_GRANDPAR
(24,28),(28,20),-0.958628 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.611856 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.726041 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.879489 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.104074 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.58253 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.362686 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),0.0955667 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),0.158925 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.0552719 # DEPENDENCYPART_GRANDPAR
(24,28),(28,34),0.0143042 # DEPENDENCYPART_GRANDPAR
(24,28),(28,35),-0.241307 # DEPENDENCYPART_GRANDPAR
(24,28),(28,36),-0.321355 # DEPENDENCYPART_GRANDPAR
(24,28),(28,38),-0.34781 # DEPENDENCYPART_GRANDPAR
(24,31),(31,25),0.72178 # DEPENDENCYPART_GRANDPAR
(24,31),(31,26),0.884286 # DEPENDENCYPART_GRANDPAR
(24,31),(31,28),0.459329 # DEPENDENCYPART_GRANDPAR
(24,31),(31,29),-0.520489 # DEPENDENCYPART_GRANDPAR
(24,31),(31,30),-0.296875 # DEPENDENCYPART_GRANDPAR
(24,31),(31,32),0.158157 # DEPENDENCYPART_GRANDPAR
(24,31),(31,33),-0.0510122 # DEPENDENCYPART_GRANDPAR
(24,31),(31,34),0.0134414 # DEPENDENCYPART_GRANDPAR
(24,31),(31,35),-0.237047 # DEPENDENCYPART_GRANDPAR
(24,31),(31,36),-0.317095 # DEPENDENCYPART_GRANDPAR
(24,31),(31,38),-0.34355 # DEPENDENCYPART_GRANDPAR
(24,32),(32,1),-0.948203 # DEPENDENCYPART_GRANDPAR
(24,32),(32,4),-0.922604 # DEPENDENCYPART_GRANDPAR
(24,32),(32,7),-0.884951 # DEPENDENCYPART_GRANDPAR
(24,32),(32,9),-0.916374 # DEPENDENCYPART_GRANDPAR
(24,32),(32,12),-0.678106 # DEPENDENCYPART_GRANDPAR
(24,32),(32,14),-0.699084 # DEPENDENCYPART_GRANDPAR
(24,32),(32,15),-0.875659 # DEPENDENCYPART_GRANDPAR
(24,32),(32,16),-0.835697 # DEPENDENCYPART_GRANDPAR
(24,32),(32,17),-0.590727 # DEPENDENCYPART_GRANDPAR
(24,32),(32,19),-0.786525 # DEPENDENCYPART_GRANDPAR
(24,32),(32,21),-0.755152 # DEPENDENCYPART_GRANDPAR
(24,32),(32,22),-0.7553 # DEPENDENCYPART_GRANDPAR
(24,32),(32,23),-0.565506 # DEPENDENCYPART_GRANDPAR
(24,32),(32,24),-0.644887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,32),(32,25),0.414459 # DEPENDENCYPART_GRANDPAR
(24,32),(32,26),0.695499 # DEPENDENCYPART_GRANDPAR
(24,32),(32,27),0.192739 # DEPENDENCYPART_GRANDPAR
(24,32),(32,28),0.270542 # DEPENDENCYPART_GRANDPAR
(24,32),(32,29),-0.888708 # DEPENDENCYPART_GRANDPAR
(24,32),(32,30),-0.599077 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),0.0818926 # DEPENDENCYPART_GRANDPAR
(24,32),(32,33),0.27308 # DEPENDENCYPART_GRANDPAR
(24,32),(32,34),-0.0170986 # DEPENDENCYPART_GRANDPAR
(24,32),(32,35),0.0778209 # DEPENDENCYPART_GRANDPAR
(24,32),(32,36),0.00325696 # DEPENDENCYPART_GRANDPAR
(24,32),(32,38),-0.0194582 # DEPENDENCYPART_GRANDPAR
(25,23),(23,13),-0.7763 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),-0.566314 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.590384 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.492566 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.550685 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-1.23204 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.120565 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.35467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.495613 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.526317 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.593508 # DEPENDENCYPART_GRANDPAR
(25,23),(23,32),-0.334475 # DEPENDENCYPART_GRANDPAR
(25,23),(23,34),-0.326973 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-1.01491 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-1.02656 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.900975 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-0.988003 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.857445 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.611629 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.797503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.16742 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.155674 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.474961 # DEPENDENCYPART_GRANDPAR
(25,26),(26,31),-0.272605 # DEPENDENCYPART_GRANDPAR
(25,27),(27,1),-1.60221 # DEPENDENCYPART_GRANDPAR
(25,27),(27,7),-1.04585 # DEPENDENCYPART_GRANDPAR
(25,27),(27,15),-0.978754 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-1.01929 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.980728 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.850173 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.603754 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.885079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),-0.0160044 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.144135 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.463469 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.256127 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),-0.646623 # DEPENDENCYPART_GRANDPAR
(25,27),(27,35),-0.262096 # DEPENDENCYPART_GRANDPAR
(25,27),(27,36),-0.564557 # DEPENDENCYPART_GRANDPAR
(25,28),(28,20),-0.900975 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-0.857445 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.797503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),0.0720745 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.108714 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.546822 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.474961 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.272605 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),0.0621386 # DEPENDENCYPART_GRANDPAR
(25,28),(28,33),-0.658161 # DEPENDENCYPART_GRANDPAR
(25,28),(28,34),-0.000550143 # DEPENDENCYPART_GRANDPAR
(25,28),(28,35),-0.273708 # DEPENDENCYPART_GRANDPAR
(25,28),(28,36),-0.575843 # DEPENDENCYPART_GRANDPAR
(25,28),(28,38),-0.791938 # DEPENDENCYPART_GRANDPAR
(25,31),(31,25),-0.801091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,31),(31,26),0.0772153 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),-0.0206802 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),-0.325348 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),-0.352604 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),0.061436 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),-0.65388 # DEPENDENCYPART_GRANDPAR
(25,31),(31,34),-0.00139144 # DEPENDENCYPART_GRANDPAR
(25,31),(31,35),-0.269427 # DEPENDENCYPART_GRANDPAR
(25,31),(31,36),-0.571562 # DEPENDENCYPART_GRANDPAR
(25,31),(31,38),-0.787657 # DEPENDENCYPART_GRANDPAR
(25,33),(33,28),-0.0258209 # DEPENDENCYPART_GRANDPAR
(25,33),(33,29),-0.332289 # DEPENDENCYPART_GRANDPAR
(25,33),(33,30),-0.346265 # DEPENDENCYPART_GRANDPAR
(25,33),(33,31),-0.130411 # DEPENDENCYPART_GRANDPAR
(25,33),(33,32),0.201834 # DEPENDENCYPART_GRANDPAR
(25,33),(33,34),-0.000550143 # DEPENDENCYPART_GRANDPAR
(25,33),(33,35),-0.273708 # DEPENDENCYPART_GRANDPAR
(25,33),(33,36),-0.575843 # DEPENDENCYPART_GRANDPAR
(25,33),(33,38),-0.791938 # DEPENDENCYPART_GRANDPAR
(26,19),(19,10),-0.993801 # DEPENDENCYPART_GRANDPAR
(26,19),(19,13),-1.07719 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),-0.904327 # DEPENDENCYPART_GRANDPAR
(26,19),(19,20),-0.531476 # DEPENDENCYPART_GRANDPAR
(26,19),(19,21),-0.270433 # DEPENDENCYPART_GRANDPAR
(26,19),(19,22),-0.500688 # DEPENDENCYPART_GRANDPAR
(26,19),(19,23),-0.20064 # DEPENDENCYPART_GRANDPAR
(26,19),(19,24),-0.0849946 # DEPENDENCYPART_GRANDPAR
(26,19),(19,25),0.270566 # DEPENDENCYPART_GRANDPAR
(26,19),(19,26),-1.45557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,19),(19,32),-0.572515 # DEPENDENCYPART_GRANDPAR
(26,19),(19,34),-0.32607 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.906853 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.686762 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.687087 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.501152 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.203661 # DEPENDENCYPART_GRANDPAR
(26,23),(23,13),-1.07719 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.904327 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.682803 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.685994 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.350499 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.759737 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.0849945 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.270054 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.45557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.439072 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.767641 # DEPENDENCYPART_GRANDPAR
(26,23),(23,32),-0.572482 # DEPENDENCYPART_GRANDPAR
(26,23),(23,34),-0.32607 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.125634 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),0.0844231 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.37049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.380958 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.682562 # DEPENDENCYPART_GRANDPAR
(26,24),(24,31),-0.527786 # DEPENDENCYPART_GRANDPAR
(26,24),(24,32),-0.544258 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.181905 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.39039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.38879 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.702454 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-0.547677 # DEPENDENCYPART_GRANDPAR
(26,25),(25,33),-0.916085 # DEPENDENCYPART_GRANDPAR
(26,27),(27,1),-1.02996 # DEPENDENCYPART_GRANDPAR
(26,27),(27,7),-0.869025 # DEPENDENCYPART_GRANDPAR
(26,27),(27,15),-0.876289 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-1.17734 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-0.843218 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.775437 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.568869 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.23304 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.823763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.150732 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),-0.022791 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),0.00408842 # DEPENDENCYPART_GRANDPAR
(26,27),(27,33),-0.364363 # DEPENDENCYPART_GRANDPAR
(26,27),(27,35),-0.517668 # DEPENDENCYPART_GRANDPAR
(26,27),(27,36),-0.454509 # DEPENDENCYPART_GRANDPAR
(26,28),(28,20),-1.15836 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.860245 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.349303 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.798524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.0662144 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.384739 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.100417 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.03394 # DEPENDENCYPART_GRANDPAR
(26,28),(28,32),-0.0717158 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-0.40027 # DEPENDENCYPART_GRANDPAR
(26,28),(28,34),0.0654543 # DEPENDENCYPART_GRANDPAR
(26,28),(28,35),-0.553649 # DEPENDENCYPART_GRANDPAR
(26,28),(28,36),-0.490163 # DEPENDENCYPART_GRANDPAR
(26,28),(28,38),-0.78461 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.829121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,28),-0.141189 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),-0.22486 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),0.092408 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),-0.293691 # DEPENDENCYPART_GRANDPAR
(26,30),(30,34),0.178486 # DEPENDENCYPART_GRANDPAR
(26,30),(30,35),-0.446915 # DEPENDENCYPART_GRANDPAR
(26,30),(30,36),-0.384355 # DEPENDENCYPART_GRANDPAR
(26,30),(30,38),-0.678031 # DEPENDENCYPART_GRANDPAR
(26,31),(31,25),-0.349315 # DEPENDENCYPART_GRANDPAR
(26,31),(31,26),-0.781658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,31),(31,28),-0.0937259 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),-0.209022 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),-0.0376342 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.0732856 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),-0.395383 # DEPENDENCYPART_GRANDPAR
(26,31),(31,34),0.0633369 # DEPENDENCYPART_GRANDPAR
(26,31),(31,35),-0.548762 # DEPENDENCYPART_GRANDPAR
(26,31),(31,36),-0.485276 # DEPENDENCYPART_GRANDPAR
(26,31),(31,38),-0.779723 # DEPENDENCYPART_GRANDPAR
(27,1),(1,2),-0.650045 # DEPENDENCYPART_GRANDPAR
(27,1),(1,3),-0.32404 # DEPENDENCYPART_GRANDPAR
(27,1),(1,4),-0.191644 # DEPENDENCYPART_GRANDPAR
(27,1),(1,5),-0.177051 # DEPENDENCYPART_GRANDPAR
(27,1),(1,7),-0.118109 # DEPENDENCYPART_GRANDPAR
(27,1),(1,9),-0.132265 # DEPENDENCYPART_GRANDPAR
(27,1),(1,12),-0.0525924 # DEPENDENCYPART_GRANDPAR
(27,1),(1,14),0.0475015 # DEPENDENCYPART_GRANDPAR
(27,1),(1,15),-0.0649655 # DEPENDENCYPART_GRANDPAR
(27,1),(1,16),-0.0182633 # DEPENDENCYPART_GRANDPAR
(27,1),(1,17),-0.0674882 # DEPENDENCYPART_GRANDPAR
(27,1),(1,24),0.0932384 # DEPENDENCYPART_GRANDPAR
(27,1),(1,27),-0.928803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,7),(7,4),-0.0705371 # DEPENDENCYPART_GRANDPAR
(27,7),(7,5),-0.185182 # DEPENDENCYPART_GRANDPAR
(27,7),(7,6),-0.0403236 # DEPENDENCYPART_GRANDPAR
(27,7),(7,8),-0.332563 # DEPENDENCYPART_GRANDPAR
(27,7),(7,9),-0.0476956 # DEPENDENCYPART_GRANDPAR
(27,7),(7,11),-0.136785 # DEPENDENCYPART_GRANDPAR
(27,7),(7,12),-0.100816 # DEPENDENCYPART_GRANDPAR
(27,7),(7,14),0.0662398 # DEPENDENCYPART_GRANDPAR
(27,7),(7,15),0.0139727 # DEPENDENCYPART_GRANDPAR
(27,7),(7,16),0.073984 # DEPENDENCYPART_GRANDPAR
(27,7),(7,17),0.0331027 # DEPENDENCYPART_GRANDPAR
(27,7),(7,22),0.216004 # DEPENDENCYPART_GRANDPAR
(27,7),(7,24),0.214357 # DEPENDENCYPART_GRANDPAR
(27,7),(7,32),-0.293352 # DEPENDENCYPART_GRANDPAR
(27,15),(15,1),-0.11199 # DEPENDENCYPART_GRANDPAR
(27,15),(15,6),-0.0412496 # DEPENDENCYPART_GRANDPAR
(27,15),(15,8),-0.41754 # DEPENDENCYPART_GRANDPAR
(27,15),(15,10),-0.119688 # DEPENDENCYPART_GRANDPAR
(27,15),(15,12),-0.153645 # DEPENDENCYPART_GRANDPAR
(27,15),(15,13),0.100517 # DEPENDENCYPART_GRANDPAR
(27,15),(15,14),0.0571694 # DEPENDENCYPART_GRANDPAR
(27,15),(15,16),0.0739728 # DEPENDENCYPART_GRANDPAR
(27,15),(15,17),0.0331027 # DEPENDENCYPART_GRANDPAR
(27,15),(15,19),0.0491717 # DEPENDENCYPART_GRANDPAR
(27,15),(15,21),0.00746715 # DEPENDENCYPART_GRANDPAR
(27,19),(19,10),-0.118762 # DEPENDENCYPART_GRANDPAR
(27,19),(19,13),0.101813 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),0.076898 # DEPENDENCYPART_GRANDPAR
(27,19),(19,20),0.0768535 # DEPENDENCYPART_GRANDPAR
(27,19),(19,21),0.0100112 # DEPENDENCYPART_GRANDPAR
(27,19),(19,22),0.215991 # DEPENDENCYPART_GRANDPAR
(27,19),(19,23),0.0991637 # DEPENDENCYPART_GRANDPAR
(27,19),(19,24),0.214345 # DEPENDENCYPART_GRANDPAR
(27,19),(19,25),0.157283 # DEPENDENCYPART_GRANDPAR
(27,19),(19,26),0.132476 # DEPENDENCYPART_GRANDPAR
(27,19),(19,32),-0.293385 # DEPENDENCYPART_GRANDPAR
(27,19),(19,34),-0.342578 # DEPENDENCYPART_GRANDPAR
(27,21),(21,18),0.07758 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),0.0837323 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),0.0350851 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),0.216004 # DEPENDENCYPART_GRANDPAR
(27,21),(21,23),0.0966196 # DEPENDENCYPART_GRANDPAR
(27,23),(23,13),0.101813 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),0.0768981 # DEPENDENCYPART_GRANDPAR
