# _root_ Χάρη στο Κοινοβούλιο , η οδηγία θα μπορέσει τελικά να καλύψει όλους τους οδηγούς όλων των κατηγοριών , αυτοαπασχολούμενους και μη .
#goldHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,18,17,17,14,11,20,18,20,0,
#predictedHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,11,17,17,14,20,20,14,20,0,
(1,4),(4,15),-0.614434 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.590181 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.787426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,3),0.0803443 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.156901 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.540796 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0763887 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.365299 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.127372 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.536012 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.550154 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.738467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.172679 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.0880516 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.0858791 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.515744 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0479451 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.247044 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.26081 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.470606 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.123706 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.451951 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.412802 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.435284 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.351506 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.350808 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.215123 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.439443 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.718647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.221404 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.0359033 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.0554581 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.105461 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0276531 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.206105 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.603057 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.59458 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.528733 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.456481 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.737132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.174232 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.0849522 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0838994 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0510659 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.00209561 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.371423 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.330067 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.451751 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.793405 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.412038 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.435084 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.350742 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.350391 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.409885 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.21513 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.439142 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.724249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.124475 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.24502 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.755635 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.613629 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.774734 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.640348 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.382978 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.265527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.115471 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-1.53424 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.256769 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.091273 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.354694 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.327584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.607982 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.24655 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.260633 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.337703 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.287562 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.219458 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.357926 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.557088 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.382904 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.714225 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.172909 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-1.68523 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.064382 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.26957 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.0913139 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.156634 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.136417 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.339536 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.21793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.369748 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.687355 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.751399 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.709855 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.827048 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.031794 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.23418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.355909 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.703604 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.420972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.830461 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.686927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.183361 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.491374 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.327125 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.567194 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.706487 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.516045 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.721492 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.481733 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.661953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0846792 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.700001 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.334767 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.325757 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.410583 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.787915 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.856611 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.46257 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.843198 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.72961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.184597 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.680862 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.191488 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0241689 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.156796 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.341542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.336294 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.611271 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.56889 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.416478 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.139097 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.130968 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.156965 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.39453 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.10699 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.124502 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.02991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.433808 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.513545 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.628374 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.564066 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0422989 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.221507 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.00753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.436502 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0118502 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0203499 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.02637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.355476 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.473285 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.527129 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.437455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.361917 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.615707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.071996 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.102196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.202888 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.152812 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.229917 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.338657 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.482492 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.436734 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.323159 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.560914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0182239 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.00437071 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0954163 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.199117 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.275948 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.214381 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.202216 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.35488 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.259612 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.355116 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.162655 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.183223 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.22308 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.442176 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.429029 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.32247 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.489042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.00439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0468594 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.225546 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.290021 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.42225 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.417935 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.238219 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.482039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.436734 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.323658 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.55875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.00713635 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.00197277 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.189166 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.167959 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.201913 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.323145 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.354012 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.259308 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.354248 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.162134 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.219945 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.183127 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.222675 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.133691 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0626519 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.284395 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.401052 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.296669 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.396872 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.202151 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.154616 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.215964 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.00126589 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.313813 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.442621 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.322191 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.402435 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.204645 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.152727 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.217983 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.434064 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.358865 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.429461 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.107013 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.151838 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.215821 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.337995 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.443089 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.23767 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.27798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.649571 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.539504 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.776889 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.343789 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.521903 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.230088 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.208944 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.37788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.727615 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.349544 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.483104 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.365401 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.29305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.645593 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.523533 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.773072 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.3187 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.924839 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.35502 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.766449 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.84167 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.866586 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.62039 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.638311 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.767529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.245109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0388978 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.412899 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.273014 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.7119 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.159848 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.308267 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.188283 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.0250342 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.163898 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.289424 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.740825 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.845303 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.887596 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.6878 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.834513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.0916689 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.385568 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.85858 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.363234 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.38766 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.193658 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.765997 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.841669 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.867084 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.620393 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.770042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.00843619 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.00714289 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.144193 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.711126 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.966472 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.158557 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.307493 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.186992 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0240462 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.737351 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.163331 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.28855 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0170441 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.175036 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-1.06297 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.372903 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.522143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.397469 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.195862 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.21277 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.40286 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.785662 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.720756 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0803324 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.791207 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.987384 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.504348 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.625152 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.495641 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.163758 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.932705 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.229246 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.403691 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.188247 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0374585 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.185909 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.105232 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.5851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.0266911 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.722885 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.114678 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.107908 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0762208 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.233628 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.103128 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.38165 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0856753 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.57348 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.31228 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.68554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.0452233 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.505438 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.110625 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.107844 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.62006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.038826 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.757978 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.612213 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.00626 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.793143 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.0851388 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.100626 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0545209 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.744706 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.68066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0858526 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.818681 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.69782 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.793667 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.35568 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.751916 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.452088 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.353213 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.326088 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.942494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),0.0167263 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.199222 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.278005 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.390796 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.0463518 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0440909 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.266408 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.609415 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.306088 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.178896 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.182281 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.99319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.361725 # DEPENDENCYPART_GRANDPAR
