# _root_ Η εταιρεία αυτή στη Black Country στο Ηνωμένο Βασίλειο απασχολεί 80 άτομα , δηλαδή 80 θέσεις εργασίες για τις οποίες υπάρχει μεγάλη ανάγκη , και συμμορφώνεται με όλες τις κοινωνικές προδιαγραφές της νομοθεσίας του Ηνωμένου Βασιλείου .
#goldHeads=2,10,2,2,6,4,6,9,7,25,12,14,14,10,16,14,16,21,20,18,16,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
#predictedHeads=2,10,2,2,6,4,2,9,7,0,12,10,14,10,16,17,10,21,20,18,25,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
(18,24),(24,31),-0.181181 # DEPENDENCYPART_GRANDPAR
(18,24),(24,36),-0.402212 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-0.937376 # DEPENDENCYPART_GRANDPAR
(18,25),(25,4),-0.837729 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-0.839534 # DEPENDENCYPART_GRANDPAR
(18,25),(25,8),-1.07916 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-0.908803 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-0.825865 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.856657 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.652669 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-0.648195 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.67366 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.580266 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.533616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.833279 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.349648 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.394023 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.30972 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.291733 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.0432964 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.1412 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.20415 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.132568 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.445181 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),0.271279 # DEPENDENCYPART_GRANDPAR
(18,25),(25,33),0.125329 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.07515 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.8005 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.870876 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.868501 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.1984 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.07471 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.1103 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.756637 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.957978 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.670257 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.809601 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.711605 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.883966 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.863722 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.68548 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.630408 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.01487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.35538 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.475809 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.447637 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.538529 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.303384 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.379431 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.909798 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-0.482621 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),-0.75817 # DEPENDENCYPART_GRANDPAR
(20,21),(21,36),-0.521348 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.637583 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.05372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.00246971 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.562278 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.47759 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.494193 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.295762 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.455814 # DEPENDENCYPART_GRANDPAR
(20,22),(22,31),-0.571211 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.112917 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.703774 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.463458 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.537105 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.513947 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.703405 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.633072 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.589294 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),-0.494357 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),-0.426129 # DEPENDENCYPART_GRANDPAR
(21,2),(2,18),-0.202679 # DEPENDENCYPART_GRANDPAR
(21,2),(2,25),-0.372921 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.658626 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.635468 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.864756 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.679185 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.710785 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.277287 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.6939 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.418569 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),0.108835 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.129104 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.735364 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.910335 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.636191 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.496353 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.321545 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.480728 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),-0.307085 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.197432 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.911285 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.60641 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.691529 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.668371 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.845817 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.70508 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.777107 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.584253 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.826348 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.430178 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.557517 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.569793 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.72657 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.730487 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.390544 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),0.149812 # DEPENDENCYPART_GRANDPAR
(21,10),(10,24),0.00180962 # DEPENDENCYPART_GRANDPAR
(21,10),(10,25),-0.218869 # DEPENDENCYPART_GRANDPAR
(21,10),(10,26),-0.712051 # DEPENDENCYPART_GRANDPAR
(21,10),(10,27),-0.379632 # DEPENDENCYPART_GRANDPAR
(21,10),(10,31),-0.688706 # DEPENDENCYPART_GRANDPAR
(21,10),(10,33),-1.06742 # DEPENDENCYPART_GRANDPAR
(21,10),(10,36),-1.06168 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.869288 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.584674 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.634846 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.634861 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.702772 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.365687 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.446319 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.409236 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.42386 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.282702 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.386314 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.384001 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.199822 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.9099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,2),-0.352445 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.782645 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-1.0549 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.857312 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.928391 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.627322 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.836533 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.60153 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.537296 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.611523 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.609068 # DEPENDENCYPART_GRANDPAR
(21,13),(13,22),0.183283 # DEPENDENCYPART_GRANDPAR
(21,13),(13,23),-0.0476014 # DEPENDENCYPART_GRANDPAR
(21,13),(13,28),-1.1883 # DEPENDENCYPART_GRANDPAR
(21,13),(13,36),-1.25913 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.88579 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.944923 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.512913 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.734839 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.44287 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.451963 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.587119 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.583878 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.213513 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.80589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,24),-0.162996 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.324203 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-0.828521 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.455687 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.481939 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.538986 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.536887 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.597912 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.413846 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.452289 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.433885 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.392909 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.206488 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.90906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),0.0964663 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.107633 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.372921 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.93231 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.609438 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.420088 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.463845 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.442601 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.499339 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.204591 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-1.18337 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.451311 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.90906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),0.0970896 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),-0.932311 # DEPENDENCYPART_GRANDPAR
(21,17),(17,27),-0.572936 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.546752 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-1.37602 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.543047 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.83796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),0.174825 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.0338126 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.165392 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.348588 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-1.20674 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.78022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.205697 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.80417 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.0811348 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.11692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.406697 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.226233 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.0838396 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0547002 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.201238 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.435034 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.17398 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.8072 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-1.93166 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.182876 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.940354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.826605 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.28209 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.0731396 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.160251 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.154482 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.545391 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-0.73933 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.473505 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.453439 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.369775 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.778677 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.502832 # DEPENDENCYPART_GRANDPAR
(21,24),(24,36),-0.838914 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-0.881678 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-1.21701 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-1.46078 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-1.42863 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-1.45842 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-1.61351 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-1.3553 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-1.00669 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-1.06509 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-1.25706 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-1.25568 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.91501 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-1.94714 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.293304 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.17546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.515517 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.477358 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.343547 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.23003 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.071925 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.708644 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.574803 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.300636 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),-0.683503 # DEPENDENCYPART_GRANDPAR
(21,26),(26,2),-0.541498 # DEPENDENCYPART_GRANDPAR
(21,26),(26,3),-1.13079 # DEPENDENCYPART_GRANDPAR
(21,26),(26,4),-0.918271 # DEPENDENCYPART_GRANDPAR
(21,26),(26,7),-1.15409 # DEPENDENCYPART_GRANDPAR
(21,26),(26,8),-1.15204 # DEPENDENCYPART_GRANDPAR
(21,26),(26,10),-1.241 # DEPENDENCYPART_GRANDPAR
(21,26),(26,11),-0.837752 # DEPENDENCYPART_GRANDPAR
(21,26),(26,12),-1.01578 # DEPENDENCYPART_GRANDPAR
(21,26),(26,13),-0.69533 # DEPENDENCYPART_GRANDPAR
(21,26),(26,14),-0.835692 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-0.823292 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-0.916988 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.915821 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-0.615308 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),0.110658 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.529732 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.335954 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.266962 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.0981167 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.0886264 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.632878 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.497861 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.354947 # DEPENDENCYPART_GRANDPAR
(21,26),(26,33),-0.729582 # DEPENDENCYPART_GRANDPAR
(21,26),(26,36),-0.714031 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.254002 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.715973 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.584332 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.330559 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.711238 # DEPENDENCYPART_GRANDPAR
(21,27),(27,36),-0.695324 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),0.565778 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),0.0464187 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.390522 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.592443 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.432197 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.810374 # DEPENDENCYPART_GRANDPAR
(21,31),(31,27),0.0785201 # DEPENDENCYPART_GRANDPAR
(21,31),(31,28),-0.539884 # DEPENDENCYPART_GRANDPAR
(21,31),(31,29),-0.268514 # DEPENDENCYPART_GRANDPAR
(21,31),(31,30),-0.441382 # DEPENDENCYPART_GRANDPAR
(21,31),(31,32),-0.776149 # DEPENDENCYPART_GRANDPAR
(21,31),(31,33),-0.661915 # DEPENDENCYPART_GRANDPAR
(21,31),(31,35),-0.651357 # DEPENDENCYPART_GRANDPAR
(21,31),(31,36),-0.643279 # DEPENDENCYPART_GRANDPAR
(21,33),(33,28),-0.52516 # DEPENDENCYPART_GRANDPAR
(21,33),(33,29),-0.262317 # DEPENDENCYPART_GRANDPAR
(21,33),(33,30),-0.426767 # DEPENDENCYPART_GRANDPAR
(21,33),(33,31),-0.16266 # DEPENDENCYPART_GRANDPAR
(21,33),(33,32),-0.82581 # DEPENDENCYPART_GRANDPAR
(21,33),(33,34),-0.935562 # DEPENDENCYPART_GRANDPAR
(21,33),(33,35),-0.65927 # DEPENDENCYPART_GRANDPAR
(21,33),(33,36),-0.649734 # DEPENDENCYPART_GRANDPAR
(21,36),(36,32),-0.824692 # DEPENDENCYPART_GRANDPAR
(21,36),(36,34),-0.921487 # DEPENDENCYPART_GRANDPAR
(21,36),(36,35),-0.655522 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.402413 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-1.20449 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.28673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,2),-0.10089 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.587267 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.23752 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.11219 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.745064 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.118349 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-1.49931 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.303972 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.148733 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.250251 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),0.0366573 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.264807 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.0429917 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.0148867 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.201689 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.402564 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.274187 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.27978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.403769 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.479887 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.320585 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.881271 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.656516 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.906968 # DEPENDENCYPART_GRANDPAR
(22,21),(21,31),-0.813224 # DEPENDENCYPART_GRANDPAR
(22,21),(21,33),-1.05049 # DEPENDENCYPART_GRANDPAR
(22,21),(21,36),-0.813556 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.624877 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.675338 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.85864 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.723107 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.72626 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.762777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.197121 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0676747 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.500767 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.356551 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.520725 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-0.673594 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.854494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.00567623 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.614959 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.515565 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.448273 # DEPENDENCYPART_GRANDPAR
(22,24),(24,36),-0.435039 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.682694 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-0.749218 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.606222 # DEPENDENCYPART_GRANDPAR
(22,25),(25,8),-1.26543 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-0.698194 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-1.99989 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.734158 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.679222 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.466413 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.626854 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.592644 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.690772 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.827979 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.741077 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-1.77607 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.834564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.0496925 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.0196762 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.479327 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.246955 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.424216 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.355589 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.310542 # DEPENDENCYPART_GRANDPAR
(22,25),(25,33),-0.550039 # DEPENDENCYPART_GRANDPAR
