# _root_ Κύριε Πρόεδρε , στο πλαίσιο της προπαρασκευαστικής συζήτησης για την εκλογή του Προέδρου του Κοινοβουλίου , μου δόθηκε η ευκαιρία να διατυπώσω τις προσδοκίες που είχα από τον νέο Πρόεδρο .
#goldHeads=2,0,4,18,4,8,8,5,8,11,9,13,11,15,13,4,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
#predictedHeads=2,0,2,18,4,8,8,5,8,11,9,13,11,15,13,18,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
(15,22),(22,19),-0.989561 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.420956 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.191073 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-1.20637 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.356667 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.0975119 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.325304 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-1.10996 # DEPENDENCYPART_GRANDPAR
(15,22),(22,30),-0.587419 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.200465 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.195697 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.0935691 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.0286987 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.114715 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.000667006 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.0449648 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.515104 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.269357 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.168129 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.0895791 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.0085158 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.110873 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.0409745 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),-0.517396 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.025065 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.341115 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.268197 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.255225 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.327347 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.22491 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.203754 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.16507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,1),0.232852 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.174931 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.242307 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.166188 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0338109 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.112001 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.00186323 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.0450829 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.0195539 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.0438199 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.109741 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.15473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,18),-0.515314 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.683155 # DEPENDENCYPART_GRANDPAR
(16,5),(5,26),-0.660119 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.232226 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.175557 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.241197 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.020223 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0626814 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.1704 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0415752 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.0693571 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.0273229 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.051589 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.11751 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.515107 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.682949 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.659913 # DEPENDENCYPART_GRANDPAR
(16,8),(8,27),-0.944256 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.0105092 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0293449 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.00499502 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.0320481 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.0947044 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.13671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,6),-0.0695313 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.175333 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0532625 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0613705 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0515974 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.117518 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.15473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.515103 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.966423 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.682945 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-1.12747 # DEPENDENCYPART_GRANDPAR
(16,11),(11,26),-0.659909 # DEPENDENCYPART_GRANDPAR
(16,11),(11,27),-0.944256 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.0693954 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.173297 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0533963 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0457741 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.015223 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.116566 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.15488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.515103 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.966423 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.682945 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-1.12747 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.659909 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.944256 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.0685684 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0542255 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0471301 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0853752 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0268628 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.15473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.515103 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.966493 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.682945 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.341915 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.697143 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.561107 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.627644 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.535875 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.644264 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.506023 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.630306 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.484861 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.45865 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.526871 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.395918 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.687182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.067278 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.507946 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.401773 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.420236 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.323703 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.567537 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.300667 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.470555 # DEPENDENCYPART_GRANDPAR
(16,18),(18,30),-0.876051 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.546723 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.547456 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.435309 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.248399 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.541344 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.225363 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.523297 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-0.85148 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.341915 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.697143 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.561107 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.627644 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.535874 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.644264 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.506023 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.630306 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.484861 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.45865 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.395918 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.687116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.0705427 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.00967851 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.614105 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.501809 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.314375 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.524288 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.56893 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.3006 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.481391 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.335934 # DEPENDENCYPART_GRANDPAR
(16,22),(22,30),-0.877444 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.549213 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.416651 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.414835 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.429941 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.229816 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.513857 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.357473 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),-0.85101 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.819785 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.083129 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.379079 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.145952 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.094034 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.217803 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.282473 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),-0.630522 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),0.137138 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),0.0780595 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.348536 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),0.264476 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.46771 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),0.016321 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.172623 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-2.39188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,1),0.0923088 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.125089 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.340648 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),0.284159 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.45995 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.180511 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-2.39189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),-0.176595 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.14824 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.470657 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),0.0563782 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.78753 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.186711 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.242715 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),0.187099 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.0927246 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.190029 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.0727971 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.0572393 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),0.0405726 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.0405859 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.583923 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-1.18038 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.475355 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),0.00241946 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.163488 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.0533028 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.0621031 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),0.0664524 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),0.177232 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-2.39253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,22),-0.612878 # DEPENDENCYPART_GRANDPAR
(18,5),(5,26),-1.3162 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.088133 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.0770147 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-1.19888 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.065592 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.174996 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.121592 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.0576484 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.0409817 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0448988 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.197316 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-1.08607 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.451949 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.175656 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.430499 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.0337227 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.042523 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.0860325 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-2.39188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,22),-0.612234 # DEPENDENCYPART_GRANDPAR
(18,8),(8,26),-1.31555 # DEPENDENCYPART_GRANDPAR
(18,8),(8,27),-0.953461 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.0627808 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.588376 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.165167 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.17305 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.0486204 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.207017 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-1.09474 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.458704 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.463863 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.859918 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0434223 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0851333 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.187405 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-2.39188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.10104 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.61223 # DEPENDENCYPART_GRANDPAR
(18,11),(11,24),-1.10196 # DEPENDENCYPART_GRANDPAR
(18,11),(11,26),-1.31555 # DEPENDENCYPART_GRANDPAR
(18,11),(11,27),-0.953461 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-1.0924 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.454461 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.461521 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.848433 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.653151 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0860388 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.192467 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.39188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.101042 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.612232 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-1.10197 # DEPENDENCYPART_GRANDPAR
(18,13),(13,26),-1.31555 # DEPENDENCYPART_GRANDPAR
(18,13),(13,27),-0.953463 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-1.09187 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.460996 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.847364 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.142111 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.641705 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.18844 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.39188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.10111 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.61223 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.176595 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.14824 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.00840935 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.0300682 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.281841 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.0600946 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.335326 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.350467 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.226496 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.33121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.041909 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.551566 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-1.04283 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),0.0174197 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.35931 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.922718 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.250939 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.451615 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.429329 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.251705 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.542401 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.443525 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.252547 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.545173 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.371066 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.351449 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.195996 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.786446 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-0.244532 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.949027 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.482447 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.2256 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.538464 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.549396 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.423455 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.0935663 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),0.289137 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.71194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.729169 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.345279 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.674003 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0108076 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.480285 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.49166 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.437142 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.717246 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.491711 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.914298 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.661653 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.103164 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.874769 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.263352 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.524528 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.672581 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.443062 # DEPENDENCYPART_GRANDPAR
(18,26),(26,1),-0.371066 # DEPENDENCYPART_GRANDPAR
(18,26),(26,2),-0.351449 # DEPENDENCYPART_GRANDPAR
(18,26),(26,3),-0.195996 # DEPENDENCYPART_GRANDPAR
(18,26),(26,4),-0.786446 # DEPENDENCYPART_GRANDPAR
(18,26),(26,5),-0.244532 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-0.2256 # DEPENDENCYPART_GRANDPAR
(18,26),(26,11),-0.538464 # DEPENDENCYPART_GRANDPAR
(18,26),(26,13),-0.549396 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-0.423455 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.0935663 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),0.289137 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),0.345279 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.126605 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.651055 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.854826 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.437142 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.467871 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.717246 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.491711 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.482227 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.505085 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.773065 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.479057 # DEPENDENCYPART_GRANDPAR
(18,30),(30,23),0.100449 # DEPENDENCYPART_GRANDPAR
(18,30),(30,24),-0.336862 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),-0.892034 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),-0.336499 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.388701 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.679478 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.00723199 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.154193 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-1.07745 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-1.06224 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.835991 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.877369 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.984204 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-1.23813 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.925558 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.771873 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-1.02529 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.832117 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.779696 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.738173 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.03853 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.689879 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.625781 # DEPENDENCYPART_GRANDPAR
