# _root_ Το παράδειγμα που ανέφερε μόλις ο κ. Bolkestein αποτελεί βέβαια ένα κατάφωρο , ίσως μάλιστα και εξαιρετικό , παράδειγμα των καταχρήσεων που γίνονται στον τομέα των μεταφορών .
#goldHeads=2,9,4,2,4,8,8,4,0,9,19,16,17,17,17,19,16,17,9,21,19,23,21,23,24,27,25,0,
#predictedHeads=2,9,4,2,4,8,8,9,0,9,12,16,14,15,16,19,16,19,9,21,19,23,21,23,24,27,25,0,
(18,17),(18,23),0.0914745 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0986432 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.119261 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0475866 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0614054 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.177652 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0476281 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0558569 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.173028 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0437811 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0469807 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00647446 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.00010512 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00625912 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0195082 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0323849 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0533043 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.015325 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.266368 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0121847 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0115048 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0164402 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.000851473 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0191486 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0361423 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0112413 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0638874 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.138846 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0023682 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0677188 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0699472 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0547847 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0348159 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0538865 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0133265 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.265949 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0119153 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0133825 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0144418 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.00114698 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0386227 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0192048 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.112349 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.00998025 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0320229 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0213913 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0269713 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00720132 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0531736 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0388879 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0177649 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.00731171 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.00785425 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0615204 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.00115454 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0636744 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.128571 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.129125 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0660077 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0117283 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.113659 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.114109 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0134725 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0183266 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0178061 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.00538043 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.00657103 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.131782 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0125176 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0895137 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.262793 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0176874 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0113942 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.011811 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.00377779 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.08949 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.262374 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0174179 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.00951631 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.00981239 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.00577635 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.176725 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0725472 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0753864 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0405623 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0208018 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0653842 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0057339 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.113656 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.114106 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0195104 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0183733 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0178528 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0033726 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0045632 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.126171 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.0257801 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.0142876 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.0306657 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.0148664 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.0601079 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.0474907 # DEPENDENCYPART_SIBL
(23,2),(23,14),-0.00283975 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.0593587 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.0435829 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.060108 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0474907 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.185442 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0816399 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.185124 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.28323 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.00876413 # DEPENDENCYPART_SIBL
(23,2),(23,25),-0.0250908 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.0220262 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.0274703 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.0083363 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.127878 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.00840144 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.0627293 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.00894697 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.00361831 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0619686 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0191254 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0627293 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.00894697 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0774892 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0627075 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0762194 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.215233 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.00583709 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.01577 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0146848 # DEPENDENCYPART_SIBL
(23,4),(23,28),-0.0419194 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.0197939 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0257394 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.0278372 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0102788 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0220547 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0301342 # DEPENDENCYPART_SIBL
(23,5),(23,16),0.0105888 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0278372 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.0102788 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.00710251 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0221143 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.00943697 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.167919 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0314431 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.0160608 # DEPENDENCYPART_SIBL
(23,5),(23,27),0.0106306 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.0260989 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.0112887 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0668672 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.00958562 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.00650553 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0661065 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0152584 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0668672 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.00958562 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0781962 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0663567 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0769264 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.219397 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0142053 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.025473 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0243879 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.0463073 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0211249 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.0118027 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0201656 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.023422 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0120739 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0211249 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.0118027 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0102672 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.020629 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0126017 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.166434 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0342795 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0141555 # DEPENDENCYPART_SIBL
(23,10),(23,27),0.0087253 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.0302097 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.00243376 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0222991 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.0277309 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0336902 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0284917 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.00243376 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0581111 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0215378 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0577937 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.159132 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0076235 # DEPENDENCYPART_SIBL
(23,12),(23,25),0.00166402 # DEPENDENCYPART_SIBL
(23,12),(23,27),4.88123e-05 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.0438804 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0717944 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0136401 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0288192 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.0226378 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.000972214 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.00990512 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0219373 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0109388 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0333331 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0165876 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.0131615 # DEPENDENCYPART_SIBL
(23,13),(23,27),0.0173959 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.0589319 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0190954 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0150992 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0167983 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0282535 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0126344 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0160873 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0149689 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.162136 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0087323 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0397329 # DEPENDENCYPART_SIBL
(23,14),(23,27),0.0343027 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.00372764 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0324356 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0271965 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.00579533 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0581817 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0202502 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.057829 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.157905 # DEPENDENCYPART_SIBL
(23,15),(23,24),7.33954e-06 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.00450735 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.00289214 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0450089 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0637723 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.00852166 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0633202 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0102344 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0630041 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.16263 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0531757 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.000447457 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.00493247 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.0373987 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.00243376 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0581111 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0215378 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0577937 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.159132 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0076235 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.00166402 # DEPENDENCYPART_SIBL
(23,17),(23,27),4.88123e-05 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.0438804 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.00990512 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0219373 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0109388 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0333331 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0165876 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0131615 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0173959 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0589319 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0816399 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.185124 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.28323 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00876413 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0250908 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0220262 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0274703 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0304981 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.103301 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0248682 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0110431 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0122592 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0892088 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.282235 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.013893 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0210556 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0179911 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0236098 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0419318 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.00176682 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.00283538 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0557362 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.00885766 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.00825382 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0506022 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.223975 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0685843 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0642282 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.482767 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.141166 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0928978 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0440006 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0093887 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0417285 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0228404 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.021126 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0227912 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0327033 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.045327 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.046449 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0405274 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.00795217 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0473657 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0569397 # DEPENDENCYPART_SIBL
(27,20),(27,22),0.133007 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.145099 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.379029 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0412136 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.0139304 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.0580761 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.0299002 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.122022 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0101929 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0412136 # DEPENDENCYPART_SIBL
(28,2),(28,27),-0.0211068 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.23182 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.66302 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.116842 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0364147 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.180983 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.168352 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.13506 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0437368 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),-0.428311 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0940351 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.309899 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.593133 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.16777 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.557988 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0229409 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.0399341 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.11188 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.27508 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0642462 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.00985184 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.314728 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.276895 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.0750884 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.160496 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.0490154 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.192476 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),-0.137363 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),0.0550133 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.176663 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.693569 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.338619 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.827453 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.24195 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.128578 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.734263 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.690409 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0972155 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.12213 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.271914 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.613341 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.333805 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.109918 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.69686 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.187139 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.154273 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.241877 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0972676 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.00181569 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.281525 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0652146 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.223993 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.0970201 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.0831246 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.180596 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.0691155 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.198302 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),-0.233105 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),-0.122372 # DEPENDENCYPART_GRANDPAR
(0,9),(9,27),-0.117263 # DEPENDENCYPART_GRANDPAR
(0,9),(9,28),0.0420693 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0662911 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.724608 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.113854 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.0556592 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.179045 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.113793 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.22671 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.387335 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.136059 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.139377 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0783954 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.319406 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0702151 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.147748 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0467526 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.289812 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.260937 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.0638183 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.171815 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.363412 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.233907 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.703539 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.340234 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.193555 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.221477 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.0801168 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.139804 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.868754 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.433573 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.126395 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0518559 # DEPENDENCYPART_GRANDPAR
