# _root_ Οι βακτηριακές αποικίες , που παραμένουν στο ίζημα εκατομμύρια χρόνια , φαίνονται μάλιστα να αναπτύσσονται με ρυθμό παρόμοιο με των βακτηρίων της επιφάνειας .
#goldHeads=3,3,12,6,6,3,6,7,10,6,6,0,12,15,12,15,16,17,18,21,19,23,21,0,
#predictedHeads=3,3,12,6,6,3,6,7,10,7,12,0,12,15,12,15,16,17,18,21,19,23,21,0,
(19,17),(19,20),-0.0341657 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0779653 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0865973 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.00565319 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0247557 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0323468 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0409811 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.00276266 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0150796 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0225909 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0333468 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.319228 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.105094 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.105094 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.00211368 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0162141 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.170574 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0440489 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0407787 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0511544 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0226894 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.134964 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0152396 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0032421 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0102354 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.103571 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0459059 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.00931636 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0301439 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00213979 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0340081 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0352864 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0134078 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.026587 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0567724 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0876595 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0260685 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.074732 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0301439 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.155493 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.327027 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0352864 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0971456 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0102354 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0422121 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0202581 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.0153597 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0821783 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.11011 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0920762 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.022887 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0344023 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0793466 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0968344 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.662397 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.00119128 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0381281 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.230483 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.00202246 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.147741 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.621025 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0575211 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0932127 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.203024 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.206425 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.226632 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.171392 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.13988 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0633331 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.113423 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.222607 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.282777 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0418003 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.100818 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.182868 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0401905 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.624582 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.141995 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.00147097 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.00353934 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.00169505 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0100083 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.289479 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.16237 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.036163 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.0765157 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.0260024 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.108989 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.149612 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),0.00770707 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.259133 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.288027 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.275222 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.203804 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.0344023 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0793466 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0910677 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.823894 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.186857 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.230483 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.258898 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0959727 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0811683 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0283528 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.171008 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.169224 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.271743 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.147741 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.139379 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.27747 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.170453 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.189126 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.235885 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.218243 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.13988 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0633331 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.222607 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.121256 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.221445 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0820122 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.600603 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.255842 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0595189 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.115423 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.116555 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.153308 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0828739 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.174421 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.194767 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0481959 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.0949072 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.220505 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.015583 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.00761094 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.104819 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.145443 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),0.0194915 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.00607954 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.697027 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.225818 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0569705 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.247202 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.276093 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.00694123 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.301717 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.169969 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.341752 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.616234 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.444271 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.500548 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.121256 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.220826 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0820113 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.601859 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.25584 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0602538 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.116042 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.116555 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.153927 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.082873 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.334589 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.108897 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.44747 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0949072 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.220498 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0155915 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.00761094 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.104813 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.145436 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),0.0194908 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.256738 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.14344 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.259775 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.454098 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.238599 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.365149 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.405697 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.548172 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.587952 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.730265 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.894125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.262329 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0915313 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.34744 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.390821 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.550022 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.981701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.186381 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.064711 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.461607 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.3794 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.206758 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.534551 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.363815 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.341261 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.770896 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.123893 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.822103 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.613739 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.461348 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.683592 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.960946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.207638 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.171373 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.236047 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.231695 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0781986 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.43871 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.216729 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.351707 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.633524 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.00507114 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.684744 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.301539 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.314568 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.944271 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.941054 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.558245 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0847879 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.500264 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.240096 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.365821 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.343212 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.16117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.180891 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.438377 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.336139 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.246956 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.59455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.549922 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.186383 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.000677926 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0363386 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.340767 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.301388 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0309217 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.262922 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.271935 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.409988 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.416648 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.432913 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.167857 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0577173 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.134256 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.28133 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.757518 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.278523 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.641028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.365221 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),1.37497 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.228504 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.230577 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.22683 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.00948777 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0843427 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0304366 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.093027 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.177515 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.198632 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.240405 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.536306 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.42664 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.535146 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.089099 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.355003 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.176348 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.10428 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.601173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,8),-0.0280599 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.222866 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0608511 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.112471 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.252995 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.344737 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.386511 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.126931 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.131862 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.903814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.252903 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.372378 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.059793 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.164231 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.90638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.312886 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.277638 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.397616 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.567665 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.465345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.109274 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0267035 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.109056 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.631347 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.63606 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.579905 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.445922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.255209 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.102391 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.120365 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0531144 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.137079 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0176483 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0546521 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.192294 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.137011 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.284629 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.341292 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.472219 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.462651 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.307277 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.184279 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.128593 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.211727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.102878 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.652544 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.651694 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.617653 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.130354 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.144637 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0829225 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.13332 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0568439 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0144872 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.186576 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0667327 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.306223 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.362887 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.597898 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.202105 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.197647 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0564959 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0165171 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.25468 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.376637 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.4333 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.652743 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.617654 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.484552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.129195 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.33674 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.13883 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.00219912 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0593415 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.00890563 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.187221 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0723143 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.61093 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.540529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.0922884 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0334378 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.368717 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.235233 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.403442 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.220775 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.289935 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.288537 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.63606 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.579905 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.438769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.255209 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.24618 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.0415451 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.221806 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.129314 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.261805 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.0460291 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.191697 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.185789 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.136666 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.282165 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.412078 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.17212 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.338828 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.47926 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.469693 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.306728 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.369142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.173127 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.296576 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.150638 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.207435 # DEPENDENCYPART_GRANDPAR
