# _root_ " Βάζουμε τον εξεταζόμενο στην εξεταστική τράπεζα , με τη βοήθεια των τριών κεφαλών παίρνουμε λήψη σπεκτ , δηλαδή λήψη σε τρία επίπεδα .
#goldHeads=8,8,4,2,2,7,5,0,15,11,9,14,14,11,8,19,16,19,15,19,20,23,21,0,
#predictedHeads=2,0,4,2,2,7,5,2,2,11,9,14,14,11,0,15,16,19,15,19,20,23,21,0,
(19,14),(19,16),-0.000428312 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.254179 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0294212 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.00017999 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0291859 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.00963005 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.251429 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0277744 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.000120555 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0275391 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.00997371 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0630687 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.122185 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.056229 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.134463 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0156932 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.148323 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0434475 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0252317 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.040812 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.045243 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.155144 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0978965 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.143064 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0151392 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0218461 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0414183 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.034218 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.00665369 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0134732 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0167828 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0014904 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.00732613 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.00988961 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00346631 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00728788 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00516936 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0301229 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.122607 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0121313 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.000768743 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.00113352 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0174276 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.00259418 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0179158 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0350539 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.00435314 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0137345 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0613296 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0457303 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0511499 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00260665 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0231194 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.177138 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0298545 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00738107 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0207337 # DEPENDENCYPART_SIBL
(21,19),(21,24),-1.45602e-06 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0121456 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0555081 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.01229 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.136691 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0375666 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.200721 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.000141595 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.00661691 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0134364 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0152879 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.012066 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0109489 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.00923482 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00346634 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0644633 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0484342 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0084755 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.122016 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0283814 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0177225 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0335724 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0186244 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.012066 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0109489 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.00923482 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00503448 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0512485 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0207571 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.00154637 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.00686477 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.0341583 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.00504723 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0063661 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.00260186 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.426126 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.179032 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.321928 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.172388 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.382706 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.139748 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.054611 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0902756 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.00168885 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0375291 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.233272 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0473256 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0602944 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.407788 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.183239 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.131373 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.352575 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.191396 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.00889454 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),-0.22078 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),0.0832602 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.159969 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.541676 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.18554 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.328695 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.262019 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0740733 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.00228413 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.31015 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.280844 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.152278 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.356488 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.227307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.164348 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.266595 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.704776 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0966228 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.359374 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.326646 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.196456 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0418938 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.258485 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.269631 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.246156 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.275673 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.172388 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.686002 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0226112 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.138644 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.207412 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.122752 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.118049 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0558266 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.478137 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.175559 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.392028 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0134571 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.181358 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.183239 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0960672 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.131373 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.352575 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.191396 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.00889454 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.22078 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),0.0832602 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.289452 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.413368 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.285334 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.538879 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.349548 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.266595 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.704776 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.196456 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.175416 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.19294 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.247064 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.043614 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.255061 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.379008 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.297344 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.106431 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.401349 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.276697 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.427584 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.0322801 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.45261 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.436215 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.298502 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.0669478 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.301872 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.161932 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.456713 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.0380597 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.437071 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.301518 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.0708065 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.445228 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.384244 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.214109 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.0350631 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),0.0642417 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.446945 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.30708 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.652714 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.882696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.431267 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.462353 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.502632 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.522177 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.59102 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.365193 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.537607 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.704916 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.731421 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.570026 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.882781 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.611241 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.602013 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.89812 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.748163 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.923666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.811834 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.8427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),-0.441636 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.594575 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.58936 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.658776 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.395954 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.622735 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.773085 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.546452 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.558467 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.576694 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.622273 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.427021 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.88119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.299639 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.2158 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.0292922 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.881662 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.125537 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.368226 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.355658 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0117523 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0731929 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.135744 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.526954 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0743182 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.304126 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.544656 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0336113 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.881662 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.178248 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.355658 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0117523 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0731929 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.135744 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.60434 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.10835 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.03531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.914684 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.28659 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.320806 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.239248 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.00664647 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0893252 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.270716 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-1.32148 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.354082 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.0605075 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.40608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),-0.0350888 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.191051 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.560927 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.370835 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0161915 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0587684 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.681986 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.841129 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.176614 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.395506 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0411264 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.726081 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.267523 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.469232 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.566109 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.301958 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),0.0158245 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.433392 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.108517 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.03592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.907533 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.241014 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.57936 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.0477839 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.645897 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.866661 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-1.32506 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.477514 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.363054 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.297864 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.0878176 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.237032 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.20028 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.145349 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.29159 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-1.03531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,7),0.578174 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.335743 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.633753 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.359402 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.861048 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-1.28112 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.354082 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.289504 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.0844571 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.23367 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),0.113625 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.29866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,4),0.0291518 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.150279 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.496687 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),0.266427 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.0614037 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),0.103544 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.805926 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),0.0450453 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-1.09667 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-1.44624 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.69357 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.335118 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.125474 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),0.00446143 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.179627 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.237535 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),0.0350729 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.329001 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.415126 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.03551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,10),-0.62989 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.359938 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.859276 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-1.28131 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.381286 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.455772 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.0837307 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),0.00442695 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.232682 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.18305 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.147028 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.385301 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.27436 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.3986 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.0605075 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.40608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,7),0.370835 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),0.0495375 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),0.200232 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),0.151438 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-1.44256 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.589161 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.410332 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.178799 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.379296 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.40419 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.196933 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.495085 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.480073 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.0372912 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-1.18367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,9),0.394932 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.553366 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.374508 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),0.22965 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.308874 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.115597 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.400687 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.442197 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.859276 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.202899 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),0.0466956 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.19336 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.147028 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.385301 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.27436 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.3986 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.0353136 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.261754 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.217997 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.41016 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.20255 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.377466 # DEPENDENCYPART_GRANDPAR
(2,23),(23,16),-0.200469 # DEPENDENCYPART_GRANDPAR
(2,23),(23,18),0.0469856 # DEPENDENCYPART_GRANDPAR
