# _root_ Επισκεφθείτε επίσης το Απολιθωμένο Δάσος , το μεγαλύτερο στην Ευρώπη , που δημιουργήθηκε από μια ηφαιστιακή έκρηξη πριν από περίπου 15 με 20 εκατομμύρια χρόνια .
#goldHeads=0,1,5,5,1,1,8,5,8,9,13,13,5,13,17,17,14,13,18,22,22,25,22,25,19,0,
#predictedHeads=0,1,5,5,1,5,8,6,8,9,13,13,10,13,17,17,14,13,18,21,19,18,25,25,22,0,
(20,1),(20,25),-0.00817502 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.00352523 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0300079 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.00327846 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0153411 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.015588 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.00186973 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0153411 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.00543466 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0191621 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.0523365 # DEPENDENCYPART_SIBL
(20,2),(20,26),-0.0254174 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.00712365 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.030182 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0113015 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.027513 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.030182 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.00585627 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0226042 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.00778937 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.00424412 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0288382 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.00329696 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0329119 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0288382 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0138335 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0553085 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.00926937 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0292638 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.00610408 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0149305 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.00102366 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0224559 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0358445 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0649514 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0337236 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0395665 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0338565 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.039312 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0566844 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0223721 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.00418581 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0253343 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0110378 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00517022 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0485564 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0229521 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0224559 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0358445 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0649514 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0337236 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0332667 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0278209 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0198072 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0384695 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0581929 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.042414 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0376872 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0253241 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0136672 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0172573 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.00572584 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0312003 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0246372 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0665633 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0165226 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0846193 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.122913 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.00486104 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0299089 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0664348 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.122938 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.015239 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0420573 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0483183 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.069237 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0769154 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0557115 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0715147 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0772426 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.106848 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0217066 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0171763 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0178127 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0926434 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.035765 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.000260558 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0093917 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0248234 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0284735 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.000484425 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0304529 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.00563033 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0758665 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0555082 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0175818 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0208347 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.00289883 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.0173371 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0356021 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0183076 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.0149551 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.010223 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.014578 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.00313902 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.011116 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.047411 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0180121 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0502303 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0197933 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.00335153 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.00579351 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0239925 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0531573 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0288369 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.00110981 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0388806 # DEPENDENCYPART_SIBL
(26,5),(26,21),-0.0168165 # DEPENDENCYPART_SIBL
(26,5),(26,23),-0.0164415 # DEPENDENCYPART_SIBL
(26,5),(26,24),-0.012247 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.0983006 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0309493 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0332203 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.314814 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.416231 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.312374 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0160917 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0504242 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.264842 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0317037 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.254005 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.078503 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.0197072 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.183703 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.0601461 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.228138 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.165242 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.61833 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),0.0646234 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),-0.0744977 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.61664 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.676798 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.534041 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.407724 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.344204 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.241374 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.645405 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0132064 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.505334 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0274505 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0640131 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.275544 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.00784364 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.263029 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0920919 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0305215 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.202517 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.238953 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.555914 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.459908 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.551414 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.147113 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.648327 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.392982 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.146394 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.638645 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.480907 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.245482 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.496382 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.236788 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.668819 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0402295 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.267069 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.171481 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.465052 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.25499 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.459233 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.249572 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.190282 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.438288 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.396864 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.233656 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.121943 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.686506 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.21954 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.507263 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.18811 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.152431 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.369894 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.31254 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.351433 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.548682 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.475806 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.277703 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.212807 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.738679 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.577508 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.417494 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.170331 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.242521 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.668819 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0402295 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.267069 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.171481 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0901398 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.492798 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.397727 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.439413 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.954548 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.190282 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.438288 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.396864 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.276648 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.463691 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.419827 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.415871 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.64713 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.00866018 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.288777 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.117098 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.0343496 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.37247 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.173661 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.361528 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.00627082 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.936455 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.213186 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.201643 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.0651488 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.239731 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.194725 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.629923 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.559015 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.0351768 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.463009 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),-0.346225 # DEPENDENCYPART_GRANDPAR
(0,13),(13,26),-0.0894306 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.870733 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.280981 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.721505 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.723245 # DEPENDENCYPART_GRANDPAR
(0,26),(26,5),-0.427759 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),-0.835102 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-0.739329 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),-0.614093 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.59323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.649787 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.194505 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.125665 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.171175 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-1.43869 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.209915 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.64541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.302166 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.571336 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.254036 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.209733 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.440902 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.13431 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.208949 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.224363 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-1.43712 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.231546 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),0.228413 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.0785502 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.152335 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.38641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.38924 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.728525 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.307618 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.207359 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.269915 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.39182 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.228824 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.166642 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-1.20969 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.75291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.241583 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0555501 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.189542 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.591322 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.32187 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.373742 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.17501 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-1.70756 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.384591 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-1.00648 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.293727 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.297584 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.407592 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.245455 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.297242 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.20453 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-1.39322 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.274191 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.200157 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.230587 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.609188 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.0821202 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.272587 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.255823 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.386628 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.400459 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0523606 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.2166 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-1.22771 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.75291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.241583 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0555501 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.189542 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.256333 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.723689 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.17568 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.286178 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.710806 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-1.70756 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.384591 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-1.00648 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.281869 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),0.0380123 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.340987 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.715265 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.64564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.299848 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.0517184 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.0815357 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.273746 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.659196 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.214511 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.389329 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.288376 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.529545 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.234061 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.850499 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.11047 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),0.230735 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.190456 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),0.0132381 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.0785502 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.227648 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.152335 # DEPENDENCYPART_GRANDPAR
(1,13),(13,25),0.107537 # DEPENDENCYPART_GRANDPAR
(1,13),(13,26),-0.227259 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),0.259115 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.922751 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.906557 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.0869702 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),0.145558 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.0395098 # DEPENDENCYPART_GRANDPAR
(1,14),(14,26),-0.20097 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-1.38095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,4),0.31457 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.385159 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.566949 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.128528 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.776268 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.813201 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),0.165942 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.279252 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.0428361 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.0502881 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.31671 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.122581 # DEPENDENCYPART_GRANDPAR
(1,17),(17,25),0.138218 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-1.58201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.402485 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),0.115348 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),0.371821 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.5598 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.1246 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.935319 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.203928 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.186914 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.06768 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.293776 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),0.0186557 # DEPENDENCYPART_GRANDPAR
(1,18),(18,26),-0.241189 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.123544 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),0.0942167 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.0395098 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.0431902 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.344305 # DEPENDENCYPART_GRANDPAR
(1,19),(19,25),0.137124 # DEPENDENCYPART_GRANDPAR
(1,19),(19,26),-0.20097 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-1.60319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),0.385143 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),0.0941698 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.57705 # DEPENDENCYPART_GRANDPAR
