# _root_ Πιστεύω ότι το ένταλμα για το οποίο εργαζόμαστε μπορεί να είναι , τουλάχιστον , πρακτικό και να μας οδηγήσει σε θετικά αποτελέσματα .
#goldHeads=0,1,4,16,8,7,5,4,2,11,16,13,11,13,11,9,19,19,16,19,22,20,0,
#predictedHeads=0,1,4,9,8,7,5,4,2,11,9,13,11,16,16,11,19,19,16,19,22,20,0,
(19,16),(19,23),-0.0308155 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0831651 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.165576 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0476083 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.145575 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0910183 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0171184 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.011331 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0256947 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0593799 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0954839 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0193311 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0490707 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0351271 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0659327 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0696763 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.172503 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.104599 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.199435 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0171264 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00786946 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.016718 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0158307 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.00645546 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0101687 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0080349 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0511894 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0149881 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0261737 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.00387304 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0139151 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.00290442 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0125297 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0130696 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.234029 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.439519 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0903836 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.166276 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.270086 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0306044 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.235939 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.0527678 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.0167451 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.699695 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.304114 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0216912 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.321092 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.338911 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.333024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.19823 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.53955 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),-0.170049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.920107 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.654276 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.25607 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.686442 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.830459 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.472139 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.197459 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.701539 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),1.00257 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.186451 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.507082 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0169967 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.294738 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.655149 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.871925 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0147699 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.624647 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.310646 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0730146 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.228213 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0671278 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.133053 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.500296 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),0.0364094 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.0463 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.154103 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.000851237 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.24282 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.628221 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.858162 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.179312 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.625351 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.295811 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0947176 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.232417 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0888308 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.134389 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.081102 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.462253 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.515905 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.186758 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.0222201 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.943347 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.233878 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0382811 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.375756 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.668361 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.914137 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.281783 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0576575 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.931324 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0682233 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.214428 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0623365 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.127694 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.116425 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0106995 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.485756 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.577401 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.185038 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.02782 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.499745 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.960182 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0806453 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.407899 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.243619 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.337206 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.031747 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.02782 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0846929 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.499745 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0806453 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0621267 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.465785 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.337206 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.116738 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.641223 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.031747 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.149843 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.450708 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.143956 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0687749 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.606556 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.757772 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.0837048 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.992478 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.224838 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.058952 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.491316 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.917998 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.251215 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.019558 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.159223 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.199904 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.523137 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.194018 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.480143 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.518117 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.0683225 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.697378 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.326209 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.0318326 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.0695572 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),1.01131 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),-0.178342 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.00544682 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.285413 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.863214 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.2143 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.0105646 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.140833 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.00894811 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.413453 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.0148349 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.242893 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.0596934 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.666855 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.244583 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.497042 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.241058 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.182538 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.0382979 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.534796 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.460857 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-1.05967 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.26203 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.213405 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.215168 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.186324 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.0237662 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.32773 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.364553 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.110844 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.270851 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.666274 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.23128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),-0.274014 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.156245 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.657618 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.482554 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.00650802 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0612461 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.486635 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.43391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.402384 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.139713 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.86651 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.564599 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0420267 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.103406 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.349632 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.157833 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.49243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.343514 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.426032 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.328678 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.278249 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.933751 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.574064 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.295445 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.388459 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.523653 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.346341 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.490443 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.383164 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.873943 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.412517 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-0.704437 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.50299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.324284 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.358227 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.287363 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.954243 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.606387 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.389361 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.404815 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.538732 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.377398 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.50505 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.414221 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.891406 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.236606 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.718671 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.442054 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-1.20928 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-0.729476 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.23433 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.176008 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.534404 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.626468 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.222911 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.432984 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-1.03152 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.197571 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.696739 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.606492 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-1.4553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.507544 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.202491 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.155849 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.638756 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.348654 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.424571 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.635829 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.246388 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.522328 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.283211 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-1.14265 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.720393 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.807819 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.473512 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-1.42146 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-1.13875 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.781303 # DEPENDENCYPART_GRANDPAR
(1,23),(23,15),-1.13753 # DEPENDENCYPART_GRANDPAR
(1,23),(23,18),-0.297457 # DEPENDENCYPART_GRANDPAR
(1,23),(23,20),-0.58513 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-1.32832 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.394005 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.302543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.308837 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.714557 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.363935 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.14201 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.172249 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0223501 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.558465 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0643362 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.175471 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.0809243 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.135348 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.0602098 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.0228376 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.260855 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.389613 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.33766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),0.667411 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.332263 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.181376 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.227825 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.301223 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.554371 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.0820125 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.195455 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.0825804 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.155332 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.0629694 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.0691603 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.256493 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.0468568 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.229254 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.271947 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.384043 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.316555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),0.751088 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.339937 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.142664 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.16307 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.327445 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.103768 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.610639 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.144724 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.0811143 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.104601 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.00669638 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.0363791 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.179793 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.304234 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.106987 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.206775 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.524373 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.1259 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.873898 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0677163 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.167922 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.252436 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.355136 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.525855 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.524373 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.427311 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.1259 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.0677163 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.241666 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.207591 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.355136 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.0411092 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.540134 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.525855 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.587485 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.395235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.398135 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.207013 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.346846 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.311713 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.0898109 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.156475 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.260771 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.184986 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.220647 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.460686 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.955818 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.283123 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.306735 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.176984 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.431712 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.333498 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.397138 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.318435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),0.700433 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.349943 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.187105 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),0.318587 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),0.0960404 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),0.157337 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.232286 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.0100437 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.192162 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.270256 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),0.201173 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.848836 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.27336 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.0299317 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.000309351 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.233338 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.270438 # DEPENDENCYPART_GRANDPAR
(2,23),(23,15),-0.387393 # DEPENDENCYPART_GRANDPAR
(2,23),(23,18),-0.419731 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.349368 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.431935 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.262683 # DEPENDENCYPART_GRANDPAR
