# _root_ Τα νέα κτίσματα των τελευταίων ετών , που ανεγέρθηκαν κυρίως κοντά στις παραλίες , είναι μονόροφα ή διώροφα κυκλαδίτικα σπίτια τα περισσότερα με ιδιωτικές πισίνες .
#goldHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,9,0,17,20,17,20,15,22,20,20,25,23,0,
#predictedHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,15,0,17,15,17,20,15,22,20,22,25,23,0,
(17,11),(17,20),-0.00596892 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.00104755 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.00455949 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.000399657 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.00567217 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0121211 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.00977562 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0950438 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0035636 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0255901 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0138703 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0138703 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0384339 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0120983 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.200411 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0131594 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0378368 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.00877891 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.123941 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0260596 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0368231 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0172135 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0172135 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0972438 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0166391 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.065737 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0180358 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.0989005 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.000816985 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.061961 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00435987 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0342993 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0342993 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00127083 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0364825 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.00789921 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0338711 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.00753146 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.0751579 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.120783 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0326979 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0326979 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0588378 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0319055 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0303726 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0315849 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0587906 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.00239661 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.282837 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.282837 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00468664 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.282822 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0268856 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.288169 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.00473392 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.00720119 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0636909 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0305019 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0636909 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0084655 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.063691 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0304928 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0476192 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0305019 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0636909 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0084655 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.063691 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0304928 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0476192 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0581034 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0177801 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0576912 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.109671 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0323443 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.00882364 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.063691 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0321411 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0478016 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0509875 # DEPENDENCYPART_SIBL
(17,23),(17,25),-3.24634e-05 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.0586591 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0304943 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0476192 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.0355593 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0355536 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.151136 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.108585 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0314971 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.108593 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0108077 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0578306 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0145351 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0579458 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00619913 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0155541 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.00619851 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.00463255 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.10851 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.00803414 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00122794 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0578306 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0108077 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0145351 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0579458 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.108585 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.151121 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0314971 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.108593 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0234645 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.00463255 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.10851 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.015196 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.00784677 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.00803414 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0170674 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.00855286 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.00855286 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0552159 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0259825 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0180118 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0286358 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0104079 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0611844 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0611844 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.00252183 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.00749268 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0110518 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.00802149 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.038154 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00855286 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0552159 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0259825 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0180118 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0286358 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0104079 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0552159 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0259825 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0180118 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0286358 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0104079 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0277324 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0213168 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0277323 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.014385 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0180478 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.043391 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0337996 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0275598 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0202532 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0321269 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0309242 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.00751021 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0326478 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0734842 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00196851 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0493891 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.113884 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.010503 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.00582493 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.00677034 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.00383195 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.00333327 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0405792 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0870827 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.00279155 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0246964 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.024926 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.029711 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0121885 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0680662 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0424798 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.00274857 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0706937 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0805781 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.105512 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.149841 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0709914 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.117927 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0197162 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.107103 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.029129 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0611564 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.0143444 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0887181 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0601967 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.007029 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0700769 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.00515824 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.0240504 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.126924 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.00934992 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.00931594 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.00109609 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0301439 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.139139 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0233718 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0014164 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0163372 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.013092 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0839042 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0728717 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0646463 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0579314 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.00428933 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.00639559 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0284505 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0225668 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0511544 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0301835 # DEPENDENCYPART_SIBL
(26,18),(26,20),0.0139078 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.000654159 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.0140039 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0113646 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.0210255 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0140001 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.00414623 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.16681 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.186068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0428497 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.387675 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0224296 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.096789 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.432307 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.183058 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.026057 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.110089 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.18071 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.251313 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.00192812 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.454422 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.421925 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.00993431 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0193959 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.190359 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.432103 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.046053 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.123365 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0890836 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0290618 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0962653 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.17137 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.438288 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.269642 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.110123 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.892242 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.182648 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.251284 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.00208183 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.229186 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.188252 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0144136 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.850869 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.123772 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.278113 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0388674 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.449681 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.392168 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.17699 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.200212 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.292821 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.261525 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.278635 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.112044 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.302437 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.365437 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.069018 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0915811 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0687577 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.830447 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0554127 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.198543 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.232039 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.172031 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0032448 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.21714 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.00681155 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.216874 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.146279 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.107868 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),-0.153749 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.229186 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.356552 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.131882 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.555951 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.347235 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0467601 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.200212 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.292821 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.261525 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.278635 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.106121 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.276621 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.0749404 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0652127 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.112186 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.888072 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.00764787 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.427872 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.191986 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.38183 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.338628 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.120703 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0101678 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.240549 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0824414 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.0511455 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.143077 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.0728929 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.172345 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.15028 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),-0.208764 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.117176 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.407316 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0773268 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.28036 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0157977 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.324217 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.292921 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.405079 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.338855 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.0466537 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.206157 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.226379 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.00107281 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.0199483 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.880776 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.14478 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.397364 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.156357 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.483834 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.384765 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0284659 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.462589 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.267686 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.343961 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.312665 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.506223 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.329793 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.41822 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.469791 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.511314 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),-0.322494 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.265734 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.11502 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.292921 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.405079 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.338855 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.410261 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.11502 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.358343 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.405079 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.310028 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.338855 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.410261 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),-0.490989 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),-0.586832 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.475037 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),-0.593415 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.960104 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.947121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.371586 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.464541 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.438703 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.407289 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.606932 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.235958 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.253907 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.180894 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.836028 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.794322 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.257088 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.00939906 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.243297 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.400213 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.3808 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.578744 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.960104 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.947183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0653121 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.167338 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.32838 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.4074 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.467382 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.608947 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.235993 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.174133 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.230296 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.669956 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.453261 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.772431 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.24212 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.324648 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.01045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.104597 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.14307 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.540106 # DEPENDENCYPART_GRANDPAR
