# _root_ Είναι πιθανό να διατηρούμε έγκλειστα δόντια στο στόμα μας , επί χρόνια , και να το αγνοούμε .
#goldHeads=0,1,4,14,6,4,5,7,8,14,14,11,14,2,17,17,14,0,
#predictedHeads=0,1,4,14,6,4,6,7,8,11,4,11,14,2,17,17,14,0,
(4,7),(7,10),0.144528 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.594196 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.810096 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.638734 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.528817 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.245272 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0998773 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0475799 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0867067 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.0841539 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.0286028 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.386995 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.287267 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.41905 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.508602 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.3257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.488418 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.429681 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.404754 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.107985 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0231984 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.130621 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.0323259 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0569888 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.368014 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.238903 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.174866 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.138049 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.143634 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0486138 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.526446 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.276253 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.47988 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.189945 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.159474 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.086351 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0171591 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.0986541 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.387818 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-1.41905 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.3257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.488418 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.429681 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.404754 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.107985 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.142768 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.125589 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0475919 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.368014 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.63202 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.668541 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.18394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.513828 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.439066 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.458054 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.116418 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.212449 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.209009 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0567984 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.196726 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.0304622 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.734526 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.38136 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-1.25774 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.391122 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-1.21828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.552658 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),0.329724 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.351409 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.00358328 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.154635 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.0917739 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.158725 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.138911 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.0360662 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.537033 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.0437062 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.303067 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-1.37903 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.0925442 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.848768 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.986342 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.529962 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0612506 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.48209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.381818 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.539637 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.472769 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.658526 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.635974 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.850983 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.588209 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.48982 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.897735 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.765284 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.44164 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.0535 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.23164 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.969252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.234599 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.116772 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.351082 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.306803 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0998551 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.518362 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.06652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),0.0132352 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.344316 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.0535 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.969239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.104054 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0475205 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.182762 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.376696 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.351073 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.499074 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.306379 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.099845 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.517702 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.446006 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0320824 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.320139 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.354663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.250784 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0936902 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.493212 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.397254 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.44166 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.112145 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.31337 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.307056 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0963072 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.521716 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.521424 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.158854 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.11375 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.246916 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0421641 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.22649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.00441591 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.729206 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.463699 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.422175 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.876627 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.426658 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.584765 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.434717 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.786756 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.728049 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.286561 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0584557 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.28231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0288813 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.405548 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.594725 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.812114 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.639117 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0222794 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.145822 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0446514 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.22649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.00441646 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.729205 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.463699 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.422175 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.876626 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.426658 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.584765 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.438972 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.786756 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.492511 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.28118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0292611 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.783883 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.405169 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.931162 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.458989 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.11579 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.180992 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.746352 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.545334 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.682917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.542031 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.676607 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.117229 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.123524 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.415639 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0801876 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.122276 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.0479646 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.416543 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.239976 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.150379 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.27561 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.129291 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.124055 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.100552 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.437443 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.12611 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.885516 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.429072 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.715839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.531455 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.218078 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0045413 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.119756 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.366663 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.393227 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.22727 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.731088 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.986407 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.53007 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.679618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.487186 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.182331 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0182232 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.060107 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.34448 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.018818 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.214257 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.0314788 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.356554 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-1.11621 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.661657 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.875615 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.460639 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.757908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.526135 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.264107 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0209205 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.133758 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.418058 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.0579617 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0704331 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.070783 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.850342 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.314785 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.284282 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.176262 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.803237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.199456 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.70343 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.214638 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.11449 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.25985 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.765232 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.38416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.508816 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.109766 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.246351 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.31839 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.203201 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0390937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.328285 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.279458 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.920209 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.04279 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.79656 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.18815 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.721519 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.429076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.697463 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.295039 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.305865 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.195025 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0441677 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.277456 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-1.04662 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.60661 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.705302 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.361292 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.271143 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.598297 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.682107 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.77078 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.81174 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.361286 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.271141 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.3802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,11),-0.597917 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.688164 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-1.04227 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.626738 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.804872 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.769648 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.291142 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.44539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,11),-0.681063 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.638809 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.710406 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.771975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.691051 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.36176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.514063 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.44551 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.04838 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.20557 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.19283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.901754 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.808943 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.813595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.230757 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.139359 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.169381 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.234839 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.351306 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.835562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.146615 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0323579 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.228079 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.211438 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.341642 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.396109 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.52713 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.024525 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0647996 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.180068 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.206537 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.409158 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.293192 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.44551 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.20557 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.19283 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.901754 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.808943 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.813595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.000714405 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0728528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.122862 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.351306 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.54667 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.14938 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.30646 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.29383 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.963922 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.879189 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.777917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.0144593 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.132615 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.100749 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0794118 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.274454 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.209611 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.31522 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-1.4356 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.07995 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-1.19567 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-1.2244 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.8667 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.821679 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.854508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),0.0296903 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.0544981 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.169142 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0352622 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.15335 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0165673 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.517288 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.271753 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.43732 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.647139 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.138114 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.0192654 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0428594 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.0545656 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.0642115 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0579921 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.0447061 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.0610379 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.02187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.224416 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.530854 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.425456 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.455391 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.41654 # DEPENDENCYPART_GRANDPAR
