# _root_ Απλουστευτικές ενιαίες λύσεις , όπως η περικοπή του χρόνου εργασίας σε ευρωπαϊκό επίπεδο , είναι άνευ σημαντικής ουσίας .
#goldHeads=3,3,5,5,15,7,5,9,7,9,7,13,11,15,0,15,18,16,0,
#predictedHeads=3,3,4,15,4,7,15,9,7,9,7,13,11,15,0,15,18,16,0,
(3,7),(7,4),0.0834228 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0100627 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.771475 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.565027 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.247196 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0513364 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.215289 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.415615 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.605456 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.254937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.38342 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.310781 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.651342 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.214671 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.02929 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.3398 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.42107 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.285092 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.437489 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.478454 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0300215 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0248043 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.0249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.264403 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.488158 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.635033 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.484317 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0747854 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0248043 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.0249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.264403 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.488158 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.635033 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.093389 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0490968 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.02747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.25446 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.507936 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.50056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.408005 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.420345 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.52055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0595906 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.041931 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.193932 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.211356 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.132709 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.206981 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.170712 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.281991 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.315717 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.393963 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.438255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.459631 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.610273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.137135 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0954885 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.164096 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0738129 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0950031 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.091078 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0633231 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0860302 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.114765 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.188676 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.234065 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.297385 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0921849 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0389034 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.145093 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0887301 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0938439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0660888 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0843401 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.192032 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.23683 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.439867 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.190834 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.151925 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.114415 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.213724 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.27422 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.362977 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.452908 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.661618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.0837565 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.189074 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.336543 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.358057 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.146615 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.224651 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.35348 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.432459 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.367923 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.262566 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.480183 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.376811 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.421103 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.410411 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.519432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.124933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.0294835 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.177665 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.198939 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.0974667 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.11366 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.194051 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.0285337 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.159828 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.0732674 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.240425 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.190235 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.255584 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0642311 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.123571 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.15394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.383955 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.493213 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.280752 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.297035 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0400568 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.15674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.416157 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.766717 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.160738 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.17702 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.136494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.15616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.401329 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.510587 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.688121 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.331585 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.409858 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.227627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.211345 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.491046 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.315346 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.804307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0511084 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.305121 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0419222 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0918644 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.363049 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.222693 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.298848 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.0668126 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.0560862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.366068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.415249 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.0485452 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.11755 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.378248 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0843327 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.364136 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.223781 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.295759 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.0542478 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.367155 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.491046 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.315346 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.804394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0568334 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.114727 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.39354 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.00206104 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.365774 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.222696 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.301469 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0657566 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.0553578 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.368787 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.071116 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0515455 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.217652 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.20647 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.0515929 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.00163491 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.336266 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.315346 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.805061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.0508309 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.38497 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.00778741 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.00463485 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.341258 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.284702 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0655467 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.0558152 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.368617 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.255218 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.422386 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.476218 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.317153 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.731341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.137756 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0283473 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.00907123 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.319133 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.273407 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.203535 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.194467 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.464013 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.361958 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.518081 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.174649 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.158366 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.396001 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.222644 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.739375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),0.164884 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.0550639 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.0357145 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.340839 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.22293 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.176587 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.181931 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.270129 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.149198 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.270922 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.16282 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.181438 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.08384 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.244939 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.368367 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.197426 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.470701 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.551141 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.311913 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.160275 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.09977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.239575 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.478012 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.745768 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.551141 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.311913 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.160275 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.09977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.239575 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.724981 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.535263 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.326757 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.23711 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.16496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,11),-0.560448 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.643823 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.454105 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.559509 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.225033 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.08015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.219954 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.666277 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.497676 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.739515 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.515609 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.54288 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.436159 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.287849 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.06571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.205511 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.178946 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.502135 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.606955 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.508534 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.743095 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.529569 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.415422 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.771704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.510763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.624555 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.334075 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.229662 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.233891 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.115915 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.339305 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.198124 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.17634 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.831173 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.718777 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.771704 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.527987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.581967 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.323988 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.243458 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.242254 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.136533 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.100865 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.347602 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.211914 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.300907 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.319973 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.165502 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0480611 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.127974 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.400007 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.161829 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.11119 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.342669 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0333845 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.129015 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.3524 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.110686 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.231699 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.831347 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.718951 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.771878 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.607398 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.345195 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.372645 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0498864 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.160543 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.094466 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.341601 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.203437 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.270942 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.332664 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.09153 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.774651 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.657836 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.533151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.325219 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.344465 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0398099 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.172201 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0762264 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.504771 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.132984 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.189459 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.291864 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.18038 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.990666 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-1.0457 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.727352 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.699258 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.5693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),0.288673 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.307848 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.0201051 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.177312 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.112556 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.116614 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.00626728 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.082093 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0341013 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.295495 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.101513 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.129196 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.180303 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.164069 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.390574 # DEPENDENCYPART_GRANDPAR
(7,18),(18,8),0.606471 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0506435 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.161336 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0509455 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.0115167 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.19049 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.385947 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.789079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.605854 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.60394 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.704917 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.577115 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.259222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.440771 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0520354 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.00587718 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.118005 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.143977 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0967921 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.171772 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-1.27428 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.25352 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.815814 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.420324 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.374708 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.651682 # DEPENDENCYPART_GRANDPAR
