# _root_ Επιλέξτε κάποιον καλύτερο , τόσο από τον Cox όσο και από τον Martin , ψηφίζοντας τον κ. Bonde του γραφείου 007 .
#goldHeads=0,1,2,10,10,5,8,6,10,3,9,13,11,10,1,18,18,15,20,18,20,0,
#predictedHeads=0,1,2,10,10,10,8,6,10,1,10,13,11,15,1,18,18,15,20,18,20,0,
(3,4),(4,5),0.101687 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0284412 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0667472 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.0456423 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.130185 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.118388 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.0293619 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.203583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.274894 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0117952 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.171402 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.223906 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0265108 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0777449 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.0110244 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.00927322 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.22062 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.116309 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.288239 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.209258 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.195113 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.219667 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.0085484 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.0671669 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),0.00852205 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.283519 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.176343 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.102184 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.315219 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.127266 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.218765 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0171936 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.0114015 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0550001 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.113249 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.259548 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.334916 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.180682 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.0085484 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.0444254 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.00639563 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.0671669 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),0.0179658 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.218753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.283601 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.158019 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.0401674 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.123374 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.152178 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.244848 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.00186145 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.34826 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.094799 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.00574027 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.470071 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.0960257 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.0612354 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.190564 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.177179 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.130063 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.192344 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.031954 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.953129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.240224 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.391323 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.491417 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.355107 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.472739 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.501531 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.298495 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-1.04859 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.677025 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.018577 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.372965 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.345218 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.245642 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.995389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.205031 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.359049 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.457027 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.440466 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.287706 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.49291 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.451294 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.471917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0137154 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.061155 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0479781 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0677012 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.220933 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.0400219 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.500559 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.568708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.242026 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.182035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),7.47149e-05 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0458425 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0701728 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.177054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.310508 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.00810344 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.144083 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.22778 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.0577558 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.177054 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.044861 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.186333 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.310508 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.513342 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.629159 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.632104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.139842 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.00434091 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0857575 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.11564 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.1196 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.271554 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.682662 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.354741 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.495326 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.465922 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.530344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.220636 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.0503233 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.0388208 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0330937 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.131283 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.0310933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.221314 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.0190097 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.078746 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.301279 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.229242 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.252185 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.52617 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.0207351 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.295678 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.497478 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.591166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,11),-0.0419268 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.714067 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.0297364 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.202467 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0541376 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0023017 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.13369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.324286 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.662706 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.509973 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.744764 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.373008 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.711958 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.935412 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.532194 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.171876 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.00727109 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.12858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.319252 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.658019 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.73973 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.728542 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.101212 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.31219 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0473871 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.13067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.345892 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.76637 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.477655 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.761381 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.591868 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.313438 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.383449 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.751286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0951053 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0439605 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.191529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0896585 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0497064 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.168781 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.313803 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.409976 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.675649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.130953 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.116281 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0459328 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.126285 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.39242 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.370999 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.292136 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.38209 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.681987 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.422066 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.410967 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.665861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0686808 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.264571 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0621933 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.216368 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.359602 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.121516 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.173453 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.376005 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.490212 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.263207 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.272153 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.11047 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.542841 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0744474 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0497064 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.313668 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.220031 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.168781 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.332872 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.641584 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.418529 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.747816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.0579416 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.362536 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0884422 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.529721 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.357769 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.656697 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.256007 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.28345 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.379163 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.313882 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.709814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.0501883 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0472436 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.227462 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0667072 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.370289 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.561748 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0711644 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0614276 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.629992 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.25553 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.258372 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.414843 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.318807 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.167579 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.384712 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.346106 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.160799 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0763825 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.853947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,9),-0.503938 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.470236 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.603049 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.121229 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.600038 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.697454 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.405931 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.288797 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.36222 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.295975 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0272223 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.863119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,11),-0.612222 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.208986 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.636898 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.452074 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.218287 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.347932 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.193742 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.853303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,9),-0.468368 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.488151 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.602406 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.200875 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.615974 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0634691 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),1.04221 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.039556 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0343784 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.624206 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.51394 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.387797 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.454615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.897162 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.454432 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.118111 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.148954 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.211913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.185774 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.689793 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.816401 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.770379 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.502007 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.390116 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.555388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.667796 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.41276 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.151855 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0916642 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0920251 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.178685 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.199892 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.0973567 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.0352063 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.642336 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.778097 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.522473 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.393923 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.494954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,11),-0.244057 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0384698 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.283358 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.138358 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.241537 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.0430819 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.624289 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.515361 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.248954 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.271258 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.353926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.804443 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.542109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.462099 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.404306 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.522752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.291287 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0457485 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0945637 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.127144 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.230294 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.293532 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.806112 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.748048 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.7399 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.780238 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.759328 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.586537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0363903 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.1255 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.259791 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.276711 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.039413 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.107785 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0969317 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.294592 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.35035 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.400317 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.155341 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.296186 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.257432 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.246566 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.1341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.305985 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.496883 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.408749 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.664412 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.819822 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-0.55757 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.28661 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.502112 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.252101 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.288083 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.234521 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.518171 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.513079 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.713518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.616927 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.129227 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.228971 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.398343 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.171523 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.10858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.32479 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.509117 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.504843 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.69155 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0651775 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.275047 # DEPENDENCYPART_GRANDPAR
