# _root_ * Να περάσετε μια νύχτα στο Ξενοδοχείο Loriet , ένα ανακαινισμένο αρχοντικό , στην Χρυσή Ακτή της Μυτιλήνης .
#goldHeads=0,3,0,5,3,3,8,9,6,12,12,9,3,12,16,14,18,16,0,
#predictedHeads=0,3,0,5,3,3,6,7,11,12,7,11,11,11,16,14,18,16,0,
(5,9),(9,8),0.231608 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.793701 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.247623 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.427445 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0407806 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0221304 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.343437 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.557077 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.28687 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.324211 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.59612 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.836643 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.588443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.492783 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.022513 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.197766 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0763765 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.751702 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.323102 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0743893 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.216014 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.239093 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.298317 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.0281163 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.24577 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.590577 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.131756 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.314297 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.392845 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.358548 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.67545 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.839429 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.12821 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.726 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.391759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.504862 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0575315 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.220634 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.433212 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.275704 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0165058 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0491949 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.69537 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0019133 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0987587 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.645995 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.798721 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.682287 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.436679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.65569 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.411737 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-1.66518 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0301635 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.497219 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.267502 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0702233 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.769027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0396486 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.255522 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.317586 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.358111 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.219506 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.217139 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.21243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.50493 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.607666 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.919202 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.528113 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.613574 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.215355 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.204946 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.230696 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.189006 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.1839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.445017 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.604842 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.468201 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.408995 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.90637 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.585044 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.694915 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.320803 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.528981 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.471036 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.184689 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.30376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.00926143 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.55838 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.696347 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.476939 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.22013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.0512409 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.498584 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.729382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.13488 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.246205 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.733026 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.930316 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.73677 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.702482 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.671952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.545721 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.748309 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.358783 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.40398 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.112136 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0141306 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.473288 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.409325 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.0879991 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.300799 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.712323 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.920456 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.701756 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.715259 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.712971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.511879 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0446834 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.70631 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.299636 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.00303419 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.179753 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.368944 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.150566 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.170754 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.222358 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.756392 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.678468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.0391205 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.692394 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0157893 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.155169 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.00265116 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.575234 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.347894 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.325192 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.733026 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.930316 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.73677 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.702482 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.671952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),0.0147656 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0312984 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.416714 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0141306 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.473288 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.409325 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0879991 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.300799 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.567111 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.203111 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.444148 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.245094 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.335136 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.01192 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.665727 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0420673 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.40501 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0762772 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.136489 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.464834 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.423863 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.120842 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.324683 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.202427 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.215564 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.452655 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.205477 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.269439 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.03477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.135789 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.57665 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.691326 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.548621 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.66632 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.68306 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.641038 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.668424 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.65961 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.694953 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.5119 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.609799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0879176 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.296294 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.285406 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.193737 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.309353 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.335776 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.300107 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.338898 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.2059 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.596669 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.632104 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.602018 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.681801 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.454308 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.604749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.389212 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.167356 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.196443 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.154076 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.179774 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.246814 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.156323 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.195121 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.176416 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0575058 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0609632 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0921066 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.113299 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.966216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.346034 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.51662 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.393346 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.671848 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.214649 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0555392 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.00927502 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0728846 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.043061 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.915803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.344326 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.342933 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.576788 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.704605 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.6556 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.468947 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.216159 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0726499 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0687164 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0302078 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0411086 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.199315 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.96063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.358272 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.580573 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0392899 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.130057 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.941802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.216159 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0726499 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0687164 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.129982 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0354836 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.199315 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.96063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.358272 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.548953 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.38776 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.580573 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.742353 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.00214591 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.964365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.328913 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.598588 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.486807 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.418749 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.507315 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.471086 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.382568 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.493429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.205338 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0420194 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0171821 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.083806 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.113438 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.182203 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.133204 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0876202 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.43672 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.489056 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.500531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.211671 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.15652 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0226716 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.181613 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.151623 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.221421 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0807489 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.621994 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.504823 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.449775 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.503429 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.502111 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.594778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.0116353 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.2164 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.273874 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.229855 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.338672 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.289667 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.146663 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0979408 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0365454 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.138303 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.166197 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.109744 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0722595 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.221498 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.172498 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0809679 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.500753 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.336064 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.252935 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.000364567 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0294364 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0528695 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0701943 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.149742 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.103805 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0901061 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.108434 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.0901061 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.618369 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.488959 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.43442 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.150913 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.182391 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.370077 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.321072 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.494135 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.739966 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.889773 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.297585 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.317888 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.6253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.741802 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.62313 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-1.66593 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.427233 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.629775 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.821939 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.929854 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.379558 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.286211 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.50535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.451375 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.715619 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-1.03308 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-1.50044 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.645672 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.410383 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0671394 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.48514 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.752468 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0670819 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.217588 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.297872 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.72732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,14),-0.920233 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.161268 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.341455 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.325344 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.410383 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.0671394 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.48514 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.59765 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.974401 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.217588 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.297872 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.72732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.842433 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.686899 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.920233 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.29143 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.230303 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.217971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.58277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,1),-0.497764 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.554198 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.80961 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-1.09545 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.36723 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.396888 # DEPENDENCYPART_GRANDPAR
