# _root_ Κύριε Πρόεδρε , καταρχάς θα ήθελα να συγχαρώ τους τρεις εισηγητές - τον κ. Χατζηδάκη , τον κ. van Dam και τον κ. Grosch - για το έργο τους .
#goldHeads=2,6,2,6,6,0,8,6,11,11,12,8,15,15,21,21,20,20,20,21,12,24,24,21,12,8,28,26,28,0,
#predictedHeads=2,6,4,6,6,0,8,6,11,11,8,21,15,15,21,21,20,20,20,21,8,24,24,21,21,8,28,26,28,0,
(21,22),(21,25),-0.0250919 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.00611519 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.00405536 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.0177116 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.00625839 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0121345 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0354999 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0410253 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.0221526 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.00569771 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0303311 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0377106 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.0140357 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0358632 # DEPENDENCYPART_SIBL
(21,25),(21,28),7.54617e-05 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.0770668 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.0157581 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.00942146 # DEPENDENCYPART_SIBL
(21,28),(21,30),-0.0308966 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0397508 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0646967 # DEPENDENCYPART_SIBL
(23,22),(23,25),-9.3626e-05 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0398117 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0560432 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0673627 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.346783 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0123155 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.00417107 # DEPENDENCYPART_SIBL
(25,1),(25,2),-0.0294312 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.0243246 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.024732 # DEPENDENCYPART_SIBL
(25,1),(25,21),0.0445731 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.00531353 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0225146 # DEPENDENCYPART_SIBL
(25,1),(25,28),0.212427 # DEPENDENCYPART_SIBL
(25,1),(25,30),0.0412797 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.00053257 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.000939908 # DEPENDENCYPART_SIBL
(25,2),(25,21),0.0510834 # DEPENDENCYPART_SIBL
(25,2),(25,24),0.0105687 # DEPENDENCYPART_SIBL
(25,2),(25,26),0.0423229 # DEPENDENCYPART_SIBL
(25,2),(25,28),0.232914 # DEPENDENCYPART_SIBL
(25,2),(25,30),0.0596392 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.0115649 # DEPENDENCYPART_SIBL
(25,11),(25,21),0.0485696 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.000850615 # DEPENDENCYPART_SIBL
(25,11),(25,26),0.0275181 # DEPENDENCYPART_SIBL
(25,11),(25,28),0.221227 # DEPENDENCYPART_SIBL
(25,11),(25,30),0.0386594 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.0485698 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.000850615 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.0275181 # DEPENDENCYPART_SIBL
(25,15),(25,28),0.221294 # DEPENDENCYPART_SIBL
(25,15),(25,30),0.0386594 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0058198 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0568371 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.162035 # DEPENDENCYPART_SIBL
(25,21),(25,30),0.0774736 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0586384 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.160286 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.100725 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.00990739 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.0351596 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.0611098 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0260955 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0140611 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.282624 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.147073 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.046154 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.173595 # DEPENDENCYPART_SIBL
(28,22),(28,25),0.113062 # DEPENDENCYPART_SIBL
(28,22),(28,26),0.0649696 # DEPENDENCYPART_SIBL
(28,22),(28,27),-0.42133 # DEPENDENCYPART_SIBL
(28,22),(28,29),0.0892534 # DEPENDENCYPART_SIBL
(28,22),(28,30),-0.0328836 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.0214946 # DEPENDENCYPART_SIBL
(28,25),(28,27),-0.157716 # DEPENDENCYPART_SIBL
(28,25),(28,29),0.0155377 # DEPENDENCYPART_SIBL
(28,25),(28,30),0.271215 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.185934 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.0581828 # DEPENDENCYPART_SIBL
(28,26),(28,30),-0.0569695 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.100938 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.0548986 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.0411206 # DEPENDENCYPART_SIBL
(30,15),(30,26),-0.0186781 # DEPENDENCYPART_SIBL
(30,15),(30,28),-0.0234074 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.0211649 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0757007 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0345045 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.114563 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.264674 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.00273975 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),0.164496 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.345907 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.163729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0466888 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.307602 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.321188 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.190566 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0645122 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.341958 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0746068 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.255408 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.277066 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.297207 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.276808 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.116826 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.00624733 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.276739 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.360682 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.0099801 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.273571 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.291558 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.229028 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.444346 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.33037 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.200647 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.124133 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.403148 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.105488 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.252846 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0446358 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.137438 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.083354 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.19856 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.380464 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),-0.551523 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),-0.520553 # DEPENDENCYPART_GRANDPAR
(0,6),(6,28),0.234246 # DEPENDENCYPART_GRANDPAR
(0,6),(6,30),0.181757 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.393892 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.271588 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.232254 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0649739 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.337872 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.547821 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.357617 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.475396 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.126655 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0539621 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.132849 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.199034 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0926803 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.188091 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.398116 # DEPENDENCYPART_GRANDPAR
(0,8),(8,25),-0.546934 # DEPENDENCYPART_GRANDPAR
(0,8),(8,26),-0.510131 # DEPENDENCYPART_GRANDPAR
(0,8),(8,28),0.22492 # DEPENDENCYPART_GRANDPAR
(0,8),(8,30),0.181388 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.0105245 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0867858 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.463607 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.169966 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.68432 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.336543 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.236684 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.534144 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.381325 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.328899 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.286053 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.180995 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),-0.624035 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.146443 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.0082164 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.118028 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.211454 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.441701 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.151736 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.368285 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.418043 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.458484 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.449262 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.44206 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.132757 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.793535 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),-0.821946 # DEPENDENCYPART_GRANDPAR
(0,12),(12,30),-0.0182742 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.277583 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0615129 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.525425 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.346788 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.240902 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.593236 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.430245 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.286047 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.321188 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.190566 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.294497 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0373143 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.565437 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.278026 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.240135 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.0650486 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.282758 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.49534 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.29952 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.198634 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.69115 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),-0.717864 # DEPENDENCYPART_GRANDPAR
(0,16),(16,30),0.0661106 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.136551 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.477945 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.125499 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.4411 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.439626 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.455446 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.61224 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.433751 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.423553 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.248516 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.607957 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.339299 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.173002 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.0324657 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.0254117 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.537287 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.226092 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.231919 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.302092 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.268945 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.311864 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.694733 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.36202 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.450233 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.39684 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.50239 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.392995 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.567005 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),-0.532665 # DEPENDENCYPART_GRANDPAR
(0,21),(21,28),0.0204677 # DEPENDENCYPART_GRANDPAR
(0,21),(21,30),0.215022 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),0.303007 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.498034 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.677732 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),0.306115 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.455245 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.593998 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.671787 # DEPENDENCYPART_GRANDPAR
(0,25),(25,1),0.146443 # DEPENDENCYPART_GRANDPAR
(0,25),(25,2),0.0082164 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-0.418043 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-0.460432 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),0.203965 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.664414 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.821946 # DEPENDENCYPART_GRANDPAR
(0,25),(25,28),-0.117662 # DEPENDENCYPART_GRANDPAR
(0,25),(25,30),-0.0182742 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),-0.592054 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.685366 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),-0.050286 # DEPENDENCYPART_GRANDPAR
(0,26),(26,30),0.017653 # DEPENDENCYPART_GRANDPAR
(0,28),(28,22),-0.567424 # DEPENDENCYPART_GRANDPAR
(0,28),(28,25),-0.657069 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),-0.901666 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.619998 # DEPENDENCYPART_GRANDPAR
(0,28),(28,29),-0.459835 # DEPENDENCYPART_GRANDPAR
(0,28),(28,30),0.13234 # DEPENDENCYPART_GRANDPAR
(0,30),(30,15),-0.530449 # DEPENDENCYPART_GRANDPAR
(0,30),(30,26),-1.03848 # DEPENDENCYPART_GRANDPAR
(0,30),(30,28),-0.219775 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.01822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.107794 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.532693 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.11106 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.06058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.245926 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.498837 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-1.25015 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-1.29307 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.925765 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.356574 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-1.12736 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.03131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.226824 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0842993 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-1.10882 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.608041 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-1.15241 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.75671 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.962047 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.385603 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.27098 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.0344024 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.507777 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0823548 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.443949 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-1.05893 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.666635 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.245219 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.866532 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.21746 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.232395 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),-0.363438 # DEPENDENCYPART_GRANDPAR
(1,6),(6,26),-0.669034 # DEPENDENCYPART_GRANDPAR
(1,6),(6,28),-1.12206 # DEPENDENCYPART_GRANDPAR
(1,6),(6,30),-0.670922 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.10188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.280022 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.00686532 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.516661 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0857596 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.864206 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.185398 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.804396 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.646698 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.673806 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.244926 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.519966 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.873703 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.21393 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.224974 # DEPENDENCYPART_GRANDPAR
(1,8),(8,25),-0.363146 # DEPENDENCYPART_GRANDPAR
(1,8),(8,26),-0.663153 # DEPENDENCYPART_GRANDPAR
(1,8),(8,28),-1.12923 # DEPENDENCYPART_GRANDPAR
(1,8),(8,30),-0.673108 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-1.02114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,2),-0.221282 # DEPENDENCYPART_GRANDPAR
(1,21),(21,3),-0.0453651 # DEPENDENCYPART_GRANDPAR
(1,21),(21,4),-0.447708 # DEPENDENCYPART_GRANDPAR
(1,21),(21,6),-0.741896 # DEPENDENCYPART_GRANDPAR
(1,21),(21,8),-0.789253 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),-0.879578 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.421384 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-1.07526 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.238398 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-1.09673 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.429813 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.339558 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.957073 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-0.363348 # DEPENDENCYPART_GRANDPAR
(1,21),(21,24),-0.242998 # DEPENDENCYPART_GRANDPAR
(1,21),(21,25),-0.448029 # DEPENDENCYPART_GRANDPAR
(1,21),(21,26),-0.743249 # DEPENDENCYPART_GRANDPAR
(1,21),(21,28),-1.18496 # DEPENDENCYPART_GRANDPAR
(1,21),(21,30),-0.714797 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.79697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.501011 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.12612 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.51979 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.56968 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.808677 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.565214 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.16418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.516606 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-1.18693 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-1.23456 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.995811 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.426837 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-1.22739 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.650022 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.13794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0195713 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-1.04749 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.624452 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-1.09584 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.764395 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-1.03409 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.45779 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.530625 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.19001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0594161 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.526102 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0853513 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.458228 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.00077 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.736527 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.315372 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.966414 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.358651 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.251246 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.379697 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.660235 # DEPENDENCYPART_GRANDPAR
(2,6),(6,28),-1.16587 # DEPENDENCYPART_GRANDPAR
(2,6),(6,30),-0.686979 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0698899 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.06942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.300364 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.502655 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.658968 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.913938 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.286945 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.07172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.302537 # DEPENDENCYPART_GRANDPAR
