# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,21,22,25,22,25,26,0,
(14,17),(17,14),-0.65363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.105413 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0301184 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.201285 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.238745 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.21282 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.279487 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.00883159 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.228531 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.265481 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.382302 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.440032 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.280445 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.268105 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.323467 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.474095 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.352522 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.23776 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.211105 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.414031 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.474095 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.133094 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.164427 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.117699 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.147813 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.214263 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.102512 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.0261919 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.14424 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.141288 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.206693 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.0780628 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.00669438 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.0341238 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.0152331 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.105797 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0487879 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.210072 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.0231124 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.0731624 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.781129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,17),-0.0635702 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.00353336 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.229425 # DEPENDENCYPART_GRANDPAR
(15,7),(7,26),-0.40056 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.144813 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.282155 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.04162 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.305311 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0443695 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.112817 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0247875 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0894976 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.135813 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.065617 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0999488 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0531323 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.127826 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.780417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.158114 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.042299 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.146607 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.161103 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0415057 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0170053 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.762524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.0905674 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.0353425 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.241495 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.777016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,4),-0.249529 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0145526 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0172979 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.190257 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.176412 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0321842 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.779342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.316075 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.124036 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.431937 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.250069 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.119246 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.213976 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.105627 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.288266 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.161381 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0900775 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.206076 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.77898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.113502 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.393329 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.391483 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.550676 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.467337 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.30251 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.519697 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.319124 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.428488 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.439007 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.594968 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.475722 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.243303 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.512344 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.258248 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.339846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.10449 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.174727 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.615494 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.44949 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.344417 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.217857 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.179187 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),0.112849 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),0.169704 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),0.276522 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.448605 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.322827 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.170934 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),0.117268 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.026068 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.301348 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.114646 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.201537 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.0428853 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),0.0745682 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),0.0493934 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0223826 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.205709 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.172593 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.0376661 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.45559 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.284946 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.189583 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.0442845 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.140197 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.0717915 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),0.0651439 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.552188 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.573259 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.401902 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.592974 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.418516 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.482801 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.668451 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.519352 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.287095 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.585536 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.364171 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.370553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,17),0.505076 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0297724 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.451846 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.295602 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.184433 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.0689271 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),0.00504927 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),0.0030386 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),0.138422 # DEPENDENCYPART_GRANDPAR
(15,25),(25,1),-0.550421 # DEPENDENCYPART_GRANDPAR
(15,25),(25,3),-0.302338 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.512775 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),0.0750405 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),0.473348 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),0.335326 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),0.205079 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.0753461 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.0430267 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),0.177755 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),0.256688 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.0146723 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),0.120584 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.0684298 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.110073 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),0.137517 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),0.0303121 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.092808 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0313749 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0586685 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0695037 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.246579 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.0415869 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.127262 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.236435 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.847528 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.464714 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.441735 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.34652 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-1.0167 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.166858 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.440157 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-1.10599 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.563141 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.173235 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.502507 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.238906 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.105934 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.0548363 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.306805 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.502692 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.0568893 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.258993 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.64262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,19),0.135801 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.114106 # DEPENDENCYPART_GRANDPAR
(17,3),(3,22),-0.284476 # DEPENDENCYPART_GRANDPAR
(17,3),(3,26),-0.631168 # DEPENDENCYPART_GRANDPAR
(17,3),(3,27),-1.16045 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.196528 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.430598 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.516825 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.86958 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.343722 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.232623 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.00633082 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),0.163622 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),0.265984 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.118698 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.324036 # DEPENDENCYPART_GRANDPAR
(17,5),(5,22),-0.439622 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.159733 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.433033 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.773006 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-1.01236 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.37864 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.645363 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.236899 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.103927 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0528291 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.305271 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.517367 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.500685 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.0548833 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.256986 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.64262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,19),0.135801 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.284476 # DEPENDENCYPART_GRANDPAR
(17,7),(7,26),-0.631169 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.16176 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.477168 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.872188 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-1.02741 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.274617 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.637202 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.466245 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.122708 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.108579 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.135827 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.542593 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.339296 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.00402293 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.155108 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-2.00727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,8),-0.188859 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.191138 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0996399 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.351349 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.256707 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.875571 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.317385 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.113364 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.194577 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.189641 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.118215 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.246213 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.188877 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.07023 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.137548 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.86451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,20),-0.322699 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.219485 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.195528 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.450818 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.257274 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0242398 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.145002 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.78257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,19),-0.0360061 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.406705 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0542806 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.875071 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.194101 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.190247 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.193871 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.226792 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.069221 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.132418 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0116194 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.86452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),0.0252335 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.482435 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-1.02792 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.538755 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.0218221 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0317683 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.393204 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.436497 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.483319 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.296585 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.80435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),0.110923 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-1.12572 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.231667 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.43008 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.236905 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.187789 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.344941 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.394196 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.389805 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.147709 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.77276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.117393 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.00989976 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.258566 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.644327 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.400946 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.14183 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-0.723373 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.0127576 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.428027 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.088717 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.216035 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.872417 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.712552 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.155783 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0715697 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0771977 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.481256 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.162478 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.243651 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.4883 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0865101 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.00513798 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.741676 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.689719 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.353354 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0340711 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.500655 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.9557 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.180649 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.733471 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.786087 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-0.961872 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-1.74091 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.09759 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.33431 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.601135 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.582401 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.843235 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-1.01539 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-1.02892 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.679501 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.748716 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.13179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.428761 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.48512 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.284435 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.143596 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.597921 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.534152 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.235484 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.687513 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0630419 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.94662 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.361624 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.340729 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.873484 # DEPENDENCYPART_GRANDPAR
(17,25),(25,1),-0.550607 # DEPENDENCYPART_GRANDPAR
(17,25),(25,3),-1.36657 # DEPENDENCYPART_GRANDPAR
(17,25),(25,5),-0.755527 # DEPENDENCYPART_GRANDPAR
(17,25),(25,18),0.452462 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),0.320817 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.169181 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.312749 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.785724 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.939457 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.23021 # DEPENDENCYPART_GRANDPAR
