# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(0,13),(13,9),-0.342604 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.203376 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.242646 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.345541 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.127519 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.797837 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.231793 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0679638 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.382047 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.0165466 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.219958 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.578867 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.0259571 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.23062 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.136924 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.682441 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.176193 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.00144819 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.210936 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.789951 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.351541 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.107314 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.191303 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0893878 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.539561 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.268936 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.0704135 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.400174 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.0237975 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.227208 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.586117 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.0332075 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.22337 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.129673 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.168943 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.00580227 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.19281 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.7827 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.0363505 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.60166 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.193887 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.0868032 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.536627 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.266352 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.0789533 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.154139 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),-0.0365503 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.022544 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.549768 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.00599708 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.456771 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.190021 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.22929 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.198862 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.438967 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.833281 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.00588644 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.828673 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.104339 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.297857 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.553932 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.476144 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.112325 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.741053 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.895264 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.163 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.080278 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.641774 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.509152 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),0.0337305 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.177912 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.529498 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-1.05975 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.707749 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.521855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.219704 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0140396 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.161005 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.446818 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.18151 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.452558 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.417973 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.53524 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.263907 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.196151 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.58798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.843173 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.342204 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.628618 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.527072 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.31055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.474256 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.586705 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.764073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,5),-0.580103 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.207377 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0585901 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.602514 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.801598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.077587 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.029888 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.371006 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.110567 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0775004 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.151357 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.269022 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.161199 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.237659 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.43377 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.571567 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.602616 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.805355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),0.0693918 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.195593 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.058146 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.824442 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.370163 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.107411 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.199939 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.0827924 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.266058 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.152478 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.270143 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.159714 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.240816 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.430194 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.573792 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0288554 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.197393 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.866138 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.476617 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.618936 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0944969 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.214595 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.529274 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.24008 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.357743 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.224273 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.625375 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.274386 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-1.46296 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.282093 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.229054 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.602514 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.805003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.0694049 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.195356 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.175996 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.501523 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.177146 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.538457 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.084618 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0709001 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.335426 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-1.00945 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.471034 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.269074 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.159486 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.23947 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.430544 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.403379 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.578731 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.602514 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.805001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,4),0.0694058 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.195355 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),0.175997 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.501522 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.177144 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.0846161 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.0708991 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.3318 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-1.00945 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),0.00104278 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.20801 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.159486 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.23947 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.430194 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.403379 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.576746 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.65595 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.728411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),0.0252555 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.0826837 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),0.295218 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.524247 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.100554 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.00802636 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.11505 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.375215 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-1.13574 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),0.117018 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.48179 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.000646901 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.302746 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.506875 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.465423 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.620213 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.160687 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.526612 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.401263 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.649693 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0284106 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.03825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.0760625 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0561661 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.05709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.285815 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.570684 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.99822 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.581545 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.62116 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.706414 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.493712 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.813336 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.522392 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.457195 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.581298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.207116 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.318753 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.435056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0975083 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.260284 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.345538 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.101769 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.716416 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.352202 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.27194 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.522495 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.457195 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.589701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.237463 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0376164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.494939 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.319058 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.439719 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.42787 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.103953 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0793984 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.262556 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.34781 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.101424 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.721079 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.350117 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.275315 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.480619 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.448277 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.262181 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.149784 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.104983 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.193059 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.148509 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.267154 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.337841 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.47724 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.245929 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.13407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.803246 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.797332 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.760916 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.76289 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.56908 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.579426 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.03774 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.227712 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.05578 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.0717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.741906 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.32538 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),0.0829138 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.25947 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0244471 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.45691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.41274 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.397004 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.289166 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.175363 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.762881 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.298662 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.232509 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.936747 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.74294 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.162889 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.812053 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.529417 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.712248 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.419097 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.372772 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.259425 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.846943 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.350297 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.258852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.143559 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.348108 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.258319 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-1.01181 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.698609 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.297469 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.306823 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.699966 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.506157 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.0921398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.458413 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.457225 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.21445 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.56215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,7),-0.228717 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.580831 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.252349 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.839867 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.447003 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),0.0841987 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.258288 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.0235544 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.45502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),-0.124124 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.515501 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.355644 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-1.32626 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.943161 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.269659 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.286039 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.673296 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.188144 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.741832 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.162604 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.808074 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.530287 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-1.02205 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.720315 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),0.0844905 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.257996 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.0229734 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.45468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),-0.123779 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.515156 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.355299 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.942816 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.269314 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.282069 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.672951 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-1.0801 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.297941 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.162254 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.807724 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.529238 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-1.02171 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.717981 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.215142 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.598361 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.336085 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-1.44033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,7),-0.0963149 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.561811 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.252977 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.840495 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.220358 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.183247 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.744174 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-1.05648 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.123837 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.86253 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.766693 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.535701 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.979413 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.799265 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-1.09386 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.540895 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.62311 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.100491 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.456462 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.960899 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.688583 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),0.0264762 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.826412 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.974911 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.713049 # DEPENDENCYPART_GRANDPAR
