# _root_ Σημειώνεται πάντως ότι το " νέο , ευέλικτο Σύμφωνο Σταθερότητας " δίνει μεγαλύτερη έμφαση στο δημόσιο χρέος , κάτι το οποίο δεν ευνοεί χώρες όπως η Ελλάδα .
#goldHeads=0,1,1,9,9,7,9,7,12,9,9,3,14,12,12,17,15,12,3,21,23,23,19,23,24,27,24,0,
#predictedHeads=0,1,1,9,9,9,9,9,12,9,9,3,14,12,12,17,15,23,17,21,23,23,19,23,24,27,23,0,
(12,5),(5,7),0.115442 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.299855 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.135905 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.178429 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.34191 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.9739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,27),-1.15999 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.116654 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.0481449 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0510338 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.26346 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.218525 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.100308 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0599361 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0174342 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.302771 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.142681 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.177155 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.0508508 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.207919 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0248214 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.312384 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0604438 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.10299 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.38179 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.01372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.196801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.692557 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.427434 # DEPENDENCYPART_GRANDPAR
(12,7),(7,27),-1.19365 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.0522418 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.267893 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.0723978 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.118048 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0615706 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0190687 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.489743 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.388976 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.364295 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0252288 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.217853 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.31967 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.224413 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.147211 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0285083 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0916557 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.511672 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.07437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.111301 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.114462 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.399891 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-1.21573 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-0.567894 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.364456 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.028665 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.218101 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.319886 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.224631 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.147428 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0287256 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.076021 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.511896 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.07576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.111299 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.114463 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.399893 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.778059 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.0428702 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.00655448 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.192698 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.164292 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.198573 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.9739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.211346 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.0219015 # DEPENDENCYPART_GRANDPAR
(12,11),(11,27),-1.15999 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.021209 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.428474 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.000462723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.222994 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0546849 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.579345 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.677435 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.607655 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.648189 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.100321 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.795467 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0340226 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0725321 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.209975 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0395971 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.166843 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.143476 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.0443327 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.578035 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.151818 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.193203 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.00162491 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.554854 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.055319 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0687306 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.333181 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.667953 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.794152 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.633153 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.253926 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0878226 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0394422 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.166829 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.140709 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.521765 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.0443183 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.649903 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.297063 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.474952 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.432631 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.13071 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.411877 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0609293 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.647915 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.746928 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.214598 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.794755 # DEPENDENCYPART_GRANDPAR
(12,23),(23,1),-0.488482 # DEPENDENCYPART_GRANDPAR
(12,23),(23,2),-0.394394 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),-0.308447 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-0.277701 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-0.474312 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-0.349239 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.389772 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-1.38987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,13),0.537312 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),0.326346 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.0745138 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.34999 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.0455147 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.0024256 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.346697 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.370588 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.476464 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.278866 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.595648 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.0120154 # DEPENDENCYPART_GRANDPAR
(12,23),(23,27),-0.632653 # DEPENDENCYPART_GRANDPAR
(12,23),(23,28),-0.364844 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.204079 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.33319 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.230502 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.263174 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.0394267 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.456512 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.566261 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.457898 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.671329 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.69129 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.770866 # DEPENDENCYPART_GRANDPAR
(12,25),(25,28),-0.440302 # DEPENDENCYPART_GRANDPAR
(12,27),(27,25),-0.0202643 # DEPENDENCYPART_GRANDPAR
(12,27),(27,26),-0.625376 # DEPENDENCYPART_GRANDPAR
(12,27),(27,28),-0.338304 # DEPENDENCYPART_GRANDPAR
(12,28),(28,19),-0.378091 # DEPENDENCYPART_GRANDPAR
(12,28),(28,24),-0.72316 # DEPENDENCYPART_GRANDPAR
(12,28),(28,25),-0.109649 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.775568 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-1.00772 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.739783 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.557997 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.217185 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.260205 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.928354 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.04031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.536031 # DEPENDENCYPART_GRANDPAR
(13,11),(11,27),-1.28532 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.598982 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.990998 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.651317 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.694333 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.569706 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.519258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.586166 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.485146 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.11586 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.279223 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.124703 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.741129 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.0709122 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.615075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.423618 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0182903 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.245922 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.0704201 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0662651 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.252415 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.708247 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.425374 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.519766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.00700676 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.399461 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.345131 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.279083 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.124703 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.738385 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.480434 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.0709122 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.308049 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.133748 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.325215 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.204455 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.292641 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.248964 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0602236 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.755567 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.8743 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.187601 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-1.01268 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0969826 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.30363 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.17077 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.482227 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.220886 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0187907 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.582106 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.46408 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.40607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.244133 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.843118 # DEPENDENCYPART_GRANDPAR
(14,9),(9,25),-0.86319 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.885011 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.201885 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-1.0232 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.107613 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.31426 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.1814 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.492856 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.36246 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0235026 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.586842 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.459368 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.40745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.245517 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.728839 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.971516 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.257289 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.450311 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.338436 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.312857 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.686213 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.417901 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.31259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,27),-1.31436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.113476 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.3409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.148495 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.643842 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.755578 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0612601 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.108412 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0784311 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.225683 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.78078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.146292 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.197422 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.367967 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.443467 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.147605 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.749052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.357124 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.106303 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.163694 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.733046 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.360189 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.546001 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.425026 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.27558 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.573935 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.0313429 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.774502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.353637 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.120043 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.189014 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.505111 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.506155 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.446414 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.795055 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.219131 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.354606 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-1.26568 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.60666 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.712849 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-0.763721 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.934782 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.798043 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.763403 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-1.23464 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.062925 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.81793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.350077 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.135906 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.232604 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.0226689 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.413652 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.848028 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.415739 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.0865474 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.269775 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.27207 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.54822 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.419306 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.6288 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.576334 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-1.27893 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.778302 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.551201 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.174224 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.129555 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.706641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.0623999 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.256557 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.647713 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.832619 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0947626 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.143713 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.095352 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.07401 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.718246 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.287559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.571151 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0880553 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.429863 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.0982663 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.0428709 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.145697 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.935826 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.628701 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.00231 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.674535 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.332479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.48527 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.754583 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.285333 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.0399861 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.230233 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.788514 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.525898 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.773825 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.212844 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.314884 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.31903 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.478762 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.443169 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.27172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.382813 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.574227 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.426933 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.812341 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.57802 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.901659 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.48578 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0834283 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.712583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.215332 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0301554 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.380659 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.626321 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.192857 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.31815 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.729444 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.868752 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.478509 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0725454 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.802122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0967939 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.494824 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.610574 # DEPENDENCYPART_GRANDPAR
