# _root_ Το πάρτυ διαρκεί μέχρι τις 10 ή 11 το βράδυ , όταν οι περισσότεροι πάνε για ντουζ , ένα εσπρέσο και μετά δείπνο και περισσότερη διασκέδαση.Μέχρι πρωίας .
#goldHeads=2,3,0,3,7,7,10,7,10,4,3,10,14,15,12,15,18,21,20,18,16,21,24,21,26,24,26,0,
#predictedHeads=2,3,0,3,6,4,3,7,10,8,12,3,14,15,12,15,16,21,20,21,15,21,22,23,24,25,24,0,
(20,14),(14,12),-0.388543 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.554707 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.801711 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0994394 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.317796 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.956073 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.350376 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.326853 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.19844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.229903 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.813385 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.504505 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.577272 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.763189 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.292453 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.219645 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.27453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),-0.55501 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.655441 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-1.22499 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.682376 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.284528 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.324889 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0389712 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.18973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.209816 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.804674 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.984802 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.549871 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.7655 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.61797 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.24807 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.58275 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.792074 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.881489 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.07831 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.886512 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.828273 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-1.2861 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.50029 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.699286 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.919157 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.712316 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.575201 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.607062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.0172847 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.0785527 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0324258 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.23316 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.0932191 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.036804 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.170084 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.68337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.254619 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.152395 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.0257345 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.47152 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.134555 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.105294 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-1.0702 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.61735 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.32528 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0289184 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.0323753 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.558387 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.175553 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.270683 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.87663 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.651012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,22),0.050554 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.265963 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.00507071 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.174492 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.172959 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.232526 # DEPENDENCYPART_GRANDPAR
(20,26),(26,4),-0.740755 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.650155 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.84192 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.726327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,22),-0.00625768 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.341275 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0649593 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.540316 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.163215 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.235979 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-0.617486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,22),0.0297758 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.233001 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.050982 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.48473 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.106955 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.230055 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.397601 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),0.0523544 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.1907 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.0276155 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),0.0104354 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.307315 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.153247 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.193329 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.10672 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.087354 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),0.0591207 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.0451563 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),0.0514277 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.166659 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),0.0680934 # DEPENDENCYPART_GRANDPAR
(21,3),(3,15),0.123799 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),0.200464 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),0.0074916 # DEPENDENCYPART_GRANDPAR
(21,3),(3,22),-0.119345 # DEPENDENCYPART_GRANDPAR
(21,3),(3,26),-0.525496 # DEPENDENCYPART_GRANDPAR
(21,3),(3,28),-0.31452 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.168514 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.146476 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.18457 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.11518 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),0.00806068 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),0.0368578 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.0919762 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),0.0136454 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-0.749966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,1),0.192659 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.299827 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.175023 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.385453 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.246131 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.176389 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.138793 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.170532 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.177694 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.0430421 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),-0.294512 # DEPENDENCYPART_GRANDPAR
(21,7),(7,15),0.0776818 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),0.0646842 # DEPENDENCYPART_GRANDPAR
(21,7),(7,17),-0.0620225 # DEPENDENCYPART_GRANDPAR
(21,7),(7,18),-0.003543 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),0.404338 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.154785 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.311638 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.0560267 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),0.0433301 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.0430597 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.100874 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.145472 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),0.0514269 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.128348 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),0.107608 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.291284 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.277144 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.431986 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.198878 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.0764246 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.173751 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.186014 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.0443376 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.321036 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.120536 # DEPENDENCYPART_GRANDPAR
(21,11),(11,25),-0.415159 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.321641 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.187072 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.130594 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),0.0271484 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.822832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,24),-0.26565 # DEPENDENCYPART_GRANDPAR
(21,12),(12,28),-0.395061 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.051018 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.13954 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.0484786 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0965854 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.0397605 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.14402 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.110453 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.167573 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.0875027 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.231961 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.0612521 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),0.0676136 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.0360583 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.0563338 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.214124 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),0.0619563 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.00242811 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0903881 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.199574 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.160987 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.0101903 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.621081 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.812858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.119074 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.134745 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.255676 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-0.525496 # DEPENDENCYPART_GRANDPAR
(21,15),(15,27),-0.415015 # DEPENDENCYPART_GRANDPAR
(21,15),(15,28),-0.31452 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0484143 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.161778 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.118581 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.621872 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.755082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),-0.0593954 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.1979 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.0769114 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.130938 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.10345 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.0286805 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.629142 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.153092 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.291284 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.277144 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.255793 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.11755 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0812796 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.134911 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.399918 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.843444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,23),-0.213396 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.415159 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.500105 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.493666 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.394766 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.0769114 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.130938 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.10345 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0468499 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0232684 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0195997 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.867259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.153092 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.275514 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.50251 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.524077 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.555784 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),0.224918 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.368793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.186478 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.109849 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.0516842 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0970556 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.0935891 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.578053 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.563002 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.31059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.511159 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.229894 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.103044 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.0772536 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.0484007 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-0.623664 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-0.619042 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-0.812896 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.436421 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-0.522668 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.512249 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.450883 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.683149 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.563252 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.483256 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.414159 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.338098 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.491172 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),0.0459343 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.463933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.359425 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.125547 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0564862 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.131305 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.145431 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.136816 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.373259 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),0.0868344 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.496115 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.296446 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.214495 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.0315611 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.0472838 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),0.0162198 # DEPENDENCYPART_GRANDPAR
(21,26),(26,4),-0.769211 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-0.440402 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.333636 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),0.126458 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.471808 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.240741 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.174843 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.100403 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.159719 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.115026 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.0015466 # DEPENDENCYPART_GRANDPAR
(21,27),(27,22),0.511703 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.353941 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.246592 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.100536 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.0202323 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.00635352 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.0395546 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.127287 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.671254 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.653008 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.497899 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.533476 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.5109 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.62249 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.141418 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.08899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.0245729 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.705107 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.788489 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.493912 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.360609 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.643852 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.604366 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.515259 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.311907 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.626037 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.494762 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.596302 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.584246 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.522386 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.221697 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.55763 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.617817 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.131806 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.06057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),0.015492 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.224865 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.664424 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.758437 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.453847 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.665141 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.28207 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.1831 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.627767 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.591232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.120129 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.103195 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.26361 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.0952236 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-1.23026 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-1.16261 # DEPENDENCYPART_GRANDPAR
(22,24),(24,4),-1.10388 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-0.910319 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-1.1702 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.959875 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.8801 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-1.20858 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-1.098 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-1.04182 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-1.08 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.891468 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.10778 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.990112 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.555052 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.675411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.579445 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0588183 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.286289 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.404459 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.28824 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-1.05286 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.962971 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.598873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.554932 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.129073 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.316172 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.151578 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.262033 # DEPENDENCYPART_GRANDPAR
(22,26),(26,4),-1.09017 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-1.02906 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-1.04133 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.951441 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.627511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.501566 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.103443 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.165733 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.0447786 # DEPENDENCYPART_GRANDPAR
