# _root_ Έτσι απαγορεύουμε με κοινοτικό νόμο σε ένα δημοκρατικά εκλεγμένο όργανο , σε έναν δήμο ή μια κοινότητα , να αποφασίσει τη συνέχιση ή την καθιέρωση μιας πολιτικής προμηθειών φιλικής προς το περιβάλλον .
#goldHeads=2,0,2,5,3,11,10,9,10,6,2,11,14,15,12,17,15,20,20,2,22,23,20,25,23,27,25,27,27,29,32,30,0,
#predictedHeads=2,0,2,5,3,2,9,9,6,9,2,2,14,15,12,17,15,20,20,17,22,23,20,25,23,28,28,25,28,29,32,30,0,
(17,23),(23,17),-0.817993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.222087 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.0953539 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.0333609 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-1.24765 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.399694 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-1.07556 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.358858 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.114252 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.134086 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.0892614 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.152662 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),-0.517336 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.0765959 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.0238729 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.108184 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.145259 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.0708788 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.162883 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.0742801 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.110564 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.0409746 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.117319 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.0734066 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),0.0382071 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),0.0203423 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.861518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,20),-0.324665 # DEPENDENCYPART_GRANDPAR
(18,2),(2,23),-0.379316 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.0628121 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.0653712 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.0942049 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.0590958 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),0.0560251 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.0526714 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.0098871 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.025907 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),0.0095845 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),0.116767 # DEPENDENCYPART_GRANDPAR
(18,5),(5,20),-0.338612 # DEPENDENCYPART_GRANDPAR
(18,5),(5,23),-0.35859 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.0994071 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.113795 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0259045 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0913897 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.0206514 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.152672 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0510544 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0155699 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.0476706 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.085107 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.887561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,23),-0.361167 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.0994071 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.113795 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.139164 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.182361 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.116769 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.10463 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.338612 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.18119 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0474152 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0420756 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.113676 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.906345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.200808 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.338625 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.651832 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.35859 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.543104 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.479536 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.363314 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.530925 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.573222 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.508957 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.585624 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.463759 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.555397 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.501431 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.410297 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.408117 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.435202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.321919 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.102846 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0926017 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.08741 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.176182 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.0693307 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.246 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.0596837 # DEPENDENCYPART_GRANDPAR
(18,20),(20,32),-0.303866 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.622733 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.276079 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0290217 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0760633 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.109782 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.148375 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.0881404 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.218721 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.0823223 # DEPENDENCYPART_GRANDPAR
(18,22),(22,32),-0.277951 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-0.509152 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-0.53058 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-0.365301 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-0.5347 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.604196 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-0.507673 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-0.589399 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.533278 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-0.569033 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.516005 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-0.554114 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.532405 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.392589 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.590623 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.438537 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.299515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.215135 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.364745 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.150875 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.13953 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.117466 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.13353 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.0746869 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.206379 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.0798304 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.0738247 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.265622 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.0279487 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.101932 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.147738 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.0922994 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0881619 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.218808 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.0894149 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.0752927 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.278038 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.166281 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.181886 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.249328 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.00106271 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.278788 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.109051 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.134779 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.337907 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),-0.0308407 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),-0.103775 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.0951914 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.186828 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),0.101674 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.0305983 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.0874284 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.0752712 # DEPENDENCYPART_GRANDPAR
(18,28),(28,32),-0.277979 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),-0.166041 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),-0.249088 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.107802 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.319435 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.138419 # DEPENDENCYPART_GRANDPAR
(18,29),(29,32),-0.343418 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.283062 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.127823 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),0.0569342 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.299648 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.488588 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.367003 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.166359 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0917431 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.233367 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.158743 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.284916 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.114317 # DEPENDENCYPART_GRANDPAR
(19,22),(22,30),-0.196616 # DEPENDENCYPART_GRANDPAR
(19,22),(22,32),-0.14937 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-1.08021 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),0.0470673 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.455819 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.0542413 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.171785 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.595638 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.43838 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.43638 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.848057 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.554849 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.296615 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.107586 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.248982 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.527873 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.198093 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.352673 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),0.0965742 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.5721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,23),-0.362382 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.159385 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.977763 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.603474 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.303624 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.390513 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.420171 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.161384 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.123575 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.152055 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),0.0805848 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.168653 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.199962 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.209429 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.273986 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.0961536 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.766189 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.18588 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.326049 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.256213 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.589845 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.240476 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),0.0182867 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.0688147 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),0.030946 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-1.79337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,23),-0.519238 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.188154 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.151002 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.409787 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.826514 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.352911 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.0941242 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.197069 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.325935 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.153666 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),0.00709085 # DEPENDENCYPART_GRANDPAR
(20,6),(6,23),-0.465418 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.421268 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.275567 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.325978 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.067213 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.0865879 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.12361 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.233771 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-1.2528 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.289358 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.522268 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.427495 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.495941 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.772439 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.543337 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.280188 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.214514 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.420585 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.245195 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.0875878 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.73271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,10),-0.00347359 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0826764 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.345058 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.325935 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.153666 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.143734 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.00709085 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.465418 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.209704 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.576205 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.26031 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.124307 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.0302476 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.038806 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.79337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,1),-0.0420762 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.862645 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.0744915 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.387326 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.212135 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.282643 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.637497 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.327975 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.0647133 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.166539 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.0952448 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.235632 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.300999 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.25024 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.209923 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.184147 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.86362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.377378 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.542375 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.539356 # DEPENDENCYPART_GRANDPAR
(20,15),(15,30),-0.63754 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.126003 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.305724 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0962522 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0392927 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.0769179 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0564344 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.79342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),-0.363532 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.519258 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-1.2528 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.427495 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.543337 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.308543 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.51636 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.3414 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.73271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.304382 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.481326 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.466355 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.790577 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.664796 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.838146 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-0.550411 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.230938 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.700417 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.85204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.00376 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0318962 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.060781 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.144039 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.178845 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.054385 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.139508 # DEPENDENCYPART_GRANDPAR
(20,22),(22,32),-0.127913 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-0.633442 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-1.88794 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.633669 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-1.03394 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.900298 # DEPENDENCYPART_GRANDPAR
(20,23),(23,6),-0.897876 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-1.28411 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-1.01688 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-0.758213 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.662969 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.710478 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.989908 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.666836 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.667126 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.814809 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.458809 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.636282 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.968112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.803688 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.228382 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.000905904 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.152047 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.235827 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.0488838 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.288827 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.0516574 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.122806 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),1.00452 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.393373 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.152176 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.0934782 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.179864 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.0554524 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.230032 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.133474 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.12898 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.313557 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.0547209 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.151431 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.619865 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.181551 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.367195 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.17896 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.254895 # DEPENDENCYPART_GRANDPAR
(20,28),(28,21),1.00414 # DEPENDENCYPART_GRANDPAR
(20,28),(28,22),0.396581 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),0.093096 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),0.234442 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.583007 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.197593 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.225569 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.130976 # DEPENDENCYPART_GRANDPAR
(20,28),(28,32),-0.126461 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.0743642 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.456064 # DEPENDENCYPART_GRANDPAR
