# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,15,10,15,10,14,14,11,0,17,15,19,17,19,22,19,22,22,26,24,29,29,26,29,30,33,31,33,0,
(17,24),(24,28),-0.983973 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.494867 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),-0.180761 # DEPENDENCYPART_GRANDPAR
(17,26),(26,18),1.17943 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.366346 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.828633 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.876049 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.492586 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.0873184 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.539156 # DEPENDENCYPART_GRANDPAR
(17,26),(26,32),-0.763744 # DEPENDENCYPART_GRANDPAR
(17,26),(26,33),-0.0765114 # DEPENDENCYPART_GRANDPAR
(17,29),(29,25),-0.363629 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),-0.00326005 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.847775 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.891289 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.0873183 # DEPENDENCYPART_GRANDPAR
(17,29),(29,31),-0.539156 # DEPENDENCYPART_GRANDPAR
(17,29),(29,32),-0.763744 # DEPENDENCYPART_GRANDPAR
(17,29),(29,33),-0.0734626 # DEPENDENCYPART_GRANDPAR
(17,30),(30,1),-0.857474 # DEPENDENCYPART_GRANDPAR
(17,30),(30,23),-0.00535408 # DEPENDENCYPART_GRANDPAR
(17,30),(30,24),-0.0854719 # DEPENDENCYPART_GRANDPAR
(17,30),(30,26),-0.224572 # DEPENDENCYPART_GRANDPAR
(17,30),(30,27),-0.966842 # DEPENDENCYPART_GRANDPAR
(17,30),(30,28),-1.01425 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),-0.631836 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),-0.51339 # DEPENDENCYPART_GRANDPAR
(17,30),(30,32),-0.94219 # DEPENDENCYPART_GRANDPAR
(17,30),(30,33),-0.229011 # DEPENDENCYPART_GRANDPAR
(17,31),(31,30),-0.115881 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.850426 # DEPENDENCYPART_GRANDPAR
(17,31),(31,33),-0.0525351 # DEPENDENCYPART_GRANDPAR
(17,33),(33,25),-0.371356 # DEPENDENCYPART_GRANDPAR
(17,33),(33,26),-0.0082567 # DEPENDENCYPART_GRANDPAR
(17,33),(33,27),-0.86512 # DEPENDENCYPART_GRANDPAR
(17,33),(33,28),-0.91097 # DEPENDENCYPART_GRANDPAR
(17,33),(33,29),-0.417669 # DEPENDENCYPART_GRANDPAR
(17,33),(33,31),-0.391225 # DEPENDENCYPART_GRANDPAR
(17,33),(33,32),-0.80023 # DEPENDENCYPART_GRANDPAR
(17,33),(33,34),-0.471157 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.432136 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.849708 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.468648 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.239052 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.729905 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.123097 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.31216 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.338859 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.319658 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.218552 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.664522 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.245747 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.641814 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.615568 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.192056 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.206533 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.351369 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.28427 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.21569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,22),-0.488425 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.372009 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.622279 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.114909 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.337236 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.342526 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.314951 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.243628 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-1.03888 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.657737 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.238276 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.641307 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.615061 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.21713 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.209821 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.856947 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.290543 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.22547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.137376 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.488047 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.370789 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.62062 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.785144 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-0.352063 # DEPENDENCYPART_GRANDPAR
(19,17),(17,30),-0.703476 # DEPENDENCYPART_GRANDPAR
(19,17),(17,31),-0.621334 # DEPENDENCYPART_GRANDPAR
(19,17),(17,33),-1.08749 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.100825 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.709915 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.09234 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-0.783006 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.999976 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.50418 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.13386 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.832267 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.27987 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.25667 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.977115 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.740134 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.32224 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.986557 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.772989 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.750971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),0.597245 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.101608 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0348864 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0258284 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.14587 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.156458 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),0.406527 # DEPENDENCYPART_GRANDPAR
(19,22),(22,30),-0.130669 # DEPENDENCYPART_GRANDPAR
(19,22),(22,31),-0.0686963 # DEPENDENCYPART_GRANDPAR
(19,22),(22,33),-0.332362 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-1.1274 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.710043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,21),0.408285 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0855264 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.229859 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.285703 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.251296 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.261883 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),0.144312 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.6233 # DEPENDENCYPART_GRANDPAR
(19,23),(23,33),-0.589011 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.0162929 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0462919 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-1.06725 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.118246 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.198701 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.209288 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),0.314108 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.250332 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-0.85555 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.925922 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.333121 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.343712 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),0.108218 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.263176 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),-0.324716 # DEPENDENCYPART_GRANDPAR
(19,26),(26,32),-0.705125 # DEPENDENCYPART_GRANDPAR
(19,26),(26,33),-0.626236 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.924254 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.248445 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.260307 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.268634 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.263434 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.324974 # DEPENDENCYPART_GRANDPAR
(19,29),(29,32),-0.705383 # DEPENDENCYPART_GRANDPAR
(19,29),(29,33),-0.623505 # DEPENDENCYPART_GRANDPAR
(19,31),(31,30),-0.298425 # DEPENDENCYPART_GRANDPAR
(19,31),(31,32),-0.61587 # DEPENDENCYPART_GRANDPAR
(19,31),(31,33),-0.452861 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.527103 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.401524 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.425042 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.371971 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.496267 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.538072 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.527667 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.559634 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.529401 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.379025 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.464952 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.425033 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.402442 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.441784 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.23397 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.374838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0136988 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.0815701 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0233272 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.254837 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.239241 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.0829333 # DEPENDENCYPART_GRANDPAR
(21,22),(22,30),-0.0188034 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.0622329 # DEPENDENCYPART_GRANDPAR
(21,22),(22,33),-0.127269 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-1.48451 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.645911 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.480361 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.835496 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.621599 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-1.40679 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-1.79733 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.310687 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.502605 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.775583 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.909195 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.47551 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.403945 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.515951 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.0940043 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),-0.242135 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.9472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,1),-0.710287 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.877862 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.984235 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-1.28716 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-1.78229 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.543066 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),0.0266989 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.908679 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.474994 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.442098 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.571809 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.723842 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-1.90356 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.422201 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.573736 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.172768 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.919646 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.745367 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.589861 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.710403 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.731237 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.837191 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),-0.523015 # DEPENDENCYPART_GRANDPAR
(22,9),(9,23),-0.00792448 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.531525 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.712043 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.399564 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.543924 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.147894 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.907847 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-1.01936 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.581274 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.702782 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.723616 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.824514 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.322303 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.777929 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.504346 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),-0.510339 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-1.727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,23),-0.0142562 # DEPENDENCYPART_GRANDPAR
(22,10),(10,24),0.0454477 # DEPENDENCYPART_GRANDPAR
(22,10),(10,30),-0.398003 # DEPENDENCYPART_GRANDPAR
(22,10),(10,31),-0.212917 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.947767 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.527895 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.683696 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.706484 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.631164 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.237092 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.80341 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.492285 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.313892 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.566334 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.576583 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.605978 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.22216 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.713687 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.402749 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),-0.288706 # DEPENDENCYPART_GRANDPAR
(22,12),(12,24),-0.0690828 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.567312 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.568923 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.602012 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.220042 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.709961 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-1.77937 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),0.0286319 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.780456 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.365174 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.565713 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.414718 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.447713 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.0875545 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.550676 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.232312 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.17812 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.535268 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.667013 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.618708 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.863757 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-1.15281 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.720888 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.47006 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.562209 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.573775 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.611492 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.792709 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.475456 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.397485 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-2.09898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.325598 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.253583 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.571809 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.723842 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.422201 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.573736 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.919646 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.630101 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.448702 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.496606 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.521322 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.663543 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.386629 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.51176 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.61372 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.523015 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.71998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.00792448 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),0.0516574 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.53292 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.716188 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.4009 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.552977 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-0.911993 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-1.02479 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.599247 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.411248 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.472393 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.497109 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.655888 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.355246 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.676089 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.610066 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.511711 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.00464713 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.72655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.0137925 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),0.0477105 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.30842 # DEPENDENCYPART_GRANDPAR
(22,17),(17,29),-0.681692 # DEPENDENCYPART_GRANDPAR
(22,17),(17,30),-0.397503 # DEPENDENCYPART_GRANDPAR
(22,17),(17,31),-0.211399 # DEPENDENCYPART_GRANDPAR
(22,17),(17,33),-0.520838 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.455967 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.439789 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.137788 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.34178 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.129751 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.187098 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.9472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.24801 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.145903 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.564602 # DEPENDENCYPART_GRANDPAR
(22,19),(19,29),-0.937874 # DEPENDENCYPART_GRANDPAR
(22,19),(19,31),-0.414664 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.84351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,3),-1.28309 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.901398 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.76921 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.37171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.153808 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.102041 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.837395 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.996308 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.477723 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.818759 # DEPENDENCYPART_GRANDPAR
(22,23),(23,33),-0.310436 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.2539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.261415 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.439947 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.110044 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.74837 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.907283 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.26334 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.0910396 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-1.11253 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.264123 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.640736 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.799653 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.263795 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),0.00157182 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),0.0428416 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.6221 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.0975125 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.492792 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.310694 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.111194 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.93899 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.399355 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.104727 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),0.038423 # DEPENDENCYPART_GRANDPAR
