# _root_ Από αυτή την άποψη , θέλω να εξετάσω την ισορροπία μεταξύ των οικονομικών , των περιβαλλοντικών και των κοινωνικών ζητημάτων .
#goldHeads=6,4,4,1,6,0,8,6,10,8,10,13,17,17,16,17,20,19,17,11,0,
#predictedHeads=6,4,4,1,6,0,8,6,10,8,10,13,11,17,16,17,11,20,20,17,0,
(5,4),(4,5),-1.01657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.245145 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.555374 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.539515 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.614495 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.727121 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.722608 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.521485 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.53659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.14101 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.179718 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.33969 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.166659 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.222455 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0511096 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.21081 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.414137 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.122796 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.614245 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.726311 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.722366 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.520738 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.559724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.268634 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0414045 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.455819 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.347439 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.181825 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.229137 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.078299 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.223549 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.212556 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.421886 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.139829 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.610934 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.732899 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.599457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,8),0.0748862 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.377622 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0911696 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.339851 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.240453 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.107298 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.23491 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.195937 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.386454 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.132573 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.538605 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.410482 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.124024 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.382736 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.106539 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.253582 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.173746 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.451124 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.410476 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.124024 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0115289 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.35129 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.198011 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.450771 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.419527 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.154513 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0773189 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.97142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.910427 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.476831 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.195628 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0699532 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0884166 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.92484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,2),0.269931 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0114731 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.367775 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.710577 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0467853 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.05368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.742694 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.992683 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0669508 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.110145 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.99275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.93175 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.606695 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.48957 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.35791 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.128822 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.122441 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.223137 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),0.0182935 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.11472 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.321419 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.21683 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.37439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.60599 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.281204 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0676624 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0743773 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.937474 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0916308 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.805677 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.185375 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.857283 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.415965 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.423466 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.33054 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.451204 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0410619 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.151386 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0825949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-1.31123 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.910423 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.108236 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.77867 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.211153 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.831113 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.413686 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.36253 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.16908 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.467811 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.392217 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.30753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),-0.242243 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.293418 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.125908 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-1.37304 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-1.06357 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0808406 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.27875 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.436319 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.481288 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0146344 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.144316 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-1.35371 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.098834 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.892727 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.253696 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.931166 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.519405 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.40699 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.45871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,8),-0.397174 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0919235 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0732727 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-1.20182 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.934788 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.221618 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-1.00068 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.990144 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.454626 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.521774 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.66283 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.528637 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.3254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),-0.257545 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.093768 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.0185874 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-1.65795 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-1.17734 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.035356 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-1.66502 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-1.04567 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-1.65158 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.936698 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.798185 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.482993 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.0858705 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-1.28257 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.0457011 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-1.28965 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.757799 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.457484 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-1.51582 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.822954 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.412533 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-1.45563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,13),-1.1784 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-1.04674 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-1.11332 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.955632 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.594316 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.52441 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.573879 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.391698 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.453875 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.381356 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.412258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.11892 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.01568 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0303928 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.286295 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0929596 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.277795 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.194279 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.111779 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.178495 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.63747 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.630388 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.548469 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.343436 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.238127 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.049046 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.276712 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.327184 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.101897 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.318729 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.176123 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.166401 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.16828 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.138292 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.232121 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.146704 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-1.23842 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.02079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,14),-0.464791 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.391807 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.322701 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.141625 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-1.21903 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.284854 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.296872 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.171093 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.543629 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.176311 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-1.06475 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.162991 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.10305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.387056 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.497889 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-1.43138 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.04211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.249603 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.949894 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.881083 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.20391 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.30416 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.61683 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.332411 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.185671 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0290497 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.88139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.0510286 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.312542 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.832652 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.301768 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.269937 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.45789 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.662782 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.99908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.176151 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0354893 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.734542 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.18289 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.686035 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.15871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.07081 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.118266 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.827749 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.3408 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0643224 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.271899 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0279619 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0499229 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.388889 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.673608 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.723471 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.848531 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.627049 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.91282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.35823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.93319 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.224841 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.908386 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.517119 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0622888 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.0767353 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.433616 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.862006 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.366214 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.15678 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.891851 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0805083 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.409379 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0514231 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.181075 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.900121 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.641817 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.94501 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.52797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.244984 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0698156 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.671695 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.466695 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.00409074 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.557506 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.257676 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.467422 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.36622 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.15678 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.026826 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.961774 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.499192 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.180723 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.832849 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-1.04355 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.763467 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-2.15768 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.38552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),0.2501 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.0181342 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-1.2041 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.646217 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0504637 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-1.26893 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.577405 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-1.12854 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.478565 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.0482583 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.480768 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.0957897 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.825777 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.0219275 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.890604 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.284804 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.251334 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-1.00009 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.374883 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.387736 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-1.90499 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.643594 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.574782 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.666286 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.228679 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.623738 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.756227 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.665742 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.586541 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.649854 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.482479 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.892086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.116965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.505938 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0943911 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0377912 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0730747 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.0437294 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0538827 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.468611 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.416174 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.597914 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.198832 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.570275 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.518093 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.220313 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.342291 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.461361 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.53523 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.136082 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.29273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.404962 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.692077 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.144288 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.138265 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.415749 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.206448 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.244193 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.626531 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.235491 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0331767 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.25765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.252789 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.436492 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.516798 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.723607 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.511858 # DEPENDENCYPART_GRANDPAR
