# _root_ Εσείς αυξηθήκατε περισσότερο , έχετε την τρόικα και την προεδρική τριάδα , αλλά είμαστε σχετικά κερδισμένοι .
#goldHeads=2,4,2,13,4,7,8,5,11,11,8,13,0,13,16,14,0,
#predictedHeads=2,13,2,5,13,7,8,5,11,11,8,13,0,13,16,14,0,
(3,2),(2,7),-0.779139 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.57444 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.999991 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.02671 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.580533 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.539671 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.08378 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.810644 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.756952 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.674271 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.607573 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.713742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.591454 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.703429 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.620988 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.558469 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.673197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0548418 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.43479 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.258595 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.135441 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.486864 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.506162 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.265718 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.075962 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.670205 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.279935 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.396263 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.254423 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0259977 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.899561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.20782 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.684628 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.384518 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.738363 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.790427 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.240014 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.452818 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.563967 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.64781 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.40731 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.153707 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.947936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.208482 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.596847 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.491319 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.4987 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.475285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.102127 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.169548 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0247782 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.254001 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.275289 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.113514 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0183328 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.229839 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.204397 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.0324565 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.236586 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.342385 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.115102 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.0191114 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.152957 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.162388 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.243598 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.57298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),0.187131 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.290858 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.803761 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.121667 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.312504 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.315515 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.76089 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.675732 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.75034 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.116264 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.329022 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.69886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),0.0440657 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.392947 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0804678 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.73377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,16),-1.49344 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.948998 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.279741 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.284413 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.85022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.643233 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.00773772 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.331668 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.307659 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.296891 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0689032 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.448197 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.10081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.360729 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.362021 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-2.08349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.314535 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.490364 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.45365 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.427798 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.291145 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.144928 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0565596 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-1.29633 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.332688 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-1.00051 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.567294 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.604129 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.105627 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.344938 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.157421 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0899697 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.00690001 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-1.11184 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.948998 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.279741 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.284413 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.85022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.642895 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.691999 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.233718 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.294322 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.317552 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0686366 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0511695 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.938035 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.256807 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.880367 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.888337 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.240351 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-2.22166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.483945 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.133295 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.640672 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.175147 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0732056 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-1.42827 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.458114 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-1.08255 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.557137 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.02337 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.310896 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.312786 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.99798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,7),0.444844 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0142926 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.555286 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.588655 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.136046 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.00190967 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-1.06578 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.316605 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.974274 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.484987 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.727593 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.127898 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.04385 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-2.10554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.375147 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.0037932 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.490027 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.576834 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0663486 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0448354 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0442493 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.278295 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.917905 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.489397 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.220717 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0921168 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.079933 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0330519 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-1.24231 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-1.07823 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.557177 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),0.00170574 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-1.38625 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.39257 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-1.18531 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.914824 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.261909 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.167618 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.613378 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.33855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.275514 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.765317 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.801326 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.535709 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.528987 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.566505 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.766293 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.708952 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.372543 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.278015 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.699674 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.06092 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.503117 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.379965 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.673855 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.955845 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.915419 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.275526 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.213892 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.183364 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0316309 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.33855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.275514 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.765992 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.801326 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.535709 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.528987 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.566505 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.766293 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.708952 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.42523 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.86005 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.803655 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.75323 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.3575 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.505628 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.791323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.644816 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0157776 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.107841 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.161887 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0125179 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.107808 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.274434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.206318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.27875 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.833658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.225742 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.601754 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.243324 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.222838 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.101513 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.184107 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.840763 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.811886 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.765847 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.33821 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.539737 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.799413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.272813 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.585772 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.226144 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.189514 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.120814 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.178962 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.299635 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.532649 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.759158 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.709324 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.25661 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.828025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.279395 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.242 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.290675 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.12796 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.321263 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.35461 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.451862 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.314978 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.181159 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0861051 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0370219 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.175182 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.339322 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.881141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.0235566 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.196889 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.335384 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.388802 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.371848 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.604365 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.426627 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.174546 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0479491 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.088788 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.313491 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.260579 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.302324 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0745447 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.500519 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.181282 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0722955 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.13236 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0844852 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.333322 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.338353 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.881141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.0242318 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.196889 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.335384 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.388802 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.371848 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.604365 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.426627 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.140165 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.222175 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0211641 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0557509 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.260748 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.935543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.271195 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.137051 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.337658 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.505962 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.194923 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.410971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.878013 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.171076 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.10955 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.094201 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0523241 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.582165 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.658047 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.41259 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.497029 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.279551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.28331 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.378874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.912809 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.4684 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.114269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0596246 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0452062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.142915 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0165749 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.534152 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.379143 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.449017 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.221192 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.440873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.26996 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0638069 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0439492 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.165906 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.250192 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.108502 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.198389 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.583066 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.642597 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.381575 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.49793 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.217916 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.502791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.682323 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.306976 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0667013 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.146181 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0686698 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.260877 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0950649 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.26113 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.464248 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.647125 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.223081 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.379115 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.136518 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.370826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.89949 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.475655 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.299482 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.137473 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0810578 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0603633 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0810911 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.157723 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.614605 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.459524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,12),-0.0252859 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.00742731 # DEPENDENCYPART_GRANDPAR
