# _root_ Πιο μακροπρόθεσμα , όταν η νομοθεσία αρχίσει να γίνεται περισσότερο σεβαστή , θα μπορέσει ίσως να αρθεί αυτή η απαγόρευση .
#goldHeads=2,14,4,14,6,9,4,9,7,11,9,14,14,0,14,17,14,20,20,17,0,
#predictedHeads=2,10,4,0,6,7,4,9,7,11,9,14,14,11,14,17,14,20,20,17,0,
(1,14),(14,10),-0.382242 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.418939 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.366222 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.366079 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.355787 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.569795 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.0990211 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.354867 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.369221 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.724549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,10),-0.360036 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.327827 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.0965681 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.18152 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.535231 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.455411 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.741991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),-0.000438585 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),0.0193818 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),0.0390377 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.380906 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.418717 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.364241 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.0711144 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.4578 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.430709 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.602384 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.830411 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.354934 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.368918 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.10933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.262873 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.465241 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.566385 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.581441 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.736045 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.715982 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.58439 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.82055 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.548071 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.491964 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.732721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0241952 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.150694 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.351284 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.461561 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.4919 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.737383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0686544 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.379221 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.122151 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.493255 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.134194 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.30171 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.364642 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.494846 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.687514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.141802 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0742708 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.36187 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0202783 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.41246 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.132795 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.201621 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.281265 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.299677 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.13611 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.289416 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.0981629 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.426331 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.263192 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.498587 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.683257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.138252 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0739276 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.364835 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.014569 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0448874 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.265344 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.208304 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.281399 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.318899 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.366376 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.136548 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.2961 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.0988145 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.425944 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.266597 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0821815 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.900866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.486733 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.389307 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.519648 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.552118 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.295357 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.588023 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.618113 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.654031 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.141105 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.900866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.486733 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.389307 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.519648 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.446645 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.290188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0837511 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0343243 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.102455 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.11666 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.15972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.23036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.0405948 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.529223 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.433951 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.480266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.024864 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0249102 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.218927 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.103156 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.117265 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.178857 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.573812 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.47854 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.429707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.350077 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0469285 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0608769 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.195994 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.175809 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.128222 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.161981 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.117506 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.243951 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.193502 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.308263 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.527344 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.0529063 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0404018 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0488006 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.0732791 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.204149 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.248215 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.567867 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0829738 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0778274 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),0.0542715 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.175447 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.312763 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.114301 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0640066 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.843495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),0.00235773 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.201511 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.616634 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.422274 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.37198 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.199129 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.324397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.434567 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.592179 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.270501 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.195005 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0744553 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.00441679 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0434903 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.028847 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.0432304 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.059586 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),0.0465065 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.128569 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.435953 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.385659 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.20896 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.336638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.419408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.572395 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.404955 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.29279 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0997342 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0165241 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0867099 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.183611 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0469096 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0685092 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.0778624 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),0.0233062 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.152303 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.360937 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.186944 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0472347 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.309993 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.292723 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.295136 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.28325 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.328542 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.242615 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.423632 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.373337 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.199581 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.318738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,6),0.603523 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.426124 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.284376 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.100902 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.110334 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0934638 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0257437 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0422136 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.687424 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.0501036 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),0.0462798 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.129545 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.422274 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.37198 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.324318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,6),0.592558 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.105388 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.115949 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.0973244 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.0642624 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0774982 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.70659 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.514185 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.365693 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),0.0465187 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.130723 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.181465 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.417827 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.401016 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.29229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.650033 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.863422 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.809085 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.789153 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-1.00755 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.914099 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.986972 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.451284 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.401016 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.29229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.650033 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.863422 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.489247 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.46944 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.231051 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.30736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.646216 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.892621 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.899647 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.879839 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.777919 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.752683 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.751217 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.804279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.270514 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.373754 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.252044 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.2844 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.241788 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.517703 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.359731 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.495434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.535585 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.4697 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.463258 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.90338 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.883572 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.779744 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.752715 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.751218 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.797363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.00122591 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0101071 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.236094 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.270194 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.246662 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.653531 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.501645 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.343781 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.479624 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.517983 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.457251 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.874476 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.854668 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.845327 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.841745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0896159 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.304307 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.429877 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.402448 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.616775 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.488689 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.596373 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.764674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,10),-0.276371 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.407249 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.608394 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.524267 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.72839 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.357922 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.103796 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0563609 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.94829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-1.20019 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.333341 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.563361 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-1.1479 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.582765 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-1.49629 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.510005 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.103796 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0563609 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.94829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-1.20019 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.581448 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.541748 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.121378 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0684095 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.98339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,11),-0.990192 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.369533 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.199562 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0286019 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.11025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-1.36227 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.65009 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.31028 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.65825 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.996988 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.445674 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.405973 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.227273 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.377367 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.04408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.670739 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.29643 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.392509 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.07656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.426416 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.805043 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.765342 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.466385 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.473592 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.190746 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.218774 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.36482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.54715 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.145585 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.423476 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.162818 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.544274 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.422266 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0987568 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.772125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.81905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.513336 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.892142 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.852441 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.640429 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.373125 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.29014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.537271 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.577246 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.18879 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.406187 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.200694 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.758087 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.387678 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.242752 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.166962 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.367366 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.209783 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.908966 # DEPENDENCYPART_GRANDPAR
