# _root_ Ο κ. Γιούνκερ εκτίμησε ωστόσο ότι στις συνομιλίες , που διήρκεσαν σχεδόν δέκα ώρες , επιτεύχθηκε πρόοδος .
#goldHeads=3,3,4,5,0,4,16,7,11,11,8,13,14,11,11,6,16,0,
#predictedHeads=3,3,4,0,4,5,16,7,11,11,8,13,14,11,16,0,16,0,
(4,14),(14,4),-0.917519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.748773 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.104576 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.839906 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.00473323 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.0740167 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.588731 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.0842377 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.631811 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.58849 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.27586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,7),-0.130525 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.0876734 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.0717122 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.73644 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.370431 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-1.10047 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.778975 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.244086 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.823894 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),0.085427 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.166923 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.125635 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.720505 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.172449 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.741921 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.749894 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.012395 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.144328 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.207623 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0652405 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.18827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.272471 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.565806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0609798 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0902465 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.101893 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.07335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.127261 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.461668 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.594793 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.594618 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.398532 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.844392 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.756024 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.556748 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.807476 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.696437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.759679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,9),-0.517725 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0349929 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.479856 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0691147 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.536745 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.28351 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.416352 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.626667 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.516801 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.519015 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.717859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.0142141 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.423977 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.675917 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.17242 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.523834 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.66467 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.521106 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.566921 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.48127 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.491694 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.780941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0965952 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.168275 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.394448 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.660461 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.297955 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.557177 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.585711 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.408973 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.63185 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.495882 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.331503 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.345807 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.676541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.185563 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0464324 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.171639 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.447202 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.344643 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.359596 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.55363 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.321752 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.300984 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0905543 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.362657 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.386357 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.430004 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.466161 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.740708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),-0.00499994 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.301272 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.37608 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.50559 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0178906 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.555483 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.446787 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.220088 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.601324 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.516572 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.519015 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.71199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,8),-0.207862 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.536579 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0196335 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.458583 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.603963 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.37231 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.204259 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.56768 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.491694 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.168275 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.394448 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.576931 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.685603 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.558053 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.332076 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.63185 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.495882 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.331503 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.345807 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.676951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.185153 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.0459928 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.172049 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.447612 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.338965 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.0581536 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.377328 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.552791 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.339498 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.409743 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.364403 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.388103 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.648507 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.589246 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.389639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.259307 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.295531 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.803233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0434285 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0977785 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.389526 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.334201 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.630503 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.470647 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.421932 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.509706 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.456354 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.589581 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.761316 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.512375 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.464848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.309441 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.241658 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.544665 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0412929 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.295461 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.20216 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.160483 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.234747 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.167676 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.426586 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.631162 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.409209 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.355176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.537237 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.518316 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0668882 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.302634 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0648808 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.25701 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0921106 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0632244 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0408567 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.0675857 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0531452 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.761316 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.309441 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.241658 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.330227 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.412231 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.133587 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.216798 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.234747 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.167676 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.426586 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.631162 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.409209 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.355586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.536798 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.517906 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.0672981 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.296956 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.346333 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.12508 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.264219 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.138819 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0997035 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.0658392 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0548915 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.370254 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.148134 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.2526 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.01385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.798912 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.516475 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.273455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.108235 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.381933 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.374063 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0712456 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.144545 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0884557 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.927073 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.971109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.759813 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.497608 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.373223 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.352196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.821876 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.32996 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.178781 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.16023 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.122535 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.279994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.961477 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.339236 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.738152 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.09729 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.55591 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.251274 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.144266 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.104173 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.109875 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-1.01114 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.425591 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.449416 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.160114 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.148562 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0898373 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.15408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.125048 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.538271 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.576391 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.772599 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.375681 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.681283 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.614648 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.04433 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.590217 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.414933 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.111797 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.148409 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.21446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.207194 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.609019 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.568838 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.832974 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.457827 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.837448 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.660977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.18897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.178622 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.23717 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.905905 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.639908 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.599275 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.623807 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.642139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.268112 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.291692 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.16064 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.278652 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0196161 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.184367 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.220532 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.160619 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.163026 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.391455 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.20212 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.896004 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.65511 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.60267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.63888 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.683066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.365137 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),1.09316 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.00826622 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.322907 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0185611 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0966975 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.28729 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.0780986 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.140979 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.2221 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.909731 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.653961 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.636681 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.727615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.247125 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.693686 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.00826783 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.214665 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0629394 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.388842 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.120113 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.252857 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0947217 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.379302 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.987509 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.697131 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.617131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.736671 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.111988 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0941323 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.333012 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0147526 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.372341 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.219987 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.739605 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0928881 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.235516 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0162385 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.117573 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.244567 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.117559 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.37183 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.000987041 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0617909 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0969357 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.148872 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0220732 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.395328 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.190973 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.149319 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.21522 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.258634 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0993928 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.834022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.216474 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.480393 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.515662 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.378611 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.648221 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.448583 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.00044512 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.204798 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.229189 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.123992 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.194953 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0975046 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.886436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.266032 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.448728 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.545096 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.431024 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.366914 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.466924 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.19318 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.886905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.277087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.431494 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.377969 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.467094 # DEPENDENCYPART_GRANDPAR
