# _root_ Καθορίσαμε ορισμένους επιμέρους στόχους , ορισμένες τιμές στόχους για το έτος 2010 , τις οποίες πρέπει να σεβαστούμε .
#goldHeads=0,4,4,5,1,7,5,7,8,11,9,11,16,15,18,7,18,16,0,
#predictedHeads=0,4,4,1,1,7,8,1,8,11,9,11,16,15,18,11,18,16,0,
(3,6),(6,3),-0.606641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.497994 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.00922247 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0612472 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.106613 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.152658 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.14753 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.500359 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.468541 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.691858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.488238 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0596368 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.128278 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0626756 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.115978 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.188021 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.17854 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.1434 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.214078 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.287754 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.500607 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.468362 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.691903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.488107 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.126886 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.071822 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.111564 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.446331 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.189031 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.17854 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.210492 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.284167 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.123623 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.588772 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.240411 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.214145 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.241507 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.343105 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.1248 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.520837 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.162117 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.141809 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.209818 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.283493 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.236787 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.49055 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.446448 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.0770087 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.167226 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.0313009 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0758742 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.178888 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.192278 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.444877 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.51746 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.321108 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.441444 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.416971 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.648714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.496058 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.0111215 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.121212 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.080779 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.125484 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.141962 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.131081 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.201848 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.136753 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.499034 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.423919 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.135593 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.21144 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.237163 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.473452 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.200697 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.214599 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.374073 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.29722 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.110017 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.436619 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.10179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.00117005 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.189109 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.225993 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.618581 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.336004 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.865689 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.342192 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.195967 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.289929 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.615109 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.282635 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.441348 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.15646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0642511 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.280669 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.673245 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.281512 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.286593 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.092751 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.12177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0685765 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.183732 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.245978 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.638554 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.33655 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.885434 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.263373 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.303647 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.646006 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.673951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.373549 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0653273 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.590199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.345474 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.270016 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.119449 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.032734 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.162861 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.219712 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0908824 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.597324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.40336 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.330178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0592808 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.043296 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.308905 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.756056 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.490491 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.126575 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.564306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.390611 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.347019 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.156064 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.018539 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.402241 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.121544 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.151291 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.293408 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),0.0957942 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.755804 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.489812 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.126075 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.564703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.348169 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.30902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0236072 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.622993 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.402596 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.122199 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.289166 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.100036 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.147245 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.623634 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.10513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.19714 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.149039 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.212906 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.424083 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.128816 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.10412 # DEPENDENCYPART_GRANDPAR
(4,16),(16,5),0.530734 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.196537 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.220559 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.443519 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.335937 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.596031 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0351407 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.227089 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.138529 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0192888 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0065635 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.155724 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.891654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.196226 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.294086 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.363171 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.499122 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.547936 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.29286 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.29058 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.532277 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.595306 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0468289 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0530166 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.175899 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.933915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.312055 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.381129 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.463331 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.00239777 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0054738 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.170252 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.940028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.181564 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.292373 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.361446 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.489298 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.545983 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.338955 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.532897 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.610389 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0813429 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0680318 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.00453281 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.936481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.213278 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.331834 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.40107 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.490915 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.256838 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.360273 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.448632 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.290121 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.469289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.188616 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.118203 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.115995 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0654414 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.350274 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.419258 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.438212 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.310055 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.519286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.33749 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.185176 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.012196 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.00497808 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.133773 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0292105 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.0710513 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.118189 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.350522 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.419079 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.438212 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.310055 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.338891 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.216704 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.00778646 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0179499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.00393977 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.133768 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.0746331 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.114607 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.127813 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.135299 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0300231 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.14484 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.00157871 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.243375 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.354344 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.303169 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.57063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.125218 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.0131248 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0821017 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.267517 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.053315 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.164733 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.353383 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.273022 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.33848 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),0.104003 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),0.0654151 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.15279 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.118161 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.92633 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.403536 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.353618 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.158517 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.32439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.515981 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.493077 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.496066 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.391478 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.583398 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.810281 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.765027 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.950489 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.437897 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.069425 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.118177 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.37276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.573879 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.551137 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.519834 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.668476 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.776874 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-1.06822 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.423375 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.060493 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.331823 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.3384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.566607 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.543702 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.517784 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.605629 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.785714 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.38574 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.85959 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.310038 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.791964 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.299227 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.811528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.101363 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.135776 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.00165268 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.291012 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.240748 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.34685 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.420824 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.38599 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.859411 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.310038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.791964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.810058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.00810012 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.131359 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.783793 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.000646606 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.291008 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.34326 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.417234 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0550542 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.818663 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.160669 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.227222 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.202483 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.384486 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.808051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,10),-0.715207 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.27688 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.241696 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.344997 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.418971 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.419538 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0442666 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.122888 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.220447 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0158337 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.217435 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.14955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.0864077 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.343968 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.597586 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.50199 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.338452 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.322097 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.772771 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.227464 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.112554 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.18563 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0998728 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.20422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.141072 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.289475 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.230881 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0537529 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.262716 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.128819 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.184844 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.16953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.106381 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.344514 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.617331 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.405858 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.335814 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.803667 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.214354 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0956037 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.245047 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.11544 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.246176 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.26941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.206423 # DEPENDENCYPART_GRANDPAR
