# _root_ * Επισκεφθείτε τις ερημικές παραλίες της νότιας Ρόδου , από το Πρασονήσι έως το Πλυμήρι , που προσφέρονται για απομόνωση και ηρεμία .
#goldHeads=0,0,5,5,2,8,8,5,2,5,12,10,5,15,13,18,18,5,18,21,19,21,0,
#predictedHeads=0,0,5,5,2,8,8,5,2,2,12,10,12,15,13,18,18,15,18,21,19,21,0,
(21,8),(21,18),0.0371044 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0634258 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0223808 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.0903642 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0447555 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.04269 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.00461018 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0263301 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.00461018 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0449192 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0117551 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.045004 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.020978 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.00461018 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0233943 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0394682 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.053121 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0461142 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.053121 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0170473 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0936249 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.00343778 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.018991 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.053121 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0827878 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0110944 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0685247 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0177933 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.114053 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0973383 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0425517 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0593041 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0177933 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0983107 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0407137 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0435445 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0116562 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0951247 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00779948 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0332415 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0435445 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0738233 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0286835 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.114053 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0973383 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0425517 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0593041 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0177933 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0983107 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0407137 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0117551 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.045004 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.020978 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.00461018 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0233943 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0394682 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0976005 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0365702 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.085476 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0484526 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0461434 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.073356 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.181572 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0556479 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.00160291 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0648716 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0706487 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0149556 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0983107 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0407137 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.029146 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0590975 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0213723 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0185274 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.111068 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0569596 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.00548224 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0139217 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0520446 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0299002 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.001905 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0201715 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0561287 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0359192 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0102354 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00625282 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.0824182 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0317024 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0317024 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0268084 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.0268084 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0201414 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.220166 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.309124 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.371047 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.290791 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0043998 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.270407 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0194307 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0127109 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0276115 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0840764 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0111868 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.152906 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.048769 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.32994 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.0421464 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.0747642 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.0558948 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.217566 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.365909 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.188434 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.197193 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),0.0857959 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0192154 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.457728 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.247208 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.213564 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.0334768 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.0416698 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.395243 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.419674 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.305627 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.57008 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.181831 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.128947 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.106662 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0784328 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.168093 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.517017 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.259008 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.170239 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.150078 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.297086 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.0374253 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.217203 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.647399 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.170524 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.120163 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0335065 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.20622 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.541025 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.297136 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.620668 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.292886 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.106842 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.135456 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.13141 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.498446 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.219696 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.1571 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.211527 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.105103 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.10168 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.154502 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.568982 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.245418 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.245833 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.108605 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.430484 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.13141 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.498446 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.1571 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.105103 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.129377 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.173423 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.140604 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.673678 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.23152 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-1.26316 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.108605 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.430484 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.569181 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.400465 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.0259512 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.00988365 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.479692 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.100462 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.115559 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.0922815 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.031491 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.0720101 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0305888 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.0669007 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.454465 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.345394 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.157816 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.00843283 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-1.24274 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.22798 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.360516 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.16938 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.1918 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.089589 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-1.46603 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.613091 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.0432649 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.435622 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),-0.114425 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.447121 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.333864 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.153593 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.325683 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.0947094 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.132654 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.193826 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.127249 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.691379 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.218164 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.196231 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-1.34857 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.0554946 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.570327 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.541927 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.402856 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),0.122961 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.488669 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-1.46603 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.613091 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.611956 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.0557834 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.0443886 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),-0.0623615 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.265093 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.803208 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.634492 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.858268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.425044 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.440399 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.490709 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.51056 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.529909 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.265771 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.499923 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.696102 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.516434 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.7732 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.343737 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.470126 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.663014 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.889165 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.396211 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.898902 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.71129 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.815995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),-0.469678 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.567774 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.584266 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.55354 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.830931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.030504 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.402258 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.508011 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.605276 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.561676 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.600439 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.325652 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.584594 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.770403 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.591962 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.847501 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.403618 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.445888 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.693154 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.415746 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.595464 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.557275 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.31564 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.594454 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.19751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.196447 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),0.145427 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.304419 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.146275 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),1.14529 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.592645 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.379765 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.144738 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.224595 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.3588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),1.24439 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.374466 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.207126 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.239984 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.285448 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.259434 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.0992628 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.602047 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0614699 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),0.419265 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),0.312265 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.868067 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.0346004 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),0.0715461 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.72802 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.368796 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.147888 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.256007 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.144738 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.467752 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.0979185 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.28497 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.277878 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.251763 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.269263 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0879949 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.178134 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.72413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),0.0684353 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.614083 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.571524 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.158621 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0310473 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.390768 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.156093 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.207987 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.275362 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-1.35209 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.225268 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.306635 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.138119 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.576707 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.112177 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.393926 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),0.419027 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),0.0289055 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.35614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),1.243 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.811106 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.2824 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.251627 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.36103 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.315915 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0165632 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.0653042 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.0439212 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.416803 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.866974 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.0325205 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),0.0754676 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.192558 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.227868 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.122514 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.618789 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.111562 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),0.456469 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.400529 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.985921 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.307851 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),0.0794351 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.35614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,6),-0.2824 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.0165632 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.683319 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),0.115825 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.0724251 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),0.32234 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.686667 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.866974 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.0325205 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.347517 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.192558 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.178134 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.72413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,5),0.614083 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.158621 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.318483 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),0.160037 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.478888 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0329272 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.296106 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.842372 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-1.35209 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.225268 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.556334 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.401374 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.218916 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.0188803 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.61662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,4),0.132757 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),0.498407 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.507192 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),0.054324 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),0.33043 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.090652 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),0.374641 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.0776912 # DEPENDENCYPART_GRANDPAR
