# _root_ Στις διάφορες δράσεις κατέστη δυνατόν , όπως επιθυμούσαμε , να γίνει ισόρροπη κατανομή πόρων μεταξύ ανταλλαγής νέων και εθελοντικής υπηρεσίας .
#goldHeads=4,3,1,0,4,8,8,4,8,11,4,13,11,13,13,18,16,15,20,18,0,
#predictedHeads=4,3,1,0,4,8,8,4,8,11,8,13,11,13,14,15,18,20,18,16,0,
(18,17),(18,21),-0.031792 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.075775 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0796253 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0307639 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.00185053 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0174561 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0138553 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.104315 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0549954 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0164495 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0107073 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.017397 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0200104 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0351798 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0219661 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0102349 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0251206 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0123901 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.136984 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0134156 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0117114 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0207336 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0359181 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0226893 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0102354 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00758129 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.012514 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0328891 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0303202 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00624928 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0301439 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0140821 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.176544 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.135374 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.242697 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.144128 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.218387 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.366858 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0134256 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.211443 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.126783 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.361489 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.146656 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.143202 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0446157 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.256836 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.00704451 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.139492 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0522671 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0590485 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.267333 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.00194932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.285478 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.216062 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0493993 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.205183 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.365947 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.240256 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.19427 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.0193946 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.257937 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.195757 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.315938 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.114017 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.159932 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.192827 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.136722 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.401899 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0308234 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.128589 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0753424 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.408043 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.361518 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.197974 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.103344 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.167858 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.435886 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.428838 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.125251 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.338001 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0909908 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0346475 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.311765 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.502295 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.262531 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0102443 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.00332676 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.389553 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.242509 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0307116 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.256001 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.00362141 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.157294 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.289622 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.222848 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0739718 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.229755 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.382278 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.264828 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.012991 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.318548 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0308234 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.128589 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0753424 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.408043 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.361518 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0895579 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.284562 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.315555 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.435886 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.428838 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.280939 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.404968 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.470713 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.250743 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0212923 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.00855227 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.373288 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.253557 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.013088 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.26493 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.279092 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0673044 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.429878 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.218034 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0712717 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.227055 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.396651 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.262128 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.196243 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.00692187 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.25991 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.217629 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.322477 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.0114667 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.243403 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.0622619 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.370365 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.481752 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.172473 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.353628 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.263306 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.118257 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.23727 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.572352 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.255235 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.429519 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.757293 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.444542 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.556209 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.348837 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.425339 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.284044 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.481219 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.773225 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.514574 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.516662 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.100306 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.58143 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.362616 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.668881 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.661338 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.894622 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.235078 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0248215 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.173894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.962969 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.266543 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0850884 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0716851 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.147475 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.111789 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.24457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.855411 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.813747 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.183486 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0238059 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.234313 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0757359 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.207856 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.459849 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.421029 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.657935 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.832301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.466247 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.680061 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.400107 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.198087 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.316693 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.632161 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.11875 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.58553 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.360757 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0980222 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.295443 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.365935 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.499086 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.828175 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.642901 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.668641 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.050125 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.708357 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.745616 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.164291 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.678406 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.712375 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.422555 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.091129 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.370269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.178131 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.284673 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.493208 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0130988 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.42468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.747247 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.44585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.835267 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.634843 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.704131 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.922642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.00249815 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.233589 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.20503 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.405112 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.290576 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.53001 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.536897 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.476215 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.358841 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.374263 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.440788 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.538101 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.345913 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.558816 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.547794 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.589597 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.884928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.382613 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.37309 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.49835 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.631119 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.687992 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.370111 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.87856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.256502 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.109856 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.386875 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.633859 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.39609 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.767239 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.639207 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.706189 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.162686 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.377039 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.532174 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.470918 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.663343 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.704131 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.401619 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.92391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.200673 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.125972 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.209784 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.258841 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.284502 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.717092 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.52838 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.535878 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.480752 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.363378 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.376868 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.445325 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.345481 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.586418 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.619702 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0533497 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.317031 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0542927 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.41623 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.37038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.1836 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.390123 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.193864 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.10388 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.560608 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.0600315 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.230646 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.240397 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.490664 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.442522 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.03554 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.5987 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.79424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.182454 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.15753 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.54779 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.150263 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.799265 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.647785 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.43059 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.38941 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.16306 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.290242 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.165062 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.537073 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.291558 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.918034 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.399483 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.69177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.237799 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.13223 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.30481 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.104216 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.273614 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.532197 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.486682 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.187548 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.773048 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.0822591 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.752603 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.190928 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.357512 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.442522 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.03554 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.5987 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.79424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.182454 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.126443 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.234689 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.529704 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.799265 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.647785 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.347728 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.98553 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-1.03498 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.294839 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.921273 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.405172 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.68201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.252246 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.145953 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.32838 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.419482 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0354502 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.228682 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.46779 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.182571 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.768072 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.0763888 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.747626 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.807615 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.202499 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.854981 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.816342 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.356426 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.438039 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.00895886 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.574675 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.269766 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.855267 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.834821 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.146951 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0379622 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.406954 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.452767 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.724138 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.0986484 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.701242 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.767986 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.143824 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.841024 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.770645 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0393554 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.455536 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0301712 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.0995378 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.700498 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.766492 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.143762 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.83953 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.584125 # DEPENDENCYPART_GRANDPAR
