# _root_ Αποτελεί πρόκληση για όλους εμάς - το Κοινοβούλιο , την Επιτροπή και το Συμβούλιο - να θεσπίσουμε αυτά τα εχέγγυα , διότι είναι δύσκολο να εξακολουθήσουμε να συμφωνούμε ώσπου να τα αποκτήσουμε .
#goldHeads=0,1,1,5,6,3,8,12,12,11,12,6,14,12,6,17,1,20,20,17,17,1,22,23,26,23,28,26,28,32,32,29,0,
#predictedHeads=0,1,2,5,3,4,8,12,12,11,12,3,14,12,6,17,15,19,20,17,22,17,22,23,26,23,28,26,28,32,32,29,0,
(17,14),(14,16),0.0137819 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.77731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,20),-0.40833 # DEPENDENCYPART_GRANDPAR
(17,14),(14,32),-1.80144 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.5615 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.502044 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.266727 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.67651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,20),-0.30881 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.49147 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.468292 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.917648 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.798451 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-1.20968 # DEPENDENCYPART_GRANDPAR
(17,15),(15,28),-1.46943 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.00845302 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.0298113 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.618482 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.631594 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.685074 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0964882 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0265575 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.12125 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-0.972111 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0450079 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.112172 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.46467 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.402116 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.197495 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0976957 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.0400685 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.289365 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.547659 # DEPENDENCYPART_GRANDPAR
(17,22),(22,32),-0.780695 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.70271 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-1.0058 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.398574 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.593364 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.410683 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.644054 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.45005 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.258949 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-1.09957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.51764 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.494219 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.0379038 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.0367081 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0965165 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.202402 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.302896 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.483381 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.43843 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.742647 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.113138 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),-0.974778 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.00926253 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.219483 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.426742 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.685997 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.120782 # DEPENDENCYPART_GRANDPAR
(17,24),(24,32),-0.918073 # DEPENDENCYPART_GRANDPAR
(17,26),(26,1),-2.30952 # DEPENDENCYPART_GRANDPAR
(17,26),(26,14),-0.486762 # DEPENDENCYPART_GRANDPAR
(17,26),(26,18),0.50761 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),0.0174427 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),-0.0274885 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.0843112 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.322664 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.473187 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),0.181017 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.431476 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.742217 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.116886 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.745865 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.25522 # DEPENDENCYPART_GRANDPAR
(17,26),(26,32),-0.974348 # DEPENDENCYPART_GRANDPAR
(17,28),(28,1),-2.30954 # DEPENDENCYPART_GRANDPAR
(17,28),(28,14),-0.486814 # DEPENDENCYPART_GRANDPAR
(17,28),(28,18),0.504668 # DEPENDENCYPART_GRANDPAR
(17,28),(28,20),0.0172053 # DEPENDENCYPART_GRANDPAR
(17,28),(28,24),-0.473424 # DEPENDENCYPART_GRANDPAR
(17,28),(28,25),0.180743 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.628474 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),0.0452092 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.118179 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-0.74594 # DEPENDENCYPART_GRANDPAR
(17,28),(28,31),-0.257649 # DEPENDENCYPART_GRANDPAR
(17,28),(28,32),-0.974423 # DEPENDENCYPART_GRANDPAR
(17,29),(29,32),-0.804028 # DEPENDENCYPART_GRANDPAR
(17,32),(32,1),-2.30752 # DEPENDENCYPART_GRANDPAR
(17,32),(32,3),-0.710052 # DEPENDENCYPART_GRANDPAR
(17,32),(32,14),-0.484763 # DEPENDENCYPART_GRANDPAR
(17,32),(32,15),-0.265031 # DEPENDENCYPART_GRANDPAR
(17,32),(32,18),0.507503 # DEPENDENCYPART_GRANDPAR
(17,32),(32,20),0.017336 # DEPENDENCYPART_GRANDPAR
(17,32),(32,21),-0.0275952 # DEPENDENCYPART_GRANDPAR
(17,32),(32,22),-0.0844179 # DEPENDENCYPART_GRANDPAR
(17,32),(32,24),-0.473294 # DEPENDENCYPART_GRANDPAR
(17,32),(32,26),-0.628315 # DEPENDENCYPART_GRANDPAR
(17,32),(32,28),-0.888069 # DEPENDENCYPART_GRANDPAR
(17,32),(32,29),-0.171369 # DEPENDENCYPART_GRANDPAR
(17,32),(32,30),-0.269125 # DEPENDENCYPART_GRANDPAR
(17,32),(32,31),-0.333382 # DEPENDENCYPART_GRANDPAR
(17,32),(32,33),-0.564408 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-1.03208 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0163158 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.067858 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.00478285 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.216521 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.376011 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-0.726492 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-1.11032 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-0.590166 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-0.888367 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.586115 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.872473 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.840362 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.575027 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.718471 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.513971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.449157 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.0735016 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.260836 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.0330324 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.0819058 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.187439 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.0435758 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.266921 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.276364 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.30351 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.05162 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.307635 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.480179 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.455358 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.863099 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.159838 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-0.951504 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.97603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.0313994 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.601868 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.752906 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.24728 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.0855221 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.393754 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.455005 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.562348 # DEPENDENCYPART_GRANDPAR
(20,22),(22,32),-0.582828 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.817074 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-1.12892 # DEPENDENCYPART_GRANDPAR
(20,23),(23,6),-0.688053 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-0.835298 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.656251 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.788897 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.797821 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.677669 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.749386 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.518135 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.891479 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.94331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.0592643 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0268461 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.64733 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.348718 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.516073 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.42277 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.62389 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.180642 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.643729 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.190859 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.0443241 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.172847 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.313799 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.130778 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.0752587 # DEPENDENCYPART_GRANDPAR
(21,2),(2,17),0.102111 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.286458 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.21376 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.03647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.183902 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.455209 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.427045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0743903 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.224757 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.239656 # DEPENDENCYPART_GRANDPAR
(21,22),(22,32),-0.320805 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-0.63331 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.770059 # DEPENDENCYPART_GRANDPAR
(21,23),(23,6),-0.796848 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.638689 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.563041 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.601406 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.599635 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.691207 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.50149 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.64239 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.691689 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.446989 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.530999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.232673 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0873771 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.272117 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.236127 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.33894 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.2515 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.00583988 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.331869 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.578938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),0.0497422 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.242045 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.257406 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.0788119 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.338093 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.321144 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.276803 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.0170819 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.811314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),0.0199766 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.209125 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.534382 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.314503 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-0.405312 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-0.364138 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.536715 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.30937 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.43188 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.367288 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.424308 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.181499 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.522727 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.461376 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.274476 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.129672 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.314585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.44206 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.272781 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.205239 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.563212 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.0318619 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.00277268 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.104659 # DEPENDENCYPART_GRANDPAR
(22,26),(26,1),-0.365875 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-0.39222 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.534809 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.289572 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.125596 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.30606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.645246 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.286825 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.242129 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.536517 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),0.0483032 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),0.0140353 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.643041 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.377269 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.0882176 # DEPENDENCYPART_GRANDPAR
(22,28),(28,1),-0.366257 # DEPENDENCYPART_GRANDPAR
(22,28),(28,14),-0.392614 # DEPENDENCYPART_GRANDPAR
(22,28),(28,18),-0.535205 # DEPENDENCYPART_GRANDPAR
(22,28),(28,20),-0.289953 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.294679 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.234102 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.333394 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.524532 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),0.0105914 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.645267 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.384202 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),-0.0904434 # DEPENDENCYPART_GRANDPAR
(22,32),(32,1),-0.365875 # DEPENDENCYPART_GRANDPAR
(22,32),(32,3),-0.32866 # DEPENDENCYPART_GRANDPAR
(22,32),(32,14),-0.39222 # DEPENDENCYPART_GRANDPAR
(22,32),(32,15),-0.430268 # DEPENDENCYPART_GRANDPAR
(22,32),(32,18),-0.532811 # DEPENDENCYPART_GRANDPAR
(22,32),(32,20),-0.289572 # DEPENDENCYPART_GRANDPAR
(22,32),(32,21),-0.125596 # DEPENDENCYPART_GRANDPAR
(22,32),(32,22),-0.30606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,32),(32,24),0.286825 # DEPENDENCYPART_GRANDPAR
(22,32),(32,26),0.325568 # DEPENDENCYPART_GRANDPAR
(22,32),(32,28),0.152236 # DEPENDENCYPART_GRANDPAR
(22,32),(32,29),-0.0168653 # DEPENDENCYPART_GRANDPAR
(22,32),(32,30),-0.639142 # DEPENDENCYPART_GRANDPAR
(22,32),(32,31),-0.402499 # DEPENDENCYPART_GRANDPAR
(22,32),(32,33),-0.086291 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.676186 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.803368 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.886965 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.425598 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),0.0212952 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.607557 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.253629 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.624808 # DEPENDENCYPART_GRANDPAR
(23,3),(3,12),-0.173105 # DEPENDENCYPART_GRANDPAR
(23,3),(3,15),-0.150037 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.809047 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.82547 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.46621 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),0.161234 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.51043 # DEPENDENCYPART_GRANDPAR
(23,4),(4,9),-0.164781 # DEPENDENCYPART_GRANDPAR
(23,4),(4,12),-0.186645 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.905565 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.870219 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.821957 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.800272 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.607818 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.694437 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),-0.239372 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.715703 # DEPENDENCYPART_GRANDPAR
(23,6),(6,12),-0.214625 # DEPENDENCYPART_GRANDPAR
(23,6),(6,15),-0.097515 # DEPENDENCYPART_GRANDPAR
(23,6),(6,17),-0.687939 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.55848 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),0.0971343 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.672483 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.197123 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.824968 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.424354 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.0461035 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),-1.00774 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.847586 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.783374 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.766402 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.616324 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),0.0986663 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.770092 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.685455 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),-0.132482 # DEPENDENCYPART_GRANDPAR
(23,9),(9,14),-0.539835 # DEPENDENCYPART_GRANDPAR
(23,9),(9,15),-0.106708 # DEPENDENCYPART_GRANDPAR
(23,9),(9,17),-0.729732 # DEPENDENCYPART_GRANDPAR
(23,9),(9,20),-0.642664 # DEPENDENCYPART_GRANDPAR
(23,9),(9,24),-0.0157526 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),-0.805077 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.360978 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.919542 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),-0.366292 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.247276 # DEPENDENCYPART_GRANDPAR
(23,11),(11,17),-0.263745 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.732287 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.85472 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.620174 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.224077 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.27628 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.00457266 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.242786 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.309731 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.273415 # DEPENDENCYPART_GRANDPAR
(23,14),(14,32),-1.29835 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.870219 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.831932 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.662872 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.687939 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),-0.606366 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),-0.232468 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),0.048365 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-1.91495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,24),-0.000600091 # DEPENDENCYPART_GRANDPAR
(23,15),(15,26),-0.522363 # DEPENDENCYPART_GRANDPAR
(23,15),(15,28),-1.23848 # DEPENDENCYPART_GRANDPAR
(23,17),(17,1),-0.766672 # DEPENDENCYPART_GRANDPAR
(23,17),(17,2),-0.720248 # DEPENDENCYPART_GRANDPAR
(23,17),(17,3),-0.679247 # DEPENDENCYPART_GRANDPAR
(23,17),(17,4),-0.655921 # DEPENDENCYPART_GRANDPAR
(23,17),(17,6),0.130341 # DEPENDENCYPART_GRANDPAR
(23,17),(17,8),-0.638606 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.342635 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),-0.68074 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.290311 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.481633 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.518681 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.0409913 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.583031 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.053395 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.749308 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.608002 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.256615 # DEPENDENCYPART_GRANDPAR
