# _root_ Επίσης , η περιοχή έχει χαρακτηριστεί μόνιμο καταφύγιο άγριων ζώων , ενώ ανάλογης ποικιλότητας και σημασίας είναι και η πανίδα της .
#goldHeads=12,12,4,6,6,12,8,6,10,8,12,0,15,15,17,15,12,20,20,17,20,0,
#predictedHeads=6,6,4,6,6,12,8,6,10,8,12,0,14,15,17,15,12,20,20,17,20,0,
(18,1),(18,20),-0.0257373 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.00286712 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0366727 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.00455116 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0547887 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.045004 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.000679463 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.00157469 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.000679463 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.00289001 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0449192 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0347286 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.000679463 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.00461018 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0592321 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.00457364 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.014683 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0734956 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0233943 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0209591 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0394682 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0911794 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0403482 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0442507 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0273847 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0442507 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0288799 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.100457 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.00601051 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0442507 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0242895 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.00525095 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0242902 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0573781 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0443408 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0915633 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0125169 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0458436 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0253424 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.118099 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.16397 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.118099 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.163507 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0741967 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0462876 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.118099 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.161793 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0106298 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.161793 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0222256 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.00244329 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0341045 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0209731 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.00426942 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.139716 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.183749 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.139716 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.183286 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.00488088 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0709837 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.139716 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.181572 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0374847 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.181572 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0528112 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.00820564 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0556479 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0192657 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.00160292 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.00526336 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0293337 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.00485457 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.173906 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0124023 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0293337 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00308647 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00142855 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.00308783 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0176332 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.007635 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00460544 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0154113 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0177375 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0447249 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0254113 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.108243 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0067448 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0447249 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0208209 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.00598518 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0208216 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.055407 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0425569 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0959843 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0107331 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0416442 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.00485457 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.173906 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0124023 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0293337 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00308647 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.00142855 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.00308783 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0176332 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.007635 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.00460544 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0154113 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0177375 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.102302 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.00880702 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0467976 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0236353 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0080474 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.023636 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0549124 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00346548 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.117528 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.00576733 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0259181 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0347286 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.000679463 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00461018 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0592321 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.00457364 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.014683 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0734956 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0233943 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0209591 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0394682 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0292444 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0381065 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.035915 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0381065 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.010677 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0176231 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0241218 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.00598237 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.013413 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00308647 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00142855 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00308783 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0176332 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.007635 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.00460544 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0154113 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0177375 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00337822 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.017794 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0595816 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0416263 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0983107 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00980248 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0407137 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0160204 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.000875738 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0272356 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.00985224 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0211671 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0182644 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0595614 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0416491 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0979367 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.00982156 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.040763 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0164304 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0713439 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00987826 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0011181 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00134315 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0637373 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0201288 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.151416 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.029146 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0505287 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0287237 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0349286 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00625282 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.195634 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0321516 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0494586 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0943228 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0336489 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.00379556 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0620898 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.238318 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.245039 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.393786 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0436455 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.309034 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.31812 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0865389 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.250238 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.250954 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.189244 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.376199 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.587366 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.38744 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.136124 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0793623 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.00404573 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.165182 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0370565 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0374878 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0838284 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.136697 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.287486 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.555851 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.34248 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.153134 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0679566 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.6295 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.139814 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0216735 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.17961 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0528707 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0460974 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.657314 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.227376 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.187737 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0463997 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.229706 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.0661637 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.209189 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.121314 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.254022 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.392909 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.232055 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.421475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.158959 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.460494 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.439893 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.412058 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.45564 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.467802 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.415022 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0238898 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.787277 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.276605 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.356077 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.186675 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.395873 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.111231 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.108409 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.434018 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.498005 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.173215 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.538931 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.261716 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.336005 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.431583 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.287929 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.314954 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.130878 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0107539 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.553821 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0397999 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.495846 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.219156 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.535642 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.142651 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.175735 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.309572 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.583408 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.384804 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.452995 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.498046 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.267757 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.348027 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.226145 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.544847 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.455045 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.166716 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.168845 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.427332 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.386406 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.433993 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.37897 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0316684 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.557857 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.00711933 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.268367 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.1843 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.308163 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.109892 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.0723567 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.374118 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.355929 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.350273 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.116588 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.392059 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.176552 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.394449 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.133502 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.270181 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.314954 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.130878 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.0107539 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.553821 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.0397999 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.495846 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.219156 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.535642 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.142651 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.175735 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.309572 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.583408 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.384804 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.220979 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.426454 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.210109 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.415078 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.348027 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.284383 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.226145 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.32828 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.530234 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.475608 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.304717 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.0451488 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.45956 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.579662 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.788314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.139105 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.278451 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.776272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.0138215 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.168583 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0405976 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.1738 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.545022 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.699382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0668225 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.145624 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0509247 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.186325 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.469935 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.345879 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.279218 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.366813 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.3441 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.551156 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.999206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.468529 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.458313 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.403253 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.584331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0740595 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.052151 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.173851 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.30167 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.448075 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.521826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.134282 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0564739 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.255629 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.28833 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.381009 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.281383 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0409356 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.400534 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.249246 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.297019 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.25084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.710998 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.403923 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.26591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.708258 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.800788 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.677353 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.70419 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.768149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.171065 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.328054 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0320506 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0326278 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.187174 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-1.0079 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.531592 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.80023 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.676115 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.704122 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.771733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0246235 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.328044 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0515313 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.190419 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0521084 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.178142 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.138836 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.284542 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.311061 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.208305 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.404676 # DEPENDENCYPART_GRANDPAR
