# _root_ Πιστεύω ότι αξίζει στ' αλήθεια τον κόπο να συνεχίσουμε το πρόγραμμα αυτό και , αν είναι δυνατόν , να αυξήσουμε τους σχετικούς πόρους .
#goldHeads=0,1,13,3,4,7,3,9,3,11,9,11,2,15,13,15,16,13,20,13,23,23,20,0,
#predictedHeads=0,1,2,5,3,7,3,9,7,11,9,11,15,15,9,15,16,15,20,16,23,23,20,0,
(20,17),(20,21),-0.0103842 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0930218 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.00113468 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0421274 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.121372 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0248665 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0238843 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.00128132 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0661995 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0640603 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0484436 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.1396 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.090899 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0606302 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0287563 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0329542 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0343066 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0659319 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0701243 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.043476 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0578304 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.00703968 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0329066 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0403258 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.049529 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0309726 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.0270222 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.192582 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.391727 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.318852 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0713583 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.224096 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.256907 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.159936 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.136817 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.20711 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.0297317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.371894 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.299115 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.473022 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.400691 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.291859 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.447865 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.580537 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.02706 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.203462 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0327144 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.185452 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.227849 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.440953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.18947 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.0978122 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.10425 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.348766 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.144987 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.514037 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.242089 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.0796891 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),0.0173786 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.91996 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.510202 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.738104 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.448621 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.634767 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.463928 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.71427 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.00684 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.22347 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.424776 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.410369 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.178614 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.688337 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.324687 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.633855 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.697953 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.461823 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.371628 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.197654 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.137672 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.111915 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.279344 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.35838 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.184847 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.525192 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.100559 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),-0.0103703 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.410546 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.305283 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.424838 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.992478 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.266286 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.388704 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.53808 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.239517 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.38621 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.858554 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.244553 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-1.05532 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.611164 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.686759 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.162014 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.293656 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.157948 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.435609 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.209188 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.115679 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.310091 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.02782 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.643041 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.259411 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.376672 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.556361 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.263347 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.054183 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.265157 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.330614 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.544839 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.118454 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.943347 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.275325 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.361762 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.443923 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.205605 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.351678 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.278279 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.597038 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.726609 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.261193 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0135923 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.372603 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.353533 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.177177 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.185815 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.529938 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.248321 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.0955668 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.0209556 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.216278 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.296317 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.653352 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.359369 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.02782 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.252873 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.399565 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.643041 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.0514121 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.579329 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.686846 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.458701 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.3077 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),1.00712 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),-0.223408 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.425053 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.410326 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.179789 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.325862 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.570599 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.675436 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.323203 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.115791 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.458816 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.104194 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.425622 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.648196 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.251677 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.0990354 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.0102912 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),0.791363 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.541727 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.06924 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.0785879 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.185287 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.368335 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.140039 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.428852 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.339371 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.52212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.185034 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.433996 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.481578 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.356532 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.647972 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.29845 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.38024 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.321522 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.956214 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.440758 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.776477 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-1.20779 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-1.0319 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.772355 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.477911 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.524314 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.2605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,4),0.555339 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.187871 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.438955 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.250445 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.137484 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.638357 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.555847 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.305717 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.240296 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.248731 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.135454 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.637188 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.250604 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.302331 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.52339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.18414 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.530315 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.387814 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.617628 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.419776 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.662827 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.185709 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.635226 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.654186 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.520249 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.300385 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.393671 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.322662 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.640329 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.957379 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.454189 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.778817 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-1.03812 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-0.779652 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.62867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,11),-0.74213 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.124913 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.4108 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-1.10518 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.120862 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.173275 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.391894 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.367998 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.555659 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.709787 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-1.62867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,5),-0.511138 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.557174 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.74213 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.899962 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-1.23691 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-1.0406 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-1.36288 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-1.199 # DEPENDENCYPART_GRANDPAR
(1,24),(24,1),-1.62067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,24),(24,23),-1.1753 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.342892 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.332303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),0.198238 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.172164 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.156369 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0132512 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.018979 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.074132 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),0.0566889 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.0294182 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.0195097 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.18613 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.135389 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.342009 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.219482 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.343232 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.332948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.730687 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.108349 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.246599 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.335421 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.222175 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.512572 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.410269 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0223279 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.432196 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0227266 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.0894091 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.0536016 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.0507644 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.0325353 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.0347868 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.192998 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.351086 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.228678 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.536397 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.411486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.72356 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.0419317 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.0740294 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0989245 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.822102 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.271487 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.769607 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.278714 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.622667 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.128636 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.0706179 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.0689327 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.201595 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.0740139 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.192319 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.547697 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.473285 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.244025 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.0175077 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.142287 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.313271 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.332954 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.332806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.739055 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.132272 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.294759 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.270335 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.285892 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.10286 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.478144 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),0.12976 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.0214961 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.11331 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),0.0331984 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),0.0188373 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-1.01616 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.208275 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.0741213 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.315759 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.198276 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.473285 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.0318823 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.0567773 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.244025 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.171428 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.395626 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.44714 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.42285 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.639287 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),-0.342892 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.332767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),0.731104 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),0.108493 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.244305 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),0.219881 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),0.0527169 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.50419 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),0.119121 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),0.0545328 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.221 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.067808 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-1.0545 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.432044 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.135564 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.345198 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.225683 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.208 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.8742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.573285 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.0902799 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.442651 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.63236 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.600884 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.561007 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.70184 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.07644 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.20259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,9),-0.960814 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.576308 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.878947 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.69228 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.979902 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.51438 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.18185 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),1.02366 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.201213 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0143765 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0834257 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.20564 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.428231 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),1.02417 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.40545 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.140191 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0851396 # DEPENDENCYPART_GRANDPAR
