# _root_ Επιπλέον , η ισπανική κοινωνία έχει να αντιμετωπίσει και τη βασκική ΕΤΑ , η οποία συνεχίζει τη δράση της παρά τις προσπάθειες εξάρθρωσής της .
#goldHeads=6,6,5,5,6,0,8,6,12,12,12,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
#predictedHeads=6,6,5,5,6,0,8,6,8,12,9,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
(1,2),(2,1),-0.754135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.228666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.217836 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.265743 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.311796 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.274203 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.599161 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.366468 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.47782 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.665742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0857631 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0732634 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0691891 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0261787 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.0818236 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.752513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0175853 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.125551 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.14526 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0269051 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.526037 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0823779 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.167238 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.504095 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.247375 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.567288 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.697073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0909441 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.111801 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.145481 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0625793 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.455652 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0925563 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.170076 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.427658 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.38385 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.300686 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.259894 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.458756 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.428743 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.555261 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-0.58837 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),-0.469081 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.699322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.0812403 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.108435 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.139063 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0545899 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.0829367 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.312988 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.164937 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.652178 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.420069 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.380502 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.287596 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.245308 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.459837 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.40861 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.556342 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-0.589452 # DEPENDENCYPART_GRANDPAR
(1,8),(8,25),-0.458726 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.717676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.168225 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.239102 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.208126 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0396541 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.115637 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.520216 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.0602995 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.726787 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.48563 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.397382 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.321039 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.529553 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.552016 # DEPENDENCYPART_GRANDPAR
(1,13),(13,2),0.153547 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.0990167 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.0462503 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0879945 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.120863 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.559926 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.349234 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.47782 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.682758 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.647015 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.798618 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.827219 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.701249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.0830019 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.138837 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.0531468 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.0834874 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.00419373 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.164875 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.508772 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.299182 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.770999 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.47093 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.739041 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.461986 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.408225 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.55849 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.5916 # DEPENDENCYPART_GRANDPAR
(1,16),(16,25),-0.458376 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.942414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.389466 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.498038 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.498593 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.5657 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.378833 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.372838 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.589854 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.416193 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.478768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0132427 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.016593 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.115403 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.181893 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.40599 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.521706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0516492 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.129407 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0859011 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.261706 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.15196 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0390645 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.259459 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.175094 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.248844 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.453778 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.465034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0186506 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0100699 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.086852 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.250315 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.237431 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0193093 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.250565 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.315694 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.0191192 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.262906 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.493002 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.1984 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.713958 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.672434 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.442616 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.451127 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.472797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0131348 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0186328 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0734521 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0404458 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.13654 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0277725 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.274921 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.240265 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.309704 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.0350086 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.245471 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.489027 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.176668 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.709983 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.668459 # DEPENDENCYPART_GRANDPAR
(2,8),(8,25),-0.429513 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.423663 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.269876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0371933 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0418566 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.0167878 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.208847 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.236053 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.14674 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.196634 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.224621 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.0956702 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.202764 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.419578 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.208768 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0523135 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0700197 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.311984 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.00420194 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.206049 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.542778 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.276353 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.573015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,5),-0.219285 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.158942 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.209065 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.00523334 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.414325 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.321225 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.410311 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.641724 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.372406 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.873184 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.827112 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.451127 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.471255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.0186451 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.0723315 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.0407824 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.0542399 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.0988222 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.308502 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),0.0983211 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.495745 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.202569 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.289586 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.491188 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.17629 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.712144 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.67062 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-0.42917 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.516967 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.355458 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.850702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.318327 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0135467 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.388907 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.270488 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.283147 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.628383 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.213342 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.173126 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.835821 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.360384 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.37422 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.190521 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.29284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.541452 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.713209 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.713757 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.559104 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.820691 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.00392 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.16065 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.30685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.59208 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.750654 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.75 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.580325 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.906704 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.842922 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.04017 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.574109 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.528517 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.6508 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.67281 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.782003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.321339 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.39218 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.325271 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.164396 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.518013 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.614409 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.4374 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.539666 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.574903 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.621745 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.856275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.140503 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.279342 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.307008 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.144654 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.417425 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.363669 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.437025 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.598486 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.616876 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.247397 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.558418 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.654616 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.538756 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.539242 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.573733 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.621744 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.852909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.136507 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.176665 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.149024 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.146035 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-1.10114 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.416405 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.366902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.430517 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.592424 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.627878 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.235209 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.56942 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.665619 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.534982 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.148714 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.226891 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.32119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.822071 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.902612 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.734282 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.817165 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.921859 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.282615 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.27346 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.33626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.819414 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.898759 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.721906 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.18009 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.8066 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.918013 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.739826 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.276014 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.216264 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.294321 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.35588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.813563 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.894275 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.693068 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.529058 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.705751 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.24957 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.825956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.283562 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.41534 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.198302 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.570859 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.335798 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.287804 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.43787 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.524498 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.451973 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.54721 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.405317 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.607862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.502009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.692517 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.527827 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.70569 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.249499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.831955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.133301 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0253834 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.206768 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-1.13922 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.57209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.342272 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.280745 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.431557 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.547133 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.445768 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.569845 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.427952 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.60527 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.703442 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.628567 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.732812 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.318913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.754148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0591211 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.294126 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.143576 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-1.13536 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.430567 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.377331 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.437255 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.61901 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.565697 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.795781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,9),-0.230685 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-1.14762 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.438122 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.524188 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.750686 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.631954 # DEPENDENCYPART_GRANDPAR
