# _root_ Το ζητούμενο δεν είναι μόνον ποιος θα επιτύχει τα περισσότερα , η Επιτροπή ή το Συμβούλιο η εμείς ως Κοινοβούλιο , όχι !
#goldHeads=2,4,4,21,4,11,8,4,10,8,8,13,17,17,16,17,11,17,18,19,0,21,21,
#predictedHeads=2,4,4,0,4,8,8,4,10,8,14,13,14,8,16,14,16,21,18,19,22,0,0,
(5,4),(4,20),-0.91886 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.636261 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.681891 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.498471 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.496611 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.7608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.151643 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.00877877 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.547118 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.350795 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.301162 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.268508 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.0486853 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.419236 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.23745 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.398796 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.318031 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.29254 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.566553 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.548832 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.805328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,8),-0.00959907 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.492951 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.505652 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.205377 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.653459 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.482496 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.642193 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.394212 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.387102 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.810126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,9),-0.612008 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.456657 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.377855 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.748786 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.078242 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.750041 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.561987 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.359375 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.552723 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.812722 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.586659 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0290341 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.7439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,11),-0.437318 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.509714 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.67144 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0846898 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.392297 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.16634 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0359395 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.51475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.315673 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.198037 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.33053 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.344012 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.186326 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.349683 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.471056 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.257562 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.472473 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.230289 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.690652 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.64866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,11),-0.377263 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.518792 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.646923 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.515449 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),1.13671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0221754 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.110276 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0718766 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.684079 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.47473 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.532833 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.16593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.1711 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.206482 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0853359 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0192963 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.136325 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.317812 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.0759756 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.265722 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.582349 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),1.19144 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.162986 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0987217 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0425314 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.00587165 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0533995 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.144353 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.0252335 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.158022 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.757143 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.61211 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.611807 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.902243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.925948 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0730307 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.196074 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.320655 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0230455 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.112747 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.224687 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.0646262 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.100272 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.030622 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.209551 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.580948 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),1.14046 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.134657 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.123424 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.106261 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.146346 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.113643 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0233805 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.0156913 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.112304 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.0346877 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.194917 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-1.44269 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.522031 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-1.00443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,11),0.202198 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.107057 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.0118441 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.0539563 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.222881 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.0447901 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.0278449 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.198455 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-1.5331 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.805425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,12),-0.123961 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.11193 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.154369 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.117168 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.274128 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.125775 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.578867 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.0803024 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.0144014 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.174311 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-0.684079 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-1.47473 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-1.16593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,11),0.0851709 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.0969959 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.0312273 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.0655655 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.792726 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.171181 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.233137 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.265722 # DEPENDENCYPART_GRANDPAR
(8,23),(23,2),-0.649779 # DEPENDENCYPART_GRANDPAR
(8,23),(23,4),-1.43167 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-1.122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,16),0.0459676 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.74447 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.254833 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),0.00536311 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.585824 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-1.0235 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0775517 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.571548 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.447201 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.44462 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.463933 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-1.15751 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.662025 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.431562 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.744607 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.955767 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.60688 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.516 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.16414 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.790065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.350711 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0542039 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.242593 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.0875492 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.285388 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.207128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.206072 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.510923 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.670607 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.709648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0338114 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.283115 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0388882 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.297046 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.263358 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.059145 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.30823 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.510921 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.669928 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.707312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.266681 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.235084 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0738478 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.234996 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.236949 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.0547809 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.29773 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.265136 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.249506 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0321646 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.166424 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.00400134 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.243185 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.06381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,14),-0.386617 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0491051 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.310424 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.303645 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0507444 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0771462 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.146187 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.119394 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.02755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.50874 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.410338 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.675744 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.503618 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.732022 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.528247 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.5748 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.144926 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.113543 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.202328 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.06736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.522911 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.220543 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0964932 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0275817 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.227891 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0709683 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0430101 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.114222 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.01989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.519617 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.407343 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.686964 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.500852 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.743694 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.520582 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.571753 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.169407 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0813887 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0267154 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.06125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.543514 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.701968 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.446211 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.469862 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.331449 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.655391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0762034 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0367098 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.194835 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.159953 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0208956 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.224784 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.351974 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.494807 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.458694 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.408745 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.437287 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.319136 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.456984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.139739 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0342596 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.241099 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.113169 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.00114204 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.188045 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.157179 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.172868 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.446254 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.469231 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.331133 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.0795572 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0102867 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.11663 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.273456 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.147131 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.00918778 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.204612 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.202898 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.195804 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.44194 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.45043 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.360762 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.504625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,13),-0.088241 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.0619726 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.248341 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.311119 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.203436 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.252989 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.246041 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.450337 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.372109 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),-0.0846733 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.013654 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.119177 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.282817 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.173222 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.319882 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.1026 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0559102 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.211297 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.203754 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.352025 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.457733 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.375677 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.697962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,13),-0.249028 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.0374608 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.40782 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.280829 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.124712 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.456424 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.251825 # DEPENDENCYPART_GRANDPAR
(11,23),(23,2),-0.336669 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.440461 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.359368 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),-0.329778 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.19618 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.379836 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.153979 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.63686 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.944583 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.441518 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.205237 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.51131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,2),-0.633424 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.472299 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.515987 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.17056 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.54886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.922489 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.697421 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-1.08279 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.480425 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.745151 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.175031 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.52773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.464864 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.900893 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.724061 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.795854 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.579872 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.739569 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.24215 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.3848 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.886424 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.06294 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.967903 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.738872 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.6823 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.643823 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.929034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.676502 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.185594 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.236561 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.0655179 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.111306 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.227096 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.912348 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.0331 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.790937 # DEPENDENCYPART_GRANDPAR
