# _root_ Αποτελεί έναν από τους αγαπημένους προορισμούς των Κερκυραίων , καθώς συνδυάζει αστείρευτη φυσική ομορφιά με τη μαγεία της θάλασσας , ενώ απέχει ελάχιστα από την πόλη .
#goldHeads=21,1,2,6,6,3,8,6,10,1,10,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
#predictedHeads=21,1,2,6,6,3,8,6,11,11,21,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
(15,14),(14,20),-0.502417 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.480023 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.720829 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.680242 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.927832 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.908957 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.824846 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.830484 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.881173 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.175397 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.33425 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.10227 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0116444 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.094814 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.125243 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.365392 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.274162 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.830484 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.88119 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.864329 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.270035 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.10227 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0116444 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.0948134 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.125093 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.754378 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.790875 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.756536 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.762174 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.481569 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.670085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),0.655593 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.266716 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0256673 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.307299 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.224501 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.332072 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.796352 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.722459 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.941641 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.790598 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.731745 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.607034 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.610054 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.665437 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.78243 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.788068 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.481422 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.691392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.672651 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.685217 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.51287 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.296339 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0832662 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.163583 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.218551 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.397772 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.174004 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.266592 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.71774 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.697275 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.913535 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-0.738472 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.679636 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.522324 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.616348 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.586825 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.754323 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.759962 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.429166 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.776968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,17),0.604421 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.451196 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.215546 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.119825 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.124197 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.181118 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.35747 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.270143 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.272965 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.586193 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.453511 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.393516 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-1.22779 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.271775 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.3938 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0459428 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.1762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.201888 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.870086 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.629592 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.396168 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.392689 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.39382 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0459474 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.17621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.201891 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.873131 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.655376 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.584351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.444741 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.144414 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.131123 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.474539 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.346661 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.67055 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-1.31104 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.786915 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.756868 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.934283 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.604254 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.609582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),0.364735 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.126808 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.618098 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.348383 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.352783 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.73166 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.769638 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-1.89433 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-1.33633 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.20498 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.848456 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.781121 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-1.68271 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.848864 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.818817 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.959699 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.644977 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.586324 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.662829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.249825 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.311488 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0240401 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.340056 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.28988 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.166807 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.239581 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.367429 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-1.66065 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.745195 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.86395 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-1.27599 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-1.14465 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.766543 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.790095 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-1.61171 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.818482 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.788436 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.899228 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.620963 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.650513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.373093 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.323806 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.000576234 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0522269 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.17718 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.048137 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.0956796 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.323479 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-1.67437 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.743914 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.693187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),0.281132 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.11266 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.17615 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.285717 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.433864 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.394581 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-1.14959 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.228905 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.445857 # DEPENDENCYPART_GRANDPAR
(17,26),(26,18),0.439873 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.272692 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.159509 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.956889 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.429961 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.502121 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.803232 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.558901 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0413533 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.403758 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.31974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,7),-0.546495 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.773971 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.771999 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.187884 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.189275 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.38493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.49146 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.617193 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.812301 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.807361 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.82486 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-1.30748 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.91666 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.34113 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.19746 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.19509 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.09936 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.59966 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.944223 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.753117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.157911 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.474216 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.37698 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.692505 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.97777 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.724008 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-2.12196 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-1.36642 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.25524 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.902741 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.888366 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.93131 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-1.25941 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.25704 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.12478 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.640384 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.603288 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.969492 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.369923 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.806364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.08747 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.196175 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.318477 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.267193 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.579304 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.335871 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.90676 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.699565 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-2.09158 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.30608 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.19492 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.820828 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.897341 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-1.8603 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.22903 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.22666 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.06431 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.61637 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.909168 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.359673 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.794045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.112087 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.083329 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.205776 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.148524 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.435402 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.291921 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-1.92048 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-0.698284 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.929154 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.836719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.00115001 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.276121 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.625295 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.402164 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),0.333874 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.0548958 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.217065 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.23093 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.237227 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.158943 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.155447 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),0.000408595 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),-0.0920399 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-0.926973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,21),-0.142562 # DEPENDENCYPART_GRANDPAR
(20,1),(1,23),-0.508705 # DEPENDENCYPART_GRANDPAR
(20,1),(1,27),-0.373486 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.125061 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.0638721 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.500296 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.170081 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.341484 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.153943 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.209527 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.133215 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),0.0902697 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.0528881 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.056643 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),0.07403 # DEPENDENCYPART_GRANDPAR
(20,6),(6,21),-0.122453 # DEPENDENCYPART_GRANDPAR
(20,6),(6,24),-0.565238 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.182068 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.261466 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.196863 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.127273 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.150542 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.119219 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.0401294 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.0382251 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.00407289 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.346402 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.542379 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.196898 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.140493 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.119267 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.0400971 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.038273 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.00402495 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.49954 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.428471 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.119266 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.13562 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.0826118 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.000687785 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.0338451 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.0761443 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.9718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.122453 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.371137 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.464116 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.565238 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0920425 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.110319 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0221462 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.0201517 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.939061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.129616 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.362698 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.428297 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.119092 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.135445 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0111157 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0207193 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0682222 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.9718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.122453 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.371137 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.464116 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.565238 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.783777 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.135445 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.0111158 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.062462 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0620306 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.9718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.122453 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.371137 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.464116 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.588571 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.497595 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.642895 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.688019 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.694302 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.633657 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.569999 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.559839 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.59401 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.610352 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.59678 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.481339 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.523371 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.515319 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.573588 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.473021 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.329906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0851353 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.0411646 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.123872 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.229783 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.0387194 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.539162 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.496542 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.639806 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.658951 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.665251 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.581727 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.603352 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.510429 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.590921 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.607263 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.567435 # DEPENDENCYPART_GRANDPAR
