# _root_ Ιδιαίτερα , όσον αφορά μια μελλοντική συνεργασία βασισμένη στις δημοκρατικές αρχές των ανθρωπίνων δικαιωμάτων , των θεμελιωδών ελευθεριών και του κράτους δικαίου .
#goldHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,19,19,18,18,19,11,21,19,21,0,
#predictedHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,11,19,18,18,19,11,22,22,19,0,
(0,4),(4,1),0.307996 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.305947 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0863763 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.173806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.121281 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.169293 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.346338 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.239608 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.243202 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.108307 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0503403 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.188009 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.0806188 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.253964 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.107774 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.0863548 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.339149 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0746342 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.656487 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.294584 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.225719 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.551396 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.416923 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.230606 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0747614 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.185055 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.660329 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.438016 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.321589 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.59876 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.525058 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.39743 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.366893 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.325339 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0359967 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.648182 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.566504 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.237382 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.152757 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.381576 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.292776 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.163702 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.18964 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0324006 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.0226919 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.112103 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.352946 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.138666 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.0318677 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.020178 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.578142 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.399957 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.382706 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.233237 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0469205 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.705489 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.529144 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.351623 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.426002 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.227668 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.320141 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.561613 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.0563656 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.407428 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.240518 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.135718 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.267279 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.120675 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.147377 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.573557 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.470783 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.221462 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.0963066 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.698951 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.643312 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.336887 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.541858 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.212909 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.101452 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.686078 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.29414 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.534409 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.519082 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.285982 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.242921 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.0131936 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.147523 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.605598 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.474537 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.759958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.221306 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.143191 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.475707 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.456923 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.249708 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.463322 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.698028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0766058 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.00390253 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.451819 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.396997 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0978144 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.469581 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.71767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.0525814 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.119834 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.176306 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.52212 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.385957 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.279305 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.26232 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.460715 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.360306 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.406003 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.455694 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.361214 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.403635 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.418804 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.231324 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.512946 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-0.45929 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.952566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.142 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.495942 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.455049 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.415962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0292162 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.254262 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.280971 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.1617 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.0358463 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.496529 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.4477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.331049 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.160397 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.225457 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.158071 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.204036 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.352743 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.215159 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.418227 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),0.0381338 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.399021 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.0827298 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.172668 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.413269 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.257725 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.460527 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.353499 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.298469 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.25513 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.112167 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.176425 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.390119 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.450324 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.536884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.304138 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.184339 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.1223 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0841603 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.13953 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.227487 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.322163 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.494913 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.481407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.306774 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.164975 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.311856 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.229524 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.301541 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.1084 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.204606 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.354108 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.215728 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.419592 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),0.0424831 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.400387 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.385548 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.0896062 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.414635 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.255806 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.233759 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.332654 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0313983 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.2518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,8),-0.524805 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.176644 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.25712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.345621 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.868912 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.759769 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.543738 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.904742 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.515838 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.306475 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.800701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.366481 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.226635 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.111849 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.580128 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.512308 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.532056 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.595845 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.49855 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.627175 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.326599 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.448374 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.699503 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.539151 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.510832 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.788884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.237943 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.263612 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0814237 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.449143 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.556613 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.51257 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.407859 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.877279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),-0.256427 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.441571 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0839203 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.484734 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.644208 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.59967 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.515515 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.305203 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.818904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.210042 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.261547 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.429982 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.230386 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.384222 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.562917 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.482989 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.514845 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.566526 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.477641 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.597855 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.595721 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.31578 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.670184 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.520314 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.409533 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.289824 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0869368 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.503672 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.697319 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.581049 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.649243 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.670377 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.82093 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.820055 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.418867 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.60362 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.894512 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.596418 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.110095 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0329593 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.97437 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.501621 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.198055 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.92181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.166631 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.216639 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.00887 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.630027 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.423084 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.278015 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.88978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.159626 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.16489 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.975858 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.576296 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.807255 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.519082 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.767428 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.257426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.201759 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.220736 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.242639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.87302 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.703618 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.584847 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.878489 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.446912 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.018064 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.186044 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.652524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0835104 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.722997 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.46793 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.434847 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.29809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.62239 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.168519 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.173998 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.1568 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.716321 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.169328 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.99112 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.516038 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.16351 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.62874 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.865438 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.293064 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.558676 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.439236 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.24264 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-1.08197 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.590361 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.216695 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.873112 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.703709 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.584938 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.874915 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.446609 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.493369 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.112144 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0577247 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.664804 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-1.06105 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.927249 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.447205 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.139547 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.558326 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.796769 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.215957 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.480828 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.11071 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-1.14573 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.583897 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.176156 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.702644 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.940075 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.633461 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.872895 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.584721 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.499983 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.6719 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.00689117 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-1.04968 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.951573 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.135539 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-1.32936 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.5507 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.790042 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.211885 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.6582 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.264999 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.50213 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.220219 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-1.00647 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.241359 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-1.28039 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.584576 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.783933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-1.02126 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.264776 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-1.01267 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.714491 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.499564 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-1.08028 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.945832 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.350175 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.106004 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-1.3538 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.810583 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.212387 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.787142 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.48959 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.952913 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.780137 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.664801 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-1.2743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,6),0.156352 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),0.323911 # DEPENDENCYPART_GRANDPAR
