# _root_ Τα τελευταία χρόνια , η δημιουργία Συνεδριακού Κέντρου , δυναμικότητας 1000 συνέδρων έδωσε σημαντική ώθηση στην τουριστική ανάπτυξη της περιοχής .
#goldHeads=3,3,13,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
#predictedHeads=3,3,4,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
(0,14),(14,15),-0.0710372 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.123624 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.389158 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.39962 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.367887 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.343074 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.166356 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0900997 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.720013 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.439169 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.143115 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.382341 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.378779 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.346899 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.439908 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.0657007 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.466492 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.387708 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.726255 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.23106 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.576579 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.549598 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.892843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.136049 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0558865 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.598055 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.255226 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.411098 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.225567 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.0302043 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.212941 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.320832 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.539282 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.927345 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.01809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.388223 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.629322 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.567249 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.706232 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.476494 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.380436 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.47252 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.51031 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.102957 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.556402 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.693614 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.463856 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.32278 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.704344 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.623674 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.907186 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.927243 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.0351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.016432 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.329011 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.548621 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.708931 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.474024 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.379936 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.712685 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.472191 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.980238 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.506613 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-1.00785 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.272238 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.927243 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.03408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0146329 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.329012 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.550198 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.437679 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.57168 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.379758 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.714755 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.472192 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.982308 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.506588 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.272627 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.3915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.234329 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.42734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.412186 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.703273 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.509404 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.396177 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.862455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.151236 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0467843 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0375527 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.165883 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0207408 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.812655 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.705155 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.768259 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.512459 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.837565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0412452 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.425712 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.128578 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.00309728 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.176052 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0532496 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.154696 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0875203 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.665967 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.724798 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.394825 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.865885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.0568357 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.375356 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.140655 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.114893 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.193369 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0565219 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.0222513 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.659444 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.302795 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.768264 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.512448 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.832955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.0440543 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.423547 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.107741 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0487794 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.175375 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0536338 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.1542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0879045 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.665445 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.39562 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.396177 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.862455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.107939 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.137139 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0670856 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0568817 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0207408 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.189031 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.0550115 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.812655 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.705155 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.329694 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.930102 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.169378 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0630303 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.096879 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.734141 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.42776 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.905724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.131202 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.177234 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0799249 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0187191 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.0402736 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.039531 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.171822 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0738017 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.599878 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.426784 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.125378 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.63621 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.664144 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.464805 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.488288 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.102522 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0117901 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.02721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.433625 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.487593 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.121212 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0865468 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.02978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.358369 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.453415 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.530768 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.507372 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.440903 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.299156 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.547515 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.419797 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.394972 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.496177 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.612753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0822954 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0437285 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0782591 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0764474 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0208491 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0889232 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.0863739 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.116879 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.11699 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.364831 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.476332 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.569676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0416085 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0323814 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0125068 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0758145 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0478299 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.017695 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.150391 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.411657 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.419748 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.394855 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.496113 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.612635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0808372 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0964321 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.019078 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0762601 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0187544 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0889318 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0842793 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.116845 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.365236 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.362967 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.489421 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.663924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.134765 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.197793 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.18855 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.165081 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0175757 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0995562 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.35497 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.266083 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.503917 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.355904 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.419748 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.496112 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.612579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0799677 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0964899 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0182428 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0455218 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0237065 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0890275 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0832425 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.116746 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.173097 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.120122 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.364194 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.169852 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.0390583 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.379224 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.458503 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.568193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),0.0114754 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0929213 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0403765 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0206787 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.101474 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.0745275 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.035949 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.15127 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.145798 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.310055 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.154308 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.199625 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.0698905 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.305101 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0176546 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.186345 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.412981 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.191268 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.23976 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.109079 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.544534 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.651881 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.503995 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.318088 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.14729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.18527 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.695305 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.552285 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.329175 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.283952 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.21248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.207283 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.250451 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.368067 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.514115 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.942234 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.480329 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.503925 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.12766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.0905973 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.16564 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.311544 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.352459 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.860608 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.931195 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.05893 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.782909 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.731726 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.591272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.432553 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0572648 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.245942 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.130454 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.470281 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.137118 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.1713 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.09942 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.12412 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.833195 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.812947 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.561781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.410781 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0995954 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.166639 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.00955795 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0511507 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.451241 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.206709 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.983147 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.03934 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.776668 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.584248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.398436 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.377926 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.18584 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0521548 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0703525 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.606901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.428413 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.147322 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.559461 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.17129 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.12412 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.83319 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.812943 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.564543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.405225 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.400443 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.132187 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0100356 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0483196 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.451714 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.502817 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.301131 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.205366 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.578232 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.523874 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0884429 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.121131 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0290824 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.320353 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.83319 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.812943 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.564543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.405225 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.400443 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.132187 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.210711 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0247841 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.451714 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.502817 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.301131 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.205366 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.538144 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.578232 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.523874 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.01473 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.00439 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.719828 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.619679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.390248 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.344427 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.23083 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.157937 # DEPENDENCYPART_GRANDPAR
