# _root_ Το Κάστρο βρίσκεται πάνω σε ένα γιγαντιαίο βράχο , κρεμασμένο πάνω από το πέλαγος , με πανοραμική θέα και αποτελεί ένα φυσικό φρούριο .
#goldHeads=2,19,19,3,4,8,8,5,10,3,10,11,14,12,10,2,18,16,0,19,23,23,20,0,
#predictedHeads=2,3,0,3,3,8,8,5,3,19,10,11,14,12,10,10,18,16,0,19,23,23,20,0,
(20,15),(20,24),-0.0653216 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0166839 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.00337322 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00887775 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.029154 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0113963 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0489139 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0594117 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0324028 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0743875 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.00849494 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0437733 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0484373 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00973426 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.00712249 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0180584 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0375378 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00805812 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0345396 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0518951 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0834521 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0790288 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0452783 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0278029 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.0226614 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.018506 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.460654 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0109962 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0540369 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0153253 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.00126787 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.157416 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0200701 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0482317 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0237492 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.102124 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.00117252 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0214898 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.129592 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0187332 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0130738 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0626587 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.022983 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0246029 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0134205 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.28078 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.00422367 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.142158 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.117683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.187677 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0166513 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.033562 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0483314 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.12367 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.081254 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0955926 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.0756254 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.16113 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.109887 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.259533 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.248043 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.141629 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.220258 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),0.0119767 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0903852 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.625521 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.147652 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.403903 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.279795 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.219824 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.245586 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.15821 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.597334 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0999974 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.190142 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.160561 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.14612 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.136238 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0601313 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.0613111 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.137856 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0419348 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.258595 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.220216 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.407917 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.197389 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.138928 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.196984 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),-0.0343321 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.0903852 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.625521 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.403903 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.279795 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.219824 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.239736 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.377226 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.332663 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0165709 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.427239 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.625429 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.00235803 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0155807 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.41427 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.405707 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.56998 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.202285 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.406123 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.393963 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.206468 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.0684261 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.0814864 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.294369 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.397628 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.890104 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.319201 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.0822091 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.180877 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.571414 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.608869 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.581173 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.292412 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.408099 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.000960439 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.561432 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.130913 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.224146 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.200301 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.179805 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.0867774 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.222998 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.206037 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.292538 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.0848646 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.0623173 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.377106 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.587708 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.14358 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.221502 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.164719 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.0320102 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.612428 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.638668 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.797242 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.363469 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.388706 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.672768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.781555 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.474436 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.550063 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.436187 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.141632 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.345994 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.745885 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.43861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.237374 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.47904 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0147734 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0814224 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.393398 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.133751 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.49407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.128441 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.504312 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.384913 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.202423 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.00328093 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.377271 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.23617 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.187982 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.295145 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.2781 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.504286 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.011131 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0829534 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.388362 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.187172 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.871283 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.26438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.195561 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.259016 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.45832 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.37003 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0977704 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.250789 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.242289 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.633778 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.58604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0810054 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.167407 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.633419 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0648733 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.691837 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.432616 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.50995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.102047 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.104942 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.600321 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0918337 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0258976 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.20781 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.154781 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.386179 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.187293 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.285672 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-1.12139 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.398018 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.201272 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.85511 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.431219 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.627289 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.43861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.232825 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.29731 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0154375 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0667167 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.519539 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.133751 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.463915 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.198325 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.324518 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.481393 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.149134 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.791174 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0566568 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.306761 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-1.30034 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.391252 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.119459 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.410798 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.229533 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.221146 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.115366 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-1.19268 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.214673 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.399215 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-1.10656 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.382537 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.652039 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.633778 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.58604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),0.167407 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.633419 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.0648733 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.33557 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.185883 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.415377 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.459178 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-1.25391 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.522662 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.159431 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-1.09864 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-1.06685 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.551452 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.202446 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.430903 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.160627 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-1.18078 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.358142 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.282203 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.839947 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.386503 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.646684 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-1.4747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.187963 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.198647 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.632882 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),0.0315447 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),0.0361246 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.551473 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.228612 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.103463 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-1.50691 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.448529 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.080778 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.178886 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-1.39243 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.470272 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.927131 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.996487 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.353804 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.690681 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-1.5198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),0.0920525 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),0.0908269 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.613044 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.0987247 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.600731 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.324522 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.299842 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.578799 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.166622 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.39927 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-1.37129 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.59959 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.155005 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.950585 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.4089 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.632774 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),-1.19166 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.17846 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),-1.12372 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.307223 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.946579 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.928721 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.633078 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-1.18647 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.549322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.3697 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.108501 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.19212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.362235 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.618703 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.608141 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.537097 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.585704 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.825061 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.87318 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.886907 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.649765 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.854817 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.433074 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.692557 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.16949 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.794478 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.560778 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.778389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0761887 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.124264 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0706239 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.216755 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.186025 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.349172 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),0.0284813 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.720184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0752083 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.12273 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.158423 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.244854 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.172338 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.42471 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.880263 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.59228 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.809381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0389109 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.124427 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.208529 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.237322 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.173934 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.362381 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.68572 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.582355 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.809099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0173374 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.247458 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.20704 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.401583 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.617732 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.532952 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.766813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0351223 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.195627 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.159444 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.231387 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.29378 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.37029 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.349802 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.336139 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.326084 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.32459 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.543683 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),0.00696391 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.28144 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.631183 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.435154 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.284464 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.454923 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.685923 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.298759 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.277141 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.498744 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.0516779 # DEPENDENCYPART_GRANDPAR
