# _root_ Πρότεινα να ξεκινήσει ο Πρόεδρός μας , παράλληλα με τις εργασίες της Συνέλευσης και σε συνεργασία με τα εθνικά κοινοβούλια , εκστρατεία με θέμα " Ας μιλήσουμε ανοιχτά " .
#goldHeads=0,3,1,5,3,5,14,14,8,11,9,13,11,3,14,15,16,20,20,17,14,3,22,23,27,27,24,27,27,0,
#predictedHeads=0,3,1,5,3,5,8,3,8,11,9,13,11,3,14,15,16,20,20,17,3,21,22,23,27,27,24,27,27,0,
(16,17),(17,22),-0.0915549 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.0645214 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.198998 # DEPENDENCYPART_GRANDPAR
(16,17),(17,29),-0.40562 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.286686 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0679023 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.224724 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.203054 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.97295 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.858493 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.947691 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.326048 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.14658 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.114142 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.323638 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.127301 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.308042 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.13524 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.321862 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.0645214 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.198998 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.565544 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.143457 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.40562 # DEPENDENCYPART_GRANDPAR
(16,27),(27,1),-0.848085 # DEPENDENCYPART_GRANDPAR
(16,27),(27,3),-1.19378 # DEPENDENCYPART_GRANDPAR
(16,27),(27,5),-1.37104 # DEPENDENCYPART_GRANDPAR
(16,27),(27,7),-0.766477 # DEPENDENCYPART_GRANDPAR
(16,27),(27,8),-0.703405 # DEPENDENCYPART_GRANDPAR
(16,27),(27,9),-0.665421 # DEPENDENCYPART_GRANDPAR
(16,27),(27,11),-0.995828 # DEPENDENCYPART_GRANDPAR
(16,27),(27,13),-0.827829 # DEPENDENCYPART_GRANDPAR
(16,27),(27,14),-0.560056 # DEPENDENCYPART_GRANDPAR
(16,27),(27,15),-0.53457 # DEPENDENCYPART_GRANDPAR
(16,27),(27,16),-0.708193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,27),(27,17),0.415424 # DEPENDENCYPART_GRANDPAR
(16,27),(27,19),-0.188968 # DEPENDENCYPART_GRANDPAR
(16,27),(27,20),-0.0278057 # DEPENDENCYPART_GRANDPAR
(16,27),(27,21),0.0193004 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),-0.320431 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),0.0483312 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.295278 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.198431 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.0350836 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.0303195 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.303525 # DEPENDENCYPART_GRANDPAR
(16,27),(27,30),-0.401419 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.18604 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.086458 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0771181 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.891473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.00302908 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),0.177203 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.194444 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.322998 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.214823 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.065323 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.935297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.563958 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.0785445 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.100096 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.759877 # DEPENDENCYPART_GRANDPAR
(17,16),(16,27),-0.566494 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),1.19633 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.760385 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.388738 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.193071 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.933414 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.908569 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.73792 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),1.26717 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.54193 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0263741 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.325381 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.237502 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.118348 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.802335 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.760784 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.771315 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.630579 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.733412 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.696755 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.597579 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.493138 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.420386 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.629471 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.267665 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.328797 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.0713597 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.0469354 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.908569 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),1.26717 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.54193 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.838208 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0753685 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.237502 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.118348 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.10263 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),0.0581083 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.0933394 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),0.0127915 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),1.27938 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.550554 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.480558 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.106877 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),0.0677069 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.0976386 # DEPENDENCYPART_GRANDPAR
(17,25),(25,5),-0.751548 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),0.440184 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.634343 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),0.262695 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.325809 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.0674171 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.10637 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.188464 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),-0.0482447 # DEPENDENCYPART_GRANDPAR
(17,29),(29,1),-0.784125 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.0632544 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.213531 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.018867 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.16913 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.09421 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.969167 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.942127 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.00686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.329708 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.472343 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.528848 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.289395 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.09421 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.942127 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.00686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.0318238 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.270996 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.528848 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.289395 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.377395 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.513808 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.353207 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.499615 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.94255 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-1.00596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,22),-0.340276 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.377446 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.511489 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.356187 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-1.05993 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.586413 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.500149 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.776309 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.210214 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.116366 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.234682 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.0839195 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.238981 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.36405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.388415 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.835813 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.534025 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.01458 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-1.34765 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.747597 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.99947 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.991141 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.651333 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.807666 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.39362 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.797414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.163319 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.0304342 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.282967 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.198439 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.24657 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.740546 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.509882 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.772175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.0986324 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.09631 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.323987 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.171264 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.155444 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.309479 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.285589 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.0311875 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.127238 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.109188 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.212777 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.17995 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.271937 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.327101 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.741014 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.510019 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.200324 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.178612 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.160561 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.319755 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.0774576 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),0.0355392 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.153818 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.0432015 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.00379965 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.0134464 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),-0.040218 # DEPENDENCYPART_GRANDPAR
(21,1),(1,14),-0.0481031 # DEPENDENCYPART_GRANDPAR
(21,1),(1,15),-0.0860222 # DEPENDENCYPART_GRANDPAR
(21,1),(1,17),0.0710081 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-0.998337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,25),-0.504713 # DEPENDENCYPART_GRANDPAR
(21,1),(1,28),-0.679638 # DEPENDENCYPART_GRANDPAR
(21,1),(1,29),-0.507382 # DEPENDENCYPART_GRANDPAR
(21,1),(1,30),-0.586113 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.13832 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.183303 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.0282114 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.150428 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.0432015 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.00436252 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.0148482 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.036828 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),-0.0322095 # DEPENDENCYPART_GRANDPAR
(21,3),(3,14),-0.0481349 # DEPENDENCYPART_GRANDPAR
(21,3),(3,15),-0.087409 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),-0.0137479 # DEPENDENCYPART_GRANDPAR
(21,3),(3,17),0.0696064 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-0.998337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,23),-0.324827 # DEPENDENCYPART_GRANDPAR
(21,3),(3,25),-0.504713 # DEPENDENCYPART_GRANDPAR
(21,3),(3,28),-0.679638 # DEPENDENCYPART_GRANDPAR
(21,3),(3,29),-0.507382 # DEPENDENCYPART_GRANDPAR
(21,3),(3,30),-0.586113 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.0727618 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.0624448 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),0.181753 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.33233 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.0937521 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),0.00713438 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),0.152867 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),0.0461944 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),0.0475442 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),0.0265361 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),0.0407265 # DEPENDENCYPART_GRANDPAR
(21,5),(5,17),0.237322 # DEPENDENCYPART_GRANDPAR
(21,5),(5,23),-0.317786 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.307071 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.296327 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.207772 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.100947 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.0485031 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.184641 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),0.182017 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.0217428 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.146075 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.00139208 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),0.0573891 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.356945 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),0.0651075 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),0.0477895 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),0.0266715 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.0408843 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),0.0583227 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.237485 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.120716 # DEPENDENCYPART_GRANDPAR
(21,11),(11,23),-0.317786 # DEPENDENCYPART_GRANDPAR
(21,11),(11,28),-0.635046 # DEPENDENCYPART_GRANDPAR
(21,11),(11,29),-0.531967 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),0.181526 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.357436 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),0.0847303 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.022806 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0266715 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.0408843 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.0583201 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),0.237485 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.0529726 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.115471 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.0260997 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.158744 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.0488146 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.094383 # DEPENDENCYPART_GRANDPAR
(21,15),(15,22),-0.236269 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.359529 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),0.0211908 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.108967 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.232963 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.0685417 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.153695 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.11693 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.317787 # DEPENDENCYPART_GRANDPAR
(21,16),(16,27),-0.523924 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.00385023 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.056564 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.251752 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.493327 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.356945 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.0237876 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.0855544 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0213858 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0919814 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.04316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.271526 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.317786 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.513101 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.517295 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.500865 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.395431 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.429226 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.625967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.1332 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.0668268 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.111846 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.0964995 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.20127 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.114515 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.596867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.230344 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.000247035 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.185213 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.192559 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.260682 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.187882 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.501287 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.395477 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.278488 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.114001 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.0962986 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.206353 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.591508 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.363111 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.407386 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.103492 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.0791456 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.138659 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.243188 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.27713 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.162186 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.403113 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.158148 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.25266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.517508 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.383913 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.315904 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.348454 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.432758 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.201217 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.00149792 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.31783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.29931 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.582683 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.392123 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.668231 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.549287 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.29307 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.474386 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.31381 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.251603 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.396841 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.120541 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.166257 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.23302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.223991 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.497873 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.633518 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.432176 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.737003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.209117 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.20684 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.533424 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.216487 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.334787 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.905146 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.7408 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.663917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,25),-0.172675 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.514035 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.264306 # DEPENDENCYPART_GRANDPAR
