# _root_ Υποστήριξη στις ΗΠΑ ως προς την πρόταση παραπομπής του Ιράν στο Συμβούλιο Ασφαλείας , εφόσον επαναληφθεί ο εμπλουτισμός ουρανίου ή παραβιαστούν καίριες δεσμεύσεις , πρόκειται να παράσχει η ΕΕ.
#goldHeads=27,1,2,1,4,7,5,7,10,8,8,11,12,15,27,20,18,16,18,15,20,23,21,25,0,27,25,29,27,
#predictedHeads=0,1,2,20,4,7,5,7,10,7,10,11,12,15,25,15,18,16,18,25,20,23,21,25,0,27,25,29,27,
(18,25),(25,26),-0.347911 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.39775 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.197658 # DEPENDENCYPART_GRANDPAR
(18,27),(27,1),-1.23227 # DEPENDENCYPART_GRANDPAR
(18,27),(27,2),-0.974116 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-0.985384 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-0.75306 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.49747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),0.69201 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.0394241 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.241755 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.00149934 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),0.118433 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.270039 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.0980682 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.553497 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.201753 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.22461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,9),-0.268294 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.168711 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.32455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.544713 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.824322 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.18469 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.03137 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-1.01817 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.975683 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.29619 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.827613 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.872011 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.251259 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.04556 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.913782 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.780279 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.767828 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.809411 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.904639 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.653743 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.597447 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.22117 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.59997 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.725116 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.6878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.200697 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.360993 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.21422 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.390523 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.38411 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.352688 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.23232 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.800266 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.875172 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.225947 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.982001 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.767923 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.738513 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.840767 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.14584 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.588601 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.661244 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.733669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.00953339 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.458873 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.155096 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.325784 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.443237 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.405788 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.699258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.14376 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.353029 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.485131 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.538109 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.665081 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.781108 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.667503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,21),-0.0792338 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.56533 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.451674 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.533816 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.866814 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.492836 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),0.0935865 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),0.0383202 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.0204915 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),0.14052 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),0.333221 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-0.918526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,3),-0.0146653 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),0.0796217 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.291026 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.05466 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.070458 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.105885 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.198714 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.0834795 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.108343 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.112523 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),0.127282 # DEPENDENCYPART_GRANDPAR
(20,4),(4,27),-0.595734 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.0246961 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),0.11297 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.140515 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.0242343 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.046268 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.184089 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.124112 # DEPENDENCYPART_GRANDPAR
(20,5),(5,24),-0.434025 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),0.0392861 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.134115 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.0619448 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.236464 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.109422 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),0.32927 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),0.036979 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.0193296 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.0756772 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),0.194072 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-0.918773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,1),-0.341117 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.0426671 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.12815 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.231856 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.232315 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.111442 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.333221 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),0.0393986 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.0169101 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.203585 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.0730772 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),0.196322 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),0.125091 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.249639 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.133685 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.326038 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.273047 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.0665775 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.125504 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.0362788 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.102996 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.203383 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),0.155426 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.307429 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.049036 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.0168964 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.183646 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.0556618 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.215439 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.918526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,6),0.123618 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.11141 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.336618 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.217584 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.147535 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.210733 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0808728 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.189545 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.439871 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.125655 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.0877434 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.330916 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.213279 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.0937093 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.0669375 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.251877 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.296119 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.0845198 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.225755 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.221144 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.893186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.117416 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.54376 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.548174 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.655365 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.243692 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),0.0779901 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),0.104638 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),0.0951697 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.12827 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.0170991 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.0177709 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),0.296317 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.0598569 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.098057 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.173744 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.094224 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0104325 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.26523 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.286116 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.831038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),0.0232343 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.261936 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.243891 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.391392 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.407526 # DEPENDENCYPART_GRANDPAR
(20,16),(16,27),-0.514628 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.231996 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.334089 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.072875 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.352319 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.918526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.110137 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.390262 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.411479 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.540895 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.64785 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.334089 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.072875 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.152544 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.918526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.110137 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.390262 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.411479 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.615656 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-0.427438 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.45598 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.385382 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.504152 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.374996 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.202194 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.474365 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.310818 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.384754 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.121996 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.101109 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.441697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.224882 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.124298 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.148637 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.036954 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.145329 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.205515 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.451443 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0308696 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.161592 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.0490882 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.509668 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.287321 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.266434 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.533474 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.179019 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.159183 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.0902279 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.862598 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.194953 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.249825 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.228938 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.019822 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0417335 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.248092 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-0.619993 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-0.431887 # DEPENDENCYPART_GRANDPAR
(20,25),(25,4),-0.460372 # DEPENDENCYPART_GRANDPAR
(20,25),(25,5),-0.38983 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-0.508489 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.206643 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.516427 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.315341 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.126333 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.105446 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.432976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.501504 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.119418 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.141326 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.179786 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.717723 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.130093 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.407051 # DEPENDENCYPART_GRANDPAR
(20,27),(27,1),-0.615656 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-0.427438 # DEPENDENCYPART_GRANDPAR
(20,27),(27,4),-0.45598 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-0.512028 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-0.121996 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.101109 # DEPENDENCYPART_GRANDPAR
(20,27),(27,21),0.492508 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.109977 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.134005 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.224587 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.067822 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.765082 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.404394 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.414979 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.35276 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.342215 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.24658 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.373082 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),-0.698467 # DEPENDENCYPART_GRANDPAR
(21,1),(1,20),0.0824394 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.452723 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.468819 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.424602 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.465375 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.392411 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.44324 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.996764 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.764466 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),-0.809234 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),-0.30751 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.476595 # DEPENDENCYPART_GRANDPAR
(21,4),(4,27),-1.00039 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.164101 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-1.44522 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.884515 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.651132 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.698701 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.42684 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.23372 # DEPENDENCYPART_GRANDPAR
(21,5),(5,24),-0.324855 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.518406 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-1.32236 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.523819 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-1.51294 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.35311 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.692266 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.568696 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),-0.584978 # DEPENDENCYPART_GRANDPAR
(21,7),(7,15),-0.11191 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),-0.255518 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),0.0902305 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-1.36403 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.930579 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.7002 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-1.58062 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.703768 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.675825 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.690965 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.67803 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.689791 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.449794 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-1.3349 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.619557 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-1.51291 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.921051 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.660516 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.422692 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.120733 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.265308 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.520154 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.445771 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.0704718 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.487117 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.894283 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.669305 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.484192 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.826818 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.7173 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.727553 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.464657 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.255964 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.366438 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.675668 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.51602 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.144718 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.74541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),0.347085 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),0.398922 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.161245 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.968434 # DEPENDENCYPART_GRANDPAR
(21,16),(16,27),-0.869829 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.349389 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-1.51049 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0420214 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.203528 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0824394 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.96739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),0.144012 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),0.136051 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-1.1904 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-1.09153 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-1.51049 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0420214 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.451456 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.0824392 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.96739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.144012 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),0.136051 # DEPENDENCYPART_GRANDPAR
