# _root_ In a stark lesson in the power of the appropriations committees , the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .
#goldHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,32,40,40,37,16,
#predictedHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,18,31,32,36,36,33,36,40,40,37,16,
(38,4),-6.87616 # DEPENDENCYPART_ARC
(38,5),-6.53085 # DEPENDENCYPART_ARC
(38,6),-5.68969 # DEPENDENCYPART_ARC
(38,7),-6.78444 # DEPENDENCYPART_ARC
(38,8),-5.51269 # DEPENDENCYPART_ARC
(38,9),-5.25787 # DEPENDENCYPART_ARC
(38,10),-5.75866 # DEPENDENCYPART_ARC
(38,11),-5.63727 # DEPENDENCYPART_ARC
(38,12),-5.10118 # DEPENDENCYPART_ARC
(38,13),-4.86941 # DEPENDENCYPART_ARC
(38,14),-5.39021 # DEPENDENCYPART_ARC
(38,15),-5.07116 # DEPENDENCYPART_ARC
(38,16),-4.69526 # DEPENDENCYPART_ARC
(38,17),-4.59892 # DEPENDENCYPART_ARC
(38,18),-5.23214 # DEPENDENCYPART_ARC
(38,19),-4.32577 # DEPENDENCYPART_ARC
(38,20),-4.60662 # DEPENDENCYPART_ARC
(38,21),-4.2736 # DEPENDENCYPART_ARC
(38,22),-3.87161 # DEPENDENCYPART_ARC
(38,23),-4.33061 # DEPENDENCYPART_ARC
(38,24),-3.88772 # DEPENDENCYPART_ARC
(38,25),-4.02745 # DEPENDENCYPART_ARC
(38,26),-3.67601 # DEPENDENCYPART_ARC
(38,27),-3.86183 # DEPENDENCYPART_ARC
(38,28),-3.98495 # DEPENDENCYPART_ARC
(38,29),-3.50591 # DEPENDENCYPART_ARC
(38,30),-2.56121 # DEPENDENCYPART_ARC
(38,31),-3.18742 # DEPENDENCYPART_ARC
(38,32),-3.10616 # DEPENDENCYPART_ARC
(38,33),-2.69454 # DEPENDENCYPART_ARC
(38,34),-1.90984 # DEPENDENCYPART_ARC
(38,35),-2.58523 # DEPENDENCYPART_ARC
(38,36),-2.62799 # DEPENDENCYPART_ARC
(38,37),-1.38444 # DEPENDENCYPART_ARC
(38,39),-0.692701 # DEPENDENCYPART_ARC
(38,40),-0.499974 # DEPENDENCYPART_ARC
(38,41),-1.56318 # DEPENDENCYPART_ARC
(39,1),-5.91808 # DEPENDENCYPART_ARC
(39,2),-9.80064 # DEPENDENCYPART_ARC
(39,3),-9.87383 # DEPENDENCYPART_ARC
(39,4),-11.1143 # DEPENDENCYPART_ARC
(39,5),-5.55153 # DEPENDENCYPART_ARC
(39,6),-12.3533 # DEPENDENCYPART_ARC
(39,7),-9.67232 # DEPENDENCYPART_ARC
(39,8),-5.05809 # DEPENDENCYPART_ARC
(39,9),-10.6894 # DEPENDENCYPART_ARC
(39,10),-5.9127 # DEPENDENCYPART_ARC
(39,11),-6.49475 # DEPENDENCYPART_ARC
(39,12),-5.74242 # DEPENDENCYPART_ARC
(39,13),-9.27329 # DEPENDENCYPART_ARC
(39,14),-10.9115 # DEPENDENCYPART_ARC
(39,15),-5.11185 # DEPENDENCYPART_ARC
(39,16),-4.90682 # DEPENDENCYPART_ARC
(39,17),-6.36699 # DEPENDENCYPART_ARC
(39,18),-7.66962 # DEPENDENCYPART_ARC
(39,19),-3.87682 # DEPENDENCYPART_ARC
(39,20),-4.55986 # DEPENDENCYPART_ARC
(39,21),-4.23149 # DEPENDENCYPART_ARC
(39,22),-4.23437 # DEPENDENCYPART_ARC
(39,23),-4.15124 # DEPENDENCYPART_ARC
(39,24),-3.70771 # DEPENDENCYPART_ARC
(39,25),-6.1994 # DEPENDENCYPART_ARC
(39,26),-2.68021 # DEPENDENCYPART_ARC
(39,27),-5.97223 # DEPENDENCYPART_ARC
(39,28),-3.71833 # DEPENDENCYPART_ARC
(39,29),-4.07556 # DEPENDENCYPART_ARC
(39,30),-2.14802 # DEPENDENCYPART_ARC
(39,31),-2.86968 # DEPENDENCYPART_ARC
(39,32),-2.71885 # DEPENDENCYPART_ARC
(39,33),-1.85346 # DEPENDENCYPART_ARC
(39,34),-0.409626 # DEPENDENCYPART_ARC
(39,35),-0.70702 # DEPENDENCYPART_ARC
(39,36),-1.43609 # DEPENDENCYPART_ARC
(39,37),-0.330944 # DEPENDENCYPART_ARC
(39,38),2.57733 # DEPENDENCYPART_ARC
(39,40),0.724512 # DEPENDENCYPART_ARC
(39,41),-0.608084 # DEPENDENCYPART_ARC
(40,1),-4.39792 # DEPENDENCYPART_ARC
(40,2),-11.1357 # DEPENDENCYPART_ARC
(40,3),-9.61695 # DEPENDENCYPART_ARC
(40,4),-14.4442 # DEPENDENCYPART_ARC
(40,5),-4.14598 # DEPENDENCYPART_ARC
(40,6),-13.4054 # DEPENDENCYPART_ARC
(40,7),-12.8343 # DEPENDENCYPART_ARC
(40,8),-3.52726 # DEPENDENCYPART_ARC
(40,9),-11.2312 # DEPENDENCYPART_ARC
(40,10),-3.92895 # DEPENDENCYPART_ARC
(40,11),-5.27353 # DEPENDENCYPART_ARC
(40,12),-4.35841 # DEPENDENCYPART_ARC
(40,13),-9.3195 # DEPENDENCYPART_ARC
(40,14),-10.4591 # DEPENDENCYPART_ARC
(40,15),-6.50316 # DEPENDENCYPART_ARC
(40,16),-2.56068 # DEPENDENCYPART_ARC
(40,17),-5.36882 # DEPENDENCYPART_ARC
(40,18),-7.68613 # DEPENDENCYPART_ARC
(40,19),-2.40646 # DEPENDENCYPART_ARC
(40,20),-2.97408 # DEPENDENCYPART_ARC
(40,21),-3.00073 # DEPENDENCYPART_ARC
(40,22),-1.8168 # DEPENDENCYPART_ARC
(40,23),-2.8278 # DEPENDENCYPART_ARC
(40,24),-1.75577 # DEPENDENCYPART_ARC
(40,25),-5.2453 # DEPENDENCYPART_ARC
(40,26),-2.28978 # DEPENDENCYPART_ARC
(40,27),-4.75539 # DEPENDENCYPART_ARC
(40,28),-0.732309 # DEPENDENCYPART_ARC
(40,29),-3.94629 # DEPENDENCYPART_ARC
(40,30),-0.102383 # DEPENDENCYPART_ARC
(40,31),-0.857204 # DEPENDENCYPART_ARC
(40,32),-0.89432 # DEPENDENCYPART_ARC
(40,33),0.172986 # DEPENDENCYPART_ARC
(40,34),1.05401 # DEPENDENCYPART_ARC
(40,35),0.822809 # DEPENDENCYPART_ARC
(40,36),-0.591806 # DEPENDENCYPART_ARC
(40,37),1.05234 # DEPENDENCYPART_ARC
(40,38),4.84964 # DEPENDENCYPART_ARC
(40,39),4.44843 # DEPENDENCYPART_ARC
(40,41),0.250702 # DEPENDENCYPART_ARC
(41,1),-5.65238 # DEPENDENCYPART_ARC
(41,2),-4.65527 # DEPENDENCYPART_ARC
(41,3),-4.3683 # DEPENDENCYPART_ARC
(41,4),-3.13873 # DEPENDENCYPART_ARC
(41,5),-5.15422 # DEPENDENCYPART_ARC
(41,6),-3.83881 # DEPENDENCYPART_ARC
(41,7),-3.38549 # DEPENDENCYPART_ARC
(41,8),-4.59516 # DEPENDENCYPART_ARC
(41,9),-3.62324 # DEPENDENCYPART_ARC
(41,10),-3.33459 # DEPENDENCYPART_ARC
(41,11),-2.8842 # DEPENDENCYPART_ARC
(41,12),-2.30052 # DEPENDENCYPART_ARC
(41,13),-3.0568 # DEPENDENCYPART_ARC
(41,14),-3.26858 # DEPENDENCYPART_ARC
(41,15),-2.94171 # DEPENDENCYPART_ARC
(41,16),-2.25188 # DEPENDENCYPART_ARC
(41,17),-3.22193 # DEPENDENCYPART_ARC
(41,18),-2.66998 # DEPENDENCYPART_ARC
(41,19),-2.82223 # DEPENDENCYPART_ARC
(41,20),-2.54993 # DEPENDENCYPART_ARC
(41,21),-2.11082 # DEPENDENCYPART_ARC
(41,22),-2.49994 # DEPENDENCYPART_ARC
(41,23),-2.15089 # DEPENDENCYPART_ARC
(41,24),-2.52086 # DEPENDENCYPART_ARC
(41,25),-2.11536 # DEPENDENCYPART_ARC
(41,26),-1.19781 # DEPENDENCYPART_ARC
(41,27),-2.03762 # DEPENDENCYPART_ARC
(41,28),-1.59745 # DEPENDENCYPART_ARC
(41,29),-1.69848 # DEPENDENCYPART_ARC
(41,30),-0.677388 # DEPENDENCYPART_ARC
(41,31),-0.841691 # DEPENDENCYPART_ARC
(41,32),-1.12565 # DEPENDENCYPART_ARC
(41,33),-1.58861 # DEPENDENCYPART_ARC
(41,34),-0.761615 # DEPENDENCYPART_ARC
(41,35),-1.10608 # DEPENDENCYPART_ARC
(41,36),-1.2707 # DEPENDENCYPART_ARC
(41,37),-1.1699 # DEPENDENCYPART_ARC
(41,38),-0.223631 # DEPENDENCYPART_ARC
(41,39),-1.10358 # DEPENDENCYPART_ARC
(41,40),-1.32541 # DEPENDENCYPART_ARC
