# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,6,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(5,13),(3,12),-0.067448 # DEPENDENCYPART_HEADBIGRAM
(5,13),(5,12),0.0608384 # DEPENDENCYPART_HEADBIGRAM
(5,13),(6,12),0.0837641 # DEPENDENCYPART_HEADBIGRAM
(5,13),(9,12),0.0812035 # DEPENDENCYPART_HEADBIGRAM
(5,13),(10,12),0.0883166 # DEPENDENCYPART_HEADBIGRAM
(5,13),(11,12),0.107062 # DEPENDENCYPART_HEADBIGRAM
(5,13),(13,12),0.174067 # DEPENDENCYPART_HEADBIGRAM
(5,13),(15,12),0.168035 # DEPENDENCYPART_HEADBIGRAM
(5,13),(17,12),0.17165 # DEPENDENCYPART_HEADBIGRAM
(5,15),(6,14),0.0722349 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.0681814 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.0638135 # DEPENDENCYPART_HEADBIGRAM
(5,15),(15,14),0.16935 # DEPENDENCYPART_HEADBIGRAM
(5,15),(16,14),0.170444 # DEPENDENCYPART_HEADBIGRAM
(5,15),(17,14),0.168322 # DEPENDENCYPART_HEADBIGRAM
(5,18),(1,17),-0.061097 # DEPENDENCYPART_HEADBIGRAM
(5,18),(3,17),-0.0610981 # DEPENDENCYPART_HEADBIGRAM
(5,18),(6,17),0.078877 # DEPENDENCYPART_HEADBIGRAM
(5,18),(11,17),0.0749318 # DEPENDENCYPART_HEADBIGRAM
(5,18),(14,17),0.0751675 # DEPENDENCYPART_HEADBIGRAM
(5,18),(15,17),0.10237 # DEPENDENCYPART_HEADBIGRAM
(5,18),(16,17),0.0828741 # DEPENDENCYPART_HEADBIGRAM
(5,18),(18,17),0.174156 # DEPENDENCYPART_HEADBIGRAM
(5,18),(19,17),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,19),(1,18),-0.0645228 # DEPENDENCYPART_HEADBIGRAM
(5,19),(3,18),-0.080458 # DEPENDENCYPART_HEADBIGRAM
(5,19),(5,18),0.133263 # DEPENDENCYPART_HEADBIGRAM
(5,19),(6,18),0.0668112 # DEPENDENCYPART_HEADBIGRAM
(5,19),(9,18),0.0916117 # DEPENDENCYPART_HEADBIGRAM
(5,19),(10,18),0.0915752 # DEPENDENCYPART_HEADBIGRAM
(5,19),(11,18),0.081408 # DEPENDENCYPART_HEADBIGRAM
(5,19),(15,18),0.0704371 # DEPENDENCYPART_HEADBIGRAM
(5,19),(17,18),0.0697302 # DEPENDENCYPART_HEADBIGRAM
(5,19),(19,18),0.174183 # DEPENDENCYPART_HEADBIGRAM
(6,2),(0,1),-0.19871 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.0861395 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.0833675 # DEPENDENCYPART_HEADBIGRAM
(6,2),(4,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.0980939 # DEPENDENCYPART_HEADBIGRAM
(6,2),(10,1),0.0990161 # DEPENDENCYPART_HEADBIGRAM
(6,2),(11,1),0.102631 # DEPENDENCYPART_HEADBIGRAM
(6,2),(15,1),0.0973667 # DEPENDENCYPART_HEADBIGRAM
(6,2),(17,1),0.0998362 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.200081 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.0694923 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.086018 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.0772383 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.0900062 # DEPENDENCYPART_HEADBIGRAM
(6,3),(10,2),0.0983134 # DEPENDENCYPART_HEADBIGRAM
(6,3),(11,2),0.0984459 # DEPENDENCYPART_HEADBIGRAM
(6,3),(15,2),0.0988277 # DEPENDENCYPART_HEADBIGRAM
(6,3),(17,2),0.0987709 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.184375 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.183301 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.183293 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0861748 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.0860478 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.0995606 # DEPENDENCYPART_HEADBIGRAM
(6,4),(10,3),0.0785811 # DEPENDENCYPART_HEADBIGRAM
(6,4),(11,3),0.078583 # DEPENDENCYPART_HEADBIGRAM
(6,4),(15,3),0.0919301 # DEPENDENCYPART_HEADBIGRAM
(6,4),(17,3),0.0919297 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.182434 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.181064 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),0.0167644 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0554634 # DEPENDENCYPART_HEADBIGRAM
(6,5),(10,4),0.0684474 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),0.229594 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0710859 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0616499 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.076753 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.0442347 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0627536 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.173449 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.170549 # DEPENDENCYPART_HEADBIGRAM
(6,7),(15,6),0.182954 # DEPENDENCYPART_HEADBIGRAM
(6,7),(17,6),0.174074 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0629781 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0619063 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0621294 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0743862 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0259751 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.173725 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.160618 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.173742 # DEPENDENCYPART_HEADBIGRAM
(6,8),(15,7),0.173981 # DEPENDENCYPART_HEADBIGRAM
(6,8),(17,7),0.17931 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0489437 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.191708 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.132711 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.142379 # DEPENDENCYPART_HEADBIGRAM
(6,9),(15,8),0.171026 # DEPENDENCYPART_HEADBIGRAM
(6,10),(1,9),-0.0636769 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0626361 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.147355 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0914042 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.312551 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.170638 # DEPENDENCYPART_HEADBIGRAM
(6,10),(15,9),0.184869 # DEPENDENCYPART_HEADBIGRAM
(6,11),(1,10),-0.0619442 # DEPENDENCYPART_HEADBIGRAM
(6,11),(3,10),-0.0613198 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0681087 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.0547542 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.105236 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.322946 # DEPENDENCYPART_HEADBIGRAM
(6,11),(13,10),0.17767 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.177674 # DEPENDENCYPART_HEADBIGRAM
(6,11),(15,10),0.177346 # DEPENDENCYPART_HEADBIGRAM
(6,11),(17,10),0.16734 # DEPENDENCYPART_HEADBIGRAM
(6,12),(0,11),-0.104349 # DEPENDENCYPART_HEADBIGRAM
(6,12),(1,11),-0.0586093 # DEPENDENCYPART_HEADBIGRAM
(6,12),(3,11),-0.0611898 # DEPENDENCYPART_HEADBIGRAM
(6,12),(5,11),-0.0546239 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.0548127 # DEPENDENCYPART_HEADBIGRAM
(6,12),(8,11),0.0830582 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.0708061 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.0715725 # DEPENDENCYPART_HEADBIGRAM
(6,12),(15,11),0.174259 # DEPENDENCYPART_HEADBIGRAM
(6,12),(17,11),0.172719 # DEPENDENCYPART_HEADBIGRAM
(6,13),(1,12),-0.0632405 # DEPENDENCYPART_HEADBIGRAM
(6,13),(3,12),-0.0578515 # DEPENDENCYPART_HEADBIGRAM
(6,13),(5,12),-0.0573709 # DEPENDENCYPART_HEADBIGRAM
(6,13),(6,12),0.0954265 # DEPENDENCYPART_HEADBIGRAM
(6,13),(9,12),0.079952 # DEPENDENCYPART_HEADBIGRAM
(6,13),(10,12),0.0871513 # DEPENDENCYPART_HEADBIGRAM
(6,13),(11,12),0.076953 # DEPENDENCYPART_HEADBIGRAM
(6,13),(13,12),0.172737 # DEPENDENCYPART_HEADBIGRAM
(6,13),(15,12),0.181671 # DEPENDENCYPART_HEADBIGRAM
(6,13),(17,12),0.170888 # DEPENDENCYPART_HEADBIGRAM
(6,14),(1,13),-0.0613322 # DEPENDENCYPART_HEADBIGRAM
(6,14),(3,13),-0.0222633 # DEPENDENCYPART_HEADBIGRAM
(6,14),(5,13),-0.0551697 # DEPENDENCYPART_HEADBIGRAM
(6,14),(6,13),0.0473551 # DEPENDENCYPART_HEADBIGRAM
(6,14),(9,13),0.0782551 # DEPENDENCYPART_HEADBIGRAM
(6,14),(10,13),0.078315 # DEPENDENCYPART_HEADBIGRAM
(6,14),(11,13),0.135842 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.174004 # DEPENDENCYPART_HEADBIGRAM
(6,14),(15,13),0.162392 # DEPENDENCYPART_HEADBIGRAM
(6,14),(17,13),0.173913 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.103149 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.0701747 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.0638136 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.195202 # DEPENDENCYPART_HEADBIGRAM
(6,15),(16,14),0.170448 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.168416 # DEPENDENCYPART_HEADBIGRAM
(6,16),(0,15),-0.0500726 # DEPENDENCYPART_HEADBIGRAM
(6,16),(1,15),-0.0612136 # DEPENDENCYPART_HEADBIGRAM
(6,16),(3,15),-0.0615797 # DEPENDENCYPART_HEADBIGRAM
(6,16),(5,15),-0.0613283 # DEPENDENCYPART_HEADBIGRAM
(6,16),(6,15),0.0690473 # DEPENDENCYPART_HEADBIGRAM
(6,16),(8,15),0.0722823 # DEPENDENCYPART_HEADBIGRAM
(6,16),(9,15),0.0722504 # DEPENDENCYPART_HEADBIGRAM
(6,16),(10,15),0.0698986 # DEPENDENCYPART_HEADBIGRAM
(6,16),(11,15),0.0696104 # DEPENDENCYPART_HEADBIGRAM
(6,16),(13,15),0.0684229 # DEPENDENCYPART_HEADBIGRAM
(6,17),(1,16),-0.0610947 # DEPENDENCYPART_HEADBIGRAM
(6,17),(3,16),-0.0617675 # DEPENDENCYPART_HEADBIGRAM
(6,17),(6,16),0.0799578 # DEPENDENCYPART_HEADBIGRAM
(6,17),(11,16),0.0698081 # DEPENDENCYPART_HEADBIGRAM
(6,17),(14,16),0.0637266 # DEPENDENCYPART_HEADBIGRAM
(6,17),(15,16),0.0609559 # DEPENDENCYPART_HEADBIGRAM
(6,17),(17,16),0.206997 # DEPENDENCYPART_HEADBIGRAM
(6,18),(1,17),-0.0618501 # DEPENDENCYPART_HEADBIGRAM
(6,18),(3,17),-0.0613113 # DEPENDENCYPART_HEADBIGRAM
(6,18),(6,17),0.0783104 # DEPENDENCYPART_HEADBIGRAM
(6,18),(11,17),0.0745053 # DEPENDENCYPART_HEADBIGRAM
(6,18),(14,17),0.0751675 # DEPENDENCYPART_HEADBIGRAM
(6,18),(15,17),0.0834072 # DEPENDENCYPART_HEADBIGRAM
(6,18),(16,17),0.125343 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.173949 # DEPENDENCYPART_HEADBIGRAM
(6,18),(19,17),0.174295 # DEPENDENCYPART_HEADBIGRAM
(6,19),(1,18),-0.0642434 # DEPENDENCYPART_HEADBIGRAM
(6,19),(3,18),-0.0622868 # DEPENDENCYPART_HEADBIGRAM
(6,19),(5,18),-0.0600071 # DEPENDENCYPART_HEADBIGRAM
(6,19),(6,18),0.198964 # DEPENDENCYPART_HEADBIGRAM
(6,19),(9,18),0.100747 # DEPENDENCYPART_HEADBIGRAM
(6,19),(10,18),0.100731 # DEPENDENCYPART_HEADBIGRAM
(6,19),(11,18),0.0987008 # DEPENDENCYPART_HEADBIGRAM
(6,19),(15,18),0.0614347 # DEPENDENCYPART_HEADBIGRAM
(6,19),(17,18),0.0710056 # DEPENDENCYPART_HEADBIGRAM
(6,19),(19,18),0.174282 # DEPENDENCYPART_HEADBIGRAM
(8,7),(0,6),-0.207496 # DEPENDENCYPART_HEADBIGRAM
(8,7),(1,6),-0.212341 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.2127 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.212341 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.185216 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.185216 # DEPENDENCYPART_HEADBIGRAM
(8,7),(10,6),0.103621 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.103621 # DEPENDENCYPART_HEADBIGRAM
(8,7),(15,6),0.0996618 # DEPENDENCYPART_HEADBIGRAM
(8,7),(17,6),0.0986266 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0661635 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.113904 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.185725 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.202481 # DEPENDENCYPART_HEADBIGRAM
(8,9),(15,8),0.169767 # DEPENDENCYPART_HEADBIGRAM
(8,11),(1,10),-0.0613109 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0617783 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.0627921 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0621631 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.117346 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.368361 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.177674 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.177674 # DEPENDENCYPART_HEADBIGRAM
(8,11),(15,10),0.177429 # DEPENDENCYPART_HEADBIGRAM
(8,11),(17,10),0.168552 # DEPENDENCYPART_HEADBIGRAM
(8,15),(6,14),-0.0614603 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0702813 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.0638449 # DEPENDENCYPART_HEADBIGRAM
(8,15),(15,14),0.165722 # DEPENDENCYPART_HEADBIGRAM
(8,15),(16,14),0.170447 # DEPENDENCYPART_HEADBIGRAM
(8,15),(17,14),0.168465 # DEPENDENCYPART_HEADBIGRAM
(9,8),(1,7),-0.261192 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.212257 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.347821 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.198988 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.225176 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.109055 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.203694 # DEPENDENCYPART_HEADBIGRAM
(9,8),(11,7),0.270416 # DEPENDENCYPART_HEADBIGRAM
(9,8),(15,7),0.0142044 # DEPENDENCYPART_HEADBIGRAM
(9,8),(17,7),0.0103364 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),-0.0472761 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0926753 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.13201 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0882179 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.0216755 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.184288 # DEPENDENCYPART_HEADBIGRAM
(9,10),(15,9),0.16036 # DEPENDENCYPART_HEADBIGRAM
(9,11),(1,10),-0.0611531 # DEPENDENCYPART_HEADBIGRAM
(9,11),(3,10),-0.0642793 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.059989 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0626686 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.0481004 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.281566 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.173872 # DEPENDENCYPART_HEADBIGRAM
(9,11),(14,10),0.173893 # DEPENDENCYPART_HEADBIGRAM
(9,11),(15,10),0.173864 # DEPENDENCYPART_HEADBIGRAM
(9,11),(17,10),0.170685 # DEPENDENCYPART_HEADBIGRAM
(9,12),(0,11),-0.0609086 # DEPENDENCYPART_HEADBIGRAM
(9,12),(1,11),-0.0631358 # DEPENDENCYPART_HEADBIGRAM
(9,12),(3,11),-0.0640811 # DEPENDENCYPART_HEADBIGRAM
(9,12),(5,11),-0.0619052 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.0638354 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.056281 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0705541 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.0877108 # DEPENDENCYPART_HEADBIGRAM
(9,12),(15,11),0.173246 # DEPENDENCYPART_HEADBIGRAM
(9,12),(17,11),0.173073 # DEPENDENCYPART_HEADBIGRAM
(9,13),(1,12),-0.0709289 # DEPENDENCYPART_HEADBIGRAM
(9,13),(3,12),-0.0690234 # DEPENDENCYPART_HEADBIGRAM
(9,13),(5,12),-0.0594384 # DEPENDENCYPART_HEADBIGRAM
(9,13),(6,12),-0.0736561 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.0569274 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.0733214 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.0920668 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.174041 # DEPENDENCYPART_HEADBIGRAM
(9,13),(15,12),0.168417 # DEPENDENCYPART_HEADBIGRAM
(9,13),(17,12),0.172032 # DEPENDENCYPART_HEADBIGRAM
(9,15),(6,14),-0.0612968 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.0681814 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.0638135 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.169229 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.170444 # DEPENDENCYPART_HEADBIGRAM
(9,15),(17,14),0.168322 # DEPENDENCYPART_HEADBIGRAM
(9,18),(1,17),-0.0610817 # DEPENDENCYPART_HEADBIGRAM
(9,18),(3,17),-0.0610827 # DEPENDENCYPART_HEADBIGRAM
(9,18),(6,17),-0.0578653 # DEPENDENCYPART_HEADBIGRAM
(9,18),(11,17),0.0724187 # DEPENDENCYPART_HEADBIGRAM
(9,18),(14,17),0.0730066 # DEPENDENCYPART_HEADBIGRAM
(9,18),(15,17),0.111469 # DEPENDENCYPART_HEADBIGRAM
(9,18),(16,17),0.0919737 # DEPENDENCYPART_HEADBIGRAM
(9,18),(18,17),0.174258 # DEPENDENCYPART_HEADBIGRAM
(9,18),(19,17),0.174199 # DEPENDENCYPART_HEADBIGRAM
(9,19),(1,18),-0.0712997 # DEPENDENCYPART_HEADBIGRAM
(9,19),(3,18),-0.0872349 # DEPENDENCYPART_HEADBIGRAM
(9,19),(5,18),-0.0713244 # DEPENDENCYPART_HEADBIGRAM
(9,19),(6,18),-0.0902436 # DEPENDENCYPART_HEADBIGRAM
(9,19),(9,18),0.0859884 # DEPENDENCYPART_HEADBIGRAM
(9,19),(10,18),0.0716265 # DEPENDENCYPART_HEADBIGRAM
(9,19),(11,18),0.0614593 # DEPENDENCYPART_HEADBIGRAM
(9,19),(15,18),0.0889848 # DEPENDENCYPART_HEADBIGRAM
(9,19),(17,18),0.0765598 # DEPENDENCYPART_HEADBIGRAM
(9,19),(19,18),0.17418 # DEPENDENCYPART_HEADBIGRAM
(10,2),(0,1),-0.195491 # DEPENDENCYPART_HEADBIGRAM
(10,2),(2,1),-0.0860331 # DEPENDENCYPART_HEADBIGRAM
(10,2),(3,1),-0.0870762 # DEPENDENCYPART_HEADBIGRAM
(10,2),(4,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(10,2),(5,1),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(10,2),(6,1),-0.0860186 # DEPENDENCYPART_HEADBIGRAM
(10,2),(10,1),0.0990162 # DEPENDENCYPART_HEADBIGRAM
(10,2),(11,1),0.0979581 # DEPENDENCYPART_HEADBIGRAM
(10,2),(15,1),0.0988093 # DEPENDENCYPART_HEADBIGRAM
(10,2),(17,1),0.0990142 # DEPENDENCYPART_HEADBIGRAM
(10,3),(1,2),-0.19908 # DEPENDENCYPART_HEADBIGRAM
(10,3),(3,2),-0.0106952 # DEPENDENCYPART_HEADBIGRAM
(10,3),(4,2),-0.0860198 # DEPENDENCYPART_HEADBIGRAM
(10,3),(5,2),-0.0860261 # DEPENDENCYPART_HEADBIGRAM
(10,3),(6,2),-0.0861416 # DEPENDENCYPART_HEADBIGRAM
(10,3),(10,2),0.092383 # DEPENDENCYPART_HEADBIGRAM
(10,3),(11,2),0.0981897 # DEPENDENCYPART_HEADBIGRAM
(10,3),(15,2),0.0988327 # DEPENDENCYPART_HEADBIGRAM
(10,3),(17,2),0.0977737 # DEPENDENCYPART_HEADBIGRAM
(10,4),(0,3),-0.0909138 # DEPENDENCYPART_HEADBIGRAM
(10,4),(1,3),-0.219342 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.211406 # DEPENDENCYPART_HEADBIGRAM
(10,4),(4,3),-0.0864249 # DEPENDENCYPART_HEADBIGRAM
(10,4),(5,3),-0.10983 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.0781223 # DEPENDENCYPART_HEADBIGRAM
(10,4),(10,3),0.0978881 # DEPENDENCYPART_HEADBIGRAM
(10,4),(11,3),0.130368 # DEPENDENCYPART_HEADBIGRAM
(10,4),(15,3),0.0887014 # DEPENDENCYPART_HEADBIGRAM
(10,4),(17,3),0.0905195 # DEPENDENCYPART_HEADBIGRAM
(10,5),(1,4),-0.191142 # DEPENDENCYPART_HEADBIGRAM
(10,5),(3,4),-0.177292 # DEPENDENCYPART_HEADBIGRAM
(10,5),(5,4),-0.028019 # DEPENDENCYPART_HEADBIGRAM
(10,5),(6,4),-0.0915441 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.188815 # DEPENDENCYPART_HEADBIGRAM
(10,6),(1,5),-0.196179 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.196039 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.198211 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.0494554 # DEPENDENCYPART_HEADBIGRAM
(10,6),(10,5),0.102985 # DEPENDENCYPART_HEADBIGRAM
(10,6),(11,5),0.0970776 # DEPENDENCYPART_HEADBIGRAM
(10,6),(15,5),0.0980055 # DEPENDENCYPART_HEADBIGRAM
(10,6),(17,5),0.0993301 # DEPENDENCYPART_HEADBIGRAM
(10,7),(0,6),-0.234321 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.179861 # DEPENDENCYPART_HEADBIGRAM
(10,7),(2,6),-0.179829 # DEPENDENCYPART_HEADBIGRAM
(10,7),(3,6),-0.179891 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.20293 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.20616 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.11425 # DEPENDENCYPART_HEADBIGRAM
(10,7),(11,6),0.0989108 # DEPENDENCYPART_HEADBIGRAM
(10,7),(15,6),0.0983998 # DEPENDENCYPART_HEADBIGRAM
(10,7),(17,6),0.0987883 # DEPENDENCYPART_HEADBIGRAM
(10,8),(1,7),-0.257303 # DEPENDENCYPART_HEADBIGRAM
(10,8),(2,7),-0.212257 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.351293 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.20379 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.229788 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.109055 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.143496 # DEPENDENCYPART_HEADBIGRAM
(10,8),(11,7),0.261235 # DEPENDENCYPART_HEADBIGRAM
(10,8),(15,7),0.0148422 # DEPENDENCYPART_HEADBIGRAM
(10,8),(17,7),0.0100821 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.180765 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.0655276 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.153131 # DEPENDENCYPART_HEADBIGRAM
(10,9),(11,8),0.0641103 # DEPENDENCYPART_HEADBIGRAM
(10,9),(15,8),0.101412 # DEPENDENCYPART_HEADBIGRAM
(10,11),(1,10),-0.0562813 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),-0.10928 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.0655968 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.087339 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),0.00806155 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),0.00291445 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.207136 # DEPENDENCYPART_HEADBIGRAM
(10,11),(14,10),0.207211 # DEPENDENCYPART_HEADBIGRAM
(10,11),(15,10),0.196984 # DEPENDENCYPART_HEADBIGRAM
(10,11),(17,10),0.153798 # DEPENDENCYPART_HEADBIGRAM
(10,12),(0,11),-0.0696219 # DEPENDENCYPART_HEADBIGRAM
(10,12),(1,11),-0.0626206 # DEPENDENCYPART_HEADBIGRAM
(10,12),(3,11),-0.0635659 # DEPENDENCYPART_HEADBIGRAM
