# _root_ In fact , Lever Bros. confirms that its Sunlight brand does contain chlorine bleach , even though it is n't listed on the label for the powder version .
#goldHeads=6,1,6,6,4,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,24,28,28,25,6,
#predictedHeads=6,1,6,5,6,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,21,28,28,25,6,
(11,15),(19,14),0.146667 # DEPENDENCYPART_HEADBIGRAM
(11,16),(2,15),-0.0627876 # DEPENDENCYPART_HEADBIGRAM
(11,16),(6,15),-0.07925 # DEPENDENCYPART_HEADBIGRAM
(11,16),(7,15),-0.0849302 # DEPENDENCYPART_HEADBIGRAM
(11,16),(10,15),-0.0581932 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.0285928 # DEPENDENCYPART_HEADBIGRAM
(11,16),(12,15),0.0848277 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.0575745 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.20312 # DEPENDENCYPART_HEADBIGRAM
(11,16),(17,15),0.162114 # DEPENDENCYPART_HEADBIGRAM
(11,16),(19,15),0.154071 # DEPENDENCYPART_HEADBIGRAM
(11,17),(6,16),-0.0719491 # DEPENDENCYPART_HEADBIGRAM
(11,17),(7,16),-0.0627048 # DEPENDENCYPART_HEADBIGRAM
(11,17),(10,16),-0.0658755 # DEPENDENCYPART_HEADBIGRAM
(11,17),(11,16),0.0985312 # DEPENDENCYPART_HEADBIGRAM
(11,17),(12,16),0.0630776 # DEPENDENCYPART_HEADBIGRAM
(11,17),(13,16),0.0754922 # DEPENDENCYPART_HEADBIGRAM
(11,17),(14,16),0.0244847 # DEPENDENCYPART_HEADBIGRAM
(11,17),(17,16),0.261018 # DEPENDENCYPART_HEADBIGRAM
(11,17),(19,16),0.160142 # DEPENDENCYPART_HEADBIGRAM
(11,17),(21,16),0.166174 # DEPENDENCYPART_HEADBIGRAM
(11,18),(6,17),-0.0613362 # DEPENDENCYPART_HEADBIGRAM
(11,18),(7,17),-0.0430141 # DEPENDENCYPART_HEADBIGRAM
(11,18),(10,17),-0.0718554 # DEPENDENCYPART_HEADBIGRAM
(11,18),(11,17),0.0322896 # DEPENDENCYPART_HEADBIGRAM
(11,18),(12,17),0.0643617 # DEPENDENCYPART_HEADBIGRAM
(11,18),(13,17),0.0609521 # DEPENDENCYPART_HEADBIGRAM
(11,18),(14,17),0.0628683 # DEPENDENCYPART_HEADBIGRAM
(11,18),(16,17),0.0747941 # DEPENDENCYPART_HEADBIGRAM
(11,18),(19,17),0.17701 # DEPENDENCYPART_HEADBIGRAM
(11,18),(21,17),0.176846 # DEPENDENCYPART_HEADBIGRAM
(11,19),(6,18),-0.0682497 # DEPENDENCYPART_HEADBIGRAM
(11,19),(11,18),0.0529802 # DEPENDENCYPART_HEADBIGRAM
(11,19),(12,18),0.0626966 # DEPENDENCYPART_HEADBIGRAM
(11,19),(14,18),0.0657249 # DEPENDENCYPART_HEADBIGRAM
(11,19),(16,18),0.0771996 # DEPENDENCYPART_HEADBIGRAM
(11,19),(17,18),0.077947 # DEPENDENCYPART_HEADBIGRAM
(11,19),(19,18),0.24385 # DEPENDENCYPART_HEADBIGRAM
(11,19),(20,18),0.170716 # DEPENDENCYPART_HEADBIGRAM
(11,19),(21,18),0.16245 # DEPENDENCYPART_HEADBIGRAM
(11,20),(0,19),-0.0573076 # DEPENDENCYPART_HEADBIGRAM
(11,20),(6,19),-0.0598932 # DEPENDENCYPART_HEADBIGRAM
(11,20),(7,19),-0.0655973 # DEPENDENCYPART_HEADBIGRAM
(11,20),(10,19),-0.0657713 # DEPENDENCYPART_HEADBIGRAM
(11,20),(11,19),0.0572429 # DEPENDENCYPART_HEADBIGRAM
(11,20),(12,19),0.0700397 # DEPENDENCYPART_HEADBIGRAM
(11,20),(13,19),0.0654856 # DEPENDENCYPART_HEADBIGRAM
(11,20),(14,19),0.0625907 # DEPENDENCYPART_HEADBIGRAM
(11,20),(16,19),0.0683901 # DEPENDENCYPART_HEADBIGRAM
(11,20),(17,19),0.0685126 # DEPENDENCYPART_HEADBIGRAM
(11,21),(6,20),-0.0632311 # DEPENDENCYPART_HEADBIGRAM
(11,21),(11,20),0.14734 # DEPENDENCYPART_HEADBIGRAM
(11,21),(12,20),0.0708342 # DEPENDENCYPART_HEADBIGRAM
(11,21),(14,20),0.0749433 # DEPENDENCYPART_HEADBIGRAM
(11,21),(16,20),0.107017 # DEPENDENCYPART_HEADBIGRAM
(11,21),(17,20),0.0660605 # DEPENDENCYPART_HEADBIGRAM
(11,21),(19,20),0.0408896 # DEPENDENCYPART_HEADBIGRAM
(11,21),(21,20),0.109858 # DEPENDENCYPART_HEADBIGRAM
(11,21),(22,20),0.170621 # DEPENDENCYPART_HEADBIGRAM
(11,21),(24,20),0.170154 # DEPENDENCYPART_HEADBIGRAM
(11,22),(2,21),-0.0670623 # DEPENDENCYPART_HEADBIGRAM
(11,22),(6,21),-0.0590431 # DEPENDENCYPART_HEADBIGRAM
(11,22),(11,21),0.0380241 # DEPENDENCYPART_HEADBIGRAM
(11,22),(12,21),0.0711248 # DEPENDENCYPART_HEADBIGRAM
(11,22),(13,21),0.0579595 # DEPENDENCYPART_HEADBIGRAM
(11,22),(14,21),0.0579627 # DEPENDENCYPART_HEADBIGRAM
(11,22),(16,21),0.055772 # DEPENDENCYPART_HEADBIGRAM
(11,22),(17,21),0.0634696 # DEPENDENCYPART_HEADBIGRAM
(11,22),(19,21),0.0680042 # DEPENDENCYPART_HEADBIGRAM
(11,22),(20,21),0.0589349 # DEPENDENCYPART_HEADBIGRAM
(11,25),(14,24),0.0692866 # DEPENDENCYPART_HEADBIGRAM
(11,25),(16,24),0.0533076 # DEPENDENCYPART_HEADBIGRAM
(11,25),(17,24),0.0657969 # DEPENDENCYPART_HEADBIGRAM
(11,25),(19,24),-0.00306856 # DEPENDENCYPART_HEADBIGRAM
(11,25),(20,24),0.0290353 # DEPENDENCYPART_HEADBIGRAM
(11,25),(21,24),0.00903381 # DEPENDENCYPART_HEADBIGRAM
(11,25),(22,24),0.0602435 # DEPENDENCYPART_HEADBIGRAM
(11,25),(25,24),0.141303 # DEPENDENCYPART_HEADBIGRAM
(11,25),(28,24),0.178288 # DEPENDENCYPART_HEADBIGRAM
(11,29),(14,28),-0.00350014 # DEPENDENCYPART_HEADBIGRAM
(11,29),(19,28),0.278615 # DEPENDENCYPART_HEADBIGRAM
(11,29),(21,28),0.130757 # DEPENDENCYPART_HEADBIGRAM
(11,29),(22,28),0.167485 # DEPENDENCYPART_HEADBIGRAM
(11,29),(24,28),-0.0223962 # DEPENDENCYPART_HEADBIGRAM
(11,29),(25,28),0.0861646 # DEPENDENCYPART_HEADBIGRAM
(12,3),(1,2),-0.221864 # DEPENDENCYPART_HEADBIGRAM
(12,3),(5,2),-0.112178 # DEPENDENCYPART_HEADBIGRAM
(12,3),(6,2),-0.106967 # DEPENDENCYPART_HEADBIGRAM
(12,3),(11,2),-0.0889624 # DEPENDENCYPART_HEADBIGRAM
(12,3),(19,2),0.084512 # DEPENDENCYPART_HEADBIGRAM
(12,7),(0,6),-0.215936 # DEPENDENCYPART_HEADBIGRAM
(12,7),(1,6),-0.200251 # DEPENDENCYPART_HEADBIGRAM
(12,7),(2,6),-0.200212 # DEPENDENCYPART_HEADBIGRAM
(12,7),(4,6),-0.213218 # DEPENDENCYPART_HEADBIGRAM
(12,7),(5,6),-0.213218 # DEPENDENCYPART_HEADBIGRAM
(12,7),(7,6),-0.086309 # DEPENDENCYPART_HEADBIGRAM
(12,7),(8,6),-0.0863857 # DEPENDENCYPART_HEADBIGRAM
(12,7),(10,6),-0.0914284 # DEPENDENCYPART_HEADBIGRAM
(12,7),(11,6),-0.0894098 # DEPENDENCYPART_HEADBIGRAM
(12,7),(19,6),0.0915267 # DEPENDENCYPART_HEADBIGRAM
(12,8),(2,7),-0.182764 # DEPENDENCYPART_HEADBIGRAM
(12,8),(4,7),-0.182526 # DEPENDENCYPART_HEADBIGRAM
(12,8),(5,7),-0.207126 # DEPENDENCYPART_HEADBIGRAM
(12,8),(6,7),-0.207123 # DEPENDENCYPART_HEADBIGRAM
(12,8),(8,7),-0.0866122 # DEPENDENCYPART_HEADBIGRAM
(12,8),(10,7),-0.0871708 # DEPENDENCYPART_HEADBIGRAM
(12,8),(11,7),-0.0869706 # DEPENDENCYPART_HEADBIGRAM
(12,8),(12,7),0.09465 # DEPENDENCYPART_HEADBIGRAM
(12,8),(19,7),0.0998573 # DEPENDENCYPART_HEADBIGRAM
(12,8),(21,7),0.0998575 # DEPENDENCYPART_HEADBIGRAM
(12,9),(6,8),-0.194514 # DEPENDENCYPART_HEADBIGRAM
(12,9),(7,8),-0.194514 # DEPENDENCYPART_HEADBIGRAM
(12,9),(9,8),-0.0791595 # DEPENDENCYPART_HEADBIGRAM
(12,9),(10,8),-0.0860189 # DEPENDENCYPART_HEADBIGRAM
(12,9),(11,8),-0.086371 # DEPENDENCYPART_HEADBIGRAM
(12,9),(12,8),0.109848 # DEPENDENCYPART_HEADBIGRAM
(12,9),(13,8),0.0981012 # DEPENDENCYPART_HEADBIGRAM
(12,9),(14,8),0.105407 # DEPENDENCYPART_HEADBIGRAM
(12,9),(19,8),0.0974479 # DEPENDENCYPART_HEADBIGRAM
(12,9),(28,8),0.0974469 # DEPENDENCYPART_HEADBIGRAM
(12,10),(6,9),-0.217462 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.255528 # DEPENDENCYPART_HEADBIGRAM
(12,10),(8,9),-0.25547 # DEPENDENCYPART_HEADBIGRAM
(12,10),(10,9),-0.0912008 # DEPENDENCYPART_HEADBIGRAM
(12,10),(11,9),-0.0867377 # DEPENDENCYPART_HEADBIGRAM
(12,10),(12,9),0.153633 # DEPENDENCYPART_HEADBIGRAM
(12,10),(13,9),0.091426 # DEPENDENCYPART_HEADBIGRAM
(12,10),(14,9),0.091426 # DEPENDENCYPART_HEADBIGRAM
(12,10),(19,9),0.094617 # DEPENDENCYPART_HEADBIGRAM
(12,11),(2,10),-0.201224 # DEPENDENCYPART_HEADBIGRAM
(12,11),(5,10),-0.200523 # DEPENDENCYPART_HEADBIGRAM
(12,11),(6,10),-0.201109 # DEPENDENCYPART_HEADBIGRAM
(12,11),(7,10),-0.194921 # DEPENDENCYPART_HEADBIGRAM
(12,11),(9,10),-0.197206 # DEPENDENCYPART_HEADBIGRAM
(12,11),(11,10),-0.107721 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.103364 # DEPENDENCYPART_HEADBIGRAM
(12,11),(13,10),0.0960175 # DEPENDENCYPART_HEADBIGRAM
(12,11),(14,10),0.0960175 # DEPENDENCYPART_HEADBIGRAM
(12,11),(19,10),0.0958683 # DEPENDENCYPART_HEADBIGRAM
(12,13),(6,12),-0.0360839 # DEPENDENCYPART_HEADBIGRAM
(12,13),(7,12),-0.0316552 # DEPENDENCYPART_HEADBIGRAM
(12,13),(8,12),-0.0386964 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),-0.0395289 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0640499 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.025925 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),0.11508 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.166544 # DEPENDENCYPART_HEADBIGRAM
(12,13),(17,12),0.17642 # DEPENDENCYPART_HEADBIGRAM
(12,13),(19,12),0.183255 # DEPENDENCYPART_HEADBIGRAM
(12,14),(11,13),-0.0615831 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),0.0858133 # DEPENDENCYPART_HEADBIGRAM
(12,14),(14,13),0.351538 # DEPENDENCYPART_HEADBIGRAM
(12,14),(19,13),0.173484 # DEPENDENCYPART_HEADBIGRAM
(12,15),(2,14),-0.0652444 # DEPENDENCYPART_HEADBIGRAM
(12,15),(6,14),-0.0816517 # DEPENDENCYPART_HEADBIGRAM
(12,15),(9,14),-0.0830062 # DEPENDENCYPART_HEADBIGRAM
(12,15),(10,14),-0.07481 # DEPENDENCYPART_HEADBIGRAM
(12,15),(11,14),-0.0771559 # DEPENDENCYPART_HEADBIGRAM
(12,15),(12,14),-0.00375137 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.151136 # DEPENDENCYPART_HEADBIGRAM
(12,15),(16,14),0.128982 # DEPENDENCYPART_HEADBIGRAM
(12,15),(17,14),0.170354 # DEPENDENCYPART_HEADBIGRAM
(12,15),(19,14),0.130941 # DEPENDENCYPART_HEADBIGRAM
(12,16),(2,15),-0.0948175 # DEPENDENCYPART_HEADBIGRAM
(12,16),(6,15),-0.0739237 # DEPENDENCYPART_HEADBIGRAM
(12,16),(7,15),-0.0646096 # DEPENDENCYPART_HEADBIGRAM
(12,16),(10,15),-0.0902495 # DEPENDENCYPART_HEADBIGRAM
(12,16),(11,15),-0.0725978 # DEPENDENCYPART_HEADBIGRAM
(12,16),(12,15),0.131651 # DEPENDENCYPART_HEADBIGRAM
(12,16),(14,15),0.0206942 # DEPENDENCYPART_HEADBIGRAM
(12,16),(16,15),0.21372 # DEPENDENCYPART_HEADBIGRAM
(12,16),(17,15),0.177834 # DEPENDENCYPART_HEADBIGRAM
(12,16),(19,15),0.168741 # DEPENDENCYPART_HEADBIGRAM
(12,17),(6,16),-0.0623147 # DEPENDENCYPART_HEADBIGRAM
(12,17),(7,16),-0.0567911 # DEPENDENCYPART_HEADBIGRAM
(12,17),(10,16),-0.0497224 # DEPENDENCYPART_HEADBIGRAM
(12,17),(11,16),-0.0693395 # DEPENDENCYPART_HEADBIGRAM
(12,17),(12,16),0.107591 # DEPENDENCYPART_HEADBIGRAM
(12,17),(13,16),0.0973611 # DEPENDENCYPART_HEADBIGRAM
(12,17),(14,16),0.0972132 # DEPENDENCYPART_HEADBIGRAM
(12,17),(17,16),0.264119 # DEPENDENCYPART_HEADBIGRAM
(12,17),(19,16),0.150109 # DEPENDENCYPART_HEADBIGRAM
(12,17),(21,16),0.164002 # DEPENDENCYPART_HEADBIGRAM
(12,18),(6,17),-0.0601523 # DEPENDENCYPART_HEADBIGRAM
(12,18),(7,17),-0.0596767 # DEPENDENCYPART_HEADBIGRAM
(12,18),(10,17),-0.0597148 # DEPENDENCYPART_HEADBIGRAM
(12,18),(11,17),-0.0612531 # DEPENDENCYPART_HEADBIGRAM
(12,18),(12,17),0.0570668 # DEPENDENCYPART_HEADBIGRAM
(12,18),(13,17),0.0726366 # DEPENDENCYPART_HEADBIGRAM
(12,18),(14,17),0.0726384 # DEPENDENCYPART_HEADBIGRAM
(12,18),(16,17),0.0717722 # DEPENDENCYPART_HEADBIGRAM
(12,18),(19,17),0.176802 # DEPENDENCYPART_HEADBIGRAM
(12,18),(21,17),0.169629 # DEPENDENCYPART_HEADBIGRAM
(12,19),(6,18),-0.0617264 # DEPENDENCYPART_HEADBIGRAM
(12,19),(11,18),-0.0613974 # DEPENDENCYPART_HEADBIGRAM
(12,19),(12,18),0.0671845 # DEPENDENCYPART_HEADBIGRAM
(12,19),(14,18),0.062444 # DEPENDENCYPART_HEADBIGRAM
(12,19),(16,18),0.077535 # DEPENDENCYPART_HEADBIGRAM
(12,19),(17,18),0.0826586 # DEPENDENCYPART_HEADBIGRAM
(12,19),(19,18),0.355729 # DEPENDENCYPART_HEADBIGRAM
(12,19),(20,18),0.170887 # DEPENDENCYPART_HEADBIGRAM
(12,19),(21,18),0.164703 # DEPENDENCYPART_HEADBIGRAM
(12,20),(0,19),-0.0715282 # DEPENDENCYPART_HEADBIGRAM
(12,20),(6,19),-0.0620189 # DEPENDENCYPART_HEADBIGRAM
(12,20),(7,19),-0.0668387 # DEPENDENCYPART_HEADBIGRAM
(12,20),(10,19),-0.0626699 # DEPENDENCYPART_HEADBIGRAM
(12,20),(11,19),-0.062159 # DEPENDENCYPART_HEADBIGRAM
(12,20),(12,19),0.0650916 # DEPENDENCYPART_HEADBIGRAM
(12,20),(13,19),0.0701352 # DEPENDENCYPART_HEADBIGRAM
(12,20),(14,19),0.0672164 # DEPENDENCYPART_HEADBIGRAM
(12,20),(16,19),0.0691529 # DEPENDENCYPART_HEADBIGRAM
(12,20),(17,19),0.0650572 # DEPENDENCYPART_HEADBIGRAM
(12,21),(6,20),-0.0615819 # DEPENDENCYPART_HEADBIGRAM
(12,21),(11,20),-0.0617992 # DEPENDENCYPART_HEADBIGRAM
(12,21),(12,20),0.0633018 # DEPENDENCYPART_HEADBIGRAM
(12,21),(14,20),0.0715961 # DEPENDENCYPART_HEADBIGRAM
(12,21),(16,20),0.066492 # DEPENDENCYPART_HEADBIGRAM
(12,21),(17,20),0.0648901 # DEPENDENCYPART_HEADBIGRAM
(12,21),(19,20),0.0445135 # DEPENDENCYPART_HEADBIGRAM
(12,21),(21,20),0.147512 # DEPENDENCYPART_HEADBIGRAM
(12,21),(22,20),0.170396 # DEPENDENCYPART_HEADBIGRAM
(12,21),(24,20),0.173492 # DEPENDENCYPART_HEADBIGRAM
(12,22),(2,21),-0.0748949 # DEPENDENCYPART_HEADBIGRAM
(12,22),(6,21),-0.0618711 # DEPENDENCYPART_HEADBIGRAM
(12,22),(11,21),-0.0629446 # DEPENDENCYPART_HEADBIGRAM
(12,22),(12,21),0.042168 # DEPENDENCYPART_HEADBIGRAM
(12,22),(13,21),0.047613 # DEPENDENCYPART_HEADBIGRAM
(12,22),(14,21),0.047613 # DEPENDENCYPART_HEADBIGRAM
(12,22),(16,21),0.0532112 # DEPENDENCYPART_HEADBIGRAM
(12,22),(17,21),0.0633089 # DEPENDENCYPART_HEADBIGRAM
(12,22),(19,21),0.0614735 # DEPENDENCYPART_HEADBIGRAM
(12,22),(20,21),0.0387639 # DEPENDENCYPART_HEADBIGRAM
(12,25),(14,24),0.0279178 # DEPENDENCYPART_HEADBIGRAM
(12,25),(16,24),0.0609168 # DEPENDENCYPART_HEADBIGRAM
(12,25),(17,24),0.072182 # DEPENDENCYPART_HEADBIGRAM
(12,25),(19,24),0.0183191 # DEPENDENCYPART_HEADBIGRAM
(12,25),(20,24),0.0366922 # DEPENDENCYPART_HEADBIGRAM
(12,25),(21,24),0.0300127 # DEPENDENCYPART_HEADBIGRAM
(12,25),(22,24),0.0406359 # DEPENDENCYPART_HEADBIGRAM
(12,25),(25,24),0.169424 # DEPENDENCYPART_HEADBIGRAM
(12,25),(28,24),0.152675 # DEPENDENCYPART_HEADBIGRAM
(12,29),(14,28),0.0512638 # DEPENDENCYPART_HEADBIGRAM
(12,29),(19,28),0.150606 # DEPENDENCYPART_HEADBIGRAM
(12,29),(21,28),0.152345 # DEPENDENCYPART_HEADBIGRAM
(12,29),(22,28),0.178285 # DEPENDENCYPART_HEADBIGRAM
(12,29),(24,28),0.0259186 # DEPENDENCYPART_HEADBIGRAM
(12,29),(25,28),0.0287301 # DEPENDENCYPART_HEADBIGRAM
(13,8),(2,7),-0.168827 # DEPENDENCYPART_HEADBIGRAM
(13,8),(4,7),-0.180584 # DEPENDENCYPART_HEADBIGRAM
(13,8),(5,7),-0.210966 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),-0.145241 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.0918944 # DEPENDENCYPART_HEADBIGRAM
(13,8),(10,7),-0.0698096 # DEPENDENCYPART_HEADBIGRAM
(13,8),(11,7),-0.0669949 # DEPENDENCYPART_HEADBIGRAM
(13,8),(12,7),-0.0793842 # DEPENDENCYPART_HEADBIGRAM
(13,8),(19,7),0.128415 # DEPENDENCYPART_HEADBIGRAM
(13,8),(21,7),0.108493 # DEPENDENCYPART_HEADBIGRAM
(13,9),(6,8),-0.194514 # DEPENDENCYPART_HEADBIGRAM
(13,9),(7,8),-0.194523 # DEPENDENCYPART_HEADBIGRAM
(13,9),(9,8),-0.0658857 # DEPENDENCYPART_HEADBIGRAM
(13,9),(10,8),-0.0871337 # DEPENDENCYPART_HEADBIGRAM
(13,9),(11,8),-0.0863713 # DEPENDENCYPART_HEADBIGRAM
(13,9),(12,8),-0.086371 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),0.187939 # DEPENDENCYPART_HEADBIGRAM
(13,9),(14,8),0.103192 # DEPENDENCYPART_HEADBIGRAM
(13,9),(19,8),0.0974472 # DEPENDENCYPART_HEADBIGRAM
(13,9),(28,8),0.0952325 # DEPENDENCYPART_HEADBIGRAM
(13,10),(6,9),-0.212602 # DEPENDENCYPART_HEADBIGRAM
(13,10),(7,9),-0.226751 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.217267 # DEPENDENCYPART_HEADBIGRAM
(13,10),(10,9),-0.0741143 # DEPENDENCYPART_HEADBIGRAM
(13,10),(11,9),-0.0873763 # DEPENDENCYPART_HEADBIGRAM
(13,10),(12,9),-0.0850484 # DEPENDENCYPART_HEADBIGRAM
(13,10),(13,9),0.113837 # DEPENDENCYPART_HEADBIGRAM
(13,10),(14,9),0.0982339 # DEPENDENCYPART_HEADBIGRAM
(13,10),(19,9),0.0961808 # DEPENDENCYPART_HEADBIGRAM
(13,12),(0,11),-0.203443 # DEPENDENCYPART_HEADBIGRAM
(13,12),(1,11),-0.199216 # DEPENDENCYPART_HEADBIGRAM
(13,12),(2,11),-0.199221 # DEPENDENCYPART_HEADBIGRAM
(13,12),(4,11),-0.203332 # DEPENDENCYPART_HEADBIGRAM
(13,12),(5,11),-0.203332 # DEPENDENCYPART_HEADBIGRAM
(13,12),(6,11),-0.201379 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.200103 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.200992 # DEPENDENCYPART_HEADBIGRAM
(13,12),(12,11),-0.0860202 # DEPENDENCYPART_HEADBIGRAM
(13,12),(19,11),0.0964256 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.129186 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.100395 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.0183377 # DEPENDENCYPART_HEADBIGRAM
(13,14),(19,13),0.123671 # DEPENDENCYPART_HEADBIGRAM
(13,16),(2,15),-0.076848 # DEPENDENCYPART_HEADBIGRAM
(13,16),(6,15),-0.0488544 # DEPENDENCYPART_HEADBIGRAM
(13,16),(7,15),-0.0882458 # DEPENDENCYPART_HEADBIGRAM
(13,16),(10,15),-0.0733784 # DEPENDENCYPART_HEADBIGRAM
(13,16),(11,15),-0.0509218 # DEPENDENCYPART_HEADBIGRAM
(13,16),(12,15),-0.0858932 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.0428601 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.219817 # DEPENDENCYPART_HEADBIGRAM
(13,16),(17,15),0.154003 # DEPENDENCYPART_HEADBIGRAM
(13,16),(19,15),0.189806 # DEPENDENCYPART_HEADBIGRAM
(13,17),(6,16),-0.0610563 # DEPENDENCYPART_HEADBIGRAM
(13,17),(7,16),-0.0456674 # DEPENDENCYPART_HEADBIGRAM
(13,17),(10,16),-0.0614707 # DEPENDENCYPART_HEADBIGRAM
(13,17),(11,16),-0.0672209 # DEPENDENCYPART_HEADBIGRAM
(13,17),(12,16),-0.0570892 # DEPENDENCYPART_HEADBIGRAM
(13,17),(13,16),0.104382 # DEPENDENCYPART_HEADBIGRAM
(13,17),(14,16),0.0739171 # DEPENDENCYPART_HEADBIGRAM
(13,17),(17,16),0.0880909 # DEPENDENCYPART_HEADBIGRAM
(13,17),(19,16),0.153419 # DEPENDENCYPART_HEADBIGRAM
(13,17),(21,16),0.149399 # DEPENDENCYPART_HEADBIGRAM
(13,19),(6,18),-0.0661653 # DEPENDENCYPART_HEADBIGRAM
(13,19),(11,18),-0.0661562 # DEPENDENCYPART_HEADBIGRAM
(13,19),(12,18),-0.064338 # DEPENDENCYPART_HEADBIGRAM
(13,19),(14,18),0.0631965 # DEPENDENCYPART_HEADBIGRAM
(13,19),(16,18),0.0773808 # DEPENDENCYPART_HEADBIGRAM
(13,19),(17,18),0.0820295 # DEPENDENCYPART_HEADBIGRAM
(13,19),(19,18),0.289594 # DEPENDENCYPART_HEADBIGRAM
(13,19),(20,18),0.170806 # DEPENDENCYPART_HEADBIGRAM
(13,19),(21,18),0.164564 # DEPENDENCYPART_HEADBIGRAM
(13,21),(6,20),-0.0778379 # DEPENDENCYPART_HEADBIGRAM
(13,21),(11,20),-0.0780552 # DEPENDENCYPART_HEADBIGRAM
(13,21),(12,20),-0.0646669 # DEPENDENCYPART_HEADBIGRAM
(13,21),(14,20),0.0700327 # DEPENDENCYPART_HEADBIGRAM
(13,21),(16,20),0.059861 # DEPENDENCYPART_HEADBIGRAM
(13,21),(17,20),0.0649796 # DEPENDENCYPART_HEADBIGRAM
(13,21),(19,20),0.02204 # DEPENDENCYPART_HEADBIGRAM
(13,21),(21,20),0.216499 # DEPENDENCYPART_HEADBIGRAM
(13,21),(22,20),0.170493 # DEPENDENCYPART_HEADBIGRAM
(13,21),(24,20),0.172075 # DEPENDENCYPART_HEADBIGRAM
(14,4),(1,3),-0.232074 # DEPENDENCYPART_HEADBIGRAM
(14,4),(2,3),-0.190969 # DEPENDENCYPART_HEADBIGRAM
(14,4),(4,3),0.247329 # DEPENDENCYPART_HEADBIGRAM
(14,4),(5,3),-0.0211884 # DEPENDENCYPART_HEADBIGRAM
(14,4),(6,3),-0.104257 # DEPENDENCYPART_HEADBIGRAM
(14,4),(11,3),-0.104157 # DEPENDENCYPART_HEADBIGRAM
(14,4),(12,3),-0.0899673 # DEPENDENCYPART_HEADBIGRAM
(14,4),(19,3),0.0846872 # DEPENDENCYPART_HEADBIGRAM
(14,5),(1,4),-0.226056 # DEPENDENCYPART_HEADBIGRAM
(14,5),(2,4),-0.224045 # DEPENDENCYPART_HEADBIGRAM
(14,5),(5,4),0.0230493 # DEPENDENCYPART_HEADBIGRAM
(14,5),(6,4),-0.0901349 # DEPENDENCYPART_HEADBIGRAM
(14,5),(10,4),-0.0906927 # DEPENDENCYPART_HEADBIGRAM
(14,5),(11,4),-0.089987 # DEPENDENCYPART_HEADBIGRAM
(14,5),(14,4),0.125342 # DEPENDENCYPART_HEADBIGRAM
(14,8),(2,7),-0.189755 # DEPENDENCYPART_HEADBIGRAM
(14,8),(4,7),-0.201512 # DEPENDENCYPART_HEADBIGRAM
(14,8),(5,7),-0.198704 # DEPENDENCYPART_HEADBIGRAM
(14,8),(6,7),-0.132978 # DEPENDENCYPART_HEADBIGRAM
(14,8),(8,7),-0.0918588 # DEPENDENCYPART_HEADBIGRAM
(14,8),(10,7),-0.0688634 # DEPENDENCYPART_HEADBIGRAM
(14,8),(11,7),-0.0660486 # DEPENDENCYPART_HEADBIGRAM
(14,8),(12,7),-0.0784379 # DEPENDENCYPART_HEADBIGRAM
(14,8),(19,7),0.128078 # DEPENDENCYPART_HEADBIGRAM
(14,8),(21,7),0.108155 # DEPENDENCYPART_HEADBIGRAM
(14,9),(6,8),-0.194514 # DEPENDENCYPART_HEADBIGRAM
(14,9),(7,8),-0.194523 # DEPENDENCYPART_HEADBIGRAM
(14,9),(9,8),-0.0658857 # DEPENDENCYPART_HEADBIGRAM
(14,9),(10,8),-0.0871337 # DEPENDENCYPART_HEADBIGRAM
(14,9),(11,8),-0.0863713 # DEPENDENCYPART_HEADBIGRAM
(14,9),(12,8),-0.086371 # DEPENDENCYPART_HEADBIGRAM
(14,9),(13,8),-0.0874867 # DEPENDENCYPART_HEADBIGRAM
(14,9),(14,8),0.182788 # DEPENDENCYPART_HEADBIGRAM
(14,9),(19,8),0.0974472 # DEPENDENCYPART_HEADBIGRAM
