# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(2,2),(2,8),(2,14),-0.20861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,15),-0.0344916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,16),-0.0107668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,17),-0.150264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,18),-0.0344916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,28),-0.108875 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,10),-0.177141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,13),0.0205345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,14),-0.210852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,15),-0.191613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,16),-0.113812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,17),-0.0892292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,18),-0.191613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,28),-0.154233 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,13),-0.0705293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,14),-0.262413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,15),-0.1178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,16),-0.0275374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,17),-0.155098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,18),-0.1178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,28),-0.10146 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,13),(2,14),-0.284754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,15),-0.177508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,16),-0.0443854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,17),-0.124747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,18),-0.177508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,28),0.0443406 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,14),(2,15),-0.125693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,16),-0.114067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,17),-0.149217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,18),-0.125693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,28),-0.172835 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,15),(2,16),-0.184622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,17),-0.210901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,18),-0.161407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,28),-0.770857 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,16),(2,17),-0.107763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,18),-0.173843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,28),-0.155378 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,17),(2,18),-0.0410305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,17),(2,28),-0.0852374 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,18),(2,28),-0.770857 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0676349 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,6),-0.122047 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0998967 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,8),-0.111654 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.0917593 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,10),-0.0905357 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,13),-0.103631 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,14),-0.0370672 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,15),-0.0831651 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,16),-0.0424115 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,17),-0.101418 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,18),-0.0831651 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,28),-0.117705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,6),-0.122047 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,7),-0.0998967 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,8),-0.111654 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,9),-0.0917593 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,10),-0.0905357 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,13),-0.103631 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,14),-0.0370682 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,15),-0.0831772 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,16),-0.0424115 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,17),-0.101418 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,18),-0.0831772 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,28),-0.117713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),-0.0997302 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,8),-0.114707 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,9),-0.0857713 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,10),-0.0949812 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,13),-0.103509 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,14),-0.0188649 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,15),-0.0472509 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,16),-0.0557928 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,17),-0.1039 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,18),-0.0472509 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,28),-0.133521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.106115 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,9),-0.0845258 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,10),-0.0924241 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,13),-0.103539 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,14),-0.0293299 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,15),-0.0581537 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,16),-0.0659113 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,17),-0.095954 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,18),-0.0581537 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,28),-0.125611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,9),-0.0859408 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,10),-0.0953944 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,13),-0.103509 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,14),-0.0184121 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,15),-0.0475141 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,16),-0.0591614 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,17),-0.10418 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,18),-0.0475141 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,28),-0.144206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,10),-0.110462 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,13),-0.103566 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,14),-0.0596688 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,15),-0.0380633 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,16),-0.0628309 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,17),-0.101387 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,18),-0.0380633 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,28),-0.111438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,13),-0.10356 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,14),-0.0334493 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,15),-0.115 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,16),-0.0450521 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,17),-0.0998343 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,18),-0.115 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,28),-0.098888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,13),(2,14),-0.0300499 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,15),-0.0618376 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,16),-0.0532536 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,17),-0.0985513 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,18),-0.0618376 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,28),-0.147961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,14),(2,15),-0.0515439 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,16),-0.0496715 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,17),-0.0528372 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,18),-0.0515439 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,28),-0.0971769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,15),(2,16),0.00119452 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,17),-0.0139643 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,18),-0.0980887 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,28),-0.367919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,16),(2,17),-0.107061 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,18),0.00587003 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,28),-0.0839017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,17),(2,18),-0.0466023 # DEPENDENCYPART_TRISIBL
(2,3),(2,17),(2,28),-0.146491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,18),(2,28),-0.367919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.0800367 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,7),-0.0924377 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,8),-0.102887 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,9),-0.0781823 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),-0.106955 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,13),-0.0835942 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,14),-0.158482 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,15),-0.0887935 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,16),-0.0522884 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,17),-0.091733 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,18),-0.0887935 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,28),-0.204783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),-0.0924336 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,8),-0.100917 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,9),-0.0779783 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,10),-0.106636 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,13),-0.0834886 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,14),-0.15584 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,15),-0.076335 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,16),-0.0414398 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,17),-0.089796 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,18),-0.076335 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,28),-0.184292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),-0.099791 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,9),-0.0772701 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),-0.106559 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,13),-0.0834754 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,14),-0.154778 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,15),-0.0736601 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,16),-0.0471491 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,17),-0.0886902 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,18),-0.0736601 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,28),-0.168383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,8),(2,9),-0.0782286 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,10),-0.10662 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,13),-0.0834842 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,14),-0.155636 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,15),-0.0760074 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,16),-0.0417346 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,17),-0.0898036 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,18),-0.0760074 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,28),-0.175939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,10),-0.107739 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,13),-0.0834754 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,14),-0.163458 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,15),-0.0869779 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,16),-0.0463138 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,17),-0.0909755 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,18),-0.0869779 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,28),-0.169198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,13),-0.0834754 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,14),-0.154421 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,15),-0.0714063 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,16),-0.0493684 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,17),-0.0887018 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,18),-0.0714063 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,28),-0.160316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,13),(2,14),-0.155717 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,15),-0.0738898 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,16),-0.0482584 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,17),-0.0886798 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,18),-0.0738898 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,28),-0.179899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,14),(2,15),-0.0548858 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,16),-0.0358419 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,17),-0.094671 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,18),-0.0548858 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,28),-0.212341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,15),(2,16),0.0160578 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,17),-0.0094849 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,18),-0.0787217 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,28),-0.0606387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,16),(2,17),-0.0895141 # DEPENDENCYPART_TRISIBL
(2,4),(2,16),(2,18),-0.0892806 # DEPENDENCYPART_TRISIBL
(2,4),(2,16),(2,28),-0.158087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,17),(2,18),-0.0760066 # DEPENDENCYPART_TRISIBL
(2,4),(2,17),(2,28),-0.183093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,18),(2,28),-0.0606387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,7),-0.0924336 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,8),-0.101144 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,9),-0.0783484 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,10),-0.106636 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,13),-0.0834886 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,14),-0.156396 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,15),-0.0702947 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,16),-0.0414622 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,17),-0.0900226 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,18),-0.0702947 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,28),-0.173185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,8),-0.100018 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,9),-0.0776402 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,10),-0.106559 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,13),-0.0834754 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,14),-0.155333 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,15),-0.0676198 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,16),-0.0471716 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,17),-0.0889168 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,18),-0.0676198 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,28),-0.157276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,8),(2,9),-0.0785987 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,10),-0.10662 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,13),-0.0834842 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,14),-0.156191 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,15),-0.0699671 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,16),-0.041757 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,17),-0.0900302 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,18),-0.0699671 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,28),-0.164832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,10),-0.107739 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,13),-0.0834754 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,14),-0.164014 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,15),-0.0809376 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,16),-0.0463361 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,17),-0.0912021 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,18),-0.0809376 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,28),-0.158091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,13),-0.0834754 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,14),-0.154976 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,15),-0.065366 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,16),-0.0493908 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,17),-0.0889284 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,18),-0.065366 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,28),-0.149209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,13),(2,14),-0.156273 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,15),-0.0678495 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,16),-0.0482808 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,17),-0.0889064 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,18),-0.0678495 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,28),-0.168792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,14),(2,15),-0.0488475 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,16),-0.0358643 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,17),-0.0948976 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,18),-0.0488475 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,28),-0.201245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,15),(2,16),0.0160346 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,17),-0.00993814 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,18),-0.0726814 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,28),-0.0445493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,16),(2,17),-0.0897407 # DEPENDENCYPART_TRISIBL
(2,5),(2,16),(2,18),-0.0832403 # DEPENDENCYPART_TRISIBL
(2,5),(2,16),(2,28),-0.147007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,17),(2,18),-0.0699663 # DEPENDENCYPART_TRISIBL
(2,5),(2,17),(2,28),-0.171986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,18),(2,28),-0.0445493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,8),-0.105401 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,9),-0.0887126 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,10),-0.09531 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,13),-0.0911265 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,14),-0.0952009 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,15),-0.103152 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,16),-0.0449685 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,17),-0.110288 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,18),-0.103152 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,28),-0.0780852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,8),(2,9),-0.0887301 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,10),-0.0953226 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,13),-0.0911381 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,14),-0.0951735 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,15),-0.105311 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,16),-0.0458765 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,17),-0.114995 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,18),-0.105311 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,28),-0.129965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,10),-0.0955309 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,13),-0.0918368 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,14),-0.0951737 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,15),-0.105432 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,16),-0.0458267 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,17),-0.110903 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,18),-0.105432 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,28),-0.0927665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,10),(2,13),-0.0911251 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,14),-0.0951415 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,15),-0.103453 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,16),-0.0450215 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,17),-0.110581 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,18),-0.103453 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,28),-0.0764226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,13),(2,14),-0.0951096 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,15),-0.103139 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,16),-0.0449629 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,17),-0.110205 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,18),-0.103139 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,28),-0.0765191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,14),(2,15),-0.104556 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,16),-0.0451478 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,17),-0.111769 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,18),-0.104556 # DEPENDENCYPART_TRISIBL
