# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,16,8,13,8,11,12,13,16,13,14,0,16,17,16,21,19,21,16,
(16,14),(16,3),(16,2),-0.113796 # DEPENDENCYPART_TRISIBL
(16,14),(16,3),(16,1),-0.0479089 # DEPENDENCYPART_TRISIBL
(16,14),(16,3),(16,-1),-0.0910968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,2),(16,1),-0.0479074 # DEPENDENCYPART_TRISIBL
(16,14),(16,2),(16,-1),-0.10251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,1),(16,-1),-0.0200445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.0955994 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,10),-0.0980601 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,8),-0.105831 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,7),-0.104135 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,6),0.00533147 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,5),-0.10426 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,4),0.00533147 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,3),-0.10359 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,2),-0.103364 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,1),-0.0712005 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.0543298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,10),-0.0446538 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,8),-0.0935713 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,7),-0.0910492 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,6),0.0194036 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,5),-0.0913609 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,4),0.0194036 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,3),-0.0905903 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,2),-0.0904754 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,1),-0.0527773 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.0468601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,10),(16,8),-0.0951433 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,7),-0.0926212 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,6),0.0193518 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,5),-0.0929329 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,4),0.0193518 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,3),-0.0921623 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,2),-0.0920474 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,1),-0.0527773 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,-1),-0.0459064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,8),(16,7),-0.118419 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,6),0.032729 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,5),-0.118731 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,4),0.032729 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,3),-0.118179 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,2),-0.117846 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,1),-0.0482516 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,-1),-0.0690472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,7),(16,6),0.032729 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,5),-0.118541 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,4),0.032729 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,3),-0.117989 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,2),-0.117655 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,1),-0.0482516 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,-1),-0.0704618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,6),(16,5),-0.147658 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,4),-0.0183876 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,3),-0.146481 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,2),-0.146328 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,1),-0.0725499 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,-1),-0.121737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,5),(16,4),0.0327018 # DEPENDENCYPART_TRISIBL
(16,13),(16,5),(16,3),-0.118216 # DEPENDENCYPART_TRISIBL
(16,13),(16,5),(16,2),-0.117882 # DEPENDENCYPART_TRISIBL
(16,13),(16,5),(16,1),-0.0482516 # DEPENDENCYPART_TRISIBL
(16,13),(16,5),(16,-1),-0.0698942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,4),(16,3),-0.146481 # DEPENDENCYPART_TRISIBL
(16,13),(16,4),(16,2),-0.146328 # DEPENDENCYPART_TRISIBL
(16,13),(16,4),(16,1),-0.0725499 # DEPENDENCYPART_TRISIBL
(16,13),(16,4),(16,-1),-0.121737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,3),(16,2),-0.117456 # DEPENDENCYPART_TRISIBL
(16,13),(16,3),(16,1),-0.0482516 # DEPENDENCYPART_TRISIBL
(16,13),(16,3),(16,-1),-0.0702898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,2),(16,1),-0.0482516 # DEPENDENCYPART_TRISIBL
(16,13),(16,2),(16,-1),-0.0701287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,1),(16,-1),0.0167874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,10),-0.00953252 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,8),-0.0897027 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,7),-0.0871807 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,6),0.014159 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,5),-0.0874923 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,4),0.014159 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,3),-0.0867217 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,2),-0.0866068 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,1),-0.0639778 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,-1),-0.119435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,10),(16,8),-0.0912747 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,7),-0.0887527 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,6),0.0141071 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,5),-0.0890643 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,4),0.0141071 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,3),-0.0882937 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,2),-0.0881788 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,1),-0.0639778 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,-1),-0.118481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,8),(16,7),-0.10549 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,6),0.0279248 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,5),-0.105802 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,4),0.0279248 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,3),-0.10525 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,2),-0.104916 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,1),-0.0593874 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,-1),-0.0743453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,7),(16,6),0.0279248 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,5),-0.105611 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,4),0.0279248 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,3),-0.10506 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,2),-0.104726 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,1),-0.0593874 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,-1),-0.0757599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,6),(16,5),-0.139973 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,4),-0.0222064 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,3),-0.138797 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,2),-0.138643 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,1),-0.0845894 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,-1),-0.146188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,5),(16,4),0.0278976 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,3),-0.105286 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,2),-0.104952 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,1),-0.0593874 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,-1),-0.0751923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,4),(16,3),-0.138797 # DEPENDENCYPART_TRISIBL
(16,12),(16,4),(16,2),-0.138643 # DEPENDENCYPART_TRISIBL
(16,12),(16,4),(16,1),-0.0845894 # DEPENDENCYPART_TRISIBL
(16,12),(16,4),(16,-1),-0.146188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,3),(16,2),-0.104527 # DEPENDENCYPART_TRISIBL
(16,12),(16,3),(16,1),-0.0593874 # DEPENDENCYPART_TRISIBL
(16,12),(16,3),(16,-1),-0.0755879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,2),(16,1),-0.0593874 # DEPENDENCYPART_TRISIBL
(16,12),(16,2),(16,-1),-0.0754268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,1),(16,-1),0.000603552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,10),(16,8),-0.0831026 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,7),-0.0831047 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,6),-0.0730924 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,5),-0.0831025 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,4),-0.0730924 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,3),-0.0832791 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,2),-0.0831025 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,1),-0.0740858 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,-1),-0.127867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,8),(16,7),-0.0603666 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,6),-0.0681701 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,5),-0.0603636 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,4),-0.0681701 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,3),-0.0607164 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,2),-0.0603636 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,1),-0.0741005 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,-1),-0.146084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,7),(16,6),-0.0681701 # DEPENDENCYPART_TRISIBL
(16,11),(16,7),(16,5),-0.0603626 # DEPENDENCYPART_TRISIBL
(16,11),(16,7),(16,4),-0.0681701 # DEPENDENCYPART_TRISIBL
(16,11),(16,7),(16,3),-0.0607154 # DEPENDENCYPART_TRISIBL
(16,11),(16,7),(16,2),-0.0603626 # DEPENDENCYPART_TRISIBL
(16,11),(16,7),(16,1),-0.0741005 # DEPENDENCYPART_TRISIBL
(16,11),(16,7),(16,-1),-0.145019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,6),(16,5),-0.129198 # DEPENDENCYPART_TRISIBL
(16,11),(16,6),(16,4),-0.0372081 # DEPENDENCYPART_TRISIBL
(16,11),(16,6),(16,3),-0.129374 # DEPENDENCYPART_TRISIBL
(16,11),(16,6),(16,2),-0.129198 # DEPENDENCYPART_TRISIBL
(16,11),(16,6),(16,1),-0.0752979 # DEPENDENCYPART_TRISIBL
(16,11),(16,6),(16,-1),-0.0455316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,5),(16,4),-0.0681701 # DEPENDENCYPART_TRISIBL
(16,11),(16,5),(16,3),-0.0607154 # DEPENDENCYPART_TRISIBL
(16,11),(16,5),(16,2),-0.0603626 # DEPENDENCYPART_TRISIBL
(16,11),(16,5),(16,1),-0.0741005 # DEPENDENCYPART_TRISIBL
(16,11),(16,5),(16,-1),-0.145019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,4),(16,3),-0.129374 # DEPENDENCYPART_TRISIBL
(16,11),(16,4),(16,2),-0.129198 # DEPENDENCYPART_TRISIBL
(16,11),(16,4),(16,1),-0.0752979 # DEPENDENCYPART_TRISIBL
(16,11),(16,4),(16,-1),-0.0455316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,3),(16,2),-0.0603626 # DEPENDENCYPART_TRISIBL
(16,11),(16,3),(16,1),-0.0741005 # DEPENDENCYPART_TRISIBL
(16,11),(16,3),(16,-1),-0.145108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,2),(16,1),-0.0741005 # DEPENDENCYPART_TRISIBL
(16,11),(16,2),(16,-1),-0.145019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,1),(16,-1),-0.135709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,8),(16,7),-0.0603616 # DEPENDENCYPART_TRISIBL
(16,10),(16,8),(16,6),-0.0684749 # DEPENDENCYPART_TRISIBL
(16,10),(16,8),(16,5),-0.0603586 # DEPENDENCYPART_TRISIBL
(16,10),(16,8),(16,4),-0.0684749 # DEPENDENCYPART_TRISIBL
(16,10),(16,8),(16,3),-0.0607114 # DEPENDENCYPART_TRISIBL
(16,10),(16,8),(16,2),-0.0603586 # DEPENDENCYPART_TRISIBL
(16,10),(16,8),(16,1),-0.0741009 # DEPENDENCYPART_TRISIBL
(16,10),(16,8),(16,-1),-0.173804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,7),(16,6),-0.0684749 # DEPENDENCYPART_TRISIBL
(16,10),(16,7),(16,5),-0.0603576 # DEPENDENCYPART_TRISIBL
(16,10),(16,7),(16,4),-0.0684749 # DEPENDENCYPART_TRISIBL
(16,10),(16,7),(16,3),-0.0607104 # DEPENDENCYPART_TRISIBL
(16,10),(16,7),(16,2),-0.0603576 # DEPENDENCYPART_TRISIBL
(16,10),(16,7),(16,1),-0.0741009 # DEPENDENCYPART_TRISIBL
(16,10),(16,7),(16,-1),-0.172738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,6),(16,5),-0.12921 # DEPENDENCYPART_TRISIBL
(16,10),(16,6),(16,4),-0.0375129 # DEPENDENCYPART_TRISIBL
(16,10),(16,6),(16,3),-0.129386 # DEPENDENCYPART_TRISIBL
(16,10),(16,6),(16,2),-0.12921 # DEPENDENCYPART_TRISIBL
(16,10),(16,6),(16,1),-0.0752983 # DEPENDENCYPART_TRISIBL
(16,10),(16,6),(16,-1),-0.0680352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,5),(16,4),-0.0684749 # DEPENDENCYPART_TRISIBL
(16,10),(16,5),(16,3),-0.0607104 # DEPENDENCYPART_TRISIBL
(16,10),(16,5),(16,2),-0.0603576 # DEPENDENCYPART_TRISIBL
(16,10),(16,5),(16,1),-0.0741009 # DEPENDENCYPART_TRISIBL
(16,10),(16,5),(16,-1),-0.172738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,4),(16,3),-0.129386 # DEPENDENCYPART_TRISIBL
(16,10),(16,4),(16,2),-0.12921 # DEPENDENCYPART_TRISIBL
(16,10),(16,4),(16,1),-0.0752983 # DEPENDENCYPART_TRISIBL
(16,10),(16,4),(16,-1),-0.0680352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,3),(16,2),-0.0603576 # DEPENDENCYPART_TRISIBL
(16,10),(16,3),(16,1),-0.0741009 # DEPENDENCYPART_TRISIBL
(16,10),(16,3),(16,-1),-0.172828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,2),(16,1),-0.0741009 # DEPENDENCYPART_TRISIBL
(16,10),(16,2),(16,-1),-0.172738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,1),(16,-1),-0.158108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,7),(16,6),-0.0465174 # DEPENDENCYPART_TRISIBL
(16,8),(16,7),(16,5),-0.216957 # DEPENDENCYPART_TRISIBL
(16,8),(16,7),(16,4),-0.0465174 # DEPENDENCYPART_TRISIBL
(16,8),(16,7),(16,3),-0.207917 # DEPENDENCYPART_TRISIBL
(16,8),(16,7),(16,2),-0.216772 # DEPENDENCYPART_TRISIBL
(16,8),(16,7),(16,1),-0.0631733 # DEPENDENCYPART_TRISIBL
(16,8),(16,7),(16,-1),-0.0995689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,6),(16,5),-0.235273 # DEPENDENCYPART_TRISIBL
(16,8),(16,6),(16,4),-0.0882321 # DEPENDENCYPART_TRISIBL
(16,8),(16,6),(16,3),-0.231468 # DEPENDENCYPART_TRISIBL
(16,8),(16,6),(16,2),-0.234996 # DEPENDENCYPART_TRISIBL
(16,8),(16,6),(16,1),-0.128445 # DEPENDENCYPART_TRISIBL
(16,8),(16,6),(16,-1),-0.125617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,5),(16,4),-0.0465174 # DEPENDENCYPART_TRISIBL
(16,8),(16,5),(16,3),-0.208668 # DEPENDENCYPART_TRISIBL
(16,8),(16,5),(16,2),-0.217523 # DEPENDENCYPART_TRISIBL
(16,8),(16,5),(16,1),-0.0631733 # DEPENDENCYPART_TRISIBL
(16,8),(16,5),(16,-1),-0.0992837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,4),(16,3),-0.231468 # DEPENDENCYPART_TRISIBL
(16,8),(16,4),(16,2),-0.234996 # DEPENDENCYPART_TRISIBL
(16,8),(16,4),(16,1),-0.128445 # DEPENDENCYPART_TRISIBL
(16,8),(16,4),(16,-1),-0.125617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,3),(16,2),-0.21484 # DEPENDENCYPART_TRISIBL
(16,8),(16,3),(16,1),-0.0632184 # DEPENDENCYPART_TRISIBL
(16,8),(16,3),(16,-1),-0.102703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,2),(16,1),-0.0631733 # DEPENDENCYPART_TRISIBL
(16,8),(16,2),(16,-1),-0.0992835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,1),(16,-1),0.00598331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,7),(16,6),(16,5),-0.240377 # DEPENDENCYPART_TRISIBL
(16,7),(16,6),(16,4),-0.0884187 # DEPENDENCYPART_TRISIBL
(16,7),(16,6),(16,3),-0.236572 # DEPENDENCYPART_TRISIBL
(16,7),(16,6),(16,2),-0.2401 # DEPENDENCYPART_TRISIBL
(16,7),(16,6),(16,1),-0.127965 # DEPENDENCYPART_TRISIBL
(16,7),(16,6),(16,-1),-0.133481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,7),(16,5),(16,4),-0.0466147 # DEPENDENCYPART_TRISIBL
(16,7),(16,5),(16,3),-0.217298 # DEPENDENCYPART_TRISIBL
(16,7),(16,5),(16,2),-0.226153 # DEPENDENCYPART_TRISIBL
(16,7),(16,5),(16,1),-0.0626912 # DEPENDENCYPART_TRISIBL
(16,7),(16,5),(16,-1),-0.107814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,7),(16,4),(16,3),-0.236572 # DEPENDENCYPART_TRISIBL
(16,7),(16,4),(16,2),-0.2401 # DEPENDENCYPART_TRISIBL
(16,7),(16,4),(16,1),-0.127965 # DEPENDENCYPART_TRISIBL
(16,7),(16,4),(16,-1),-0.133481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,7),(16,3),(16,2),-0.22347 # DEPENDENCYPART_TRISIBL
(16,7),(16,3),(16,1),-0.0627363 # DEPENDENCYPART_TRISIBL
(16,7),(16,3),(16,-1),-0.111233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,7),(16,2),(16,1),-0.0626912 # DEPENDENCYPART_TRISIBL
(16,7),(16,2),(16,-1),-0.107814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,7),(16,1),(16,-1),-0.00187256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,5),(16,4),0.0440201 # DEPENDENCYPART_TRISIBL
(16,6),(16,5),(16,3),-0.137233 # DEPENDENCYPART_TRISIBL
(16,6),(16,5),(16,2),-0.134052 # DEPENDENCYPART_TRISIBL
(16,6),(16,5),(16,1),0.0212472 # DEPENDENCYPART_TRISIBL
(16,6),(16,5),(16,-1),-0.0227202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,4),(16,3),-0.173528 # DEPENDENCYPART_TRISIBL
(16,6),(16,4),(16,2),-0.171092 # DEPENDENCYPART_TRISIBL
(16,6),(16,4),(16,1),0.0789165 # DEPENDENCYPART_TRISIBL
(16,6),(16,4),(16,-1),-0.122521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,3),(16,2),-0.13357 # DEPENDENCYPART_TRISIBL
(16,6),(16,3),(16,1),0.0212453 # DEPENDENCYPART_TRISIBL
(16,6),(16,3),(16,-1),-0.0219148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,2),(16,1),0.0212472 # DEPENDENCYPART_TRISIBL
(16,6),(16,2),(16,-1),-0.0243139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,1),(16,-1),-0.128242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,5),(16,4),(16,3),-0.235872 # DEPENDENCYPART_TRISIBL
(16,5),(16,4),(16,2),-0.239401 # DEPENDENCYPART_TRISIBL
(16,5),(16,4),(16,1),-0.127961 # DEPENDENCYPART_TRISIBL
(16,5),(16,4),(16,-1),-0.124961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,5),(16,3),(16,2),-0.222422 # DEPENDENCYPART_TRISIBL
(16,5),(16,3),(16,1),-0.0627341 # DEPENDENCYPART_TRISIBL
(16,5),(16,3),(16,-1),-0.102329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,5),(16,2),(16,1),-0.0626891 # DEPENDENCYPART_TRISIBL
(16,5),(16,2),(16,-1),-0.0989097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,5),(16,1),(16,-1),0.00664235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,4),(16,3),(16,2),-0.13357 # DEPENDENCYPART_TRISIBL
(16,4),(16,3),(16,1),0.0212453 # DEPENDENCYPART_TRISIBL
(16,4),(16,3),(16,-1),-0.0219148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,4),(16,2),(16,1),0.0212472 # DEPENDENCYPART_TRISIBL
(16,4),(16,2),(16,-1),-0.0243139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,4),(16,1),(16,-1),-0.128242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,3),(16,2),(16,1),-0.0626891 # DEPENDENCYPART_TRISIBL
(16,3),(16,2),(16,-1),-0.0947466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,3),(16,1),(16,-1),0.0101148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,2),(16,1),(16,-1),0.0130385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.0819287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0951763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0946573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.146574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.192868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.110519 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.172425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.174183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),-0.0849924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.292013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.278958 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.094654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,22),-0.146184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.190817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.117895 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,22),-0.146415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,23),-0.191528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.113267 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),-0.18875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,24),-0.117748 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.309323 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0577588 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.0602865 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.110261 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0785328 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.221381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.104535 # DEPENDENCYPART_TRISIBL
