# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(21,17),(17,22),(17,27),-0.0477748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,23),(17,24),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,23),(17,25),-0.064174 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,23),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,23),(17,27),-0.0690056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,24),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,24),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,24),(17,27),-0.105104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,25),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,25),(17,27),-0.0690056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,26),(17,27),-0.0648767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,17),(17,16),-0.0970918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,15),-0.0209705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,14),-0.0606715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,13),-0.0606765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,11),-0.0580085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,10),-0.0970616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,9),-0.0488695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,7),-0.0426574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,-1),-0.0139828 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,16),(17,15),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,14),-0.0437536 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,13),-0.0437536 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,11),-0.0428491 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,10),-0.0441349 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,9),-0.0485292 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,7),-0.0420466 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,-1),-0.100484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,15),(17,14),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,15),(17,13),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,15),(17,11),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,15),(17,10),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,15),(17,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,15),(17,7),-0.0421795 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,15),(17,-1),-0.0399505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,14),(17,13),-0.0442661 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,14),(17,11),-0.042015 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,14),(17,10),-0.0443214 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,14),(17,9),-0.0480874 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,14),(17,7),-0.0423915 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,14),(17,-1),-0.0504492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,13),(17,11),-0.042015 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,13),(17,10),-0.0443214 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,13),(17,9),-0.0480874 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,13),(17,7),-0.0423915 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,13),(17,-1),-0.0504545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,11),(17,10),-0.041285 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,11),(17,9),-0.0431914 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,11),(17,7),-0.0433842 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,11),(17,-1),0.0767388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,10),(17,9),-0.0484991 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,10),(17,7),-0.0420466 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,10),(17,-1),-0.100484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,9),(17,7),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,9),(17,-1),-0.122895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,7),(17,-1),-0.0601481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,18),(18,19),0.0977836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,20),0.103066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,21),-0.0652516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,18),(18,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,23),-0.0652258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,24),-0.0641895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,25),-0.0652258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,27),0.0924372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,19),(18,20),0.103068 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,19),(18,22),-0.0647203 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,24),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,27),-0.070261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,20),(18,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,20),(18,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,27),-0.0641541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,21),(18,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,27),-0.06767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,22),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,27),-0.0700075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,23),(18,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,23),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,23),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,23),(18,27),-0.0883994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,24),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,24),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,24),(18,27),-0.00468961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,25),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,25),(18,27),-0.0883994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,26),(18,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,18),(18,17),-0.0666903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,16),-0.0270762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,15),-0.0334557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,14),-0.0395561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,13),-0.0395561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,11),-0.0666581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,8),0.0348247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,7),-0.0569066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,6),-0.0330461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,5),-0.026946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,1),0.0307497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,-1),-0.0360712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,17),(18,16),-0.0420858 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,14),-0.0420408 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,13),-0.0420408 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,11),-0.0420912 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,8),-0.0504614 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,5),-0.0423504 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,1),-0.0491315 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,-1),-0.0393838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,16),(18,15),-0.0420749 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,8),-0.041412 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,6),-0.0420749 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,5),-0.0426826 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,1),-0.040047 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,-1),-0.0486604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,15),(18,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,8),-0.042358 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,7),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,1),-0.042358 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,-1),-0.0301377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,14),(18,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,11),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,8),-0.0432299 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,5),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,1),-0.0423863 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,-1),-0.0434135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,13),(18,11),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,8),-0.0432299 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,5),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,1),-0.0423863 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,-1),-0.0434137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,11),(18,8),-0.0504292 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,5),-0.0423504 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,1),-0.0490993 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,-1),-0.0393838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,8),(18,7),-0.042059 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,6),-0.0387245 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,5),-0.047027 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,1),-0.0460109 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,-1),0.0473826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,7),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,7),(18,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,7),(18,1),-0.0423435 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,7),(18,-1),-0.0627156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,6),(18,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,6),(18,1),-0.0423587 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,6),(18,-1),-0.0267954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,5),(18,1),-0.0410986 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,5),(18,-1),-0.0416816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,1),(18,-1),0.0234426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,20),0.102091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,21),-0.0822483 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,22),-0.0649949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,23),-0.070716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,24),-0.0668121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,25),-0.070716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,27),-2.15134e-05 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,20),(19,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,20),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,27),-0.065461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,21),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,27),-0.0739605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,22),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,27),-0.0419907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,23),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,27),-0.101726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,24),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,24),(19,27),-0.0724127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,25),(19,27),-0.101726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.0419536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,17),-0.0478146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),-0.293364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,17),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,-1),-0.0513628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,17),(19,-1),-0.0946325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,27),0.126125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,23),(20,27),-0.0642562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,-1),0.157098 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,23),-0.0427254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,27),-0.0717936 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,23),(22,27),-0.0427253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,-1),-0.118871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,24),0.023831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,25),-0.102237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,26),-0.0454384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,27),0.139642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,24),(23,25),-0.044871 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,24),(23,26),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,24),(23,27),0.123392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,25),(23,26),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,25),(23,27),-0.0115079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,26),(23,27),-0.0481234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,22),0.146025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,21),0.125779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,19),-0.0894905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,18),-0.0652386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,-1),-0.0359575 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,21),0.108416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,22),(23,20),-0.0641635 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,19),-0.0642037 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,18),-0.0653555 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,-1),-0.115437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,21),(23,20),-0.0641641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,19),-0.0645193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,-1),-0.0466126 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,20),(23,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,-1),-0.0614521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,19),(23,18),-0.0645374 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,-1),-0.0577189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,18),(23,-1),-0.072759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,25),0.242023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,27),-0.292469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,25),(24,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,27),0.263633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,26),(24,27),-0.04333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,-1),-0.00506102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,25),(25,27),0.13952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,25),(25,23),0.111551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,21),0.125777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,25),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,-1),-0.0359733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,23),(25,21),0.100942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,23),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,-1),-0.0774279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,21),(25,20),-0.0641641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,21),(25,-1),-0.0466134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,20),(25,-1),-0.0614521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.0431998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,25),-0.0358549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,27),-0.0557193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,24),(23,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,27),-0.0446763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,25),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,25),(23,27),-0.033935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,26),(23,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,22),0.102985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,23),(23,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,-1),-0.0867037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
