# _root_ That 50 % is now held by Clifford Parker , Regatta 's president and chief executive officer , who will continue to manage Regatta 's operations under Gitano .
#goldHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,9,20,21,22,26,24,23,23,27,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,17,20,21,22,26,24,23,23,27,4,
(3,3),(3,5),(3,6),-0.204842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.178044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.0988745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,30),-0.148812 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,10),-0.114802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),0.0350958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,30),-0.113666 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,14),-0.301949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,30),-0.7725 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,30),-0.233134 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.101097 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0971035 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.0545994 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,30),-0.175647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,10),-0.100045 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.0540825 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,30),-0.198549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,14),0.038792 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,30),-0.128595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,30),-0.0934817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,10),-0.0349241 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.00571996 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,30),-0.132926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,14),-0.012087 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,30),-0.298436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,30),-0.102456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,14),0.0174441 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,30),-0.197908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,30),-0.145345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,30),-0.0104996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.174195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.0108865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.000365472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.0757864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0231051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.0991755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0826747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0827055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.160346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.0826747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),-0.0327678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.0156234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.195774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.113555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,17),-0.0326545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,18),-0.160346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,20),-0.110093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,21),-0.0539358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,27),-0.105453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,29),-0.0690406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,30),-0.0924072 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.193579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.148576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.148607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),0.0680791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.148576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),-0.072401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),-0.117486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),0.144118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.0946065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,17),-0.132149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,18),0.0680791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,20),-0.151037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,21),-0.0698679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,27),-0.183758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,29),0.0719786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,30),0.136984 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.190417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.190448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.0481601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.190417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,12),-0.0681525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),-0.0354063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.141375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,15),-0.11313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,17),-0.0470126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,18),-0.0481601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,20),-0.178742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,21),-0.0542428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,27),-0.130177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,29),-0.0427476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,30),-0.153003 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.2029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.0559615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.202863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,12),-0.0999652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),-0.0466211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.0347381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),-0.00641161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,17),-0.0610543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,18),-0.0559615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,20),-0.147512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,21),-0.0214249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,27),-0.0698201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,29),0.0278588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,30),-0.0278238 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.0561666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.20286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,12),-0.0999652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,13),-0.0466211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.0347381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.00641161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,17),-0.0610543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,18),-0.0561666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,20),-0.147512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,21),-0.0214249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,27),-0.0698231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,29),0.0269912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,30),-0.0262477 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.163415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,12),-0.112353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,13),-0.152818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),-0.427291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.197997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,17),-0.20091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,18),-0.0588706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,20),-0.0243392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,21),-0.0851244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,27),-0.417066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,29),-0.159657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,30),-0.12955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,12),-0.0999652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,13),-0.0466211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,14),-0.0347381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,15),-0.00641161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,17),-0.0610543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,18),-0.0559615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,20),-0.147512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,21),-0.0214249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,27),-0.0698201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,29),0.0265495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,30),-0.0264974 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,13),-0.130204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,14),-0.0309887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,15),-0.0568438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,17),-0.144398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,18),-0.0616655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,20),-0.136305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,21),-0.0357081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,27),-0.148145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,29),-0.0618924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,30),0.034803 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,14),-0.030086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,15),-0.0416051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,17),-0.0643778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,18),0.0529311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,20),-0.104211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,21),0.059393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,27),-0.0446398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,29),0.0639947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,30),0.0531479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,15),-0.109783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,17),0.0200552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,18),-0.180937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,20),-0.115589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,21),-0.0638494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,27),-0.194386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,29),-0.565943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,30),-0.195706 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,17),-0.119003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,18),0.00104114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,20),-0.0690911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,21),0.0316305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,27),-0.0915616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,29),-0.0390244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,30),-0.0195472 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,17),(4,18),0.0582499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,20),-0.104823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,21),0.0589319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,27),-0.061744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,29),0.062199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,30),0.0464558 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,18),(4,20),-0.0243392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,21),-0.0851244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,27),-0.417066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,29),-0.159657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,30),-0.12955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,20),(4,21),-0.0544128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,20),(4,27),-0.181816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,20),(4,29),0.140407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,20),(4,30),0.060544 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,21),(4,27),-0.147091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,21),(4,29),0.015601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,21),(4,30),0.051366 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,27),(4,29),-0.0511914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,27),(4,30),-0.121361 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,29),(4,30),-0.174566 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.140398 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.109818 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.109818 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0687705 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.109818 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.0988341 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.0970793 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),0.00942667 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),-0.0838213 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,17),-0.097223 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,18),-0.0687705 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,20),-0.100681 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,21),-0.0356752 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,27),-0.146499 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,29),-0.0301127 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,30),0.0636335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.105187 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.105187 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.0428857 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.105187 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,12),-0.100837 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.07605 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.011701 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,15),-0.0770105 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,17),-0.0761779 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,18),-0.0428857 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,20),-0.0834265 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,21),-0.0167423 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,27),-0.0410081 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,29),-0.0421394 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,30),-0.085893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.108766 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),0.0139082 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.108766 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,12),-0.0988327 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.0783402 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,14),-0.0450983 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.0757003 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,17),-0.0784857 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,18),0.0139082 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,20),-0.0916895 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,21),-0.0355614 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,27),-0.0795188 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,29),0.00711281 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,30),-0.0715888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),0.0139082 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.108766 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,12),-0.0988327 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,13),-0.0783402 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,14),-0.0450983 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,15),-0.0757003 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,17),-0.0784857 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,18),0.0139082 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,20),-0.0916895 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,21),-0.0355614 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,27),-0.0795188 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,29),0.00711281 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,30),-0.0715888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.109421 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,12),-0.0994175 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,13),-0.0363211 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,14),-0.0651833 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,15),-0.0173004 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,17),-0.0377589 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,18),-0.0262884 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,20),-0.0869711 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,21),-0.0366965 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,27),-0.0837067 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,29),-0.0537661 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,30),-0.186839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,12),-0.0988327 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,13),-0.0783402 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,14),-0.0450983 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,15),-0.0757003 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,17),-0.0784857 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,18),0.0139082 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,20),-0.0916895 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,21),-0.0355614 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,27),-0.0795188 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,29),0.00711281 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,30),-0.0715888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,12),(4,13),-0.0795017 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,14),-0.0383947 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,15),-0.0739838 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,17),-0.0796472 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,18),-0.0267797 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,20),-0.0911378 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,21),-0.0354829 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,27),-0.0868059 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,29),-0.0593807 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,30),-0.0441023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,14),-0.0665497 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,15),-0.102718 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,17),-0.109533 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,18),0.0188093 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,20),-0.0992516 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,21),-0.00376861 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,27),-0.0775957 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,29),-0.0716814 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,30),-0.0280014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,14),(4,15),-0.0789633 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,17),-0.0850624 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,18),-0.00293387 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,20),-0.0913549 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,21),-0.0360086 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,27),-0.0779021 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,29),-0.110973 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,30),-0.118483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
