# _root_ It also recommends better retirement and day-care benefits , and basing pay on education , experience and nurses ' demanding work schedules .
#goldHeads=3,3,0,5,3,5,8,6,8,8,10,11,11,13,14,14,16,22,18,22,22,17,3,
#predictedHeads=3,3,0,5,3,5,8,6,3,3,10,11,11,13,14,14,16,22,18,22,22,17,3,
(0,0),(0,2),(0,5),-0.125219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,24),0.329051 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,5),-0.137127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,24),0.827923 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,5),(0,24),0.375689 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,2),(0,3),-0.0749117 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,5),-0.103227 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,24),-0.102034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,3),(0,5),-0.102998 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,24),-0.123919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,5),(0,24),-0.0603496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,3),(0,5),-0.0982637 # DEPENDENCYPART_TRISIBL
(0,2),(0,3),(0,24),-0.114532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,5),(0,24),-0.0851991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,5),(0,24),-0.127441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.139114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.087419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.110354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),-0.0971448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,9),-0.173486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,10),-0.0971448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,24),-0.181841 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.122616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.121204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.00145219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,9),-0.0535642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,10),-0.00145219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,24),-0.125305 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.155319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,6),-0.0559191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,9),-0.0854289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,10),-0.0559191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,24),-0.220888 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),-0.0403344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,9),-0.0969573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,10),-0.0403344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,24),-0.167805 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,6),(1,9),-0.218207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,10),-0.211436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,24),-0.0563313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,9),(1,10),-0.253943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,24),-0.54443 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,10),(1,24),-0.0563313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0952371 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,5),-0.0981527 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,6),-0.0333116 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,9),-0.0156485 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,10),-0.0333116 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,24),-0.141172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,5),-0.099276 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,6),-0.026114 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,9),0.00291263 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,10),-0.026114 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,24),-0.163737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,6),-0.0447702 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,9),0.0265182 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,10),-0.0447702 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,24),-0.114102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,9),0.00725057 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,10),-0.0358514 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,24),-0.122277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,10),-0.0363157 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,24),-0.255637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,10),(1,24),-0.122277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.0698025 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,6),-0.062514 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,9),-0.0920123 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,10),-0.062514 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,24),-0.111784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.0610379 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,9),-0.0930835 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,10),-0.0610379 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,24),-0.0896053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,9),-0.0925488 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,10),-0.0595092 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,24),-0.0764776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,10),0.0151358 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,24),-0.0816249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,10),(1,24),-0.0764776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,6),-0.094862 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,9),-0.0635331 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,10),-0.094862 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,24),-0.124794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,9),-0.0608276 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,10),-0.0896351 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,24),-0.0667826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,9),(1,10),-0.0803356 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,24),-0.134419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,10),(1,24),-0.0667826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,6),(1,9),-0.0322229 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,10),-0.0484654 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,24),-0.07774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,9),(1,10),-0.014931 # DEPENDENCYPART_TRISIBL
(1,5),(1,9),(1,24),-0.0918241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,10),(1,24),-0.07774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,9),(1,10),-0.465698 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,24),-0.137389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,10),(1,24),-0.205726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,10),(1,24),-0.0829931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.0914958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),-0.133698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.109794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,10),-0.109794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,23),-0.130754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,24),-0.277128 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),-0.182503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,6),-0.168575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,10),-0.168575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,23),-0.176272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,24),-0.294502 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,6),-0.124761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,10),-0.124761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,23),-0.186628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,24),-0.224743 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,10),-0.320646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,23),-0.531669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,24),-0.262619 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,23),-0.531669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,24),-0.262619 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,23),(2,24),-0.385872 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0697377 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,6),-0.0614223 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,10),-0.0614223 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,23),-0.0831771 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,24),-0.0727882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,6),-0.0599461 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,10),-0.0599461 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,23),-0.0854874 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,24),-0.0512904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,10),-0.0584175 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,23),-0.048627 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,24),-0.036472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,23),-0.048627 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,24),-0.036472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,23),(2,24),0.030563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.095908 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),-0.095908 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,23),-0.0785099 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,24),-0.181966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,10),-0.0906811 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,23),-0.0855661 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,24),-0.121971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,23),-0.0855661 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,24),-0.121971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,23),(2,24),-0.153106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,10),-0.029397 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,23),-0.0686987 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,24),-0.112275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,23),-0.0686987 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,24),-0.112275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,23),(2,24),-0.207126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,10),(2,23),-0.164962 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,24),-0.205221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,23),(2,24),-0.0663272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,23),(2,24),-0.0663272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.285829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.136135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.0713173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.135291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.129625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0635911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.0713173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.0571996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.125557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,13),-0.0482963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.0635911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,17),-0.0713173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,22),-0.13223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,23),-0.0643728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,24),-0.0624312 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.0498519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.0801244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.0575281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),0.0401197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.0498519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.0497893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.0713887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,13),0.053187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),0.0401197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,17),-0.0498519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,22),-0.0613241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,23),-0.0214591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,24),-0.0212721 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),0.00648322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),0.0964807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.187424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.247349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.0267188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),0.0162085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,13),-0.120818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.187424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,17),-0.247349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,22),0.0919177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,23),-0.623884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,24),-0.231546 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.0575281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),0.0344028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.049442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.0497893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.071342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,13),0.0582526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),0.0344028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,17),-0.049442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,22),-0.0613241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,23),-0.020074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,24),-0.0199031 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),0.0246734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,10),-0.0178178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.0391864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.0347284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,13),0.0893436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,15),0.0246734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,17),-0.0178178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,22),-0.0874037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,23),-0.0530685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,24),-0.0440047 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.441263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,11),-0.218954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.223435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,13),-0.360336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.0665161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,17),-0.441263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,22),-0.206296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,23),-0.215792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,24),-0.171016 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,11),-0.0267188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,12),0.0162085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,13),-0.120818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,15),-0.187424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,17),-0.247349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,22),0.0919177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,23),-0.623884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,24),-0.231546 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.0809208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,13),-0.104245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,15),0.0053281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,17),-0.000405924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,22),-0.158816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,23),-0.0576214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,24),-0.0447983 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,13),0.0590697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,15),0.0380325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,17),-0.0503391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,22),-0.0618506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,23),-0.0263155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,24),-0.00487112 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,13),(3,15),-0.0502701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,17),-0.19109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,22),-0.151849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,23),-0.137413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,24),-0.129108 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,17),-0.441263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,22),-0.206296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,23),-0.215792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,24),-0.171016 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,22),0.0919177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,23),-0.623884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,24),-0.231546 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,22),(3,23),-0.0546479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,22),(3,24),-0.0460064 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,23),(3,24),-0.204054 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0992613 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0847334 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.10843 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0696803 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0992613 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.0887011 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.0847687 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,13),-0.0753644 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.0696803 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,17),-0.0992613 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,22),-0.10843 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,23),-0.0928246 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,24),-0.086233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0854407 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.109654 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0669453 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.0937064 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.0887011 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.085476 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0764115 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.0669453 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.0937064 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,22),-0.109654 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,23),-0.0910286 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,24),-0.0199104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.10843 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0696803 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0992613 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.0887011 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0847687 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.0753644 # DEPENDENCYPART_TRISIBL
