# _root_ By the market 's close , volume on the New York exchange totaled more than 416 million , the fourth highest on record .
#goldHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,20,22,13,
#predictedHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,13,20,21,13,21,22,13,
(13,23),(13,24),(13,25),-0.0868579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.00935704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),0.0289619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),-0.169457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.0242994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,7),-0.0251193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,6),0.198187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,5),-0.0100824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,4),-0.0592899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,3),-0.0518173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,1),-0.0264403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),0.101896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.107957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,9),-0.19286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.00997528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,7),-0.0613834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,6),0.106929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,5),-0.0430177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,4),-0.05815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,3),-0.07252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,1),-0.0131496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),0.0653049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.194351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,8),-0.0148316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,7),-0.0625083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,6),0.101333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,5),-0.0441426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,4),-0.0584471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,3),-0.0736449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,1),-0.0180059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),0.124482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.0840775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,7),-0.0832559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,6),-0.0200074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,5),-0.0560894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,4),-0.0525488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,3),-0.0945286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,1),-0.0984175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.065034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,7),0.0645115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,6),-0.23615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,5),0.0872654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,4),-0.0549187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,3),0.0524047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,1),-0.136834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),-0.198374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,7),(13,6),0.19862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,5),-0.0168558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,4),-0.0592892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,3),-0.0585908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,1),-0.0237489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,-1),0.111761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,6),(13,5),-0.0988677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,4),-0.0442405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,3),-0.132005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,1),-0.124013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,-1),-0.276416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,5),(13,4),-0.0592892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,3),-0.0537223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,1),-0.023961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,-1),0.0768477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,4),(13,3),-0.0702091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,1),-0.102834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,-1),-0.172879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,3),(13,1),-0.0242772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,-1),0.0986109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,1),(13,-1),-0.204637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.0662996 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),-0.00426864 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),-0.128645 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,7),-0.167775 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,6),0.0389156 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,5),-0.164237 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,4),-0.0712222 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,3),-0.161529 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,1),-0.0897229 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.0781905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.00508722 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),-0.127454 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,7),-0.169 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,6),0.0389001 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,5),-0.165462 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,4),-0.071253 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,3),-0.162754 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,1),-0.0885324 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.0782582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,8),-0.10019 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,7),-0.151902 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,6),0.000454218 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,5),-0.148946 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,4),-0.0708795 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,3),-0.146142 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,1),-0.0612098 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.0177482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,7),-0.181429 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,6),-0.00554555 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,5),-0.178062 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,4),-0.0708792 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,3),-0.175364 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,1),-0.118712 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,-1),0.0165096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,7),(13,6),0.0162692 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,5),-0.163581 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,4),-0.068501 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,3),-0.160426 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,1),-0.1056 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,-1),-0.0627762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,6),(13,5),-0.134524 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,4),-0.0767014 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,3),-0.132982 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,1),0.0641968 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,-1),-0.140264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,5),(13,4),-0.068501 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,3),-0.16044 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,1),-0.105743 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,-1),-0.0636694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,4),(13,3),-0.139402 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,1),-0.0695867 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,-1),-0.0335135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,3),(13,1),-0.106013 # DEPENDENCYPART_TRISIBL
(13,12),(13,3),(13,-1),-0.0724383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,1),(13,-1),0.0098041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,9),0.0159808 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,8),-0.0649826 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,7),-0.14012 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,6),-0.0454436 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,5),-0.143725 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,4),-0.0870199 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,3),-0.138535 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,1),-0.0718763 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),-0.0556102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,9),(13,8),-0.0688726 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,7),-0.116803 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,6),-0.0479769 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,5),-0.120701 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,4),-0.0739448 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,3),-0.114305 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,1),-0.0743875 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,-1),-0.0293913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,7),-0.143726 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,6),-0.0601266 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,5),-0.14731 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,4),-0.0777382 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,3),-0.141267 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,1),0.0104 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,-1),0.0139543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,7),(13,6),-0.0978677 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,5),-0.130824 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,4),-0.0780027 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,3),-0.122105 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,1),-0.093423 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,-1),-0.0597226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,6),(13,5),-0.146475 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,4),-0.0764934 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,3),-0.140935 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,1),0.0510621 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,-1),-0.109875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,5),(13,4),-0.0780027 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,3),-0.121859 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,1),-0.0930168 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,-1),-0.0639598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,4),(13,3),-0.111019 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,1),-0.0649815 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,-1),-0.0428623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,3),(13,1),-0.092946 # DEPENDENCYPART_TRISIBL
(13,11),(13,3),(13,-1),-0.0574599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,1),(13,-1),0.0192318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,8),-0.0727931 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,7),-0.122781 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,6),-0.0468143 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,5),-0.126679 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,4),-0.0739448 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,3),-0.120282 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,1),-0.078308 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),0.0161522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,7),-0.146602 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,6),-0.0586389 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,5),-0.150186 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,4),-0.0777382 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,3),-0.144143 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,1),0.00789371 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,-1),0.0267031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,7),(13,6),-0.096408 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,5),-0.134188 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,4),-0.0780028 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,3),-0.125469 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,1),-0.0967835 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,-1),-0.046374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,6),(13,5),-0.14962 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,4),-0.0764934 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,3),-0.14408 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,1),0.0484933 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,-1),-0.0908663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,5),(13,4),-0.0780028 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,3),-0.125223 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,1),-0.0963772 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,-1),-0.0506112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,4),(13,3),-0.113983 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,1),-0.0675011 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,-1),-0.026853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,3),(13,1),-0.0963065 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,-1),-0.0441113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,1),(13,-1),0.0319806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,7),-0.0899216 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,6),-0.034758 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,5),-0.0913031 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,4),-0.0723825 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,3),-0.0882412 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,1),-0.0588737 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),-0.112547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,7),(13,6),-0.0190648 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,5),-0.10954 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,4),-0.0723536 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,3),-0.106593 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,1),-0.0556565 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,-1),-0.0990525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,6),(13,5),-0.156206 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,4),-0.0701296 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,3),-0.153259 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,1),-0.0271989 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,-1),-0.100345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,5),(13,4),-0.0723536 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,3),-0.10661 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,1),-0.0556565 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,-1),-0.094175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,4),(13,3),-0.0996764 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,1),-0.0523812 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,-1),-0.0992452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,3),(13,1),-0.0560435 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,-1),-0.0990562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,1),(13,-1),-0.110363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,7),(13,6),0.10965 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,5),-0.101544 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,4),-0.0772349 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,3),-0.10252 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,1),-0.13852 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,-1),-0.0311579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,6),(13,5),-0.0368456 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,4),-0.0786432 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,3),-0.0365554 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,1),-0.190693 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,-1),-0.308191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,5),(13,4),-0.0772348 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,3),-0.102512 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,1),-0.13852 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,-1),-0.0288511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,4),(13,3),-0.0917243 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,1),-0.126834 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,-1),-0.0674151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,3),(13,1),-0.13876 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,-1),-0.0297116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,1),(13,-1),-0.0797861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,6),(13,5),-0.131468 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,4),-0.0767014 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,3),-0.129926 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,1),0.0664895 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,-1),-0.149282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,5),(13,4),-0.0685009 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,3),-0.156677 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,1),-0.104271 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,-1),-0.0764691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,4),(13,3),-0.136575 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,1),-0.0681187 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,-1),-0.0413372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,3),(13,1),-0.104541 # DEPENDENCYPART_TRISIBL
(13,7),(13,3),(13,-1),-0.085238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,1),(13,-1),0.00510187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,5),(13,4),-0.0848133 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,3),-0.1276 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,1),0.0868492 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,-1),0.0360496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,4),(13,3),-0.125786 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,1),0.0117404 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,-1),0.00869872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,3),(13,1),0.0837367 # DEPENDENCYPART_TRISIBL
(13,6),(13,3),(13,-1),0.0436975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,1),(13,-1),0.122991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,4),(13,3),-0.137679 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,1),-0.0695451 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,-1),-0.0236318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,3),(13,1),-0.105967 # DEPENDENCYPART_TRISIBL
(13,5),(13,3),(13,-1),-0.0652236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,1),(13,-1),0.0228857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,3),(13,1),-0.0818249 # DEPENDENCYPART_TRISIBL
(13,4),(13,3),(13,-1),-0.137333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,1),(13,-1),-0.107418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,3),(13,1),(13,-1),-0.00480481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.236301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.219207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.0703209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.187543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),0.0998801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),-0.113844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.135614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,23),-0.104884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,24),-0.290635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,25),-0.172831 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.107828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.140353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.185356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.0376643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),-0.117101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.101601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,23),-0.176475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,24),-0.190047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,25),-0.277228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.134238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
