# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,15,22,7,
(3,7),(3,6),0.0631904 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.122857 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.32776 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.172235 # DEPENDENCYPART_HEADBIGRAM
(3,7),(9,6),0.172734 # DEPENDENCYPART_HEADBIGRAM
(3,7),(10,6),0.172196 # DEPENDENCYPART_HEADBIGRAM
(3,8),(0,7),-0.0554252 # DEPENDENCYPART_HEADBIGRAM
(3,8),(1,7),-0.0549755 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.0551242 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.0746937 # DEPENDENCYPART_HEADBIGRAM
(3,8),(10,7),0.174362 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.0913421 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.0565267 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.0610223 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.0548154 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.172714 # DEPENDENCYPART_HEADBIGRAM
(3,9),(12,8),0.170991 # DEPENDENCYPART_HEADBIGRAM
(3,10),(1,9),-0.0611624 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.0610651 # DEPENDENCYPART_HEADBIGRAM
(3,10),(5,9),0.0518661 # DEPENDENCYPART_HEADBIGRAM
(3,10),(6,9),0.0637975 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.0616778 # DEPENDENCYPART_HEADBIGRAM
(3,10),(8,9),0.0626731 # DEPENDENCYPART_HEADBIGRAM
(3,10),(10,9),0.16364 # DEPENDENCYPART_HEADBIGRAM
(3,10),(11,9),0.174288 # DEPENDENCYPART_HEADBIGRAM
(3,11),(1,10),-0.0594806 # DEPENDENCYPART_HEADBIGRAM
(3,11),(3,10),0.0638444 # DEPENDENCYPART_HEADBIGRAM
(3,11),(5,10),0.167538 # DEPENDENCYPART_HEADBIGRAM
(3,11),(6,10),0.0836473 # DEPENDENCYPART_HEADBIGRAM
(3,11),(7,10),0.0694539 # DEPENDENCYPART_HEADBIGRAM
(3,11),(8,10),0.12349 # DEPENDENCYPART_HEADBIGRAM
(3,11),(9,10),0.130465 # DEPENDENCYPART_HEADBIGRAM
(3,11),(11,10),0.18679 # DEPENDENCYPART_HEADBIGRAM
(3,11),(12,10),0.177891 # DEPENDENCYPART_HEADBIGRAM
(3,11),(15,10),0.171578 # DEPENDENCYPART_HEADBIGRAM
(3,12),(1,11),-0.0643903 # DEPENDENCYPART_HEADBIGRAM
(3,12),(3,11),0.0485481 # DEPENDENCYPART_HEADBIGRAM
(3,12),(5,11),0.103037 # DEPENDENCYPART_HEADBIGRAM
(3,12),(6,11),0.111767 # DEPENDENCYPART_HEADBIGRAM
(3,12),(7,11),0.0499918 # DEPENDENCYPART_HEADBIGRAM
(3,12),(8,11),0.0959091 # DEPENDENCYPART_HEADBIGRAM
(3,12),(10,11),0.108814 # DEPENDENCYPART_HEADBIGRAM
(3,12),(14,11),0.169804 # DEPENDENCYPART_HEADBIGRAM
(3,12),(15,11),0.17163 # DEPENDENCYPART_HEADBIGRAM
(3,12),(17,11),0.205572 # DEPENDENCYPART_HEADBIGRAM
(3,13),(3,12),0.124181 # DEPENDENCYPART_HEADBIGRAM
(3,13),(7,12),0.126893 # DEPENDENCYPART_HEADBIGRAM
(3,13),(8,12),0.122888 # DEPENDENCYPART_HEADBIGRAM
(3,13),(10,12),0.118118 # DEPENDENCYPART_HEADBIGRAM
(3,13),(11,12),0.078509 # DEPENDENCYPART_HEADBIGRAM
(3,13),(14,12),0.133185 # DEPENDENCYPART_HEADBIGRAM
(3,13),(15,12),0.139008 # DEPENDENCYPART_HEADBIGRAM
(3,13),(17,12),0.153916 # DEPENDENCYPART_HEADBIGRAM
(3,15),(5,14),0.0745084 # DEPENDENCYPART_HEADBIGRAM
(3,15),(6,14),0.0842219 # DEPENDENCYPART_HEADBIGRAM
(3,15),(7,14),0.0752788 # DEPENDENCYPART_HEADBIGRAM
(3,15),(8,14),0.0841229 # DEPENDENCYPART_HEADBIGRAM
(3,15),(10,14),0.0835914 # DEPENDENCYPART_HEADBIGRAM
(3,15),(11,14),0.0716411 # DEPENDENCYPART_HEADBIGRAM
(3,15),(12,14),0.0877803 # DEPENDENCYPART_HEADBIGRAM
(3,15),(15,14),0.184629 # DEPENDENCYPART_HEADBIGRAM
(3,15),(16,14),0.167919 # DEPENDENCYPART_HEADBIGRAM
(3,15),(17,14),0.177486 # DEPENDENCYPART_HEADBIGRAM
(3,24),(15,23),0.108477 # DEPENDENCYPART_HEADBIGRAM
(3,24),(17,23),0.112202 # DEPENDENCYPART_HEADBIGRAM
(3,24),(18,23),-0.0341604 # DEPENDENCYPART_HEADBIGRAM
(3,24),(21,23),0.0896866 # DEPENDENCYPART_HEADBIGRAM
(3,24),(22,23),0.0491372 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.178809 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.0539812 # DEPENDENCYPART_HEADBIGRAM
(5,3),(6,2),0.0636126 # DEPENDENCYPART_HEADBIGRAM
(5,3),(7,2),0.0644978 # DEPENDENCYPART_HEADBIGRAM
(5,3),(10,2),0.0970521 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.161181 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.149096 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),-0.0214403 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.111346 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.105329 # DEPENDENCYPART_HEADBIGRAM
(5,4),(10,3),0.172326 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.0280907 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0722256 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),0.0512307 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.174951 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.187033 # DEPENDENCYPART_HEADBIGRAM
(5,6),(10,5),0.170112 # DEPENDENCYPART_HEADBIGRAM
(5,8),(0,7),-0.0568822 # DEPENDENCYPART_HEADBIGRAM
(5,8),(1,7),-0.0660029 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0618047 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.0741095 # DEPENDENCYPART_HEADBIGRAM
(5,8),(10,7),0.173768 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0653995 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.0664624 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.0380317 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.0378689 # DEPENDENCYPART_HEADBIGRAM
(5,9),(10,8),0.173418 # DEPENDENCYPART_HEADBIGRAM
(5,9),(12,8),0.174139 # DEPENDENCYPART_HEADBIGRAM
(5,10),(1,9),-0.0610823 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.061664 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.0723198 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.105474 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.172459 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.171386 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.186343 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,11),(1,10),-0.0780509 # DEPENDENCYPART_HEADBIGRAM
(5,11),(3,10),-0.0637472 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.0570538 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.0889784 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.0934149 # DEPENDENCYPART_HEADBIGRAM
(5,11),(8,10),0.130053 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.13077 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.17372 # DEPENDENCYPART_HEADBIGRAM
(5,11),(12,10),0.173395 # DEPENDENCYPART_HEADBIGRAM
(5,11),(15,10),0.175205 # DEPENDENCYPART_HEADBIGRAM
(5,14),(1,13),-0.113952 # DEPENDENCYPART_HEADBIGRAM
(5,14),(3,13),-0.0718473 # DEPENDENCYPART_HEADBIGRAM
(5,14),(6,13),0.0942612 # DEPENDENCYPART_HEADBIGRAM
(5,14),(7,13),0.103364 # DEPENDENCYPART_HEADBIGRAM
(5,14),(8,13),0.111844 # DEPENDENCYPART_HEADBIGRAM
(5,14),(10,13),0.115018 # DEPENDENCYPART_HEADBIGRAM
(5,14),(11,13),0.0353972 # DEPENDENCYPART_HEADBIGRAM
(5,14),(12,13),0.0436339 # DEPENDENCYPART_HEADBIGRAM
(5,14),(14,13),0.155713 # DEPENDENCYPART_HEADBIGRAM
(5,14),(17,13),0.159557 # DEPENDENCYPART_HEADBIGRAM
(6,2),(0,1),-0.171272 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.0792679 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.121035 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.0824124 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.0408324 # DEPENDENCYPART_HEADBIGRAM
(6,2),(7,1),0.149069 # DEPENDENCYPART_HEADBIGRAM
(6,2),(9,1),0.117452 # DEPENDENCYPART_HEADBIGRAM
(6,2),(10,1),0.148863 # DEPENDENCYPART_HEADBIGRAM
(6,2),(11,1),0.138575 # DEPENDENCYPART_HEADBIGRAM
(6,2),(17,1),0.0692912 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.188988 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),0.0353162 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),-0.0541368 # DEPENDENCYPART_HEADBIGRAM
(6,3),(7,2),0.0906245 # DEPENDENCYPART_HEADBIGRAM
(6,3),(10,2),0.108201 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.167854 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.148129 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.093914 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.0048547 # DEPENDENCYPART_HEADBIGRAM
(6,4),(7,3),0.123916 # DEPENDENCYPART_HEADBIGRAM
(6,4),(10,3),0.173422 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.185192 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.129003 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.031314 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0736697 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.199499 # DEPENDENCYPART_HEADBIGRAM
(6,5),(10,4),0.0927347 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),-0.0188288 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.100414 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.065465 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0654718 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),0.0408475 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.167779 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.183523 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.182771 # DEPENDENCYPART_HEADBIGRAM
(6,8),(0,7),-0.0482849 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0523887 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0661378 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0650168 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.175706 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0654055 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.06749 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.068611 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.0355024 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.173375 # DEPENDENCYPART_HEADBIGRAM
(6,9),(12,8),0.17413 # DEPENDENCYPART_HEADBIGRAM
(6,10),(1,9),-0.0611169 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0691378 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.061259 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0607376 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.172434 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.160376 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.171855 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.17426 # DEPENDENCYPART_HEADBIGRAM
(6,11),(1,10),-0.0853236 # DEPENDENCYPART_HEADBIGRAM
(6,11),(3,10),-0.0764983 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0842461 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.120375 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.0870737 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.11817 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.12608 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.204172 # DEPENDENCYPART_HEADBIGRAM
(6,11),(12,10),0.167492 # DEPENDENCYPART_HEADBIGRAM
(6,11),(15,10),0.164269 # DEPENDENCYPART_HEADBIGRAM
(6,13),(3,12),-0.0868881 # DEPENDENCYPART_HEADBIGRAM
(6,13),(7,12),0.159342 # DEPENDENCYPART_HEADBIGRAM
(6,13),(8,12),0.112458 # DEPENDENCYPART_HEADBIGRAM
(6,13),(10,12),0.119864 # DEPENDENCYPART_HEADBIGRAM
(6,13),(11,12),0.0389843 # DEPENDENCYPART_HEADBIGRAM
(6,13),(14,12),0.123661 # DEPENDENCYPART_HEADBIGRAM
(6,13),(15,12),0.163446 # DEPENDENCYPART_HEADBIGRAM
(6,13),(17,12),0.153702 # DEPENDENCYPART_HEADBIGRAM
(6,14),(1,13),-0.102123 # DEPENDENCYPART_HEADBIGRAM
(6,14),(3,13),-0.0755212 # DEPENDENCYPART_HEADBIGRAM
(6,14),(6,13),0.139622 # DEPENDENCYPART_HEADBIGRAM
(6,14),(7,13),0.113596 # DEPENDENCYPART_HEADBIGRAM
(6,14),(8,13),0.148476 # DEPENDENCYPART_HEADBIGRAM
(6,14),(10,13),0.107487 # DEPENDENCYPART_HEADBIGRAM
(6,14),(11,13),0.0587387 # DEPENDENCYPART_HEADBIGRAM
(6,14),(12,13),0.0802913 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.159396 # DEPENDENCYPART_HEADBIGRAM
(6,14),(17,13),0.171506 # DEPENDENCYPART_HEADBIGRAM
(6,15),(5,14),-0.0655035 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.0347345 # DEPENDENCYPART_HEADBIGRAM
(6,15),(7,14),0.0741085 # DEPENDENCYPART_HEADBIGRAM
(6,15),(8,14),0.0650133 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.0728987 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.0775399 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.0582935 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.163255 # DEPENDENCYPART_HEADBIGRAM
(6,15),(16,14),0.168775 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.169905 # DEPENDENCYPART_HEADBIGRAM
(6,18),(7,17),0.0623489 # DEPENDENCYPART_HEADBIGRAM
(6,18),(8,17),0.0675778 # DEPENDENCYPART_HEADBIGRAM
(6,18),(10,17),0.063042 # DEPENDENCYPART_HEADBIGRAM
(6,18),(11,17),0.0805757 # DEPENDENCYPART_HEADBIGRAM
(6,18),(12,17),0.0718923 # DEPENDENCYPART_HEADBIGRAM
(6,18),(14,17),0.0852108 # DEPENDENCYPART_HEADBIGRAM
(6,18),(15,17),0.0898933 # DEPENDENCYPART_HEADBIGRAM
(6,18),(16,17),0.085143 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.236418 # DEPENDENCYPART_HEADBIGRAM
(6,18),(21,17),0.168965 # DEPENDENCYPART_HEADBIGRAM
(6,24),(15,23),0.162408 # DEPENDENCYPART_HEADBIGRAM
(6,24),(17,23),0.149162 # DEPENDENCYPART_HEADBIGRAM
(6,24),(18,23),0.0147637 # DEPENDENCYPART_HEADBIGRAM
(6,24),(21,23),0.0959745 # DEPENDENCYPART_HEADBIGRAM
(6,24),(22,23),0.0693712 # DEPENDENCYPART_HEADBIGRAM
(7,2),(0,1),-0.174782 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.089958 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.0962313 # DEPENDENCYPART_HEADBIGRAM
(7,2),(5,1),-0.0909636 # DEPENDENCYPART_HEADBIGRAM
(7,2),(6,1),-0.0944664 # DEPENDENCYPART_HEADBIGRAM
(7,2),(7,1),0.0844765 # DEPENDENCYPART_HEADBIGRAM
(7,2),(9,1),0.0962602 # DEPENDENCYPART_HEADBIGRAM
(7,2),(10,1),0.0916071 # DEPENDENCYPART_HEADBIGRAM
(7,2),(11,1),0.096928 # DEPENDENCYPART_HEADBIGRAM
(7,2),(17,1),0.104769 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.185407 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),0.0349011 # DEPENDENCYPART_HEADBIGRAM
(7,3),(6,2),-0.0972306 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),-0.00618056 # DEPENDENCYPART_HEADBIGRAM
(7,3),(10,2),0.095815 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.203361 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.117188 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.111946 # DEPENDENCYPART_HEADBIGRAM
(7,4),(6,3),-0.155584 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.07827 # DEPENDENCYPART_HEADBIGRAM
(7,4),(10,3),0.107223 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.161527 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.157414 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.0153302 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.0848861 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.110107 # DEPENDENCYPART_HEADBIGRAM
(7,5),(10,4),0.088677 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.216404 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.208037 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.0288136 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.139153 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.083837 # DEPENDENCYPART_HEADBIGRAM
(7,6),(10,5),0.0765362 # DEPENDENCYPART_HEADBIGRAM
(7,8),(0,7),-0.0436375 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),0.00284533 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0611791 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0161516 # DEPENDENCYPART_HEADBIGRAM
(7,8),(10,7),0.1833 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0870537 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0870543 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0645301 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0653598 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.17385 # DEPENDENCYPART_HEADBIGRAM
(7,9),(12,8),0.173834 # DEPENDENCYPART_HEADBIGRAM
(7,10),(1,9),-0.0627331 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0670939 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0613259 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0567713 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.0717727 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.166895 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.182468 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.172644 # DEPENDENCYPART_HEADBIGRAM
(7,11),(1,10),-0.059448 # DEPENDENCYPART_HEADBIGRAM
(7,11),(3,10),-0.0807804 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.0686834 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0912201 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.237323 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.111907 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.125941 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.203556 # DEPENDENCYPART_HEADBIGRAM
(7,11),(12,10),0.162981 # DEPENDENCYPART_HEADBIGRAM
(7,11),(15,10),0.151359 # DEPENDENCYPART_HEADBIGRAM
(7,12),(1,11),-0.0560788 # DEPENDENCYPART_HEADBIGRAM
(7,12),(3,11),-0.0742385 # DEPENDENCYPART_HEADBIGRAM
(7,12),(5,11),-0.0719935 # DEPENDENCYPART_HEADBIGRAM
(7,12),(6,11),-0.075449 # DEPENDENCYPART_HEADBIGRAM
(7,12),(7,11),0.0142896 # DEPENDENCYPART_HEADBIGRAM
(7,12),(8,11),0.0612146 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.0447616 # DEPENDENCYPART_HEADBIGRAM
(7,12),(14,11),0.183343 # DEPENDENCYPART_HEADBIGRAM
(7,12),(15,11),0.175366 # DEPENDENCYPART_HEADBIGRAM
(7,12),(17,11),0.167383 # DEPENDENCYPART_HEADBIGRAM
(7,13),(3,12),-0.129996 # DEPENDENCYPART_HEADBIGRAM
(7,13),(7,12),0.127541 # DEPENDENCYPART_HEADBIGRAM
(7,13),(8,12),0.0416368 # DEPENDENCYPART_HEADBIGRAM
(7,13),(10,12),0.0771515 # DEPENDENCYPART_HEADBIGRAM
(7,13),(11,12),0.190685 # DEPENDENCYPART_HEADBIGRAM
(7,13),(14,12),0.151559 # DEPENDENCYPART_HEADBIGRAM
(7,13),(15,12),0.184075 # DEPENDENCYPART_HEADBIGRAM
(7,13),(17,12),0.164146 # DEPENDENCYPART_HEADBIGRAM
(7,14),(1,13),-0.0721686 # DEPENDENCYPART_HEADBIGRAM
(7,14),(3,13),-0.0594988 # DEPENDENCYPART_HEADBIGRAM
(7,14),(6,13),-0.0712524 # DEPENDENCYPART_HEADBIGRAM
(7,14),(7,13),0.336174 # DEPENDENCYPART_HEADBIGRAM
(7,14),(8,13),0.139099 # DEPENDENCYPART_HEADBIGRAM
(7,14),(10,13),0.127712 # DEPENDENCYPART_HEADBIGRAM
(7,14),(11,13),0.10949 # DEPENDENCYPART_HEADBIGRAM
(7,14),(12,13),0.0724417 # DEPENDENCYPART_HEADBIGRAM
(7,14),(14,13),0.187954 # DEPENDENCYPART_HEADBIGRAM
(7,14),(17,13),0.154742 # DEPENDENCYPART_HEADBIGRAM
(7,15),(5,14),-0.0616657 # DEPENDENCYPART_HEADBIGRAM
(7,15),(6,14),-0.0626598 # DEPENDENCYPART_HEADBIGRAM
(7,15),(7,14),0.0429277 # DEPENDENCYPART_HEADBIGRAM
(7,15),(8,14),0.0564024 # DEPENDENCYPART_HEADBIGRAM
(7,15),(10,14),0.0661409 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.0671966 # DEPENDENCYPART_HEADBIGRAM
(7,15),(12,14),0.0496826 # DEPENDENCYPART_HEADBIGRAM
(7,15),(15,14),0.161973 # DEPENDENCYPART_HEADBIGRAM
(7,15),(16,14),0.170271 # DEPENDENCYPART_HEADBIGRAM
(7,15),(17,14),0.173743 # DEPENDENCYPART_HEADBIGRAM
(7,16),(3,15),-0.0620462 # DEPENDENCYPART_HEADBIGRAM
(7,16),(6,15),-0.0630417 # DEPENDENCYPART_HEADBIGRAM
(7,16),(7,15),0.0698417 # DEPENDENCYPART_HEADBIGRAM
(7,16),(8,15),0.0705084 # DEPENDENCYPART_HEADBIGRAM
(7,16),(10,15),0.0700745 # DEPENDENCYPART_HEADBIGRAM
(7,16),(11,15),0.0670758 # DEPENDENCYPART_HEADBIGRAM
(7,16),(12,15),0.070109 # DEPENDENCYPART_HEADBIGRAM
(7,16),(14,15),0.0651682 # DEPENDENCYPART_HEADBIGRAM
(7,16),(16,15),0.173466 # DEPENDENCYPART_HEADBIGRAM
(7,16),(17,15),0.174196 # DEPENDENCYPART_HEADBIGRAM
(7,17),(7,16),0.105352 # DEPENDENCYPART_HEADBIGRAM
(7,17),(8,16),0.0717802 # DEPENDENCYPART_HEADBIGRAM
(7,17),(10,16),0.0718149 # DEPENDENCYPART_HEADBIGRAM
(7,17),(11,16),0.0706287 # DEPENDENCYPART_HEADBIGRAM
(7,17),(12,16),0.0710704 # DEPENDENCYPART_HEADBIGRAM
(7,17),(14,16),0.0499266 # DEPENDENCYPART_HEADBIGRAM
(7,17),(15,16),0.0474628 # DEPENDENCYPART_HEADBIGRAM
(7,17),(17,16),0.18684 # DEPENDENCYPART_HEADBIGRAM
(7,17),(18,16),0.17386 # DEPENDENCYPART_HEADBIGRAM
(7,17),(21,16),0.174264 # DEPENDENCYPART_HEADBIGRAM
(7,18),(7,17),0.0816551 # DEPENDENCYPART_HEADBIGRAM
(7,18),(8,17),0.0699938 # DEPENDENCYPART_HEADBIGRAM
(7,18),(10,17),0.0647686 # DEPENDENCYPART_HEADBIGRAM
(7,18),(11,17),0.0578702 # DEPENDENCYPART_HEADBIGRAM
(7,18),(12,17),0.0743093 # DEPENDENCYPART_HEADBIGRAM
(7,18),(14,17),0.0728451 # DEPENDENCYPART_HEADBIGRAM
(7,18),(15,17),0.0933121 # DEPENDENCYPART_HEADBIGRAM
(7,18),(16,17),0.0649289 # DEPENDENCYPART_HEADBIGRAM
(7,18),(18,17),0.14408 # DEPENDENCYPART_HEADBIGRAM
(7,18),(21,17),0.164351 # DEPENDENCYPART_HEADBIGRAM
(7,21),(15,20),0.0509839 # DEPENDENCYPART_HEADBIGRAM
(7,21),(17,20),0.0585824 # DEPENDENCYPART_HEADBIGRAM
(7,21),(18,20),0.0282773 # DEPENDENCYPART_HEADBIGRAM
(7,21),(21,20),0.226272 # DEPENDENCYPART_HEADBIGRAM
(7,21),(23,20),0.180756 # DEPENDENCYPART_HEADBIGRAM
