# _root_ Applied , then a closely held company , was stagnating under the management of its controlling family .
#goldHeads=9,7,7,7,6,7,1,7,0,9,10,13,11,13,17,17,14,9,
#predictedHeads=9,1,7,7,6,7,1,1,0,9,10,13,11,13,17,17,14,9,
(6,7),(6,10),(6,13),-0.184472 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,14),-0.0923841 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,16),-0.0564961 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,17),-0.184231 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,18),-0.0629858 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,19),-0.109761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,13),-0.199644 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,14),-0.0902764 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,16),-0.0679702 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,17),-0.199347 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,18),-0.0315819 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,19),-0.0355004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,13),(6,14),-0.107277 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,16),-0.0559129 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,17),-0.183973 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,18),-0.0860017 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,19),-0.0891409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,16),-0.0674584 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,17),-0.198993 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,18),-0.0414668 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,19),-0.0218477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,16),(6,17),-0.184231 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,18),-0.063623 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,19),-0.112034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,17),(6,18),-0.0860026 # DEPENDENCYPART_TRISIBL
(6,7),(6,17),(6,19),-0.0884081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,18),(6,19),-0.0486014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.0315366 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,11),-0.0412479 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,13),-0.0707501 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,14),-0.0274111 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,16),-0.0315373 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,17),-0.07049 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,18),0.00872202 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,19),-0.0787774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.0997228 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,13),-0.0786915 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),-0.0864775 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,16),-0.0384663 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,17),-0.078432 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,18),0.127717 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,19),0.129768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,13),-0.0910726 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,14),-0.103654 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,16),-0.0542224 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,17),-0.0908126 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,18),0.0576872 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,19),-0.020248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,13),(6,14),-0.0213795 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,16),-0.036975 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,17),-0.115899 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,18),-0.0322959 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,19),-0.0249854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,16),-0.0548386 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,17),-0.0911198 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,18),0.0606862 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,19),-0.0360689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,16),(6,17),-0.078432 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,18),0.127703 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,19),0.129767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,17),(6,18),-0.0320264 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,19),-0.0229579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,18),(6,19),-0.240127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.0495782 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,13),-0.096902 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.0504236 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,16),-0.0796517 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,17),-0.0969024 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,18),-0.0648892 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,19),-0.176478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,13),-0.0975001 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,14),-0.0568207 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,16),-0.0796576 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,17),-0.0975005 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,18),-0.0394283 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,19),-0.173505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,13),(6,14),-0.0529557 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,16),-0.0796819 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,17),-0.0970527 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,18),-0.0562315 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,19),-0.175729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,16),-0.0796578 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,17),-0.0975027 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,18),-0.0394639 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,19),-0.178332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,16),(6,17),-0.0969024 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,18),-0.0648892 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,19),-0.176478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,17),(6,18),-0.0562315 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,19),-0.175729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,19),-0.141459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,13),-0.0979626 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),-0.103841 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,16),-0.0956001 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,17),-0.0979635 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,18),-0.0973056 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,19),-0.116795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,14),-0.100265 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,16),-0.0948859 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,17),-0.104436 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,18),-0.106159 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,19),-0.134505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,16),-0.096221 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,17),-0.0982075 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,18),-0.097439 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,19),-0.108134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,16),(6,17),-0.100861 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,18),-0.110665 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,19),-0.153668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,17),(6,18),-0.106159 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,19),-0.134516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,18),(6,19),-0.0607733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,14),-0.148763 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,16),-0.0805791 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,17),-0.105583 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,18),-0.119194 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,19),-0.0987372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,16),-0.0675286 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,17),-0.0839298 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,18),-0.17327 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,19),-0.107819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,16),(6,17),-0.0895103 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,18),-0.126281 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,19),-0.139634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,17),(6,18),-0.119192 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,19),-0.0986061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,19),-0.046122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,14),(6,16),-0.064258 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,17),-0.206576 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,18),-0.0297059 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,19),-0.0437956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,16),(6,17),-0.188258 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,18),-0.0584316 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,19),-0.109097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,17),(6,18),-0.0782961 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,19),-0.086343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,18),(6,19),-0.0467361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,16),(6,17),-0.0757051 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,18),-0.121957 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,19),-0.120362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,17),(6,18),-0.110961 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,19),-0.0581113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,18),(6,19),-0.0528181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,17),(6,18),-0.106159 # DEPENDENCYPART_TRISIBL
(6,16),(6,17),(6,19),-0.135632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,18),(6,19),-0.0624011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,18),(6,19),-0.0317501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.184064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,3),-0.0531496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.134074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.0591306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.0207131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),-0.0856101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,2),-0.0577546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.108803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.16661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.146812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),-0.0634512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.118833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.164317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.229183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.136106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,3),-0.0738894 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,2),-0.0573404 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.0740663 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),-0.113818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),-0.0997252 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),-0.0734666 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),-0.0954626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.0490875 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.104277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.108513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,2),-0.0307479 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,1),-0.0799565 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,-1),-0.152147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.0865805 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.1721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.174855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),-0.0519129 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.128821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),-0.128174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.127523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.187856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.377684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.529473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.0731335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,14),-0.450822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,16),-0.380268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,17),-0.0640591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,18),-0.239016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,19),-0.804161 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.135589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.175674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.102587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,16),-0.138173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,17),-0.198021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,18),-0.201119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,19),-0.114037 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.16911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.156472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,14),-0.0926039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,16),-0.152966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,17),-0.146502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,18),-0.176186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,19),-0.144495 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,13),-0.22713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,14),-0.111785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,16),-0.148318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,17),-0.216979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,18),-0.16476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,19),-0.256435 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,14),-0.122304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,16),-0.103321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,17),-0.22445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,18),-0.137915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,19),-0.19605 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,16),-0.157823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,17),-0.16794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,18),-0.188478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,19),-0.113926 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,16),(7,17),-0.146544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,18),-0.175895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,19),-0.146078 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,17),(7,18),-0.134449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,19),-0.210206 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,18),(7,19),-0.320345 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0846617 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0658942 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),0.0235427 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,14),-0.0296792 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,16),-0.0846624 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,17),0.0238072 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,18),-0.112523 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,19),-0.155898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.0759487 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),0.0164018 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,14),-0.0403251 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,16),-0.0904316 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,17),0.0166658 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,18),0.00360624 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,19),-0.134365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,13),0.0053075 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,14),-0.0686941 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,16),-0.113571 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,17),0.00557206 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,18),-0.0449683 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,19),-0.115727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),0.103062 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,16),-0.0882332 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,17),-0.0487679 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,18),-0.139092 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,19),-0.0258098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,16),-0.114741 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,17),0.00526088 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,18),-0.0409298 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,19),-0.132624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,16),(7,17),0.0166658 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,18),0.00359234 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,19),-0.134366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,17),(7,18),-0.138824 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,19),-0.0193831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,19),-0.316698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0526675 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.097048 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.0536735 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,16),-0.0874109 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,17),-0.0970484 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,18),-0.0611219 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,19),-0.133745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,13),-0.097443 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.0604898 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,16),-0.0874205 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,17),-0.0974434 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.0373763 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,19),-0.105237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.0569578 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,16),-0.0874362 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,17),-0.0972437 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,18),-0.0525753 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,19),-0.132226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,16),-0.0874207 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,17),-0.097447 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,18),-0.037425 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,19),-0.11178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,17),-0.0970484 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,18),-0.0611219 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,19),-0.133745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,17),(7,18),-0.0525753 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,19),-0.132226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,19),-0.0680323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,13),-0.106183 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.0964645 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,16),-0.0960255 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,17),-0.106184 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,18),-0.0959917 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,19),-0.0556283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),-0.0869234 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,16),-0.0953929 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,17),-0.107252 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,18),-0.102537 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,19),-0.119752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,16),-0.0966465 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,17),-0.106436 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,18),-0.0961251 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,19),-0.0485255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,16),(7,17),-0.104538 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,18),-0.107949 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,19),-0.155411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,17),(7,18),-0.102537 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,19),-0.119774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
