# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,23,27,27,24,14,
(16,20),(16,24),(16,28),-0.0716729 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,29),-0.0646993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,28),(16,29),-0.064766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.0474122 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,28),-0.0973905 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,29),-0.155928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,28),-0.0373864 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,29),-0.0888164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,28),(16,29),-0.149037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,24),(16,28),-0.0898327 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,29),-0.110635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,28),(16,29),-0.125602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,28),(16,29),-0.226213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,3),-0.1474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,2),-0.101331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.229975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,3),(16,2),-0.0317143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,3),(16,-1),-0.0741827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,2),(16,-1),-0.099751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,3),(16,2),-0.0640871 # DEPENDENCYPART_TRISIBL
(16,15),(16,3),(16,-1),-0.148679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,2),(16,-1),-0.171489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,3),(16,2),(16,-1),-0.0858061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.103373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.088755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.140668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.103374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.058964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.259216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,27),-0.105047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,28),-0.0939901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,29),0.0506882 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),0.0842424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.0965893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),-0.188552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.142022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.0824428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,27),-0.190225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,28),0.0195803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,29),0.241247 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.131865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,22),0.11578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),0.0683779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.318203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,27),0.114107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,28),-0.461975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,29),-0.340271 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,22),-0.103311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,23),-0.0596017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.254807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,27),-0.104984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,28),-0.0963093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,29),0.134663 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),-0.142022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,24),-0.0824428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,27),-0.190225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,28),0.0195805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,29),0.247086 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.0822343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,27),-0.145479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,28),-0.101936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,29),0.289428 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,27),-0.0555865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,28),-0.221703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,29),-0.0755434 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,27),(17,28),0.0192168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,27),(17,29),0.241998 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,28),(17,29),-0.228774 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0646602 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.114238 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.123041 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.124289 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.0927116 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,27),-0.123041 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,28),-0.0663165 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,29),-0.0933319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.114095 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,22),-0.118605 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.116548 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.0762021 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,27),-0.118605 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,28),-0.0427069 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,29),-0.135331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,21),(17,22),-0.11117 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,23),-0.122901 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,24),-0.068299 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,27),-0.11117 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,28),-0.0793888 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,29),-0.153224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,23),-0.124289 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,24),-0.0927116 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,27),-0.123041 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,28),-0.0663165 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,29),-0.0933319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),-0.0890496 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,27),-0.118824 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,28),-0.0960267 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,29),-0.0855718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,27),-0.124829 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,28),-0.0306261 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,29),-0.10815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,27),(17,28),-0.0663165 # DEPENDENCYPART_TRISIBL
(17,18),(17,27),(17,29),-0.0933319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,28),(17,29),-0.127669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.110472 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,22),-0.228056 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.184388 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),0.014233 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,27),-0.228056 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,28),-0.0890888 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,29),-0.0278471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,22),-0.194429 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,23),-0.16056 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,24),-0.0464515 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,27),-0.194429 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,28),-0.0796106 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,29),-0.117268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,22),(17,23),-0.170697 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,24),-0.0720663 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,27),-0.198187 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,28),-0.116418 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,29),-0.120079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.0618037 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,27),-0.204705 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,28),-0.0753001 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,29),-0.144188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,27),-0.161557 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,28),-0.0778577 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,29),-0.111893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,27),(17,28),-0.116418 # DEPENDENCYPART_TRISIBL
(17,19),(17,27),(17,29),-0.120098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,28),(17,29),-0.0482416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,22),-0.10959 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,23),-0.0500173 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.117364 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,27),-0.109597 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,28),-0.119653 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,29),-0.128435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,23),-0.0501481 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,24),-0.0937592 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,27),-0.112424 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,28),-0.135007 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,29),-0.0280354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.0807457 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,27),-0.11378 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,28),-0.120223 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,29),-0.117454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,27),-0.111416 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,28),-0.0758887 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,29),0.00790217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,27),(17,28),-0.135007 # DEPENDENCYPART_TRISIBL
(17,20),(17,27),(17,29),-0.0280355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,28),(17,29),-0.18877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,22),(17,23),-0.124286 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,24),-0.0877084 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,27),-0.122173 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,28),-0.0712669 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,29),-0.0895109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,24),-0.0834484 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,27),-0.117957 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,28),-0.100976 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,29),-0.0829502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,27),-0.123961 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,28),-0.0364859 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,29),-0.107947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,27),(17,28),-0.0712669 # DEPENDENCYPART_TRISIBL
(17,21),(17,27),(17,29),-0.0895109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,28),(17,29),-0.127893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,24),-0.0618037 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,27),-0.204706 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,28),-0.0753002 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,29),-0.144199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,24),(17,27),-0.161558 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,28),-0.0778578 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,29),-0.111904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,27),(17,28),-0.116419 # DEPENDENCYPART_TRISIBL
(17,22),(17,27),(17,29),-0.120109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,28),(17,29),-0.0482526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,27),-0.166709 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,28),-0.102715 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,29),-0.0476306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,27),(17,28),-0.0870194 # DEPENDENCYPART_TRISIBL
(17,23),(17,27),(17,29),-0.127788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,28),(17,29),-0.124582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,27),(17,28),-0.117603 # DEPENDENCYPART_TRISIBL
(17,24),(17,27),(17,29),-0.0265728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,28),(17,29),-0.156028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,27),(17,28),(17,29),-0.0484208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,2),-0.0336825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.24634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,2),(17,-1),-0.143856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,2),(17,-1),-0.128114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.0301777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,29),-0.146121 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,29),-0.116306 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,29),-0.0933598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.119011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.348136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,-1),-0.22251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,-1),-0.0920013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.138343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.18182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.145139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.125759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,27),-0.183343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.564742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,29),-0.182217 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.250899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.178179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.131065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,27),-0.252423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.149233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,29),-0.134753 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.176299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.0881163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,27),-0.240077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),-0.134738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,29),-0.170956 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.0151752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,27),-0.214633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.12997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,29),-0.152565 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,27),-0.214281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.143253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,29),-0.109148 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,27),(19,28),-0.135102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,29),-0.172593 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,28),(19,29),-0.296155 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.136104 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.0578385 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.14903 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.136119 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.143728 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,29),-0.0924193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.0594702 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.126615 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.139789 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.161176 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,29),-0.157326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.103085 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,27),-0.140484 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.151193 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,29),-0.158621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,27),-0.145475 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.120881 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,29),-0.0955522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,27),(19,28),-0.161176 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,29),-0.157326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,28),(19,29),-0.0981388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.123642 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),-0.0559983 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,27),-0.0995901 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,28),-0.0723201 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,29),-0.141994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.0474062 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,27),-0.097415 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.0964137 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,29),-0.13776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,27),-0.113276 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.0406458 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,29),-0.12249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,27),(19,28),-0.0723201 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,29),-0.141994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,28),(19,29),-0.151764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),-0.0763946 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,27),-0.159083 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,28),-0.039667 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,29),-0.0864914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,27),-0.140094 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,28),-0.0160944 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,29),-0.154443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,27),(19,28),-0.07692 # DEPENDENCYPART_TRISIBL
(19,22),(19,27),(19,29),-0.176565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,28),(19,29),-0.0116683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,27),-0.150162 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,28),-0.106271 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,29),-0.076649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,27),(19,28),-0.0834035 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,29),-0.153199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,28),(19,29),-0.0680966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,27),(19,28),-0.106393 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,29),-0.0946163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,28),(19,29),-0.0678385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,27),(19,28),(19,29),-0.0112453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.168541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.163428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.0834851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.105577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.0882929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.157291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.12017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.0885882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.15495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.126925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.117795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.179721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,11),-0.112921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.148177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,-1),-0.156895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0338907 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.0744245 # DEPENDENCYPART_TRISIBL
