# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,6,6,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(1,3),(6,2),0.16593 # DEPENDENCYPART_HEADBIGRAM
(1,3),(7,2),0.160717 # DEPENDENCYPART_HEADBIGRAM
(1,3),(14,2),0.170751 # DEPENDENCYPART_HEADBIGRAM
(1,3),(24,2),0.173499 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.100996 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.0629664 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.0661416 # DEPENDENCYPART_HEADBIGRAM
(1,4),(5,3),0.171536 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.17028 # DEPENDENCYPART_HEADBIGRAM
(1,4),(7,3),0.16783 # DEPENDENCYPART_HEADBIGRAM
(1,4),(8,3),0.172572 # DEPENDENCYPART_HEADBIGRAM
(1,4),(17,3),0.171403 # DEPENDENCYPART_HEADBIGRAM
(1,4),(24,3),0.154939 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.0540036 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.0790405 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.0790414 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.209659 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.174759 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.172642 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.173462 # DEPENDENCYPART_HEADBIGRAM
(1,5),(10,4),0.167032 # DEPENDENCYPART_HEADBIGRAM
(1,5),(17,4),0.170377 # DEPENDENCYPART_HEADBIGRAM
(1,5),(24,4),0.173126 # DEPENDENCYPART_HEADBIGRAM
(1,6),(0,5),-0.0644665 # DEPENDENCYPART_HEADBIGRAM
(1,6),(1,5),0.0471293 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.0707616 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.0641793 # DEPENDENCYPART_HEADBIGRAM
(1,6),(7,5),0.173056 # DEPENDENCYPART_HEADBIGRAM
(1,6),(8,5),0.174277 # DEPENDENCYPART_HEADBIGRAM
(1,6),(15,5),0.174283 # DEPENDENCYPART_HEADBIGRAM
(1,6),(17,5),0.173909 # DEPENDENCYPART_HEADBIGRAM
(1,6),(23,5),0.173844 # DEPENDENCYPART_HEADBIGRAM
(1,6),(24,5),0.173584 # DEPENDENCYPART_HEADBIGRAM
(1,7),(1,6),0.0693321 # DEPENDENCYPART_HEADBIGRAM
(1,7),(4,6),0.0805581 # DEPENDENCYPART_HEADBIGRAM
(1,7),(5,6),0.0631167 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.180358 # DEPENDENCYPART_HEADBIGRAM
(1,7),(8,6),0.174294 # DEPENDENCYPART_HEADBIGRAM
(1,7),(24,6),0.174274 # DEPENDENCYPART_HEADBIGRAM
(1,8),(1,7),0.0583832 # DEPENDENCYPART_HEADBIGRAM
(1,8),(2,7),0.0833015 # DEPENDENCYPART_HEADBIGRAM
(1,8),(4,7),0.083289 # DEPENDENCYPART_HEADBIGRAM
(1,8),(5,7),0.0691958 # DEPENDENCYPART_HEADBIGRAM
(1,8),(6,7),0.0708895 # DEPENDENCYPART_HEADBIGRAM
(1,8),(8,7),0.172906 # DEPENDENCYPART_HEADBIGRAM
(1,8),(9,7),0.169047 # DEPENDENCYPART_HEADBIGRAM
(1,8),(10,7),0.174289 # DEPENDENCYPART_HEADBIGRAM
(1,8),(17,7),0.169655 # DEPENDENCYPART_HEADBIGRAM
(1,8),(24,7),0.173779 # DEPENDENCYPART_HEADBIGRAM
(1,9),(1,8),0.0554346 # DEPENDENCYPART_HEADBIGRAM
(1,9),(5,8),0.0730462 # DEPENDENCYPART_HEADBIGRAM
(1,9),(6,8),0.0662816 # DEPENDENCYPART_HEADBIGRAM
(1,9),(7,8),0.0646977 # DEPENDENCYPART_HEADBIGRAM
(1,9),(9,8),0.166764 # DEPENDENCYPART_HEADBIGRAM
(1,9),(10,8),0.173716 # DEPENDENCYPART_HEADBIGRAM
(1,9),(12,8),0.171894 # DEPENDENCYPART_HEADBIGRAM
(1,9),(14,8),0.173745 # DEPENDENCYPART_HEADBIGRAM
(1,9),(17,8),0.173744 # DEPENDENCYPART_HEADBIGRAM
(1,9),(24,8),0.162238 # DEPENDENCYPART_HEADBIGRAM
(1,11),(5,10),0.0711276 # DEPENDENCYPART_HEADBIGRAM
(1,11),(6,10),0.0604557 # DEPENDENCYPART_HEADBIGRAM
(1,11),(7,10),0.0799948 # DEPENDENCYPART_HEADBIGRAM
(1,11),(9,10),0.0363137 # DEPENDENCYPART_HEADBIGRAM
(1,11),(17,10),0.177483 # DEPENDENCYPART_HEADBIGRAM
(1,11),(24,10),0.168203 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),0.0339394 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.137759 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.153477 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.15091 # DEPENDENCYPART_HEADBIGRAM
(2,3),(7,2),0.136653 # DEPENDENCYPART_HEADBIGRAM
(2,3),(14,2),0.18277 # DEPENDENCYPART_HEADBIGRAM
(2,3),(24,2),0.185212 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0611566 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.251932 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.167125 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.174149 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.172653 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.170037 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.172666 # DEPENDENCYPART_HEADBIGRAM
(2,4),(17,3),0.173499 # DEPENDENCYPART_HEADBIGRAM
(2,4),(24,3),0.171634 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0611 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0663666 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0790414 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.209145 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.174213 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.173462 # DEPENDENCYPART_HEADBIGRAM
(2,5),(8,4),0.173462 # DEPENDENCYPART_HEADBIGRAM
(2,5),(10,4),0.172778 # DEPENDENCYPART_HEADBIGRAM
(2,5),(17,4),0.173355 # DEPENDENCYPART_HEADBIGRAM
(2,5),(24,4),0.173404 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0619657 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.0618647 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.0618638 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.170842 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.174294 # DEPENDENCYPART_HEADBIGRAM
(2,7),(24,6),0.174295 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.0640578 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0640418 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),0.163295 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.174287 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.173411 # DEPENDENCYPART_HEADBIGRAM
(3,4),(7,3),0.173365 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.173419 # DEPENDENCYPART_HEADBIGRAM
(3,4),(17,3),0.174292 # DEPENDENCYPART_HEADBIGRAM
(3,4),(24,3),0.168326 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.0385807 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.114687 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.0734615 # DEPENDENCYPART_HEADBIGRAM
(4,2),(6,1),0.0823262 # DEPENDENCYPART_HEADBIGRAM
(4,2),(8,1),0.123843 # DEPENDENCYPART_HEADBIGRAM
(4,2),(12,1),0.104824 # DEPENDENCYPART_HEADBIGRAM
(4,2),(14,1),0.103118 # DEPENDENCYPART_HEADBIGRAM
(4,2),(17,1),0.105806 # DEPENDENCYPART_HEADBIGRAM
(4,2),(18,1),0.114684 # DEPENDENCYPART_HEADBIGRAM
(4,2),(24,1),0.0798584 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.143772 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.109533 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.0905214 # DEPENDENCYPART_HEADBIGRAM
(4,3),(6,2),0.0905004 # DEPENDENCYPART_HEADBIGRAM
(4,3),(7,2),0.0912674 # DEPENDENCYPART_HEADBIGRAM
(4,3),(14,2),0.0931256 # DEPENDENCYPART_HEADBIGRAM
(4,3),(24,2),0.0972057 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.0647628 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.0624216 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0624216 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.158392 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.1729 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.174083 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.174126 # DEPENDENCYPART_HEADBIGRAM
(4,5),(10,4),0.174036 # DEPENDENCYPART_HEADBIGRAM
(4,5),(17,4),0.172791 # DEPENDENCYPART_HEADBIGRAM
(4,5),(24,4),0.167241 # DEPENDENCYPART_HEADBIGRAM
(4,6),(0,5),-0.0612786 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.061294 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0612802 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0733774 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.174288 # DEPENDENCYPART_HEADBIGRAM
(4,6),(8,5),0.174293 # DEPENDENCYPART_HEADBIGRAM
(4,6),(15,5),0.174295 # DEPENDENCYPART_HEADBIGRAM
(4,6),(17,5),0.174267 # DEPENDENCYPART_HEADBIGRAM
(4,6),(23,5),0.173933 # DEPENDENCYPART_HEADBIGRAM
(4,6),(24,5),0.173785 # DEPENDENCYPART_HEADBIGRAM
(4,7),(1,6),-0.0619693 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0706872 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0591321 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.170829 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.174294 # DEPENDENCYPART_HEADBIGRAM
(4,7),(24,6),0.174293 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.101435 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.0863142 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.064418 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.0988671 # DEPENDENCYPART_HEADBIGRAM
(5,2),(8,1),0.0960914 # DEPENDENCYPART_HEADBIGRAM
(5,2),(12,1),0.0845577 # DEPENDENCYPART_HEADBIGRAM
(5,2),(14,1),0.0845519 # DEPENDENCYPART_HEADBIGRAM
(5,2),(17,1),0.0845356 # DEPENDENCYPART_HEADBIGRAM
(5,2),(18,1),0.0849598 # DEPENDENCYPART_HEADBIGRAM
(5,2),(24,1),0.0996177 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.0933789 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.0733611 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.0490251 # DEPENDENCYPART_HEADBIGRAM
(5,3),(6,2),0.0888203 # DEPENDENCYPART_HEADBIGRAM
(5,3),(7,2),0.0889344 # DEPENDENCYPART_HEADBIGRAM
(5,3),(14,2),0.0950095 # DEPENDENCYPART_HEADBIGRAM
(5,3),(24,2),0.0998639 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.14438 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.178626 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.0704161 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.192418 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.148481 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.149037 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.153314 # DEPENDENCYPART_HEADBIGRAM
(5,4),(17,3),0.123288 # DEPENDENCYPART_HEADBIGRAM
(5,4),(24,3),0.0894573 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),0.147423 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.133931 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.00750128 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0119513 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.186902 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.158747 # DEPENDENCYPART_HEADBIGRAM
(5,6),(15,5),0.184127 # DEPENDENCYPART_HEADBIGRAM
(5,6),(17,5),0.168949 # DEPENDENCYPART_HEADBIGRAM
(5,6),(23,5),0.202016 # DEPENDENCYPART_HEADBIGRAM
(5,6),(24,5),0.307466 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0622694 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0621604 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0756442 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.210776 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.174217 # DEPENDENCYPART_HEADBIGRAM
(5,7),(24,6),0.172483 # DEPENDENCYPART_HEADBIGRAM
(5,8),(1,7),-0.0614159 # DEPENDENCYPART_HEADBIGRAM
(5,8),(2,7),-0.0611577 # DEPENDENCYPART_HEADBIGRAM
(5,8),(4,7),-0.0611394 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0837754 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.0744593 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.173385 # DEPENDENCYPART_HEADBIGRAM
(5,8),(9,7),0.173595 # DEPENDENCYPART_HEADBIGRAM
(5,8),(10,7),0.174292 # DEPENDENCYPART_HEADBIGRAM
(5,8),(17,7),0.174149 # DEPENDENCYPART_HEADBIGRAM
(5,8),(24,7),0.174292 # DEPENDENCYPART_HEADBIGRAM
(5,9),(1,8),-0.0586868 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.122753 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.0595766 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.0592564 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.170525 # DEPENDENCYPART_HEADBIGRAM
(5,9),(10,8),0.175604 # DEPENDENCYPART_HEADBIGRAM
(5,9),(12,8),0.170476 # DEPENDENCYPART_HEADBIGRAM
(5,9),(14,8),0.173635 # DEPENDENCYPART_HEADBIGRAM
(5,9),(17,8),0.170997 # DEPENDENCYPART_HEADBIGRAM
(5,9),(24,8),0.156414 # DEPENDENCYPART_HEADBIGRAM
(5,10),(1,9),-0.0644735 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.0439169 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.0645122 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.0476188 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.0542845 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.172595 # DEPENDENCYPART_HEADBIGRAM
(5,10),(14,9),0.173277 # DEPENDENCYPART_HEADBIGRAM
(5,10),(17,9),0.172269 # DEPENDENCYPART_HEADBIGRAM
(5,10),(18,9),0.166697 # DEPENDENCYPART_HEADBIGRAM
(5,10),(24,9),0.171559 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.0961371 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.0599141 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.0604319 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.0801521 # DEPENDENCYPART_HEADBIGRAM
(5,11),(17,10),0.169736 # DEPENDENCYPART_HEADBIGRAM
(5,11),(24,10),0.18064 # DEPENDENCYPART_HEADBIGRAM
(5,12),(1,11),-0.0610997 # DEPENDENCYPART_HEADBIGRAM
(5,12),(5,11),0.0687851 # DEPENDENCYPART_HEADBIGRAM
(5,12),(6,11),0.0710854 # DEPENDENCYPART_HEADBIGRAM
(5,12),(7,11),0.0713018 # DEPENDENCYPART_HEADBIGRAM
(5,12),(9,11),0.0681348 # DEPENDENCYPART_HEADBIGRAM
(5,12),(10,11),0.0670195 # DEPENDENCYPART_HEADBIGRAM
(5,12),(12,11),0.15266 # DEPENDENCYPART_HEADBIGRAM
(5,12),(14,11),0.174089 # DEPENDENCYPART_HEADBIGRAM
(5,12),(17,11),0.17429 # DEPENDENCYPART_HEADBIGRAM
(5,12),(18,11),0.173945 # DEPENDENCYPART_HEADBIGRAM
(5,15),(9,14),0.0722567 # DEPENDENCYPART_HEADBIGRAM
(5,15),(10,14),0.072069 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.0722567 # DEPENDENCYPART_HEADBIGRAM
(5,15),(12,14),0.100303 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.07609 # DEPENDENCYPART_HEADBIGRAM
(5,15),(15,14),0.172206 # DEPENDENCYPART_HEADBIGRAM
(5,15),(16,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,15),(17,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,15),(18,14),0.174285 # DEPENDENCYPART_HEADBIGRAM
(5,15),(24,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,16),(5,15),0.139184 # DEPENDENCYPART_HEADBIGRAM
(5,16),(6,15),0.107828 # DEPENDENCYPART_HEADBIGRAM
(5,16),(7,15),0.085206 # DEPENDENCYPART_HEADBIGRAM
(5,16),(10,15),0.0327135 # DEPENDENCYPART_HEADBIGRAM
(5,16),(11,15),0.0739238 # DEPENDENCYPART_HEADBIGRAM
(5,16),(12,15),0.0785729 # DEPENDENCYPART_HEADBIGRAM
(5,16),(14,15),0.0554194 # DEPENDENCYPART_HEADBIGRAM
(5,16),(16,15),0.173972 # DEPENDENCYPART_HEADBIGRAM
(5,16),(17,15),0.173277 # DEPENDENCYPART_HEADBIGRAM
(5,16),(24,15),0.168391 # DEPENDENCYPART_HEADBIGRAM
(5,17),(5,16),0.0759758 # DEPENDENCYPART_HEADBIGRAM
(5,17),(6,16),0.0709151 # DEPENDENCYPART_HEADBIGRAM
(5,17),(7,16),0.0710333 # DEPENDENCYPART_HEADBIGRAM
(5,17),(9,16),0.0706634 # DEPENDENCYPART_HEADBIGRAM
(5,17),(10,16),0.0710391 # DEPENDENCYPART_HEADBIGRAM
(5,17),(11,16),0.0716365 # DEPENDENCYPART_HEADBIGRAM
(5,17),(12,16),0.0720644 # DEPENDENCYPART_HEADBIGRAM
(5,17),(14,16),0.0676823 # DEPENDENCYPART_HEADBIGRAM
(5,17),(15,16),0.0676823 # DEPENDENCYPART_HEADBIGRAM
(5,17),(24,16),0.174291 # DEPENDENCYPART_HEADBIGRAM
(5,18),(5,17),0.0739875 # DEPENDENCYPART_HEADBIGRAM
(5,18),(6,17),0.0582198 # DEPENDENCYPART_HEADBIGRAM
(5,18),(7,17),0.0693861 # DEPENDENCYPART_HEADBIGRAM
(5,18),(9,17),0.0664361 # DEPENDENCYPART_HEADBIGRAM
(5,18),(10,17),0.0696849 # DEPENDENCYPART_HEADBIGRAM
(5,18),(11,17),0.0663854 # DEPENDENCYPART_HEADBIGRAM
(5,18),(12,17),0.0699738 # DEPENDENCYPART_HEADBIGRAM
(5,18),(15,17),0.0713055 # DEPENDENCYPART_HEADBIGRAM
(5,18),(16,17),0.0689998 # DEPENDENCYPART_HEADBIGRAM
(5,18),(24,17),0.169484 # DEPENDENCYPART_HEADBIGRAM
(5,21),(6,20),0.0417592 # DEPENDENCYPART_HEADBIGRAM
(5,21),(7,20),0.0431031 # DEPENDENCYPART_HEADBIGRAM
(5,21),(10,20),0.0846483 # DEPENDENCYPART_HEADBIGRAM
(5,21),(11,20),0.199814 # DEPENDENCYPART_HEADBIGRAM
(5,21),(12,20),0.066959 # DEPENDENCYPART_HEADBIGRAM
(5,21),(16,20),0.133948 # DEPENDENCYPART_HEADBIGRAM
(5,21),(17,20),0.100043 # DEPENDENCYPART_HEADBIGRAM
(5,21),(18,20),0.0914969 # DEPENDENCYPART_HEADBIGRAM
(5,21),(23,20),0.166707 # DEPENDENCYPART_HEADBIGRAM
(5,21),(24,20),0.173061 # DEPENDENCYPART_HEADBIGRAM
(5,24),(6,23),0.0828427 # DEPENDENCYPART_HEADBIGRAM
(5,24),(7,23),0.0825008 # DEPENDENCYPART_HEADBIGRAM
(5,24),(11,23),0.0802399 # DEPENDENCYPART_HEADBIGRAM
(5,24),(12,23),0.0829124 # DEPENDENCYPART_HEADBIGRAM
(5,24),(16,23),0.0864722 # DEPENDENCYPART_HEADBIGRAM
(5,24),(17,23),0.0863144 # DEPENDENCYPART_HEADBIGRAM
(5,24),(18,23),0.0417343 # DEPENDENCYPART_HEADBIGRAM
(5,24),(20,23),0.0413863 # DEPENDENCYPART_HEADBIGRAM
(5,24),(22,23),0.0380678 # DEPENDENCYPART_HEADBIGRAM
(5,24),(24,23),0.152313 # DEPENDENCYPART_HEADBIGRAM
(5,25),(0,24),-0.0867434 # DEPENDENCYPART_HEADBIGRAM
(5,25),(5,24),0.0628705 # DEPENDENCYPART_HEADBIGRAM
(5,25),(7,24),0.0771642 # DEPENDENCYPART_HEADBIGRAM
(5,25),(10,24),0.0648346 # DEPENDENCYPART_HEADBIGRAM
(5,25),(12,24),0.067842 # DEPENDENCYPART_HEADBIGRAM
(5,25),(16,24),0.033793 # DEPENDENCYPART_HEADBIGRAM
(5,25),(17,24),0.0632664 # DEPENDENCYPART_HEADBIGRAM
(5,25),(18,24),0.0680857 # DEPENDENCYPART_HEADBIGRAM
(5,25),(20,24),0.0516678 # DEPENDENCYPART_HEADBIGRAM
(5,25),(23,24),0.0721142 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.0906653 # DEPENDENCYPART_HEADBIGRAM
(6,2),(4,1),-0.0862022 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.0861972 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.0876461 # DEPENDENCYPART_HEADBIGRAM
(6,2),(8,1),0.0960914 # DEPENDENCYPART_HEADBIGRAM
(6,2),(12,1),0.084549 # DEPENDENCYPART_HEADBIGRAM
(6,2),(14,1),0.0845631 # DEPENDENCYPART_HEADBIGRAM
(6,2),(17,1),0.0845586 # DEPENDENCYPART_HEADBIGRAM
(6,2),(18,1),0.0845418 # DEPENDENCYPART_HEADBIGRAM
(6,2),(24,1),0.109193 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.202617 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.102301 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.0938403 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.117377 # DEPENDENCYPART_HEADBIGRAM
(6,3),(7,2),0.0944889 # DEPENDENCYPART_HEADBIGRAM
(6,3),(14,2),0.0967565 # DEPENDENCYPART_HEADBIGRAM
(6,3),(24,2),0.098878 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.179313 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.178628 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0592889 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.0871409 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.118536 # DEPENDENCYPART_HEADBIGRAM
(6,4),(7,3),0.153169 # DEPENDENCYPART_HEADBIGRAM
(6,4),(8,3),0.153314 # DEPENDENCYPART_HEADBIGRAM
(6,4),(17,3),0.1276 # DEPENDENCYPART_HEADBIGRAM
(6,4),(24,3),0.0904976 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0414812 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.0494801 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0247285 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),0.0967316 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.172207 # DEPENDENCYPART_HEADBIGRAM
(6,7),(24,6),0.174813 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0598257 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0611774 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0611751 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0611159 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0737185 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.17425 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.175142 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.174179 # DEPENDENCYPART_HEADBIGRAM
(6,8),(17,7),0.174262 # DEPENDENCYPART_HEADBIGRAM
(6,8),(24,7),0.174286 # DEPENDENCYPART_HEADBIGRAM
(6,9),(1,8),-0.0677336 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0690479 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.113652 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.058163 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.165541 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.168348 # DEPENDENCYPART_HEADBIGRAM
(6,9),(12,8),0.170314 # DEPENDENCYPART_HEADBIGRAM
(6,9),(14,8),0.173625 # DEPENDENCYPART_HEADBIGRAM
(6,9),(17,8),0.167191 # DEPENDENCYPART_HEADBIGRAM
(6,9),(24,8),0.168592 # DEPENDENCYPART_HEADBIGRAM
(6,10),(1,9),-0.0663336 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0682928 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0254726 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.0502936 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0542983 # DEPENDENCYPART_HEADBIGRAM
(6,10),(12,9),0.173107 # DEPENDENCYPART_HEADBIGRAM
(6,10),(14,9),0.172222 # DEPENDENCYPART_HEADBIGRAM
(6,10),(17,9),0.173241 # DEPENDENCYPART_HEADBIGRAM
