# _root_ `` Futures were pulling the stock market higher , '' said Donald Selkin , head of stock-index futures research at Prudential-Bache Securities Inc .
#goldHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,19,22,20,22,11,
#predictedHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,15,22,20,22,11,
(11,19),(11,22),(11,25),-0.150317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,23),(11,24),-0.0379766 # DEPENDENCYPART_TRISIBL
(11,19),(11,23),(11,25),-0.145783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,24),(11,25),-0.0622254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,22),(11,23),-0.0780859 # DEPENDENCYPART_TRISIBL
(11,20),(11,22),(11,24),-0.0922124 # DEPENDENCYPART_TRISIBL
(11,20),(11,22),(11,25),-0.131447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,23),(11,24),-0.100848 # DEPENDENCYPART_TRISIBL
(11,20),(11,23),(11,25),-0.125072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,24),(11,25),-0.113784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,22),(11,23),(11,24),-0.0666919 # DEPENDENCYPART_TRISIBL
(11,22),(11,23),(11,25),-0.111955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,22),(11,24),(11,25),-0.08009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,23),(11,24),(11,25),-0.117541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.138096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.102877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.013495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.00746829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.175612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,4),-0.111676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.153221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.0196014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.124797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.260365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.131551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.138461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.130727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.223597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,4),0.0648679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),-0.410157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.0849541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.1097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.25082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),0.0370183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),0.0451527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.162083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,4),-0.10132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),-0.140763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),0.000380468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.0781743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.163292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.0106931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,5),-0.173506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,4),-0.0786932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,3),-0.0841138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,2),-0.0543835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,1),0.0585867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),0.116396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.177279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,4),-0.0709797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,3),-0.0838385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),-0.0553123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,1),0.0601278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),0.121757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,4),-0.118052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,3),-0.147017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,2),0.0252181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,1),-0.0311759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),-0.046626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,4),(11,3),-0.14221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,2),0.00179505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,1),-0.027322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,-1),-0.0992709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,2),-0.00496031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,1),-0.0937682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,-1),-0.179197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,1),0.0447113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,2),(11,-1),0.133793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),-0.305538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.0840376 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.0934045 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.0936254 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.119317 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,4),-0.159143 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),0.231495 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,2),-0.113011 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.140384 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),0.0537921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.0696281 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,6),-0.069849 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),-0.107613 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,4),-0.104723 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,3),0.0282439 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,2),-0.0925182 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),-0.0250032 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.192198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),-0.0560211 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,5),-0.117311 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,4),-0.104665 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,3),0.0266725 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,2),-0.0989131 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,1),0.0139241 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.269675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.117311 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,4),-0.104665 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,3),0.0266735 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,2),-0.0989131 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,1),0.0139876 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),-0.269715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,4),-0.104588 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,3),0.0273963 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,2),-0.0925193 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,1),-0.035396 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,-1),-0.195616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,4),(11,3),0.0282089 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,2),-0.0926459 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,1),-0.0200656 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,-1),-0.20347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,3),(11,2),-0.0925182 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,1),-0.0111235 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,-1),-0.213732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,2),(11,1),-0.0320896 # DEPENDENCYPART_TRISIBL
(11,10),(11,2),(11,-1),-0.167963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),-0.188891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.12893 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,6),-0.132577 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),-0.058215 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,4),-0.0891218 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,3),-0.122554 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,2),-0.204452 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),0.173613 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),0.0126577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,6),-0.132835 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,5),-0.0300832 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,4),-0.0945357 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,3),-0.130982 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,2),-0.21044 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,1),0.108573 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.00182898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),-0.0301252 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,4),-0.0945357 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,3),-0.130982 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,2),-0.210435 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,1),0.108631 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.00797218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,4),-0.0889324 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,3),-0.122509 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,2),-0.202356 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,1),0.163449 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,-1),-0.0519409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,4),(11,3),-0.12416 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,2),-0.20311 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,1),0.165114 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,-1),-0.00736675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,2),-0.20316 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,1),0.320013 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,-1),0.0944589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,2),(11,1),0.110403 # DEPENDENCYPART_TRISIBL
(11,9),(11,2),(11,-1),-0.03193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),-0.132915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,6),-0.0778069 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,5),-0.0844737 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,4),-0.0737686 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,3),-0.0645395 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,2),-0.0757453 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,1),-0.0739508 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),0.0167049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.0844737 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,4),-0.0737686 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,3),-0.0645395 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,2),-0.0757453 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,1),-0.0739508 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),0.0169622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,4),-0.0737466 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,3),-0.064509 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,2),-0.0756704 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,1),-0.0739643 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,-1),-0.00969905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,4),(11,3),-0.0645072 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,2),-0.0756017 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,1),-0.0739508 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,-1),-0.0569285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,2),-0.0756542 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,1),-0.0742507 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,-1),-0.0451359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,2),(11,1),-0.0739508 # DEPENDENCYPART_TRISIBL
(11,8),(11,2),(11,-1),-0.0145079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.0379708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,5),-0.00141073 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,4),-0.10103 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,3),-0.0571742 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,2),-0.155882 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,1),-0.0433461 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.0419985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,5),(11,4),-0.0842192 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,3),-0.0502636 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,2),-0.139504 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,1),-0.0536012 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,-1),-0.0024418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,4),(11,3),-0.0503034 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,2),-0.147904 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,1),-0.0603598 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,-1),-0.0301035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,3),(11,2),-0.145637 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,1),-0.0540626 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,-1),-0.0288875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,2),(11,1),-0.0674707 # DEPENDENCYPART_TRISIBL
(11,7),(11,2),(11,-1),-0.0440224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,1),(11,-1),-0.0747089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,4),-0.0733361 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,3),-0.0396546 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,2),-0.138437 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,1),-0.0590869 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,-1),-0.00275749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,4),(11,3),-0.0396927 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,2),-0.147029 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,1),-0.0651332 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,-1),-0.0290988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,3),(11,2),-0.14457 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,1),-0.0588136 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,-1),-0.0257899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,2),(11,1),-0.0722391 # DEPENDENCYPART_TRISIBL
(11,6),(11,2),(11,-1),-0.0436858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,1),(11,-1),-0.069426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,4),(11,3),-0.048347 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,2),-0.0949569 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,1),-0.0867141 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,-1),-0.12314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,3),(11,2),-0.0950496 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,1),-0.0847508 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,-1),-0.105461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,2),(11,1),-0.0761511 # DEPENDENCYPART_TRISIBL
(11,5),(11,2),(11,-1),-0.0875573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,1),(11,-1),-0.00274671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,3),(11,2),-0.0609556 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,1),-0.0842914 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,-1),-0.116177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,2),(11,1),-0.0843276 # DEPENDENCYPART_TRISIBL
(11,4),(11,2),(11,-1),-0.109441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,1),(11,-1),-0.0727206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,2),(11,1),-0.0338461 # DEPENDENCYPART_TRISIBL
(11,3),(11,2),(11,-1),-0.0711037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,1),(11,-1),0.0498279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,2),(11,1),(11,-1),-0.034322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.148131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.261218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.0294314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.293769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,25),-0.228171 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.0544691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.188853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.101607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,25),-0.707828 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.119287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,19),-0.242223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,25),-0.192127 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,19),-0.170099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,25),-0.11589 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,25),-0.169931 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),0.0252828 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.188615 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),0.0329207 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,25),-0.169264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.132025 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.125038 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,25),-0.237607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,19),-0.109241 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,25),-0.168432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,25),-0.237492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.0306993 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),-0.0898572 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,25),-0.0835343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,19),0.0294372 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,25),-0.259495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,25),-0.0848876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,19),-0.201476 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,25),-0.185987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,25),-0.266235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,25),-0.11718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.0543889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.188855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.176289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.161833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.101527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.231765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,22),-0.0166182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.00742933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,24),-0.319255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,25),-0.707562 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.119288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.0532077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.182434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.242183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.0880535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,22),-0.115255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),-0.0886558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,24),-0.206294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,25),-0.191861 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.07061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,18),-0.171497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.170059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.0774935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,22),-0.19965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,23),-0.172923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,24),-0.320857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,25),-0.115633 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.179567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,19),-0.219666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.0756046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,22),-0.165426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),-0.143731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
