# _root_ 9.83 % , standard conventional fixedrate mortgages ; 7.875 % , 2 % rate capped one-year adjustable rate mortgages .
#goldHeads=2,0,2,7,7,7,2,2,10,2,10,13,14,19,14,19,19,19,10,2,
#predictedHeads=2,0,2,7,7,7,2,2,10,2,10,13,19,19,14,19,19,19,10,2,
(14,12),(14,6),(14,-1),-0.1529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,5),(14,4),-0.0790278 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,3),-0.0688525 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,2),-0.0105749 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,1),-0.103391 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,-1),-0.151058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,4),(14,3),-0.0688525 # DEPENDENCYPART_TRISIBL
(14,12),(14,4),(14,2),-0.0108677 # DEPENDENCYPART_TRISIBL
(14,12),(14,4),(14,1),-0.103391 # DEPENDENCYPART_TRISIBL
(14,12),(14,4),(14,-1),-0.138697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,3),(14,2),-0.0153619 # DEPENDENCYPART_TRISIBL
(14,12),(14,3),(14,1),-0.0456113 # DEPENDENCYPART_TRISIBL
(14,12),(14,3),(14,-1),-0.0917697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,2),(14,1),-0.143706 # DEPENDENCYPART_TRISIBL
(14,12),(14,2),(14,-1),-0.166108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,1),(14,-1),-0.105637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,9),-0.106148 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,8),-0.0298428 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,7),-0.163526 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,6),-0.0519092 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,5),-0.0519095 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,4),-0.0519262 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,3),0.340322 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,2),-0.0644808 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,1),-0.105974 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),-0.146841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,9),(14,8),-0.0215473 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,7),-0.160374 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,6),-0.085526 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,5),-0.0855263 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,4),-0.085539 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,3),0.2715 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,2),-0.113557 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,1),-0.0991191 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,-1),-0.143435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),-0.16128 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,6),-0.0840606 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,5),-0.0840609 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,4),-0.0840736 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,3),0.316854 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,2),-0.107218 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,1),-0.0969622 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.168692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,6),-0.100417 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,5),-0.100417 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,4),-0.10043 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,3),0.273274 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,2),-0.0935608 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,1),-0.100794 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,-1),-0.122785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,6),(14,5),-0.0890665 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,4),-0.0890793 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,3),0.335753 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,2),-0.136549 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,1),-0.0960693 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,-1),-0.123587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,5),(14,4),-0.0890793 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,3),0.335751 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,2),-0.136549 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,1),-0.0960693 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,-1),-0.123592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,4),(14,3),0.335749 # DEPENDENCYPART_TRISIBL
(14,11),(14,4),(14,2),-0.136698 # DEPENDENCYPART_TRISIBL
(14,11),(14,4),(14,1),-0.0960693 # DEPENDENCYPART_TRISIBL
(14,11),(14,4),(14,-1),-0.123624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,3),(14,2),-0.116225 # DEPENDENCYPART_TRISIBL
(14,11),(14,3),(14,1),-0.0981599 # DEPENDENCYPART_TRISIBL
(14,11),(14,3),(14,-1),-0.208857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,2),(14,1),-0.105974 # DEPENDENCYPART_TRISIBL
(14,11),(14,2),(14,-1),-0.146841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,1),(14,-1),-0.143407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,9),(14,8),-0.0828221 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,7),-0.120622 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,6),-0.0850846 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,5),-0.0858724 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,4),-0.0794815 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,3),0.00430826 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,2),-0.0504577 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,1),0.133272 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,-1),-0.213171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,8),(14,7),-0.117352 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,6),-0.0204458 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,5),-0.0212324 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,4),-0.0156023 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,3),-0.0400039 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,2),-0.0777148 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,1),-0.0204704 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,-1),-0.124493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,6),0.0643563 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,5),0.0635521 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,4),0.0691203 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,3),-0.0531347 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,2),-0.0424653 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,1),-0.0237137 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,-1),-0.171892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,6),(14,5),-0.0182685 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,4),-0.00945649 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,3),-0.0178992 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,2),0.0162712 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,1),-0.0238485 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,-1),-0.117029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,5),(14,4),-0.0093209 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,3),-0.017972 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,2),0.0162442 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,1),-0.023851 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,-1),-0.117172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,4),(14,3),-0.0184156 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,2),0.0161861 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,1),-0.0238488 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,-1),-0.108329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,3),(14,2),-0.00208261 # DEPENDENCYPART_TRISIBL
(14,10),(14,3),(14,1),-0.0487718 # DEPENDENCYPART_TRISIBL
(14,10),(14,3),(14,-1),-0.298758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,2),(14,1),-0.0973417 # DEPENDENCYPART_TRISIBL
(14,10),(14,2),(14,-1),-0.165648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,1),(14,-1),-0.213029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,8),(14,7),-0.0949575 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,6),-0.0754405 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,5),-0.0754406 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,4),-0.0764144 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,3),-0.0737006 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,2),-0.0113662 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,1),-0.108475 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,-1),-0.0756272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,7),(14,6),-0.0774401 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,5),-0.0774401 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,4),-0.0784141 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,3),-0.0737268 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,2),-0.000406845 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,1),-0.103851 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,-1),-0.105271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,6),(14,5),-0.077384 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,4),-0.078401 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,3),-0.066072 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,2),-0.00555089 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,1),-0.102495 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,-1),-0.157857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,5),(14,4),-0.0787605 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,3),-0.066072 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,2),-0.00567194 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,1),-0.102495 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,-1),-0.156016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,4),(14,3),-0.066072 # DEPENDENCYPART_TRISIBL
(14,9),(14,4),(14,2),-0.00596473 # DEPENDENCYPART_TRISIBL
(14,9),(14,4),(14,1),-0.102496 # DEPENDENCYPART_TRISIBL
(14,9),(14,4),(14,-1),-0.143655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,3),(14,2),-0.0088494 # DEPENDENCYPART_TRISIBL
(14,9),(14,3),(14,1),-0.0439384 # DEPENDENCYPART_TRISIBL
(14,9),(14,3),(14,-1),-0.0832113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,2),(14,1),-0.142809 # DEPENDENCYPART_TRISIBL
(14,9),(14,2),(14,-1),-0.156816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,1),(14,-1),-0.0970872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,6),-0.098184 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,5),-0.098224 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,4),-0.0981877 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,3),-0.0583277 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,2),-0.0983777 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,1),-0.0848954 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,-1),-0.164232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,6),(14,5),-0.0947125 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,4),-0.0946762 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,3),-0.0664844 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,2),-0.0982225 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,1),-0.0836835 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,-1),-0.183196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,5),(14,4),-0.0946762 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,3),-0.0664844 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,2),-0.0982225 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,1),-0.0836835 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,-1),-0.1832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,4),(14,3),-0.0664844 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,2),-0.0982228 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,1),-0.0836835 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,-1),-0.183196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,3),(14,2),-0.100118 # DEPENDENCYPART_TRISIBL
(14,8),(14,3),(14,1),-0.0829267 # DEPENDENCYPART_TRISIBL
(14,8),(14,3),(14,-1),-0.135822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,2),(14,1),-0.0880322 # DEPENDENCYPART_TRISIBL
(14,8),(14,2),(14,-1),-0.192077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,1),(14,-1),-0.174033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,6),(14,5),0.0277448 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,4),0.0322602 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,3),-0.045235 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,2),-0.0353732 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,1),-0.0531929 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,-1),-0.108632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,5),(14,4),0.0322251 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,3),-0.045235 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,2),-0.0353732 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,1),-0.0531929 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,-1),-0.108632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,4),(14,3),-0.045235 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,2),-0.03551 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,1),-0.0531936 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,-1),-0.109483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,3),(14,2),-0.06416 # DEPENDENCYPART_TRISIBL
(14,7),(14,3),(14,1),-0.0780172 # DEPENDENCYPART_TRISIBL
(14,7),(14,3),(14,-1),-0.275785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,2),(14,1),-0.0443608 # DEPENDENCYPART_TRISIBL
(14,7),(14,2),(14,-1),-0.138267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,1),(14,-1),-0.0928962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,5),(14,4),-0.0743124 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,3),-0.0435656 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,2),-0.068138 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,1),-0.0649308 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,-1),-0.0943144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,4),(14,3),-0.0442647 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,2),-0.0669353 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,1),-0.0649493 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,-1),-0.0970115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,3),(14,2),0.0159803 # DEPENDENCYPART_TRISIBL
(14,6),(14,3),(14,1),-0.0565066 # DEPENDENCYPART_TRISIBL
(14,6),(14,3),(14,-1),-0.318935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,2),(14,1),-0.020463 # DEPENDENCYPART_TRISIBL
(14,6),(14,2),(14,-1),-0.144883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,1),(14,-1),-0.0678992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,4),(14,3),-0.0455438 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,2),-0.0672503 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,1),-0.0653076 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,-1),-0.0915125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,3),(14,2),0.0155811 # DEPENDENCYPART_TRISIBL
(14,5),(14,3),(14,1),-0.0566925 # DEPENDENCYPART_TRISIBL
(14,5),(14,3),(14,-1),-0.318775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,2),(14,1),-0.0206444 # DEPENDENCYPART_TRISIBL
(14,5),(14,2),(14,-1),-0.146875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,1),(14,-1),-0.0677913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,3),(14,2),0.0148168 # DEPENDENCYPART_TRISIBL
(14,4),(14,3),(14,1),-0.0565109 # DEPENDENCYPART_TRISIBL
(14,4),(14,3),(14,-1),-0.325837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,2),(14,1),-0.0204651 # DEPENDENCYPART_TRISIBL
(14,4),(14,2),(14,-1),-0.152766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,1),(14,-1),-0.0744382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,3),(14,2),(14,1),-0.105974 # DEPENDENCYPART_TRISIBL
(14,3),(14,2),(14,-1),-0.146841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,3),(14,1),(14,-1),-0.143407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,2),(14,1),(14,-1),-0.213029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.156139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.081266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.154151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,20),-0.0602842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),-0.080194 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.081345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,19),-0.153549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,20),-0.0592892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,21),-0.0800698 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),-0.150072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,20),-0.0594325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,21),-0.048228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,20),-0.0565721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,21),-0.0667563 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,20),(15,21),-0.216979 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.104915 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.129453 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.0826124 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.124274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.131925 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,20),-0.00783603 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),-0.0586024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,20),-0.103784 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,21),-0.067138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,20),(15,21),-0.0638321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.131935 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,20),-0.00742648 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,21),-0.0576515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,20),-0.102975 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,21),-0.0659058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,20),(15,21),-0.0618052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,20),-0.0733176 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,21),-0.0879194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,20),(15,21),-0.0441153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,20),(15,21),-0.0804462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),-0.0730968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,12),-0.142979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,11),0.187495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,10),-0.0730968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,9),-0.140763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,8),-0.0506421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,7),-0.057194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,6),-0.107522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,5),-0.100726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,4),-0.0919706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,3),0.187495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,2),-0.0730968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,1),-0.140743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),0.0924408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,12),-0.220208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,11),0.204381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,10),-0.0845654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,9),-0.217992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,8),-0.0489121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,7),-0.0576894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,6),-0.095054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,5),-0.0882586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,4),-0.079503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,3),0.204381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,2),-0.0845654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,1),-0.217972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,-1),0.087005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,12),(15,11),0.0944467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,10),-0.124822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,9),-0.141193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,8),-0.103209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,7),-0.0526261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,6),-0.128342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,5),-0.120405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,4),-0.117119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,3),0.0944467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,2),-0.124822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,1),-0.141173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,-1),-0.0492414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,11),(15,10),-0.16108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
